Merge ID	DB_NoveV12	Ishihama2008_fin	Masuda2009_fin	PengTable_fin	OurStudy	# Studies	DB_NoveV12 Duplicates	Ishihama2008_fin Duplicates	Masuda2009_fin Duplicates	PengTable_fin Duplicates	OurStudy Duplicates	Subcellular Location(this study)	CAI	emPAI Value	Covert	Blattner	Corbin	P00350	
P00914	1			1		2	1			1		A			2.03		0.92	
P00934	1	1	1	1	1	5	1	1	2	1	1	A	0.37	1.75	13.83	5.95	18.75	P00934
P00935	1			1		2	1			1		A			4.47	2.32	1.52	
P00944	1			1		2	1			1		A			1.44		0.64	
P00946	1	1	1	1	1	5	1	1	1	1	1	A	0.36	1	3.21	0.88	1.92	P00946
P00954	1	1	1	1	1	5	1	1	1	1	1	A		7.86	2.77	1.33	1.07	P00954
P00956	1	1	1	1	1	5	1	1	2	1	1	A_trl		10.31	8.33	3.75	5.03	P00956
P00959	1	1	1	1	1	5	1	1	2	1	1	A_trl		9	3.97	1.27	1.49	P00959
P00961	1	1	1	1	1	5	1	1	2	1	1	A_trl		24.88	5.89	5.99	2.79	P00961
P00962	1	1	1	1	1	5	1	1	1	1	1	A		7.41	4.76	4.19	1.56	P00962
P00963	1	1	1	1	1	5	1	1	2	1	1	A		2.16	1.67	1.15	0.51	P00963
P00968	1	1	1	1	1	5	1	1	2	1	1	A		30.62	14.84	8.73	9.55	P00968
P02358	1	1	1	1	1	5	1	1	2	1	1	A_trl		176.83	26.32	30.55	29.29	P02358
P02359	1	1	1	1	1	5	1	1	2	1	1	A_trl		162.79	25.38	45.45	44.2	P02359
P02413	1	1	1	1	1	5	1	1	2	1	1	A_trl		24.12	31.5	50.92	56.16	P02413
P02916	1		1	1		3	1		2	1		B		1	0.99	0.94	0.79	
P02918	1	1	1	1	1	5	1	1	1	1	1	B		3.86	2.02	2.18	0.64	P02918
P02920	1			1		2	1			1		B						
P02924	1	1		1		3	1	1		1		G	0.47		0.26		0.29	
P02925	1	1	1	1	1	5	1	1	2	1	1	G	0.48	8	6.85	10.28	13.83	P02925
P02930	1	1	1	1	1	5	1	1	2	1	1	H	0.39	12.04	5.96	3.74	4.71	P02930
P02931	1	1	1	1	1	5	1	1	2	1	1	H	0.66	37.75	33.75	85.17	40.92	P02931
P02932	1		1	1		3	1		1	1		H		0.26	0.38	0.47	0.16	
P02943	1	1	1	1		4	1	1	2	1		H		2.31	2.72	1.95	4.27	
P03007	1		1	1	1	4	1		1	1	1	A		0.47	2.22	1.57	0.94	P03007
P03018	1	1	1	1	1	5	1	1	2	1	1	A	0.39	0.33	2.21	1.64		P03018
P03024	1			1	1	3	1			1	1	A			1.56	0.73	0.48	P03024
P03030	1			1	1	3	1			1	1	A						P03030
P03813	1			1		2	1			1		A				0.74	0.67	
P03817	1	1	1	1		4	1	1	1	1		A		5.81	4.95	6.09	3.3	
P03959	1			1		2	1			1		B						
P03961	1		1	1	1	4	1		1	1	1	B		2.16	1.77	0.76	0.93	P03961
P04036	1	1	1	1	1	5	1	1	1	1	1	A		0.67	7.15	8.27	2.93	P04036
P04079	1	1	1	1	1	5	1	1	2	1	1	A		31.82	7.24	4.33	3.57	P04079
P04152	1			1		2	1			1		A			0.55	0.55	0.3	
P04335	1		1	1	1	4	1		2	1	1	A		0.63	1.98		0.7	P04335
P04425	1	1	1	1	1	5	1	1	1	1	1	A		4.46	4.15	1.95	1.78	P04425
P04693	1	1	1	1	1	5	1	1	2	1	1	A	0.29	1.85	4.54	2.34	1.49	P04693
P04805	1	1	1	1	1	5	1	1	2	1	1	A		15.82	4.01	2.87	1.78	P04805
P04816	1	1		1		3	1	1		1		G	0.41		10.43	8.72	6.9	
P04825	1	1	1	1	1	5	1	1	2	1	1	F1	0.43	3.12	4.22	2.57	2.45	P04825
P04951	1	1	1	1	1	5	1	1	2	1	1	A		2.87	5.69	2.36	2.51	P04951
P04968	1			1	1	3	1			1	1	B			3.16	1.64	1.27	P04968
P04983	1		1	1		3	1		2	1		F1		0.28	0.78	1.14	0.6	
P04993	1			1	1	3	1			1	1	A			1.03	0.62	0.3	P04993
P04995	1			1	1	3	1			1	1	A			2.03	0.73	0.8	P04995
P05020	1	1	1	1	1	5	1	1	1	1	1	A		20.54	11.58	4.03	5.63	P05020
P05042	1		1	1	1	4	1		2	1	1	A		3.12	1.36	0.96	0.85	P05042
P05050	1			1		2	1			1		B			0.42			
P05055	1	1	1	1	1	5	1	1	2	1	1	A		10.84	13.95	8.23	6.67	P05055
P05194	1	1		1	1	4	1	1		1	1	A			2.49	2	1.13	P05194
P05458	1			1	1	3	1			1	1	G			2.53	1.66	1.08	P05458
P05459	1	1	1	1	1	5	1	1	1	1	1	A		3.92	2.49	1.29	0.99	P05459
P05523	1			1		2	1			1		A			1.17	1.02	0.36	
P05637	1		1	1		3	1		1	1		A		1	1.74	0.9	0.88	
P05793	1	1	1	1	1	5	1	1	1	1	1	A		0.32	27.54	19.16	26.62	P05793
P05804	1			1		2	1			1		A				1.28		
P05824	1			1		2	1			1		B			0.9	1.15	0.38	
P05827	1			1	1	3	1			1	1	A					0.37	P05827
P05847	1			1	1	3	1			1	1	A						P05847
P05852	1		1	1	1	4	1		2	1	1	A		1		2.14	1.03	P05852
P06136	1		1	1	1	4	1		1	1	1	B		4.41	7.4	4.87	4.63	P06136
P06149	1	1	1	1	1	5	1	1	2	1	1	F1	0.36	0.78	3.16	1.04	2.28	P06149
P06282	1		1	1	1	4	1		1	1	1	B		5.66	0.76	0.68	0.32	P06282
P06610	1		1	1	1	4	1		1	1	1	A		1.15	2.58	1.12	3.02	P06610
P06611	1		1	1	1	4	1		1	1	1	F1		0.36	1.31		1.26	P06611
P06612	1	1	1	1	1	5	1	1	2	1	1	A	0.44	1.18	1.96	1.87	0.71	P06612
P06616	1		1	1	1	4	1		2	1	1	F1		1.96	1.83	0.95	0.67	P06616
P06709	1		1	1	1	4	1		2	1	1	B		0.27	1.53	0.9	0.33	P06709
P06710	1		1	1	1	4	1		2	1	1	A_trl		0.16	4.36	1.8	1.56	P06710
P06715	1	1	1	1	1	5	1	1	1	1	1	A		2.67	5.68	3.25	2.84	P06715
P06720	1			1	1	3	1			1	1	A					0.64	P06720
P06721	1			1	1	3	1			1	1	A			3.79	2.41	2.48	P06721
P06722	1			1	1	3	1			1	1	A			0.6			P06722
P06846	1			1	1	3	1			1	1	A			0.78		0.51	P06846
P06864	1			1		2	1			1		A				0.8		
P06961	1		1	1		3	1		1	1		A		0.19	2.09		0.85	
P06968	1	1	1	1		4	1	1	1	1		A		2.16	3.94	3.37	2.33	
P06983	1	1	1	1	1	5	1	1	2	1	1	A		5.16	4.15	1.66	2.52	P06983
P06986	1	1		1	1	4	1	1		1	1	A			9.54	3.27	3.28	P06986
P06987	1		1	1	1	4	1		1	1	1	A		0.41	7.54	2.82	3.85	P06987
P06988	1	1		1	1	4	1	1		1	1	A			7.59	1.92	4.47	P06988
P06992	1	1	1	1	1	5	1	1	1	1	1	A_trl		3.39	5.07	1.86	2.79	P06992
P06999	1	1	1	1	1	5	1	1	1	1	1	A	0.31	1.05	4.65	1.02	5.27	P06999
P07000	1			1	1	3	1			1	1	F1			2.25	0.92	0.78	P07000
P07001	1	1	1	1	1	5	1	1	2	1	1	B	0.35	0.58	22.75	19.13	22.45	P07001
P07003	1	1	1	1	1	5	1	1	1	1	1	F1	0.34	0.29	5.59	1.03	3.89	P07003
P07004	1	1	1	1	1	5	1	1	1	1	1	A		1.89	2.22	1.07	0.99	P07004
P07014	1	1	1	1	1	5	1	1	2	1	1	F1	0.33	18.95	8.88	4.82	6.82	P07014
P07021	1		1	1		3	1		1	1		I		9		1.03	0.81	
P07023	1			1	1	3	1			1	1	A			4.14	2.05	0.8	P07023
P07102	1			1	1	3	1			1	1	G						P07102
P07109	1			1	1	3	1			1	1	F1			2.98	3.15	1.21	P07109
P07118	1	1	1	1	1	5	1	1	2	1	1	A_trl	0.61	6	6.13	3.9	2.47	P07118
P07330	1			1		2	1			1		A				5.19	0.25	
P07364	1			1		2	1			1		A			0.68	4.14		
P07604	1	1	1	1	1	5	1	1	2	1	1	A	0.28	0.47	2.05	1.03	0.83	P07604
P07623	1			1		2	1			1		A			8.98	5.98	3.78	
P07639	1		1	1	1	4	1		2	1	1	A		1.64	5.28	2.85	1.41	P07639
P07648	1			1	1	3	1			1	1	A			0.88	0.76	0.55	P07648
P07649	1			1	1	3	1			1	1	A			4.77	2.65	2.17	P07649
P07650	1	1	1	1	1	5	1	1	1	1	1	B	0.47	1.33	2.42	0.71	1.08	P07650
P07654	1			1	1	3	1			1	1	B			2.05	1.78	0.9	P07654
P07762	1	1	1	1		4	1	1	1	1		A		0.44	9.93	3.67	5.68	
P07813	1	1	1	1	1	5	1	1	2	1	1	A		14	9.07	4.19	4.58	P07813
P07821	1		1	1	1	4	1		1	1	1	F1		1	2.64	1.73	1.33	P07821
P07822	1			1	1	3	1			1	1	G			0.94	0.48	0.47	P07822
P07862	1	1	1	1	1	5	1	1	1	1	1	A		0.67	7.22	3.74	3.72	P07862
P07913	1	1	1	1	1	5	1	1	2	1	1	A		9	1.47	0.95		P07913
P08142	1		1	1	1	4	1		2	1	1	A		1.37	9.7	3.01	6.4	P08142
P08178	1	1	1	1	1	5	1	1	1	1	1	A		1.89	10.35	4.6	4.98	P08178
P08179	1	1		1	1	4	1	1		1	1	A	0.34		9.01	3.81	3.99	P08179
P08192	1		1	1	1	4	1		2	1	1	A		2.16	3.56	2.56	2.32	P08192
P08200	1	1	1	1	1	5	1	1	2	1	1	B		77.14	33.1	39.05	53.17	P08200
P08201	1		1	1		3	1		1	1		A		0.87	0.67			
P08244	1	1	1	1	1	5	1	1	2	1	1	A		6.36	2.95	2.17	1.22	P08244
P08312	1	1	1	1	1	5	1	1	2	1	1	A		10	7.75	3.69	5.1	P08312
P08331	1	1	1	1	1	5	1	1	1	1	1	G	0.35	0	0.79	0.43	0.65	P08331
P08337	1			1		2	1			1		A			0.96	0.78		
P08368	1			1		2	1			1		A			0.91	0.52	0.54	
P08370	1			1		2	1			1		G				0.5	0.3	
P08371	1			1		2	1			1		B			1.06	0.91	0.38	
P08373	1	1	1	1		4	1	1	2	1		A		2.16	2.77	1.28	0.98	
P08394	1			1		2	1			1		A			1.86	0.77	0.73	
P08395	1		1	1	1	4	1		2	1	1	B		0.42	1.97	1.04	0.83	P08395
P08400	1			1	1	3	1			1	1	B						P08400
P08401	1			1	1	3	1			1	1	B						P08401
P08506	1		1	1	1	4	1		2	1	1	F2		1.61	3.41	1.12	2.17	P08506
P08550	1			1		2	1			1		B			10.36	8.46	5.51	
P08839	1	1	1	1	1	5	1	1	2	1	1	F1	0.5	16.48	26.75	17.2	25.09	P08839
P08997	1		1	1	1	4	1		2	1	1	A		2.38	26.64	9.45	52.57	P08997
P09029	1	1		1		3	1	1		1		A	0.38		6.35	3.27	1.88	
P09030	1	1	1	1	1	5	1	1	1	1	1	A	0.4	2.98	4.38	1.91	1.98	P09030
P09053	1	1	1	1	1	5	1	1	2	1	1	A	0.35	0.29	3.42	2.41	1.7	P09053
P09126	1		1	1	1	4	1		1	1	1	A		0.47	5.66	3.07	2.65	P09126
P09152	1	1	1	1	1	5	1	1	2	1	1	F1	0.52	2.11				P09152
P09155	1		1	1		3	1		1	1		A		0.27	1.18	0.74	0.52	
P09158	1	1	1	1		4	1	1	1	1		A		1.51	12.5	10.17	13.83	
P09163	1			1		2	1			1		A					0.35	
P09348	1			1		2	1			1		B			0.23	5.46	0.14	
P09377	1			1	1	3	1			1	1	A						P09377
P09391	1	1	1	1	1	5	1	1	1	1	1	B	0.28	0.93	4.46	3.03	2.26	P09391
P09394	1		1	1	1	4	1		1	1	1	G		3.49	0.75	1.86	6.54	P09394
P09424	1	1	1	1		4	1	1	1	1		A		1.85	1.86	0.76	1.1	
P09546	1	1	1	1	1	5	1	1	2	1	1	F1	0.37	5.74	0.61		0.45	P09546
P09549	1		1	1	1	4	1		1	1	1	B		22.71	2.77		1.09	P09549
P09832	1	1		1	1	4	1	1		1	1	A	0.51		19.4	20.93	9.33	P09832
P09836	1			1		2	1			1		B			0.85	0.68	0.28	
P09980	1				1	2	1				1	A						P09980
P09996	1		1	1		3	1		1	1		A		2.16		2.18	0.84	
P0A6A0	1			1	1	3	1			1	1	B				1.96	1.03	P0A6A0
P0A6A3	1	1	1	1	1	5	1	1	2	1	1	A		14.51	9.32	5.89	6.61	P0A6A3
P0A6B4	1		1	1		3	1		1	1		A		0.35				
P0A6B7	1	1	1	1	1	5	1	1	2	1	1	A		18.57		5.68	7.29	P0A6B7
P0A6C5	1			1	1	3	1			1	1	A			4.66	3.43	1.9	P0A6C5
P0A6C8	1			1	1	3	1			1	1	A			10.24	5.46	5.35	P0A6C8
P0A6D0	1		1	1	1	4	1		1	1	1	A		13.68	4.07	1.68	1.94	P0A6D0
P0A6D5	1			1		2	1			1		A						
P0A6D7	1	1	1	1	1	5	1	1	1	1	1	A		11.59				P0A6D7
P0A6E1	1			1	1	3	1			1	1	A			7.19	4.76	2.46	P0A6E1
P0A6E4	1	1	1	1	1	5	1	1	2	1	1	A		0.65	7.11	5.53	2.59	P0A6E4
P0A6E9	1			1		2	1			1		B						
P0A6F1	1	1	1	1	1	5	1	1	2	1	1	A	0.4	48	15.51	9.28	11.61	P0A6F1
P0A6F3	1	1	1	1	1	5	1	1	2	1	1	A		46.71		3.27	21.76	P0A6F3
P0A6F5	1	1	1	1	1	5	1	1	2	1	1	A		92.26	10.89	7.13	12.59	P0A6F5
P0A6G3	1			1		2	1			1		A				1.73	1.48	
P0A6G5	1			1		2	1			1		A						
P0A6G7	1	1	1	1	1	5	1	1	2	1	1	A		18.31	8.24	2.99	5.36	P0A6G7
P0A6H1	1	1	1	1	1	5	1	1	2	1	1	A		13.25	5.68	3.22	2.51	P0A6H1
P0A6H5	1	1	1	1	1	5	1	1	2	1	1	A		10.72	4.68	3.3	1.94	P0A6H5
P0A6H8	1		1	1	1	4	1		1	1	1	B		0.47	3.82	1.53	1.1	P0A6H8
P0A6I3	1		1	1		3	1		1	1		A		0.44	1.95	1.33	0.56	
P0A6I9	1			1		2	1			1		A			3.12	1.49	1.1	
P0A6J1	1			1	1	3	1			1	1	B			5.74	4.63	2.08	P0A6J1
P0A6J3	1	1		1	1	4	1	1		1	1	B	0.28		1.09	0.73	0.57	P0A6J3
P0A6J5	1	1	1	1	1	5	1	1	2	1	1	F1		4.88	2.12	0.8	2.28	P0A6J5
P0A6J8	1	1	1	1	1	5	1	1	1	1	1	A	0.35	7	2.17		0.58	P0A6J8
P0A6K1	1		1	1	1	4	1		1	1	1	A		0.47	8.82	3.48	4.34	P0A6K1
P0A6K3	1	1	1	1	1	5	1	1	1	1	1	A		1.37	8.88	4.22	6	P0A6K3
P0A6K6	1	1	1	1	1	5	1	1	2	1	1	A		8.09	5.19	1.21	3.67	P0A6K6
P0A6L2	1	1	1	1	1	5	1	1	1	1	1	A		5.49	14.3	9.64	11.2	P0A6L2
P0A6L4	1	1	1	1		4	1	1	2	1		A		16.19				
P0A6L9	1	1	1	1	1	5	1	1	1	1	1	A		1		1.77	2.19	P0A6L9
P0A6M4	1			1		2	1			1		A				1.9	3.58	
P0A6M8	1	1	1	1	1	5	1	1	2	1	1	A_trl		48.03	30.72	60.52	70.6	P0A6M8
P0A6N4	1	1	1	1	1	5	1	1	2	1	1	A_trl		4.62	13.11	8.39	8.36	P0A6N4
P0A6P5	1	1	1	1	1	5	1	1	2	1	1	A		5.04			0.69	P0A6P5
P0A6P7	1	1	1	1	1	5	1	1	2	1	1	A		9		5.45	2.36	P0A6P7
P0A6P9	1	1	1	1	1	5	1	1	2	1	1	A		45.42	22.61	25.82	13.83	P0A6P9
P0A6Q3	1	1	1	1	1	5	1	1	2	1	1	A		15.68	6.32	4.01	3.2	P0A6Q3
P0A6Q6	1	1	1	1	1	5	1	1	1	1	1	F1		50.79	14.38	16.32	9.04	P0A6Q6
P0A6R0	1	1	1	1	1	5	1	1	2	1	1	A		7.66	9.64	6.23	7.02	P0A6R0
P0A6R3	1	1	1	1	1	5	1	1	1	1	1	A		9	14.56	15.49	6.17	P0A6R3
P0A6S0	1			1		2	1			1		I			0.29	3.86		
P0A6S7	1	1	1	1	1	5	1	1	2	1	1	A		2.55	7.57	5.58	4.89	P0A6S7
P0A6T1	1	1	1	1	1	5	1	1	1	1	1	A		12	7.58	3.76	5.18	P0A6T1
P0A6T9	1	1	1	1	1	5	1	1	1	1	1	A		3161.28	15.22	9.54	8.72	P0A6T9
P0A6U8	1	1	1	1	1	5	1	1	2	1	1	A		0.72	4.84	2.12	3.88	P0A6U8
P0A6V1	1		1	1		3	1		2	1		A		1.15	9.66	3.19	4.74	
P0A6V5	1			1		2	1			1		A			2.26	2.14	1.12	
P0A6V8	1	1	1	1		4	1	1	1	1		A	0.32	1.58	1.75	2.08	1.89	
P0A6W5	1	1	1	1	1	5	1	1	1	1	1	A		16.01	2.28	2.15	1.15	P0A6W5
P0A6W9	1	1	1	1	1	5	1	1	2	1	1	A		2.03	12.33	7.22	6.01	P0A6W9
P0A6X1	1			1	1	3	1			1	1	A_trl			3.73	1.51	1.12	P0A6X1
P0A6X3	1	1	1	1		4	1	1	1	1		F1	0.41	2.16	15.13	15.31	14.82	
P0A6Y8	1	1	1	1	1	5	1	1	2	1	1	F1		42.75	16.77	14	16.56	P0A6Y8
P0A6Z1	1	1	1	1	1	5	1	1	2	1	1	A	0.43	3.42	7.41	3.82	2.73	P0A6Z1
P0A6Z3	1	1	1	1	1	5	1	1	2	1	1	F1		20.13	1.55		1.21	P0A6Z3
P0A700	1			1		2	1			1		A			1.11	0.56	0.45	
P0A703	1			1		2	1			1		A			0.55			
P0A715	1	1	1	1	1	5	1	1	2	1	1	A		11.33	5.97	2.79	3.56	P0A715
P0A717	1	1	1	1	1	5	1	1	2	1	1	A		26.38	7.26	5.7	3.29	P0A717
P0A720	1	1	1	1	1	5	1	1	2	1	1	A		0.85	2.27	0.85	1.55	P0A720
P0A722	1	1	1	1	1	5	1	1	1	1	1	A		1.51	5.1	2.95	2.26	P0A722
P0A725	1		1	1	1	4	1		1	1	1	A		0.54	11.11	5.99	5.73	P0A725
P0A729	1		1	1		3	1		1	1		A		1		1.1	1.2	
P0A731	1	1	1	1		4	1	1	1	1		A		12.89	5	2.89	4.75	
P0A734	1	1	1	1	1	5	1	1	2	1	1	F1	0.32	25.83	9.96	4.91	3.65	P0A734
P0A738	1		1	1		3	1		1	1		A		1	8.95	3.88	4.44	
P0A744	1			1	1	3	1			1	1	A			2.38	0.79	1.8	P0A744
P0A746	1	1	1	1		4	1	1	1	1		A		12.34		7.42	14.62	
P0A752	1			1		2	1			1		A			3.53	1.39	1.41	
P0A754	1			1		2	1			1		F1			0.9	0.32	0.44	
P0A756	1			1	1	3	1			1	1	F1				0.72	0.52	P0A756
P0A759	1	1	1	1		4	1	1	2	1		B	0.5	3.22	2.59	1.22	1.48	
P0A763	1	1	1	1	1	5	1	1	2	1	1	A		41.17	14.46	14.45	24.1	P0A763
P0A766	1			1		2	1			1		B					0.47	
P0A769	1			1		2	1			1		B					0.33	
P0A772	1			1		2	1			1		A			1.85	0.7	2.37	
P0A776	1			1		2	1			1		A				4.17	3.86	
P0A784	1	1	1	1	1	5	1	1	1	1	1	A		2.83		0.95	1.04	P0A784
P0A786	1	1	1	1	1	5	1	1	2	1	1	A		57	36.74	30.58	49	P0A786
P0A790	1	1	1	1	1	5	1	1	1	1	1	A		16.78	8.21	5.72	4.16	P0A790
P0A794	1	1	1	1	1	5	1	1	1	1	1	A		1.93	3.96	2.06	2.11	P0A794
P0A796	1	1	1	1	1	5	1	1	2	1	1	A	0.66	4.78	7.24	5.01	3.65	P0A796
P0A799	1	1	1	1	1	5	1	1	2	1	1	A		64.79	15.67	12.88	21.18	P0A799
P0A7A5	1		1	1	1	4	1		2	1	1	A		0.87	4.35	2.49	2.36	P0A7A5
P0A7A9	1	1	1	1	1	5	1	1	2	1	1	A		37.31	10.01	9.72	3.84	P0A7A9
P0A7B1	1		1	1	1	4	1		2	1	1	F1		0.14	4.01	1.98	1.37	P0A7B1
P0A7B3	1			1		2	1			1		F1				0.99	0.72	
P0A7B5	1	1	1	1	1	5	1	1	2	1	1	A		2.63	5.05	1.77	3.05	P0A7B5
P0A7B8	1	1	1	1	1	5	1	1	2	1	1	A		3.22	7.7	4.53	4.94	P0A7B8
P0A7C2	1	1	1	1	1	5	1	1	1	1	1	A		1	4.48	3.23	1.25	P0A7C2
P0A7C6	1		1	1		3	1		1	1		A		2.16	0.66	0.59	0.58	
P0A7D4	1	1	1	1	1	5	1	1	2	1	1	A		17.59	6.98	4.77	3.46	P0A7D4
P0A7D7	1	1	1	1	1	5	1	1	2	1	1	A		5.31	13.56	9.53	8.37	P0A7D7
P0A7E1	1	1	1	1	1	5	1	1	2	1	1	F1		9.96	4.63	3.58	2.44	P0A7E1
P0A7E3	1	1		1	1	4	1	1		1	1	A			0.48	0.69	0.41	P0A7E3
P0A7E5	1	1	1	1	1	5	1	1	2	1	1	B		13.03	11.9	6.15	9.96	P0A7E5
P0A7E9	1	1	1	1	1	5	1	1	2	1	1	A		7.58	12.52	8.9	10.15	P0A7E9
P0A7F3	1	1	1	1	1	5	1	1	2	1	1	A		150.99	29.37	29.35	45.69	P0A7F3
P0A7F6	1	1	1	1		4	1	1	1	1		A	0.4	4.82	11.62	7.12	5.71	
P0A7F9	1	1	1	1		4	1	1	1	1		A	0.38	0.31	2.73	2.11	0.99	
P0A7G2	1	1	1	1	1	5	1	1	1	1	1	A_trl		3.64	3.65	1.97	1.88	P0A7G2
P0A7H0	1			1	1	3	1			1	1	A			1.55	1.04	0.72	P0A7H0
P0A7H3	1			1		2	1			1		B			1.36	0.97	0.66	
P0A7H6	1		1	1		3	1		1	1		A		0.67	4.95	4.63	2.89	
P0A7I0	1	1	1	1	1	5	1	1	1	1	1	A		0.53	2.25	1.09	0.78	P0A7I0
P0A7I4	1	1	1	1	1	5	1	1	2	1	1	A_trl		9	2.74	1.43	1.39	P0A7I4
P0A7I7	1		1	1	1	4	1		1	1	1	A		7.25	3.82	2.95	1.55	P0A7I7
P0A7J0	1	1	1	1		4	1	1	1	1		F1	0.47	4.01	2.66	2.13	1.51	
P0A7J3	1	1	1	1	1	5	1	1	2	1	1	A_trl		19.31	25.6	53.72	42.79	P0A7J3
P0A7K6	1	1	1	1	1	5	1	1	2	1	1	A_trl		99	12.28	24	4.19	P0A7K6
P0A7R5	1	1	1	1	1	5	1	1	2	1	1	A_trl		58.95	29.79	46.24	51.32	P0A7R5
P0A7R9	1	1	1	1	1	5	1	1	2	1	1	A_trl		20.54	26.56	60.03	60.77	P0A7R9
P0A7S9	1	1	1	1	1	5	1	1	2	1	1	A_trl		137.95	30.08	55.18	57.31	P0A7S9
P0A7T3	1	1	1	1	1	5	1	1	1	1	1	A_trl		67.13	18.99	28.75	23.82	P0A7T3
P0A7U3	1	1	1	1	1	5	1	1	2	1	1	A_trl		397.11	42.64	37.35	53.55	P0A7U3
P0A7V0	1	1	1	1	1	5	1	1	2	1	1	A_trl		340.45	22.51	29.56	27.65	P0A7V0
P0A7V8	1	1	1	1	1	5	1	1	2	1	1	A_trl		83.83	21.59	57.44	40.71	P0A7V8
P0A7W1	1	1	1	1	1	5	1	1	2	1	1	A_trl		40.25	25.7	37.44	34.9	P0A7W1
P0A7W7	1	1	1	1	1	5	1	1	2	1	1	A_trl		16.78	33.38	41.99	50.92	P0A7W7
P0A7X3	1	1	1	1	1	5	1	1	2	1	1	A_trl		38.81	20.76	24.02	19.74	P0A7X3
P0A7X6	1	1	1	1	1	5	1	1	1	1	1	A_trl		5.58		56.93	46.4	P0A7X6
P0A7Y0	1	1	1	1	1	5	1	1	2	1	1	A		7.48	4.68	2.86	2.24	P0A7Y0
P0A7Y4	1			1		2	1			1		A			2.54	1.75	1.35	
P0A7Y8	1			1	1	3	1			1	1	A			11.53	8.15	5.76	P0A7Y8
P0A7Z0	1	1	1	1	1	5	1	1	2	1	1	A		14.85	9.11	2.85	2.84	P0A7Z0
P0A7Z4	1	1	1	1	1	5	1	1	2	1	1	A		70.97	25.84	59.73	42.2	P0A7Z4
P0A805	1	1	1	1	1	5	1	1	1	1	1	A		33.55	7.78	5.17	4.58	P0A805
P0A809	1			1		2	1			1		A			3.67	1.55	1.68	
P0A812	1	1	1	1	1	5	1	1	1	1	1	A		0.62	1.79		0.79	P0A812
P0A817	1	1	1	1	1	5	1	1	2	1	1	A		12.69	9.58	5.89	3.45	P0A817
P0A823	1			1	1	3	1			1	1	A			7.43	2.64	3.8	P0A823
P0A825	1	1	1	1	1	5	1	1	2	1	1	A		19.81	21.17	10.14	13.41	P0A825
P0A828	1			1		2	1			1		A			8.66	5.64	4.09	
P0A832	1	1	1	1	1	5	1	1	2	1	1	A		4.99	5.38	2.21	1.99	P0A832
P0A836	1	1	1	1	1	5	1	1	2	1	1	A		10.72	30.22	15.55	51.01	P0A836
