Entry Name	# Tryptic Peptide	# Theoretical Tryptic Peptides
P0A8D6	10	14
P0A8E1	12	22
P0A8E5	4	10
P0A8E7	10	24
P0A8F0	11	20
P0A8F4	12	24
P0A8F8	11	19
P0A8G0	12	28
P0A8I1	6	16
P0A8I3	12	24
P0A8I5	10	22
P0A8I8	9	18
P0A8J4	4	8
P0A8J8	14	24
P0A8L1	12	27
P0A8L5	7	15
P0A8L7	3	8
P0A8M0	12	21
P0A8M3	15	23
P0A8M6	4	16
P0A8N0	8	21
P0A8N3	14	28
P0A8N5	14	28
P0A8P1	14	22
P0A8P3	8	9
P0A8Q6	7	12
P0A8S1	9	20
P0A8T7	13	31
P0A8U2	9	22
P0A8V2	13	26
P0A8V6	13	23
P0A8W0	12	17
P0A8W2	7	17
P0A8W5	10	16
P0A8W8	11	17
P0A8X0	7	29
P0A8Y1	9	16
P0A8Y3	9	15
P0A8Y5	11	21
P0A8Z0	6	12
P0A8Z7	5	8
P0A944	9	11
P0A948	11	24
P0A951	12	19
P0A953	12	21
P0A955	9	20
P0A959	10	21
P0A988	13	19
P0A993	10	23
P0A998	8	12
P0A9A2	13	15
P0A9A9	8	15
P0A9B2	13	26
P0A9B6	13	23
P0A9C5	9	17
P0A9C9	11	19
P0A9D2	12	18
P0A9D4	12	21
P0A9D8	11	20
P0A9F1	7	18
P0A9F3	12	23
P0A9F6	12	24
P0A9G2	10	18
P0A9G6	10	19
P0A9H7	14	24
P0A9H9	10	17
P0A9I1	11	25
P0A9I3	9	10
P0A9J0	14	27
P0A9J6	11	16
P0A9J8	9	22
P0A9K3	13	24
P0A9K9	7	11
P0A9L5	6	12
P0A9L8	8	14
P0A9M0	14	28
P0A9M2	9	22
P0A9N4	13	25
P0A9P6	11	19
P0A9Q1	11	26
P0A9Q5	10	28
P0A9S5	12	19
P0A9T0	12	24
P0A9T4	8	19
P0A9V5	5	13
P0A9W0	11	23
P0A9W9	12	15
P0AA10	6	20
P0AA16	12	30
P0AA39	13	33
P0AA43	10	22
P0AA97	9	18
P0AAB8	5	17
P0AAC0	13	19
P0AAI5	10	16
P0AAI9	6	14
P0AAN1	5	9
P0AAP3	6	12
P0AAT9	10	20
P0AAW1	13	22
P0AAY6	6	6
P0AAZ4	12	23
P0AB20	3	7
P0AB43	7	11
P0AB52	5	10
P0AB55	4	6
P0AB61	5	10
P0AB71	8	15
P0AB77	10	20
P0AB80	7	20
P0AB83	9	25
P0AB89	13	26
P0AB91	12	23
P0ABE2	4	13
P0ABH7	11	20
P0ABK5	9	24
P0ABP8	13	24
P0ABQ2	14	19
P0ABQ4	8	10
P0ABS1	6	18
P0ABT2	11	19
P0ABT5	13	25
P0ABU0	12	23
P0ABU2	13	23
P0ABU5	10	15
P0AC13	13	17
P0AC19	8	16
P0AC33	13	21
P0AC38	13	22
P0AC53	14	23
P0AC59	11	24
P0AC69	6	12
P0AC81	8	16
P0AC84	9	16
P0AC86	10	24
P0ACA3	10	22
P0ACB0	14	22
P0ACB2	10	23
P0ACB4	13	22
P0ACC1	12	14
P0ACC3	5	8
P0ACC7	12	20
P0ACD4	7	14
P0ACE7	6	9
P0ACF0	4	14
P0ACF8	7	19
P0ACH8	12	17
P0ACI0	10	19
P0ACI3	10	24
P0ACI6	10	16
P0ACJ8	13	23
P0ACK2	12	21
P0ACK5	8	21
P0ACK8	10	26
P0ACL0	12	21
P0ACL2	13	24
P0ACL7	11	25
P0ACL9	10	23
P0ACM2	10	23
P0ACM5	13	25
P0ACN7	12	24
P0ACP5	12	24
P0ACQ4	12	19
P0ACR4	9	19
P0ACS2	7	21
P0ACS5	8	19
P0ACT6	11	20
P0ACU2	12	22
P0ACY1	8	20
P0ACZ8	10	23
P0AD05	9	17
P0AD57	7	14
P0AD61	12	24
P0ADE6	12	17
P0ADE8	11	21
P0ADF6	8	21
P0ADF8	6	9
P0ADI7	9	15
P0ADN2	8	16
P0ADP7	7	22
P0ADP9	5	14
P0ADR6	13	24
P0ADR8	12	20
P0ADS2	6	15
P0ADT2	8	22
P0ADT5	11	20
P0ADU7	8	15
P0ADV5	9	15
P0ADX1	7	14
P0ADX9	10	18
P0ADY3	3	19
P0ADY7	4	26
P0ADZ4	4	10
P0AE01	10	18
P0AE08	10	19
P0AE12	11	16
P0AE18	14	25
P0AE37	13	20
P0AE39	14	20
P0AE48	5	10
P0AE52	10	16
P0AE76	7	16
P0AE78	14	24
P0AEA8	11	22
P0AEB7	5	11
P0AEE8	12	22
P0AEF0	11	28
P0AEF4	11	20
P0AEI1	12	24
P0AEI4	11	22
P0AEI6	10	12
P0AEJ2	14	22
P0AEK0	10	19
P0AEM0	7	8
P0AEN1	13	25
P0AEN8	6	13
P0AES0	8	19
P0AES2	12	21
P0AES4	11	19
P0AET8	13	17
P0AEV1	9	20
P0AEW4	9	12
P0AEW6	13	19
P0AEX5	9	18
P0AEZ1	12	24
P0AEZ9	9	15
P0AF03	9	15
P0AF08	10	17
P0AF10	8	16
P0AF12	10	17
P0AF18	10	18
P0AF24	11	16
P0AF28	9	25
P0AF50	6	9
P0AF63	8	15
P0AF67	7	12
P0AF93	6	12
P0AFB5	9	19
P0AFB8	12	22
P0AFC0	7	16
P0AFF6	15	28
P0AFG0	10	20
P0AFG3	9	22
P0AFG6	8	27
P0AFI7	12	28
P0AFK0	15	17
P0AFP6	9	18
P0AFQ7	12	24
P0AFR0	11	19
P0AFR4	8	20
P0AFT5	14	26
P0AFU4	10	18
P0AFU8	11	19
P0AFW0	9	16
P0AFX0	4	13
P0AFX4	6	17
P0AFZ1	5	14
P0AFZ3	6	11
P0AG03	9	15
P0AG07	9	19
P0AG16	10	16
P0AG24	14	29
P0AG30	10	25
P0AG40	11	26
P0AG44	4	24
P0AG55	10	22
P0AG59	2	21
P0AG63	3	16
P0AG76	9	15
P0AG84	14	24
P0AGA6	9	17
P0AGD3	10	13
P0AGE0	7	14
P0AGE6	8	13
P0AGF2	10	15
P0AGG0	9	16
P0AGG2	15	18
P0AGG4	7	17
P0AGG8	9	22
P0AGJ2	11	18
P0AGJ5	10	32
P0AGJ7	10	15
P0AGK8	9	19
P0AGL5	8	14
P0AGL7	12	25
P0C037	2	5
P0C054	7	14
P0C058	9	13
P0C093	8	27
P0C0K3	12	17
P0C0R7	10	27
P0C0U4	13	25
P10442	11	18
P10443	11	18
P11290	11	22
P11446	9	10
P11447	12	22
P11458	9	21
P11875	14	23
P11880	8	14
P12281	10	14
P12282	9	17
P12295	13	17
P12758	11	18
P13001	13	18
P13009	10	19
P13016	9	13
P13024	11	22
P13029	12	24
P14081	13	23
P14294	13	23
P15034	11	21
P15038	14	25
P15042	10	27
P15254	10	19
P15288	9	16
P15639	11	24
P15770	12	18
P15977	11	19
P16384	14	22
P16433	9	23
P16456	11	17
P16525	13	31
P16528	13	17
P16659	9	22
P16684	12	24
P16691	7	13
P17109	11	19
P17115	13	20
P17854	12	26
P17888	11	20
P17952	9	16
P17993	11	20
P18196	10	21
P18335	12	18
P18843	13	21
P19624	10	15
P20083	10	17
P21151	11	20
P21156	11	29
P21165	12	21
P21169	11	18
P21170	11	26
P21177	9	23
P21179	14	23
P21499	13	28
P21599	12	36
P21645	7	16
P21693	9	19
P21866	15	24
P21888	13	22
P22106	13	22
P22256	11	21
P22259	12	23
P22333	10	19
P22523	11	29
P22524	12	26
P22634	12	17
P22939	9	17
P23003	12	26
P23367	11	24
P23538	9	15
P23721	12	19
P23836	12	20
P23839	12	31
P23845	11	19
P23862	10	26
P23871	10	23
P23882	10	20
P23893	12	19
P23908	13	22
P24171	9	17
P24173	11	26
P24174	11	20
P24175	11	25
P24182	9	27
P24186	8	21
P24188	14	25
P24192	12	18
P24193	9	15
P24230	10	18
P24232	12	22
P24554	12	24
P25437	8	17
P25519	10	33
P25536	10	17
P25539	12	24
P25550	9	17
P25665	12	22
P25738	4	5
P25745	10	20
P25888	15	24
P26616	11	20
P27245	7	16
P27249	15	19
P27294	11	27
P27296	14	26
P27298	11	20
P27302	9	18
P27305	16	23
P27306	11	20
P27431	8	15
P27550	13	23
P27828	16	21
P27830	12	18
P27833	8	21
P27836	14	24
P27838	7	8
P27848	13	20
P27862	8	15
P28248	10	21
P28305	15	23
P28861	12	21
P28903	11	28
P28904	11	22
P28905	7	16
P29012	13	20
P29013	11	24
P29680	12	24
P29745	13	19
P30011	12	21
P30014	9	16
P30128	9	20
P30137	9	18
P30177	12	24
P30178	10	16
P30745	15	27
P30843	8	22
P30850	12	26
P30863	10	21
P30870	10	16
P30871	11	20
P30958	14	20
P31120	10	23
P31142	12	15
P31475	9	19
P31663	12	24
P31677	9	18
P31678	13	17
P31802	10	21
P31808	14	21
P32055	11	21
P32099	11	24
P32131	13	23
P32132	6	20
P32157	11	20
P32162	4	12
P32169	9	15
P32173	8	14
P32662	7	17
P32664	14	23
P32680	11	17
P32684	14	26
P32695	13	23
P33195	8	15
P33355	10	21
P33368	11	18
P33570	8	14
P33643	11	26
P33920	11	24
P34209	8	16
P35340	11	20
P36566	10	22
P36659	10	22
P36673	11	24
P36680	10	24
P36683	13	20
P36767	11	26
P36771	9	22
P36928	10	16
P36938	9	16
P36979	12	25
P36999	12	23
P37013	8	18
P37024	13	20
P37025	8	19
P37047	14	21
P37051	11	23
P37095	13	25
P37128	8	16
P37182	10	12
P37338	16	26
P37344	11	24
P37348	16	24
P37440	15	26
P37610	9	19
P37623	4	14
P37634	14	26
P37640	11	21
P37647	6	20
P37666	11	19
P37689	10	26
P37692	13	22
P37765	12	36
P37773	11	17
P37903	7	13
P38038	7	20
P38051	15	20
P38489	10	21
P38521	5	12
P38684	11	27
P39163	11	17
P39173	11	18
P39177	7	13
P39199	8	20
P39267	15	24
P39286	13	23
P39288	10	23
P39298	11	15
P39300	12	20
P39304	9	21
P39337	7	14
P39406	13	22
P39407	12	22
P39411	8	14
P39452	13	20
P39831	11	20
P40191	10	18
P42593	12	21
P42596	12	20
P42632	14	24
P42904	8	15
P43329	14	30
P45465	8	19
P45469	11	18
P45524	12	20
P45577	12	31
P45578	8	17
P45748	10	16
P45799	10	18
P46837	11	28
P46850	14	21
P46853	11	21
P46859	7	16
P46888	7	9
P46891	14	19
P50465	12	25
P51024	7	25
P51025	12	17
P52007	10	14
P52061	8	21
P52076	12	25
P52108	13	25
P52643	7	22
P52647	12	15
P54901	9	20
P55135	14	27
P55798	11	22
P56262	9	16
P60293	16	22
P60390	10	28
P60422	12	33
P60438	12	25
P60546	9	23
P60584	10	22
P60595	10	17
P60624	4	17
P60651	10	20
P60664	12	22
P60716	10	30
P60720	9	15
P60723	7	30
P60757	10	29
P60906	12	24
P61175	4	18
P61517	10	19
P61714	6	13
P61887	10	19
P61949	7	14
P62601	11	19
P62615	10	19
P62620	13	27
P62623	12	23
P62672	5	8
P62707	12	29
P62768	7	20
P63020	8	15
P63177	11	21
P63224	11	20
P63284	12	22
P63417	6	13
P64476	4	6
P64554	12	24
P64574	7	13
P64588	8	24
P64599	10	17
P64612	11	26
P64624	8	23
P64636	11	18
P65556	7	16
P66817	9	16
P67080	12	24
P67087	10	22
P67095	7	12
P67660	15	27
P67762	7	17
P67910	14	18
P68398	8	17
P68567	9	22
P68739	12	23
P68767	12	30
P69228	14	27
P69441	13	27
P69503	9	17
P71242	10	17
P75672	11	23
P75736	13	18
P75745	11	27
P75779	13	19
P75792	11	22
P75809	9	19
P75817	10	20
P75823	10	22
P75838	12	20
P75849	10	16
P75863	14	24
P75864	14	23
P75867	9	18
P75874	8	14
P75876	11	27
P75893	9	11
P75914	9	19
P75915	7	13
P75919	11	22
P75949	12	23
P75952	10	23
P76008	11	18
P76034	14	22
P76046	10	27
P76053	10	22
P76055	15	29
P76149	11	20
P76187	11	19
P76213	11	30
P76245	14	20
P76256	10	17
P76257	12	20
P76268	16	28
P76273	9	16
P76280	11	18
P76290	15	20
P76340	13	23
P76403	13	20
P76422	13	20
P76472	11	28
P76491	11	21
P76503	12	26
P76535	12	18
P76539	7	14
P76541	8	13
P76558	10	21
P76561	7	13
P76585	11	18
P76594	11	20
P76658	15	24
P77150	9	16
P77258	13	21
P77334	12	26
P77376	11	18
P77398	12	19
P77399	9	25
P77434	10	20
P77475	9	15
P77488	8	21
P77552	7	14
P77559	13	20
P77561	11	17
P77581	11	20
P77625	9	17
P77735	8	16
P77739	12	23
P77748	8	20
P77766	13	21
P77775	15	29
P77808	5	14
P80644	7	21
P80645	10	18
Q46800	8	12
Q46829	4	12
Q46855	11	19
Q46856	15	25
Q46857	8	19
Q46871	10	16
Q46920	10	17
Q46925	10	25
Q46939	8	20
Q47147	5	15
Q47319	5	5
Q57261	9	14
Q93K97	6	14
P00582	11	17
P00722	11	16
P00892	8	12
P00894	9	20
P00936	9	16
P00957	10	22
P00960	8	13
P03023	10	18
P04391	11	23
P04994	13	21
P05041	12	15
P05100	8	14
P05707	11	19
P05791	11	18
P06989	8	16
P07012	10	22
P07395	7	21
P08245	3	17
P08390	9	15
P08622	7	31
P08660	11	22
P08956	14	25
P08957	14	22
P09372	8	22
P09373	14	26
P09831	14	28
P0A6A6	10	21
P0A6C1	12	24
P0A6D3	10	17
P0A6F9	5	10
P0A6I0	11	25
P0A6I6	9	13
P0A6L0	13	26
P0A6N8	6	21
P0A6P1	15	26
P0A6T5	12	22
P0A6U5	12	21
P0A6W0	16	20
P0A6X7	6	16
P0A6Y1	4	16
P0A6Y5	12	15
P0A6Z6	5	12
P0A705	12	32
P0A707	8	30
P0A749	13	24
P0A780	8	13
P0A7D1	13	24
P0A7J7	6	17
P0A7K2	5	13
P0A7L0	11	29
P0A7L3	5	24
P0A7L8	3	16
P0A7M2	4	14
P0A7M6	3	12
P0A7M9	3	11
P0A7N4	3	9
P0A7N9	1	12
P0A7P5	1	12
P0A7Q1	0	14
P0A7Q6	1	11
P0A7R1	9	17
P0A7S3	5	22
P0A7T7	3	15
P0A7U7	3	17
P0A7V3	9	31
P0A800	5	11
P0A814	9	19
P0A821	15	24
P0A862	7	10
P0A877	11	19
P0A898	3	7
P0A8B2	8	15
P0A8B5	6	12
P0A8H6	10	25
P0A8J2	9	14
P0A8K5	2	6
P0A8R0	8	10
P0A8R4	4	8
P0A8R9	10	22
P0A8T1	11	17
P0A991	11	14
P0A9E2	4	14
P0A9F9	9	21
P0A9H1	10	17
P0A9H5	11	21
P0A9K1	12	29
P0A9L3	8	17
P0A9U6	9	12
P0A9V8	12	15
P0A9Y6	4	8
P0A9Z1	6	16
P0AA04	3	8
P0AA25	5	12
P0AAC8	7	12
P0AAR3	8	16
P0AAT6	5	9
P0AAZ7	5	8
P0AB28	7	10
P0ABD3	10	18
P0ABD5	12	27
P0ABD8	6	12
P0ABQ0	12	18
P0ABR5	13	20
P0ABS8	5	13
P0ABY7	8	18
P0AC16	7	12
P0AC62	5	9
P0AC92	3	10
P0ACA7	12	17
P0ACG1	8	19
P0ACG8	6	23
P0ACL5	12	29
P0ACN4	11	17
P0ACP1	12	29
P0ACP7	13	25
P0ACQ0	9	25
P0ACR7	12	21
P0ACR9	8	19
P0ACU5	9	29
P0ACU7	12	20
P0ACW6	5	15
P0ACX3	6	9
P0ACZ2	8	16
P0ACZ4	12	22
P0AD21	6	9
P0AD49	5	14
P0ADG4	14	22
P0ADK6	16	29
P0ADK8	4	22
P0ADU2	5	8
P0ADZ0	1	19
P0AEH3	7	11
P0AEK2	10	24
P0AES6	12	22
P0AEW9	11	22
P0AF90	2	7
P0AFH0	9	18
P0AFP4	12	21
P0AG18	7	13
P0AG20	13	27
P0AG48	6	15
P0AG51	4	11
P0AG67	13	24
P0AGE9	12	17
P0AGJ9	9	18
P0AGK4	4	12
P0C018	4	19
P0C0L9	2	6
P0C8J6	10	17
P0C8J8	9	20
P10371	13	21
P10902	13	18
P11664	11	18
P13445	12	26
P13669	10	25
P14375	11	16
P14900	9	17
P15005	11	22
P15082	12	18
P16690	9	21
P17117	13	19
P17169	11	20
P17445	8	19
P17446	13	19
P17846	15	27
P18811	13	21
P19317	14	20
P19636	13	25
P20605	9	20
P21507	13	19
P21515	10	18
P22186	8	16
P22188	13	18
P22564	9	16
P23305	13	24
P23869	7	17
P23874	15	26
P23883	11	21
P24202	14	26
P24203	11	18
P24215	15	22
P24242	12	22
P24251	8	20
P24255	7	13
P25397	13	22
P25516	8	24
P25524	9	17
P25526	10	19
P25553	12	17
P25740	15	31
P25741	10	35
P25742	11	24
P26281	7	15
P26602	9	19
P26646	11	20
P27111	13	19
P27128	14	21
P27240	9	36
P27247	6	19
P27248	11	20
P27859	14	18
P28304	12	23
P28630	10	18
P28631	11	22
P28632	7	10
P30125	11	23
P30744	10	16
P31057	8	14
P31460	10	24
P31467	11	17
P31473	10	26
P31806	9	15
P31825	10	17
P32140	12	21
P32141	14	23
P32143	8	19
P32144	16	18
P32152	14	24
P32685	2	16
P33029	14	18
P33030	15	22
P33221	14	21
P33346	8	21
P33595	17	25
P36677	8	15
P37005	14	21
P37330	12	25
P37613	5	16
P37745	10	19
P37750	8	22
P37759	11	18
P37760	10	16
P37906	11	21
P39160	13	20
P39161	12	24
P39208	11	21
P39280	11	23
P39333	12	20
P39334	8	17
P39343	8	26
P39353	9	19
P39361	12	22
P39362	9	14
P39363	4	8
P39364	9	18
P39367	9	17
P39377	13	16
P39384	8	25
P41407	9	17
P42597	9	22
P42641	7	29
P45530	6	9
P45552	13	26
P46068	11	16
P50457	10	17
P51020	9	20
P52037	9	16
P52045	11	18
P52060	4	13
P52096	5	11
P52598	11	19
P60240	15	25
P62399	11	26
P64483	9	17
P67603	6	10
P68206	3	14
P68679	3	14
P68919	6	15
P69222	3	10
P69913	2	8
P75746	11	18
P75767	11	17
P75782	8	17
P75821	11	22
P75843	15	25
P75913	12	21
P75989	14	25
P75990	14	22
P76014	11	20
P76016	10	14
P76035	15	21
P76038	10	15
P76052	11	15
P76104	11	21
P76112	6	15
P76113	10	19
P76114	12	22
P76129	9	27
P76217	10	21
P76251	15	23
P76270	9	14
P76407	11	19
P76536	12	25
P76569	6	16
P76621	12	22
P77044	15	23
P77171	14	21
P77182	13	16
P77187	12	19
P77212	13	19
P77295	5	10
P77301	10	15
P77302	11	18
P77357	11	16
P77395	9	14
P77425	14	16
P77433	13	22
P77536	10	28
P77569	13	28
P77608	10	18
P77624	13	19
P77649	10	21
P77668	13	22
P77674	3	9
P77690	5	13
P77700	10	14
P77712	13	17
P77718	14	24
P77730	9	11
P77736	13	28
P77744	13	22
P78061	11	20
P80668	12	25
Q46861	9	16
Q46868	9	21
Q46889	9	16
Q46891	6	14
Q47129	13	23
Q47140	9	20
Q47141	10	15
Q47149	6	13
Q47150	11	25
Q6BF16	12	25
