Entry Name	Total #Tryptic Peptides	# Detectable Tryptic Peptides	Detectable(%)	mean m/z	mean gravy	mean mass
P0A6Q6	16	7		839.081126916667	0.206983082706767	1902.09345857143
P0A6X3	7	5		894.41841834127	-0.054775176514307	2092.030862
P0A6Y8	20	12		873.597889583333	-0.151672054797055	1747.19577916667
P0A6Z3	29	12		721.534054460784	-0.401236618319952	1564.09107583333
P0A734	8	6		683.87555	0.260208333333333	1437.41025666667
P0A754	11	7		862.4729539375	-0.208122552051124	2573.25700571429
P0A756	15	9		858.212919960784	-0.168681630642415	1895.16989222222
P0A759	22	12		853.716188518519	-0.200103045647163	1795.55182583333
P0A766	10	6		859.385599166667	1.12758838383838	1718.77119833333
P0A7B1	29	15		683.323743627451	-0.279303612566771	1381.75789133333
P0A7B3	16	9		930.039905059524	0.100434275238197	2405.33331666667
P0A7E1	21	15		684.415339166667	-0.220741242329952	1447.32292133333
P0A7E5	20	12		832.655798039216	0.13484570802005	1773.7413775
P0A7H3	29	10		936.427528888889	-0.123639087301587	1866.234814
P0A7J0	16	11		771.900432604167	-0.010977707288449	1592.41060909091
P0A855	19	7		799.4618115	-0.0755246842326675	1975.41206285714
P0A879	22	13		791.194347107843	-0.306562001347069	1587.48759076923
P0A8R7	19	7		770.430442	-0.824161537084469	1895.20964571429
P0A8S5	11	5		973.809269722222	0.306085231193927	1982.983442
P0A8U0	11	7		882.938786527778	-0.246814058956916	1999.99632
P0A8X2	19	11		754.636562888889	-0.367658179932651	1609.69578181818
P0A8X4	22	10		757.756854090909	-0.0640056479468245	1542.604291
P0A8Z3	15	7		804.62396037037	-0.17741284250601	1662.94460857143
P0A901	21	12		618.352910416667	-0.0993202861952862	1236.70582083333
P0A908	18	10		992.216828717948	-0.329806528742289	2203.437778
P0A912	16	8		794.002372954545	-0.36946158008658	1803.5945025
P0A917	14	7		824.572258809524	-0.624854156574911	1822.69539571429
P0A921	19	13		842.8122665625	-0.351526156875665	1864.05417384615
P0A924	21	12		911.005147916667	0.315821262071262	1881.50893666667
P0A935	23	7		1023.715335	-0.36864659060105	2099.86046714286
P0A937	7	4		1184.888354	0.00944700460829495	2890.1843175
P0A940	25	14		694.683862604167	-0.0337711809665592	1469.60924857143
P0A996	27	16		684.236286208333	-0.247280545954941	1300.886408125
P0A9C0	23	13		806.391744403509	-0.0153509738125123	1614.42478461538
P0A9J4	13	9		852.977806813726	-0.139662962119102	2181.99288
P0A9K7	25	14		712.285015350877	-0.269923989409284	1462.98440571429
P0A9M5	14	6		685.862443833333	0.000610722610722601	1579.28895166667
P0A9P0	24	9		869.273035625	0.275014252269154	1966.22537111111
P0A9P4	22	12		823.422215989583	-0.207589751047669	1740.86124166667
P0A9Q9	14	8		1035.439548	0.0719628527082612	2296.63907
P0A9R7	22	10		751.417766875	-0.0690750377073907	1801.006365
P0A9S7	21	14		727.153766710526	-0.116548316296216	1543.64934785714
P0A9U1	18	11		942.000788645833	0.143755222421666	1958.70915363636
P0A9U3	20	12		869.390081203704	-0.27763630742855	1886.42112083333
P0A9V1	21	12		770.554413263158	-0.0282793040293041	1704.69663166667
P0A9W3	21	12		745.686366031746	-0.323227358189626	1632.7323075
P0A9X1	20	14		695.255839275	-0.00606467037802735	1619.63541142857
P0A9X4	21	12		634.219204444444	-0.0442740130240131	1350.09852166667
P0AA47	10	4		1009.10623133333	0.124564544650751	2315.671085
P0AA49	14	9		837.63251	0.705941435585398	1735.70813777778
P0AA53	26	11		850.509350555556	0.252145828028181	1741.35807272727
P0AA63	13	7		951.713483333333	0.409784013605442	2116.26546285714
P0AA73	14	6		1263.54193305556	1.12973336385836	2815.01970333333
P0AA84	26	9		849.639671515152	-0.317178123600537	1810.02222
P0AA91	17	10		864.241045833333	-0.0723531533825652	1751.280536
P0AA93	20	9		1063.71321121212	1.08751971412366	2268.2316
P0AA95	10	5		735.654945	-0.271766233766234	1471.30989
P0AA99	23	12		775.326508333333	-0.317422633947196	1755.20726916667
P0AAB4	28	10		738.6296275	-0.158565039180768	1520.056382
P0AAC4	13	6		1072.74747	0.630154292835452	2145.49494
P0AAC6	9	4		987.842556875	0.435140625	2822.014825
P0AAD2	12	5		1040.83604972222	0.951733354704591	2950.933766
P0AAD6	11	6		999.538977619048	0.605717120181406	2641.71061666667
P0AAD8	10	5		1038.2734647619	0.751033210649	2231.756424
P0AAE0	10	6		1004.26680802083	0.676500550939575	2328.52457
P0AAE5	13	6		959.000642083333	0.967877184543851	2042.61508
P0AAE8	8	2		1364.768035	1.11630434782609	3679.420865
P0AAF3	22	10		806.996150347222	0.0496638861138861	1988.193689
P0AAF6	20	9		953.193087564103	-0.243594962231644	2286.58165
P0AAG5	19	13		894.210378928571	0.545403792173569	1770.47110538462
P0AAH0	24	14		766.688106851852	-0.211979372908584	1544.55444285714
P0AAH4	30	13		739.023008111111	-0.168790555598248	1430.17558538462
P0AAH8	23	14		760.634148257576	-0.0192436397635978	1602.03223071429
P0AAJ1	18	12		730.9664709375	-0.238873656980275	1641.41480416667
P0AAJ5	21	14		641.306791388889	-0.332850734269907	1298.09985142857
P0AAJ8	20	13		768.094198921569	-0.562171717171717	1687.09563692308
P0AAK7	26	10		775.58976051282	0.0629213184476342	1604.355244
P0AAL3	26	15		668.612160588235	-0.0993781423255107	1363.53723066667
P0AAL6	20	9		913.1588005	0.0874613570885314	1902.65519888889
P0AAM1	16	11		934.156230185185	0.48708846889105	2277.67468545454
P0AAP1	17	6		784.506537037037	-0.542486772486772	1828.90382
P0AAS0	15	6		672.586655833333	0.112353757353757	1345.17331166667
P0AAT4	15	7		969.105912277778	0.496154335113145	2069.83660142857
P0AAV0	7	3		1004.47614877778	0.975858585858586	2270.16443333333
P0AAX6	6	2		1407.10825833333	0.1	3669.818305
P0AAX8	19	9		868.630051515152	-0.203202103106036	1765.57391555556
P0AAY4	4	3		981.042590071429	0.295555555555556	3165.61156
P0AAZ0	12	7		815.085903958333	0.793213952247566	1744.51557571429
P0AB06	23	12		640.5336709375	-0.229615040460629	1292.58871916667
P0AB10	12	7		1016.64391270833	-0.0654417151475975	2139.65580714286
P0AB12	9	5		873.097687777778	0.523092145949289	2156.541304
P0AB24	25	12		746.467401282051	-0.383911181411181	1542.752215
P0AB26	17	7		855.055671666667	-0.271508463493253	1729.72007428571
P0AB38	14	9		897.217563136364	-0.17980881691408	2282.69653222222
P0AB40	7	3		1050.00283708333	0.201010101010101	2384.22875
P0AB58	27	10		839.563013333333	-0.035722312689031	1798.483459
P0AB67	10	4		1000.60613205556	1.23485619772384	3273.2874025
P0AB85	19	12		748.170081666667	-0.202743813791726	1571.4497075
P0AB98	13	5		1145.89899208333	0.779577554599075	3193.141098
P0ABA6	26	14		675.722339270833	-0.0950552027337742	1409.63224357143
P0ABB4	23	15		709.821735462963	-0.0341930008988833	1470.262966
P0ABB8	21	9		830.856083472222	-0.364339426006093	1716.63055
P0ABF1	33	11		683.722032435897	-0.553289172128181	1371.39854818182
P0ABF6	17	11		888.288367380953	-0.0712212787212788	1918.02567363636
P0ABF8	11	7		904.682970925926	0.659347788643141	2030.21837857143
P0ABG1	15	4		1170.04972138889	1.2041059997607	3242.2192925
P0ABH0	23	10		931.985796190476	0.33778964864028	1972.488863
P0ABH4	9	3		1097.12159333333	1.5270202020202	3095.42740333333
P0ABI4	22	11		941.888136988889	-0.312579696836614	2035.24407454545
P0ABI8	11	7		834.150258520833	0.582724867724868	2167.71588
P0ABJ1	20	11		901.927210166667	0.151088405702042	2030.14095909091
P0ABJ3	9	5		1071.14404862121	0.817310276717487	3462.732966
P0ABJ6	3	2		813.139550416667	0.33375	3798.95742
P0ABJ9	13	5		1144.77780888889	0.862234432234432	2953.304792
P0ABK7	13	4		680.5924475	-0.455	1361.184895
P0ABK9	26	12		801.35385712963	-0.521401073911155	1628.18634916667
P0ABL3	12	4		881.55301875	-0.466454545454545	2115.727245
P0ABL5	26	10		687.437709166667	-0.753955026455027	1506.378776
P0ABM9	22	11		824.046075454545	-0.388854501640425	1648.09215090909
P0ABS5	27	12		821.631953125	-0.273911836830987	1662.63374916667
P0ABT8	15	9		1151.67559111111	1.0429445594663	2303.35118222222
P0ABU7	16	7		943.853362222222	0.0266732804232804	1883.93753428571
P0ABU9	21	11		873.887806190476	-0.0533053221288516	1929.16189909091
P0ABV2	10	8		814.491472348485	-0.0169618055555556	1875.18675125
P0ABV6	14	4		565.80720125	0.348523698523698	1131.6144025
P0ABZ4	19	8		840.754316666666	0.585688567045811	1813.5653875
P0AC02	25	14		747.967863666667	-0.571134381491524	1514.080175
P0AC23	14	7		1092.53184398148	0.795459956709957	2665.08514142857
P0AC26	9	5		984.799312	0.768313742306528	3114.180596
P0AC30	23	14		751.119535520833	-0.304277111777112	1508.116495
P0AC41	19	12		818.857905928571	-0.184556799126425	1829.80093333333
P0AC44	5	3		815.175382291667	0.676875	1966.73999
P0AC55	16	6		667.77688	0.29966688110651	1335.55376
P0AC75	27	9		833.022872690476	0.296742410209902	1809.75304222222
P0AC98	7	3		1239.148045	0.726774691358025	2478.29609
P0ACB7	23	10		640.546866060606	-0.742243867243867	1248.72461
P0ACE0	21	12		798.965444675439	0.0721313033813034	1774.89034916667
P0ACJ0	20	10		746.756623055556	-0.0982648856990962	1415.223904
P0ACJ5	14	9		749.2048255	-0.0195147078336734	1558.78230333333
P0ACN2	13	6		869.930699285714	0.263244011320637	1735.24118166667
P0ACS9	22	13		750.102008809524	-0.0304083889966243	1524.99248923077
P0ACV0	25	9		941.609946410257	0.0252041894198757	2110.04946666667
P0ACV2	24	10		914.035638095238	0.0336057059555511	1963.153475
P0ACX0	8	4		1257.64609233333	1.5500728021978	2652.1845125
P0AD03	20	10		1007.17937488095	0.244734384630423	2241.256663
P0AD12	19	13		839.683614583333	-0.059310500427442	1719.70997769231
P0AD14	15	9		1110.60698319444	0.990840438074402	2430.38457111111
P0AD17	8	6		977.928420233333	0.458681509462759	2976.03178333333
P0AD19	14	5		1160.64151261905	0.956207792207792	2926.96516
P0AD27	18	9		1053.27241155556	0.520265722273924	2545.78559777778
P0AD30	13	6		952.688600833333	1.04624194032089	1905.37720166667
P0AD59	12	9		841.410527435898	0.125004409171076	1730.17876888889
P0AD65	28	13		702.490583020833	-0.14594988972817	1441.89148846154
P0AD68	29	12		697.875805416667	-0.0399642024642025	1480.759385
P0AD96	22	10		842.5369605	-0.190733343776107	1819.071888
P0AD99	11	3		819.286373333333	0.861688311688312	1638.57274666667
P0ADA5	16	7		1051.09354520833	0.0522170788004708	2357.48934285714
P0ADB1	10	5		943.849671145833	-0.00967061923583657	2056.189414
P0ADC6	21	12		880.861104166667	0.154883838713173	1761.72220833333
P0ADD2	9	5		1053.73767916667	0.686452081252081	2348.21493
P0ADD5	17	10		877.159790944445	0.0827518258186924	2206.422779
P0ADE4	28	14		708.504021372549	-0.311827837195484	1442.36865428571
P0ADI4	23	12		748.8259153125	-0.459017340910723	1671.6514175
P0ADK0	14	9		843.192746666667	-0.034137477016734	1900.73812666667
P0ADL1	11	7		1007.01367375	0.858212839791787	2170.72658857143
P0ADL3	13	7		874.654671409091	0.0766132079367373	2008.00631714286
P0ADM4	10	5		969.6875575	-0.168690476190476	1952.139462
P0ADM8	22	14		764.794637791667	-0.300770852108732	1570.92603571429
P0ADP2	16	10		655.97673875	0.00183437761069337	1504.449982
P0ADR0	9	3		1045.86679333333	1.19425366300366	2091.73358666667
P0ADR2	7	4		1211.11297966667	1.30818218240093	3177.927115
P0ADS6	23	10		712.05138974359	-0.148176665439823	1672.553744
P0ADS9	27	12		776.378818076923	-0.504810853863485	1536.58351916667
P0ADU5	12	6		560.342246666667	-0.499037166537167	1153.72608333333
P0ADV1	18	6		692.947770166667	-0.465975515712358	1592.7879
P0ADV7	22	13		730.667149555556	-0.459601733086683	1465.12063076923
P0ADV9	20	8		878.060083333333	-0.25765625	1785.274195
P0ADY1	21	14		811.222299642857	-0.376312900290733	1622.44459928571
P0ADZ7	10	4		947.49883375	0.641439393939394	2295.45699
P0AE14	20	13		788.827843611111	0.247595166271637	1764.38809153846
P0AE28	16	9		1025.87028672619	0.0975687743160861	2363.21673777778
P0AE34	13	6		853.572319375	0.493417755991285	1892.529375
P0AE45	15	10		1045.51071015152	0.340045668890496	2329.876233
P0AE74	14	7		772.843283571429	0.465933808127357	1545.68656714286
P0AE82	19	13		902.590083627451	-0.0345472561626409	1799.15609615385
P0AE91	19	7		829.825338240741	0.228336081907511	1633.39644571429
P0AE95	9	5		1034.07172097917	0.00205740267121348	2542.880614
P0AEA2	18	12		818.689159444444	-0.0683389921911594	1757.74463666667
P0AEA5	14	5		1228.36167690476	0.812490579909935	3246.51467
P0AEB2	19	11		795.393891833333	0.00715654569409508	1659.27731090909
P0AEC0	14	8		980.983848166667	0.620844516036079	2489.21149875
P0AEC3	26	13		752.448040333333	-0.0640803783111476	1659.54708923077
P0AED0	10	6		836.969418653846	0.0953476443672521	2275.477505
P0AEE1	16	9		841.365078	-0.0308101166877258	1724.74457111111
P0AEF8	11	6		1043.08995858333	0.824965272396047	2936.02753833333
P0AEG6	22	11		779.398325111111	-0.245365619229256	1816.44010090909
P0AEH1	20	8		822.514498181818	-0.322813412999609	1630.33107625
P0AEJ0	11	3		1374.09024	1.1941403424162	2748.18048
P0AEJ4	22	12		731.614058088235	0.115495456636761	1511.70532583333
P0AEK4	21	12		760.113253541667	0.260823356711515	1626.718475
P0AEK7	23	6		1033.458596	0.971247456247456	2830.15658
P0AEL0	18	8		933.149243055555	0.661804523091288	2391.76511625
P0AEL6	19	6		903.176509166667	-0.159339968310557	2291.360605
P0AEP3	15	9		976.954295222222	0.381373138385522	2404.89284555556
P0AEQ3	28	12		743.856380555555	0.155614818295739	1527.52163583333
P0AER0	9	6		1198.40902392857	0.803002505076733	2966.37594833333
P0AER3	14	8		873.960913125	0.558171233006759	1747.92182625
P0AER5	14	12		976.248107179487	0.799957010582011	2009.48770666667
P0AES9	11	3		1316.50345875	0.380868897348561	2860.79378333333
P0AET2	9	5		860.196288611111	-0.035024060906414	1785.673066
P0AEU0	23	11		858.751118194444	-0.0481257007994977	1740.42274090909
P0AEX3	13	5		954.418314333333	0.11541540812129	2164.507562
P0AEX9	29	13		739.664146904762	0.0866980413807039	1479.68382769231
P0AEY1	15	7		943.661491428572	0.743841616914324	1887.32298285714
P0AEY5	16	12		777.445709947917	-0.316034967283032	1629.86764583333
P0AEY8	16	4		1351.38557291667	0.837881626788646	3135.177705
P0AEZ3	25	11		640.476839545455	0.355556589874772	1280.95367909091
P0AEZ7	27	9		993.1346545	-0.217917891781355	2101.90952777778
P0AF20	22	14		757.635493583333	-0.0812953973762245	1575.87108214286
P0AF34	13	5		1297.48033	0.99775	2594.96066
P0AF40	9	3		1450.78437722222	1.31997150997151	3430.53142666667
P0AF56	19	9		899.68596224359	-0.293322955911191	1891.89470222222
P0AF70	7	3		977.788732916667	-0.276314010177574	2194.37193666667
P0AF80	5	4		1006.87737527778	0.48686955764542	2212.8683525
P0AF82	6	2		747.3272325	-1.42214285714286	1494.654465
P0AFA2	21	10		772.424353636364	0.43349591230026	1764.23837
P0AFB1	21	12		819.921424583333	-0.235963053265208	1897.00601083333
P0AFC3	13	6		1068.07875452381	0.515741064491064	2371.7067
P0AFC7	20	12		873.809327857143	-0.423944345523878	1662.04046166667
P0AFD1	13	8		882.531462864583	-0.354464370059765	2061.22873125
P0AFD4	12	7		953.2243334375	0.600504251593724	2391.64023428571
P0AFD6	22	12		651.975842857143	-0.446546462796463	1367.30972
P0AFE8	11	3		1421.37884041667	1.4178416821274	4014.79839333333
P0AFF0	9	6		1428.10949388889	1.07500179810839	3342.65046166667
P0AFG8	22	10		906.134928333333	-0.307849100354983	2003.976635
P0AFH8	26	8		840.159978125	-0.0953240304103791	1680.31995625
P0AFI2	19	10		962.686755611111	-0.183630386408136	2116.338375
P0AFI5	26	14		703.288809166667	-0.185810499024785	1490.89748214286
P0AFJ7	11	5		995.617598291667	0.488949850471589	2335.28657
P0AFK2	10	4		1022.07107875	0.195665584415584	2430.0097625
P0AFK4	16	8		1047.93936314815	0.926112987987988	2331.1699575
P0AFK6	15	5		1191.70335616667	0.661871825600639	3350.149488
P0AFK9	19	9		880.150193409091	-0.40769186885466	2113.67965333333
P0AFL6	21	13		796.679450555555	0.185854434491558	1693.77022230769
P0AFL9	17	8		758.394637037037	0.22152997002997	1564.90202
P0AFM2	17	8		1090.35424166667	-0.14980337457601	2638.4005525
P0AFP9	19	13		772.009281888889	-0.125243238410659	1754.24079846154
P0AFQ2	20	9		910.013281333333	0.314577294991088	1965.12975444444
P0AFQ5	7	5		989.4548959375	0.299505175983437	2577.113648
P0AFS9	20	11		850.895809940476	-0.228858501898783	1914.04255545455
P0AFU0	15	10		671.48444051282	0.139580203021379	1446.84792
P0AFV0	23	10		852.034276969697	-0.0511150820283947	1916.199168
P0AFV2	17	7		867.189489015151	0.727594037615046	2043.63151857143
P0AFV4	24	9		819.538552575758	-0.493355094726062	1558.08260777778
P0AFX9	22	6		756.261002142857	-0.327039821776664	1560.61378166667
P0AFY2	22	12		878.649813333333	0.336372929639059	1778.34323166667
P0AFY8	20	10		786.869708444444	-0.345924242424242	1663.930388
P0AFZ7	15	5		1267.07779033333	0.965371955233706	2880.128702
P0AG00	22	11		905.32049474359	-0.326557206904801	1805.50987545455
P0AG27	17	8		740.410099242424	0.337695824706694	1515.17651125
P0AG71	24	17		658.215767666667	-0.707107480333287	1313.06033411765
P0AG78	23	12		807.22366609375	-0.296929841672489	1690.27052583333
P0AG80	16	12		904.349596145833	-0.523776097091314	1966.20025166667
P0AG82	21	14		635.609745714286	-0.229634086151943	1271.21949142857
P0AG86	8	6		882.156636190476	-0.447695767195767	2162.69251166667
P0AG90	25	13		687.56094	-0.0230708723779992	1449.67101846154
P0AG93	14	9		1026.23671611111	0.233658348825262	2517.95913555556
P0AG99	6	5		1108.667081	0.232872007219833	2217.334162
P0AGA2	13	7		1051.36780925926	1.15459433773509	2094.88568285714
P0AGB0	23	12		762.412500897436	0.0722184075309075	1685.26503166667
P0AGB6	23	9		782.938605555556	-0.129756975051093	1565.87721111111
P0AGC0	11	6		899.733746547619	0.257786087369421	2228.31282166667
P0AGC3	25	13		675.055293095238	-0.459358494753892	1323.18578615385
P0AGD1	15	8		787.602334880952	-0.145577596618358	1800.52418625
P0AGD7	27	11		834.794881666667	0.0243577500930442	1739.70206545455
P0AGF6	24	9		787.602064455556	-0.389085198751865	1639.33501777778
P0AGH3	14	7		1056.13215638889	0.765972250911161	2735.58614285714
P0AGH5	13	7		1024.2734605	0.344162836305693	2343.80467142857
P0AGM0	17	7		769.310441166667	0.354568070818071	2128.90114
P0AGM5	20	13		923.516702380952	0.0169124635874519	1815.59443538462
P0AGM7	8	3		1379.58970929167	1.42507662835249	4428.83326
P0AGM9	10	5		1393.65800125	0.816936207779367	3479.231454
P0C066	23	11		891.890135277778	-0.168308300395257	1874.28927181818
P0C0L7	13	7		922.779740833333	0.375626948215183	2150.67137
P0C960	20	10		783.307897777778	-0.184973500184026	1673.443502
P0CB39	15	9		789.221976319444	0.177847478766064	1678.57225777778
P10121	16	6		1158.42014722222	-0.382159677159677	2813.18146166667
P10346	28	7		972.593369166666	-0.116922865920562	2229.96814714286
P10378	17	12		842.514465657895	-0.268316221424774	1947.46331166667
P10408	26	10		835.776196190476	-0.168732142857143	1783.688164
P10423	23	11		785.682813166667	-0.220365162318371	1785.88972090909
P10441	23	10		834.764450416666	0.140081614292141	1840.722638
P10905	11	6		1091.69815333333	0.63689241980317	2439.43770666667
P10906	11	8		975.4508955	0.856225950831214	2263.5552575
P10907	28	9		932.269711527778	-0.100906849969457	1898.28303666667
P11289	10	5		889.624701944444	-0.741848484848485	2128.774988
P11349	28	11		818.801978055556	-0.511087334382789	1768.16502272727
P11350	15	9		1000.62264611111	0.54069510373432	2546.75006888889
P11454	17	14		836.049221111111	-0.384761804074692	1818.045035
P12008	23	9		814.700833958333	-0.229464648202006	1866.68955333333
P12996	25	11		881.820617619048	-0.0205531673713493	1725.49145818182
P13033	15	9		906.984757607143	0.0264854548576657	2070.40077111111
P13518	22	11		792.628748076923	0.0792225988413672	1842.32217181818
P14376	27	9		932.917083833333	-0.0414960718294052	2009.21017666667
P15877	13	6		815.252671190476	-0.00642276257195618	1761.740475
P15993	9	5		1024.83926309524	0.353061870340973	2675.557354
P16095	17	11		937.661971041667	-0.0732869012707723	2005.05356909091
P16430	14	5		1039.527422	0.174768826575723	2079.054844
P16431	21	13		796.00027075	-0.238299755799756	1697.30671538462
P16676	25	13		740.192766388889	-0.112059397205835	1607.12947307692
P16677	27	11		801.329237627451	0.00405784168892127	1650.74947
P16678	22	12		746.720264166667	-0.373635038450828	1619.64347916667
P16679	24	11		708.571704558824	0.102722025449298	1603.36966545455
P16682	18	10		1003.87969217949	-0.207295577461754	2090.626357
P16700	23	14		727.044109509804	-0.25421564890324	1461.952045
P17334	12	6		709.205911666667	0.396840520590521	1418.41182333333
P17443	23	12		755.220897941177	0.197715562860912	1592.41439416667
P18200	10	4		1133.89368892857	0.554320164295393	4245.1433575
P18390	14	5		765.08917202381	-0.308123470732166	1600.406032
P18392	23	12		777.632810833333	-0.12068512980684	1833.01045666667
P18776	18	12		720.081395637255	-0.289536130901262	1620.15464583333
P18956	20	11		902.260037333333	-0.164250534270297	1809.17127818182
P19318	26	12		790.87184703125	-0.458944676559121	1731.21304083333
P19319	29	10		706.367746111111	-0.754141658779817	1593.750659
P21338	29	11		699.515459666667	-0.319566222644286	1458.16053727273
P21345	14	9		1026.7166277381	0.814027898027898	2153.59109888889
P21503	13	6		1218.6892175	0.885962190976105	2698.88795666667
P21889	33	12		694.450266444444	-0.104822208987263	1420.363555
P21893	20	12		815.951470147059	-0.20125849613941	1679.00811916667
P22525	12	8		1061.18066282051	-0.0447966587810338	2249.25785625
P22731	24	12		833.636863111111	-0.163130731922399	1668.59526916667
P23256	17	11		928.369075364583	-0.0546998736199363	2068.52365181818
P23524	16	10		897.7343865	-0.0534916234436359	1795.468773
P23830	30	13		761.913866111111	-0.400894060188178	1506.50055615385
P23837	19	11		942.779950666667	0.203200511609602	2108.35883090909
P23843	18	12		849.521081568628	-0.261149396014524	1800.23466
P23847	24	10		839.855106212121	-0.396921077552007	1619.499063
P23865	28	13		753.847761960784	-0.362892539309543	1554.68513076923
P23878	22	10		834.840245862745	-0.242575263504611	2050.931225
P23886	20	7		644.633825833333	0.00317460317460312	1318.41575714286
P23894	14	6		863.732793333333	0.0985800865800866	2213.78325833333
P23898	16	9		768.663771071429	-0.168514571847905	1584.67872222222
P23909	20	14		794.563303137255	-0.268888661985467	1638.08408857143
P23917	22	9		856.593850530303	-0.21470720961949	1723.37928
P23930	13	6		951.806709047619	0.619223722184248	1975.73747
P24177	11	9		961.233931481481	-0.192142889789949	2105.60257333333
P24205	25	9		970.642021488095	-0.0837804787804788	2099.9004
P24228	18	10		853.712701025641	-0.0229816859342031	1759.56321
P25522	21	12		762.328012692308	0.0403338930664512	1698.95329916667
P25527	9	5		1041.13677444444	0.491540812011577	2603.93564
P25534	14	10		882.111358325397	0.196360624517601	2234.612836
P25535	15	13		862.585285261905	-0.00728600234217342	1897.86528846154
P25714	14	10		1047.78239988095	-0.506323773448773	2315.636158
P25718	16	11		959.236779761905	-0.385976792202089	2170.78431454545
P25737	8	3		760.585875	0.670641025641025	1521.17175
P25743	16	8		1025.09919981481	1.06702947272026	2052.84674125
