Entry Name	Total #Tryptic Peptides	# Detectable Tryptic Peptides	Detectable(%)	mean gravy	mean m/z
AMIA_ECOLI	8	8		870.592371877778	0.24894904583693
YFGC_ECOLI	13	13		884.674831944444	-0.465530319831809
YBCL_ECOLI	1	1		723.3932	0.469230769230769
FEPB_ECOLI	4	4		579.271024761905	-0.790034965034965
DSBG_ECOLI	1	1		714.85647	-0.392307692307692
RNI_ECOLI	8	8		635.669841527778	-0.457387941919192
GLTI_ECOLI	15	15		777.843096875	-0.609757257327015
RSEB_ECOLI	14	14		735.066252348485	-0.316616575338269
PROX_ECOLI	10	10		853.273315	-0.278810349660286
YBGP_ECOLI	1	1		442.75889	-0.4
TOLB_ECOLI	22	22		879.209642361789	-0.466302131598773
YBGF_ECOLI	9	9		827.811231285714	-0.60602976696
AMIC_ECOLI	25	25		825.31201703876	-0.207614384717782
PTRA_ECOLI	27	27		770.806347274305	-0.229459054746751
GLNH_ECOLI	17	17		735.653257710526	-0.478177570260841
YBIS_ECOLI	17	16		825.84587812963	-0.437111082975377
GSIB_ECOLI	6	6		833.135695555555	-0.446746031746032
DSBC_ECOLI	5	5		728.215488703704	-0.342147435897436
YGGE_ECOLI	14	14		776.10584708046	-0.65164186314031
YGGN_ECOLI	18	18		738.201690631313	-0.720637810262952
ARTJ_ECOLI	14	14		704.289734444444	-0.522442734270742
ARTI_ECOLI	18	18		859.895309617117	-0.523262054750475
TRXB_ECOLI	10	10		784.7405898125	0.0529350342639816
LOLA_ECOLI	6	6		659.082261904762	-0.776532148407148
YCBK_ECOLI	8	8		706.347178636364	-0.375610119047619
SUFI_ECOLI	10	9		719.739995416667	-0.351269245158134
YGJJ_ECOLI	1	1		450.255465	0.2375
TORA_ECOLI	1	1		511.098920833333	-2.16
AGP_ECOLI	18	18		851.681381070175	-0.484368736839117
YCDO_ECOLI	7	7		706.257025185185	-0.0596689025260454
YCDB_ECOLI	2	2		615.5676475	0.404700854700855
OPGG_ECOLI	21	20		844.632003315217	-0.360802259219539
YCEI_ECOLI	7	7		824.405961319444	-0.474169362383648
MLAC_ECOLI	15	15		737.057043933333	-0.833404933273354
MLAD_ECOLI	11	11		972.696601349207	-0.389301809301809
LPTA_ECOLI	5	5		763.466035666667	-0.482466063348416
DEGQ_ECOLI	22	22		873.811460619048	-0.255722948741528
YCFS_ECOLI	1	1		612.84622	0.718181818181818
POTD_ECOLI	10	10		700.092697857143	-0.355296218487395
YCGK_ECOLI	8	8		798.048357425	-1.03493833787181
TREA_ECOLI	6	6		851.152517083333	-0.454490740740741
YCHO_ECOLI	1	1		736.865875	-0.421428571428571
OPPA_ECOLI	27	27		854.150685560606	-0.572769833992695
FKBA_ECOLI	24	24		764.321112169697	-0.656262926545519
PSTS_ECOLI	7	7		693.777021296296	-0.58171917889963
RBSB_ECOLI	4	4		773.41832625	0.401477591036415
YCIM_ECOLI	18	17		772.416407189655	-0.389939218925378
SAPA_ECOLI	13	13		812.53609837963	-0.0674832054770136
MPPA_ECOLI	4	4		830.12827	-0.125
PPIA_ECOLI	10	10		850.315458111111	-0.484667208522472
YHHA_ECOLI	3	3		807.296117	-1.66589743589744
UGPB_ECOLI	15	15		769.684153151515	-0.654183581153146
LIVJ_ECOLI	4	4		864.535006354167	-0.397594246031746
FDOG_ECOLI	24	24		852.261804921053	-0.145667036408744
YIIQ_ECOLI	11	11		768.009928333334	-0.276085822731502
OPGD_ECOLI	18	18		785.939461366666	-0.435821380991316
YNCE_ECOLI	7	7		794.608202407407	-0.387214222975093
PQQL_ECOLI	6	6		628.125021666667	-0.582924836601307
YDDB_ECOLI	9	9		677.037065119048	-0.439129318394024
YDEN_ECOLI	9	9		987.005184583333	-0.438721894877361
YHJJ_ECOLI	29	28		823.125634408497	-0.358989663206713
BCSC_ECOLI	28	28		771.388993226496	-0.625688941685927
GUN_ECOLI	1	1		441.76364	0.4375
DPPA_ECOLI	12	12		862.288189	-0.608178934532005
MALE_ECOLI	1	1		479.254505	0.42
YDGD_ECOLI	1	1		421.243405	0.1875
YDGH_ECOLI	27	27		792.441587641026	-0.273867364479927
RNFG_ECOLI	6	5		608.3882078125	-0.20093137254902
SODC_ECOLI	1	1		456.246145	0.422222222222222
YIBP_ECOLI	27	27		682.637518205128	-0.72731772062233
YIBQ_ECOLI	13	13		748.543853346154	-0.41495688228577
APHA_ECOLI	1	1		538.28039	-1.24
YJDP_ECOLI	1	1		400.69937	-2.61666666666667
AMIB_ECOLI	1	1		425.743575	-0.928571428571429
YNHG_ECOLI	17	16		870.999091375	-0.230749708612237
YDIY_ECOLI	2	2		493.7386875	-0.655555555555556
SPY_ECOLI	1	1		401.68708	-0.575
YNJB_ECOLI	3	3		739.389763333333	-0.0941798941798941
CPDB_ECOLI	20	20		741.018498387387	-0.473950981172848
YTFJ_ECOLI	2	2		814.1609425	0.221428571428571
YTFQ_ECOLI	6	6		707.143552962963	-0.348300255300255
FECB_ECOLI	10	10		812.110182158333	-0.345499045399045
YEBY_ECOLI	1	1		966.98196	-0.827777777777778
ZNUA_ECOLI	3	3		463.75096	-0.126984126984127
OSMY_ECOLI	9	9		650.995252822222	-0.185278072211711
SLT_ECOLI	26	25		749.468568356481	-0.51323875423032
CREA_ECOLI	11	9		951.832629235294	-0.173178162765581
FLIY_ECOLI	1	1		429.222675	-0.3625
ERFK_ECOLI	8	7		785.408232333333	-0.442199338927028
YEEZ_ECOLI	10	10		813.738850572917	-0.0980203570375985
SURA_ECOLI	20	20		744.457602486111	-0.44027103035853
THIB_ECOLI	4	4		773.415061666667	-0.0115113242973655
YACC_ECOLI	1	1		553.803495	0.71
CUEO_ECOLI	7	7		804.278986166667	-0.201435127400836
YADE_ECOLI	1	1		494.241605	-0.877777777777778
OSMF_ECOLI	3	3		771.573913333333	0.133390666208004
BGLX_ECOLI	45	45		743.154181317269	-0.298094195713036
FHUD_ECOLI	3	3		688.220272083333	0.349312169312169
BTUF_ECOLI	4	3		719.86433125	0.422435897435897
DEGP_ECOLI	27	27		877.891553311111	-0.0974029481581817
SKP_ECOLI	20	19		756.669680445513	-0.941204681005822
YEJA_ECOLI	4	4		811.77039625	-0.840294117647059
NAPA_ECOLI	2	2		589.304661666667	-0.144155844155844
ECOT_ECOLI	6	6		690.623670151515	-0.384118080993081
YFAA_ECOLI	1	1		450.24615	-1.1125
GLPQ_ECOLI	2	2		621.865041111111	-0.671428571428571
AIS_ECOLI	17	16		799.932606857576	-0.632595346445374
YNFB_ECOLI	3	3		741.755992083333	-1.10809941520468
DACA_ECOLI	28	27		887.8900343	-0.355592342040129
DACC_ECOLI	23	22		847.208049655411	-0.23690614175807
MACA_ECOLI	21	21		737.696996126126	-0.524836586408715
DMSA_ECOLI	7	7		665.263855	-0.237181231466946
DMSB_ECOLI	1	1		622.31475	-0.0272727272727274
MBHM_ECOLI	16	15		792.679396123188	0.0723869215174863
HYBA_ECOLI	2	2		582.684806666667	-0.710683760683761
MBHT_ECOLI	4	4		593.477042738095	-1.14139880952381
DACB_ECOLI	25	25		776.747190885417	-0.175610104070421
CPXP_ECOLI	3	3		561.277653333333	-0.450961538461538
YNFE_ECOLI	2	2		537.0230775	-0.386666666666667
YNFF_ECOLI	10	10		717.873798194444	-0.382340646068907
YNFG_ECOLI	1	1		500.701058333333	0.433333333333333
YDGA_ECOLI	31	31		943.584143427632	-0.450281912724735
PRC_ECOLI	50	49		801.409061793815	-0.580450168850251
MDTA_ECOLI	13	13		828.639656018519	-0.421339119817381
BETA_ECOLI	24	24		838.873730731707	-0.3997495570038
TAUB_ECOLI	6	6		526.115870833333	-0.734587542087542
HISP_ECOLI	17	17		852.617049013889	-0.529694335981771
PTFX1_ECOLI	2	2		816.4556575	0.643487394957983
PT1_ECOLI	36	36		882.209318928572	-0.211558739746956
PTGA_ECOLI	10	10		917.280466926667	-0.385744600062247
CYSA_ECOLI	5	5		810.106935	0.0802170868347339
HTPG_ECOLI	35	35		741.350030074359	-0.439319339929468
YBBL_ECOLI	1	1		900.94465	-0.613333333333333
YBBA_ECOLI	9	8		751.456925833333	-0.393224431818182
LPXH_ECOLI	2	2		855.168335	0.508760683760684
HDA_ECOLI	8	8		592.949903402778	-0.110404283216783
PPK_ECOLI	32	32		758.584197902299	-0.341278711788442
PPX_ECOLI	13	13		720.188264583333	0.0969928173887449
YPHE_ECOLI	3	3		877.744641972222	-0.41010752688172
ENTF_ECOLI	1	1		415.717225	0.2875
FEPC_ECOLI	6	6		704.931143787879	-0.626199220465525
ENTE_ECOLI	1	1		406.238125	0.6
ERA_ECOLI	15	15		735.470476577381	-0.072651525239411
LEPA_ECOLI	35	34		807.540111575981	-0.355094373638668
RPOE_ECOLI	14	14		804.408899613095	-0.319575455713227
PSS_ECOLI	33	33		784.076681568306	-0.412320899413434
SRP54_ECOLI	37	37		751.091541262531	-0.43914817225611
PPNK_ECOLI	1	1		1334.18739	0.621428571428572
PROV_ECOLI	24	22		876.010183459184	-0.306406273627812
SEQA_ECOLI	13	13		831.535392602207	-0.402601211409107
DHSA_ECOLI	38	38		847.015929891304	-0.500126775591088
DHSB_ECOLI	19	19		872.943947609649	-0.266988617943964
YBGC_ECOLI	5	5		839.584095714286	0.495132275132275
SYDP_ECOLI	8	8		797.601535359649	-0.226607142857143
RBSA_ECOLI	10	10		640.049406388889	-0.713841513878279
PT1P_ECOLI	9	9		908.767539702381	0.11541636785115
YBHO_ECOLI	5	5		913.372230277778	-0.387264957264957
YBHF_ECOLI	12	12		663.70918882353	0.0398775336720383
GLNQ_ECOLI	12	12		851.041786817204	-0.431612575226706
YBIT_ECOLI	23	23		754.766615486111	-0.455097509079783
GSIA_ECOLI	18	18		684.594710952381	0.0169039987789987
UBIH_ECOLI	7	7		726.607263597222	0.267885487528345
POTG_ECOLI	1	1		526.118758333333	-2.04545454545455
ARTP_ECOLI	14	14		861.411662964286	-0.453134210873518
POXB_ECOLI	10	10		658.765980476191	-0.240769036519037
YBJX_ECOLI	8	8		707.521107777778	0.00126870485036117
AMPN_ECOLI	21	21		822.053414623932	-0.380328408384578
SSUB_ECOLI	1	1		506.277975	0.53
PYRD_ECOLI	12	12		816.465806660494	-0.0184745026215615
UUP_ECOLI	19	19		732.329033333333	-0.561180016906562
YGHU_ECOLI	1	1		997.9534	-0.610526315789474
PLSC_ECOLI	11	10		789.535696431818	0.138297844533708
PARC_ECOLI	36	36		816.169614666667	-0.554291129080964
RIBB_ECOLI	1	1		435.73849	0.233333333333333
MBHL_ECOLI	2	2		522.0369925	0.262222222222222
PUTA_ECOLI	36	36		713.279221258503	-0.00205401317959932
RNE_ECOLI	66	65		844.339053380469	-0.79713511205924
ACP_ECOLI	4	4		622.209365	-0.432361111111111
MLAB_ECOLI	2	2		561.54703	0.363636363636364
MLAF_ECOLI	17	17		819.771578216667	0.0319518105315319
KDSC_ECOLI	2	2		739.856472222222	0.988235294117647
LPTB_ECOLI	19	19		797.032352202898	-0.234352623984203
PTSN_ECOLI	5	5		748.284035	0.0456060606060606
MDH_ECOLI	19	19		957.014462329365	0.103348061592625
DHNA_ECOLI	32	32		814.578713009804	-0.112051510294198
LOLD_ECOLI	13	13		930.656227366667	-0.299235638839804
POTA_ECOLI	19	19		853.894406306818	-0.702374906682379
HFLD_ECOLI	13	13		656.852661944445	0.0946003678124421
MINE_ECOLI	6	6		585.417167380952	0.257638888888889
MIND_ECOLI	28	28		752.145634212121	-0.208112630019264
DADA_ECOLI	24	23		893.390285099206	-0.321175359548417
DHAM_ECOLI	15	15		734.33887719697	0.222625581208915
NARG_ECOLI	34	34		714.98920108156	-0.509422310749695
NARH_ECOLI	9	9		671.877610666667	-0.84241082991083
MREB_ECOLI	21	20		804.238627132576	-0.200292237108769
YHDZ_ECOLI	1	1		456.745785	1.2
TRKA_ECOLI	19	19		777.348161178912	-0.160035627627081
GSPE_ECOLI	1	1		940.909766666667	-0.152380952380952
EFTU1_ECOLI	24	24		858.404941733631	-0.358563457594379
KEFG_ECOLI	6	6		861.684005986111	-0.508622211122211
YHES_ECOLI	14	14		695.363768008333	-0.233823087205897
MNME_ECOLI	11	11		669.078989	0.205830200696511
PHOU_ECOLI	13	12		677.348822090909	-0.427515614831792
PSTB_ECOLI	20	20		746.689024662037	-0.620188212808434
ATPE_ECOLI	9	9		849.403402714286	-0.267168671905416
ATPB_ECOLI	39	39		966.197163761905	-0.227981521155918
ATPG_ECOLI	30	30		814.686225552155	-0.366748953923439
ATPA_ECOLI	35	35		928.896567852234	-0.137846130549237
ATPD_ECOLI	15	13		835.138108672619	0.0331799893714609
MNMG_ECOLI	6	6		678.163966666667	-0.264285714285714
WECF_ECOLI	13	13		709.035561931818	0.0426663312532878
OPPD_ECOLI	11	11		796.384844888889	-0.0972395938492777
OPPF_ECOLI	13	13		753.147711904762	-0.0360225558754971
FABI_ECOLI	14	14		817.797506080247	0.0504645997748714
SAPF_ECOLI	16	16		755.559447738889	-0.236442945199172
SAPD_ECOLI	10	10		643.147723111111	-0.119550699300699
PSPA_ECOLI	42	42		775.156515731322	-0.831284840595645
YCJV_ECOLI	2	2		618.451733333333	-0.871666666666667
GLPD_ECOLI	41	41		795.312055168561	-0.394159915692987
UGPC_ECOLI	13	13		778.288889181818	-0.627035660754196
LIVF_ECOLI	1	1		622.81407	0.116666666666667
LIVG_ECOLI	2	2		539.025355	-0.173737373737374
FTSE_ECOLI	16	16		823.801492154762	-0.158222948606959
FTSY_ECOLI	28	28		866.047656592949	-0.14673286780479
PLDB_ECOLI	13	13		666.551036875	-0.297015829193431
UBID_ECOLI	13	13		904.94920625	-0.0111856280973928
CPXR_ECOLI	15	15		843.320349135417	-0.680567851752334
ZAPB_ECOLI	1	1		628.83226	0.354545454545455
NARY_ECOLI	1	1		1402.41295	0.34375
NARZ_ECOLI	5	5		682.976094444444	-0.761931336637219
USPA_ECOLI	8	8		886.297343977273	0.0724195075757575
DPPF_ECOLI	8	8		790.929828787879	-0.0449292958970406
DPPD_ECOLI	12	11		661.015413958333	-0.188735317712591
EFTU2_ECOLI	23	23		857.902550875487	-0.386211008885663
PLSB_ECOLI	49	48		753.750323890805	-0.180659219825336
DMSD_ECOLI	1	1		703.364975	0.461538461538462
MLC_ECOLI	9	9		715.20133724359	0.522190463857131
RNFC_ECOLI	18	18		604.208684565217	-0.0686030100503785
SECB_ECOLI	5	4		906.953648571429	-0.524533556112504
UVRA_ECOLI	20	20		723.697273653846	-0.0988152887417593
FRDB_ECOLI	11	11		801.626006346667	-0.696714962993038
FRDA_ECOLI	33	33		719.494251764368	-0.48883611858813
PSD_ECOLI	14	14		958.926652915923	-0.203640120493842
HFQ_ECOLI	1	1		654.689125277778	-0.74375
SUFS_ECOLI	2	2		483.5194375	0.7725
SUFD_ECOLI	3	3		614.6713875	0.3869708994709
SUFC_ECOLI	20	20		826.871040340909	-0.241542867960018
SUFB_ECOLI	17	17		762.458898209877	-0.352830463766569
FADK_ECOLI	1	1		400.219935	-0.742857142857143
BTUD_ECOLI	7	7		819.510718782051	-0.529194412318703
YNJD_ECOLI	5	5		756.592716111111	-0.402006191950464
DNAA_ECOLI	23	23		757.773136069768	-0.133727615867336
CYSQ_ECOLI	5	5		671.178008888889	-0.100371406371406
FECE_ECOLI	6	6		529.917381666667	-0.249232804232804
LCFA_ECOLI	20	19		831.183736518367	-0.242591036414566
PTNAB_ECOLI	31	31		825.622156357924	-0.235780253711409
ZNUC_ECOLI	10	10		649.408759404762	0.0346330891330891
SYD_ECOLI	26	26		760.345137619048	-0.0139927273308151
NADR_ECOLI	29	29		775.888520601852	-0.276773265842098
YJJK_ECOLI	35	35		789.544005945946	-0.472253776183093
AK1H_ECOLI	11	10		831.316095333334	0.257157981177861
ARAG_ECOLI	1	1		427.75361	0.8375
YECC_ECOLI	1	1		436.21793	-1.6
MTFA_ECOLI	6	6		588.601249895833	-0.389522283272283
YEFI_ECOLI	13	13		670.728352843137	-0.052291286747705
DNAK_ECOLI	42	42		866.944913416226	-0.485342087751904
THIQ_ECOLI	3	3		660.190518333333	-0.25250626566416
MURG_ECOLI	15	15		735.4792255	-0.276925004819742
FTSA_ECOLI	24	24		863.17704483688	-0.139677601645753
FTSZ_ECOLI	28	28		1020.03318792564	-0.0314225581895626
SECA_ECOLI	74	74		851.379597951531	-0.516887799583974
ODP2_ECOLI	35	35		872.599584442387	0.0109901560150632
DLDH_ECOLI	36	36		820.646690396009	-0.239776291293044
YADG_ECOLI	28	28		821.756055281421	-0.346728579602004
PTKB_ECOLI	3	3		980.253337222222	0.491636363636364
PTKA_ECOLI	9	9		867.703791050866	-0.0876382482184681
YEHX_ECOLI	2	2		840.9475	0.490217391304348
DLD_ECOLI	50	50		768.672002914191	-0.516517269870645
MGLA_ECOLI	6	6		572.128183541667	-0.313379213379213
FHUC_ECOLI	15	15		738.736197068628	-0.0843556591556592
FABZ_ECOLI	7	7		805.083390479167	-0.0606979987431115
LPXB_ECOLI	20	19		808.361282970086	0.00318651160063898
METN_ECOLI	17	17		879.161818166667	-0.0571147015311789
XGPT_ECOLI	3	3		793.477109166667	0.0750291375291375
PTFAH_ECOLI	7	7		697.789964259259	-0.120483749055178
YEJF_ECOLI	9	9		630.397351166667	0.00430976430976427
CCMA_ECOLI	1	1		486.778155	-0.8
NUOI_ECOLI	21	21		788.794534375	-0.545125674624805
NUOG_ECOLI	58	56		856.507656180216	-0.436993125664589
NUOF_ECOLI	33	33		810.102306567568	-0.499439886893713
NUOE_ECOLI	6	6		873.539787033333	-0.370738734949261
NUOCD_ECOLI	47	47		787.525354324159	-0.508421787166455
NUOB_ECOLI	14	13		884.214821746666	-0.558788764126885
ACRA_ECOLI	27	27		900.398154266667	-0.329589607567119
YFHM_ECOLI	39	39		711.472362777778	-0.232314943637057
ACFD_ECOLI	26	26		734.86519655	-0.419359939857483
YMBA_ECOLI	6	6		960.642872416666	-0.280430399780245
DCRB_ECOLI	12	10		888.922761875	-0.314663229729019
MDTE_ECOLI	1	1		782.85317	-1.2
YIAF_ECOLI	11	11		809.216321008772	-0.494769397269397
YNFC_ECOLI	4	4		661.842569666667	-0.716258741258741
NLPA_ECOLI	10	9		751.280747361111	-0.340859378457418
YIDQ_ECOLI	4	4		867.99576375	-0.9641875
METQ_ECOLI	20	20		981.830080099206	-0.38987905616781
APBE_ECOLI	1	1		530.753485	-0.666666666666667
BETT_ECOLI	10	10		653.535423571428	-0.453726301476302
YAHK_ECOLI	2	2		543.02936	0.171818181818182
PRPB_ECOLI	1	1		421.243405	0.275
CODB_ECOLI	1	1		729.825365	-0.0642857142857143
SBMA_ECOLI	4	4		540.39729875	-0.553165584415584
AROM_ECOLI	3	3		589.832028333333	0.047037037037037
MAK_ECOLI	3	3		874.894294444444	-0.177478632478632
SBCC_ECOLI	28	28		841.037538670635	-0.680899984601991
PHOR_ECOLI	6	6		686.984935833333	-0.291404881350534
BRNQ_ECOLI	3	2		708.3599575	0.139285714285714
PROY_ECOLI	1	1		564.842504166667	-0.469230769230769
YAJC_ECOLI	5	5		738.1187955	0.408333333333333
SECD_ECOLI	38	38		864.620469964158	-0.313213287626071
SECF_ECOLI	7	7		925.374115222222	-0.733448107448108
YFBV_ECOLI	2	2		580.5421075	0.157777777777778
PTA_ECOLI	34	32		769.567182307692	-0.277861318520785
HISM_ECOLI	4	4		554.750815	0.0647979797979798
HISQ_ECOLI	6	6		679.70040625	0.38753996003996
DEDD_ECOLI	10	10		773.84460675	-0.61011021494845
DEDA_ECOLI	3	3		628.627502666667	-0.744722222222222
FLK_ECOLI	9	9		587.5058805	-0.359624017957351
YFCJ_ECOLI	3	3		475.41499	-0.97989417989418
YFCA_ECOLI	1	1		437.23271	-0.0375
AROC_ECOLI	5	5		630.966261666667	0.449336675020885
SIXA_ECOLI	3	3		468.422426666667	0.401785714285714
YFDC_ECOLI	1	1		612.405504166667	-1.375
DSDX_ECOLI	1	1		539.731695	-0.11
FCTA_ECOLI	1	1		713.36551	-0.438461538461538
YPDA_ECOLI	8	7		674.389328666667	-0.139697802197802
NUPC_ECOLI	6	6		814.38046125	0.0866933221099888
YFEA_ECOLI	13	13		770.408260784314	-0.215055273111953
YFEH_ECOLI	1	1		880.403555	-1.5625
ZIPA_ECOLI	12	12		891.823757726786	-0.971841895272602
CYSZ_ECOLI	3	3		678.143951666667	0.120833333333333
CYSW_ECOLI	1	1		471.76725	-0.7875
MURR_ECOLI	1	1		409.69904	-1.42857142857143
YAJR_ECOLI	1	1		733.393725	0.357142857142857
CYOD_ECOLI	1	1		621.939541666667	-1.1
CYOC_ECOLI	1	1		451.73903	-1.4125
CYOB_ECOLI	13	13		750.54244751282	-0.820608492384808
CYOA_ECOLI	7	7		966.216646805556	-0.630768482680429
PPID_ECOLI	56	56		920.061587241466	-0.448025544820873
QUEC_ECOLI	5	5		752.0634040625	0.332538789428815
MDLA_ECOLI	14	14		773.747270614035	-0.290211296639868
MDLB_ECOLI	12	12		879.423992541667	0.0754045494399396
YLAB_ECOLI	5	5		657.1273446875	-0.280776240667545
YLAC_ECOLI	3	3		642.5986625	-0.0955555555555556
ACRB_ECOLI	37	37		876.081607246667	-0.365315788876416
ACRR_ECOLI	3	3		723.164392083333	-0.755076252723312
KEFA_ECOLI	34	34		774.279705562893	-0.460753795145317
YBAL_ECOLI	16	16		864.521486466667	-0.0617938512584685
FSR_ECOLI	1	1		821.239075	-0.43
COPA_ECOLI	24	24		908.484632013477	-0.169207565313242
YBBJ_ECOLI	2	2		539.0491625	-0.326704545454546
QMCA_ECOLI	8	8		904.829986060606	-0.0344964422550629
YBBM_ECOLI	1	1		664.34151	-1.13636363636364
YBBP_ECOLI	13	13		855.54450031746	-0.00869351662987504
PTYBC_ECOLI	2	2		835.975165	0.512272727272727
YFEZ_ECOLI	1	1		484.190185	-1.35
EUTA_ECOLI	1	1		594.92095	-0.0615384615384616
NARQ_ECOLI	2	2		805.198608333333	-0.739015151515151
ACRD_ECOLI	11	11		656.642465952381	-0.401403646858192
YPFJ_ECOLI	5	5		894.679512619048	-1.19373324714501
PERM_ECOLI	3	3		773.123378333333	0.0504260651629073
YFGG_ECOLI	1	1		828.908275	-0.846666666666667
IMDH_ECOLI	25	25		921.022609081561	-0.0883025825254697
