Entry Name	Total #Tryptic Peptides	# Detectable Tryptic Peptides	Detectable(%)	mean m/z	mean gravy	mean mass
P04693	18	9		988.661573571429	0.206137713109935	2428.20234333333
P04805	25	12		811.658499583333	-0.49964594736362	1745.985185
P04951	22	16		695.776835083333	-0.0317427422723476	1427.406494375
P04993	22	11		818.196053177778	-0.143229990587284	1831.64379545455
P04995	21	12		833.00039236508	-0.268721249494301	1926.173885
P05020	21	13		796.448683634921	0.035775935715207	1706.70926461538
P05042	22	12		765.114952990196	-0.246848536048098	1683.26250083333
P05055	14	8		727.575160151515	-0.172812151616499	1551.53096375
P05194	22	14		691.183156203704	0.00755489846214177	1584.99950428571
P05459	23	13		710.454186111111	0.0874687416250691	1526.40556
P05523	22	14		754.240648884058	-0.200059176503276	1613.10739357143
P05637	20	11		852.460300208333	0.0191126171165529	1996.53647727273
P05793	22	13		692.094118888889	-0.0679563347662895	1390.93452307692
P05804	17	11		912.4134995	-0.555617892208801	2006.58657636364
P05827	20	12		828.016224677778	-0.0465487001212216	1869.78092583333
P05847	21	12		718.656964	-0.090388431013431	1497.83377166667
P05852	16	12		755.671044577778	-0.0436083453583453	1901.62718
P06610	18	10		835.0563035	-0.120480124107059	1670.112607
P06612	33	10		614.524661904762	-0.0999913405308142	1263.035695
P06710	25	14		667.969795563492	-0.0432436105755434	1392.13411357143
P06715	18	10		889.008326104167	0.0511852692502006	2003.700406
P06720	18	12		757.993085833333	0.0368533347887063	1762.93300333333
P06721	17	11		846.005454358974	0.199929056371679	2015.82583363636
P06722	20	9		915.714655277778	-0.124780344634867	2218.69520888889
P06846	24	13		778.991560588235	-0.251343086022056	1634.35197153846
P06864	17	10		912.63219972619	-0.276322349148436	2229.746674
P06961	23	14		716.75083525	-0.115542183935498	1596.21653071429
P06968	12	6		1039.44444619048	-0.181527360694027	2301.138565
P06983	26	12		733.992654777778	0.181929383252913	1553.0535975
P06986	18	12		932.933242380952	-0.101054880185268	1851.17599666667
P06987	24	11		766.886643333333	-0.240841734023552	1894.54421181818
P06988	19	9		740.942516	-0.00347578347578345	1659.84017222222
P06992	21	10		876.006710416666	-0.10896414290007	1949.687186
P06999	18	11		849.385748944445	-0.0687054176760059	1904.80004181818
P07004	25	11		828.815522361111	0.370886542543715	1643.20270454545
P07023	21	15		723.061990041667	0.0863313782991202	1425.59697
P07118	28	12		784.99809728125	-0.578206345669581	1608.68534833333
P07604	22	12		801.957946788889	0.053794089578664	1823.0832625
P07623	20	13		777.292729388889	-0.0503628215755875	1827.46337230769
P07639	18	12		879.38854702381	0.365371566542619	1851.12737916667
P07648	19	11		913.64189525641	0.042902577220759	1997.19287090909
P07649	25	15		704.727503947368	-0.278984219312393	1430.845848
P07762	21	12		838.754327307018	-0.112945748208906	1829.31389083333
P07813	26	15		714.274336666667	-0.552478981802511	1449.75164
P07862	20	13		756.472411777778	0.172876925425002	1568.27413538462
P07913	21	7		994.197142638889	0.0643332883744783	2548.68864857143
P08142	16	12		756.437324411765	-0.0272977616972715	1619.47950916667
P08178	18	8		1000.2722744697	0.127023354898066	2492.5831125
P08179	19	11		803.475555789474	-0.0621486124134046	1783.25477727273
P08192	20	10		887.130554895833	0.15238617652896	1951.301013
P08201	25	11		757.28202134375	0.0789561183330776	1614.98282727273
P08244	20	12		845.113160519608	0.125550003286755	1777.04718166667
P08312	20	14		747.490383674243	-0.369535697682249	1616.58600214286
P08337	13	9		713.580017272727	-0.452266375599709	1475.50295777778
P08368	26	9		798.49209948718	0.0278746952508562	1706.43413555556
P08373	20	8		881.273358285714	-0.341284335302099	2179.92548125
P08394	23	16		734.482063888889	-0.297197029379934	1427.3432125
P08997	20	12		851.352678020833	-0.199739099065186	1739.95018416667
P09029	19	9		736.850330625	-0.0491542408209076	1520.87528555556
P09030	25	14		687.892968703704	-0.50067445451374	1501.87622142857
P09053	13	8		1001.90690909722	0.0910424676361609	2561.27369
P09126	21	13		757.660518107843	-0.102562552831784	1786.36465923077
P09155	19	10		881.594590151515	-0.0272324024659552	2273.621926
P09158	14	9		857.807223541667	-0.124731108992805	2178.69969
P09163	12	7		909.879023181818	-0.192570643642072	1991.97072142857
P09377	19	10		965.848874969643	-0.303127630539395	2325.353711
P09424	16	9		970.076041987179	0.109630886361279	2347.40053666667
P09832	24	10		784.843538333333	-0.0022761142366406	1730.731996
P09980	27	11		771.471100357143	0.123006616589152	1682.22340090909
P09996	8	4		1059.79936125	0.334891636141636	2119.5987225
P0A6A3	18	8		964.082605203704	0.203134350331042	2526.15057
P0A6B4	21	10		743.445122140351	-0.118375565632919	1908.76771
P0A6B7	27	13		738.185532	-0.0508575642730738	1465.48954153846
P0A6C5	18	7		852.163276428572	-0.236074108818011	2176.10169142857
P0A6C8	16	11		699.943257	0.377889919053021	1463.76553545455
P0A6D0	17	4		1207.67759366667	0.176095698182655	2539.7724875
P0A6D5	21	9		890.360643333333	-0.129797699214366	1762.3201
P0A6D7	22	10		714.611365	-0.0414417453891138	1429.22273
P0A6E1	13	9		891.53823	-0.112718762718763	1892.73942888889
P0A6E4	20	13		849.935517156863	-0.185971003898636	1712.05166230769
P0A6F1	20	11		903.483884479167	-0.0742694313262495	1958.87703363636
P0A6F3	21	15		689.462896825397	-0.252608343725991	1543.16345533333
P0A6F5	26	12		779.607747564103	0.0669670838420838	1516.33839916667
P0A6G3	13	7		932.987704444444	-0.129123982926504	1846.45525714286
P0A6G5	17	10		709.8948186875	-0.0146411358249594	1585.527821
P0A6G7	19	9		927.4663005	-0.171883811827052	2242.53791444444
P0A6H1	25	14		682.132520833333	-0.115370443049015	1420.85262714286
P0A6H5	32	14		507.970715714286	-0.42016014739229	1015.94143142857
P0A6I3	20	12		840.3033934375	-0.0505131714690539	1854.6880475
P0A6I9	16	9		913.499338944445	0.10149554545189	2177.68545888889
P0A6J8	20	11		805.214294973684	0.164674500356318	1946.08486727273
P0A6K1	23	7		1018.56121166667	0.136182842367716	2324.40754285714
P0A6K3	22	8		835.289255607143	0.0807588353911883	1826.4216075
P0A6K6	17	10		954.482138796296	-0.119553555606187	2173.235035
P0A6L2	17	10		942.343363344444	-0.0456235956269986	2173.25904
P0A6L4	16	9		1055.18740138889	0.0703133366558233	2398.74211222222
P0A6L9	18	9		797.983541944444	-0.631423494201272	1650.91158888889
P0A6M4	15	7		740.72944	-0.207797845012131	1481.45888
P0A6M8	23	8		881.693837272727	-0.246356837606838	1834.2838175
P0A6N4	16	5		880.952434285715	-0.0903658536585366	2249.46576
P0A6P5	20	8		857.6711525	0.231344696969697	1751.64232125
P0A6P7	22	10		783.754582777778	-0.0161459098177365	1625.421626
P0A6P9	26	8		890.254934242424	0.143512044663907	2110.16213125
P0A6Q3	17	6		597.297326666667	-0.0981679894179894	1194.59465333333
P0A6R0	16	11		920.571953444445	0.125688369355602	2007.99183727273
P0A6R3	10	2		864.613028333334	0.179468599033816	1751.401215
P0A6S7	19	11		870.581072078431	0.187025343623741	1873.78299545455
P0A6T1	25	14		711.767901315789	-0.0617632565846852	1445.15148928571
P0A6T9	7	3		832.449999444445	-0.653945249597424	2188.03268
P0A6U8	10	8		983.004381964912	0.337341169966814	2909.82518625
P0A6V1	23	13		792.170520294118	-0.127627500704424	1685.13319923077
P0A6V5	7	5		919.859818981481	-0.144889338731444	2122.96962
P0A6V8	17	12		880.497387620371	-0.0103462047212048	1867.26824666667
P0A6W5	20	11		615.396481818182	-0.281214744851109	1230.79296363636
P0A6W9	23	8		1056.52221384615	0.108038549561625	2299.36481
P0A6X1	23	8		871.948607430556	0.116835070631123	2076.05121875
P0A6Z1	17	9		823.1072584	-0.0690522691442232	1845.16161444444
P0A700	10	6		886.435977708333	0.180352092352092	1779.00980833333
P0A703	7	5		873.533384470238	-0.0822303921568628	2355.721014
P0A715	24	13		742.063677291667	0.0825396570224157	1498.29609538462
P0A717	21	9		805.049791666667	0.331139449443202	1665.60313111111
P0A720	23	13		713.059608333333	-0.147956244160698	1474.82994
P0A722	19	7		974.065703974359	-0.0702454334637678	2653.17764571429
P0A725	22	9		795.526663035714	-0.165893781424546	1671.58086777778
P0A729	18	8		853.925909807692	-0.0769411021984551	1996.1112375
P0A731	11	6		909.55912725	0.0611440216703374	2381.19357
P0A738	20	8		688.406522361111	0.19761335132259	1468.094715
P0A744	12	9		924.40342875	-0.542758241758242	2241.94017666667
P0A746	11	7		776.464579551282	-0.669483177641072	1783.08581428571
P0A752	12	8		1008.687847	-0.308505055504136	2851.5681175
P0A763	12	7		813.123488666667	0.0661553865572864	1880.35455142857
P0A772	16	7		714.196284285714	-0.644581632653061	1428.39256857143
P0A776	19	8		877.081546111111	-0.486818282462304	1905.403055
P0A784	18	10		701.698164871795	-0.398340909090909	1689.724823
P0A786	20	14		783.809571979167	-0.0260227606562194	1689.70428142857
P0A790	11	4		1055.70348547619	-0.0959294871794873	2649.00628
P0A794	22	10		871.076228796296	0.111600607228396	1959.983684
P0A796	21	13		790.859143809524	0.133433515478205	1607.70407538462
P0A799	26	12		789.15100117647	0.132999574978023	1587.47691583333
P0A7A5	18	11		812.030856369048	-0.292777388801201	1815.01664818182
P0A7A9	19	12		643.011718461538	-0.223078459008692	1448.9686125
P0A7B5	22	16		684.303239074074	0.181598682154675	1357.08525125
P0A7B8	16	6		824.225080555555	0.24465367965368	1714.86237333333
P0A7C2	22	11		695.502791395833	-0.127799750754296	1535.2514
P0A7C6	16	10		890.731162380953	0.283020988980939	2245.977629
P0A7D4	28	10		760.701896777778	-0.0114847494553377	1697.358768
P0A7D7	30	13		724.931274642857	-0.0346989784844037	1430.15762230769
P0A7E3	21	12		778.217472892157	0.114561838624339	1621.49239916667
P0A7E9	23	11		816.334612692308	0.34084356897754	1732.69356272727
P0A7F3	15	8		767.199519833333	-0.383642933455433	1563.65549125
P0A7F6	21	12		814.438100642857	-0.199473265812275	1882.82656416667
P0A7F9	20	10		929.470808583333	-0.113261580609407	2134.256055
P0A7G2	20	8		597.928846875	-0.0309176587301587	1195.85769375
P0A7H0	28	11		771.974457916667	-0.328183748070112	1674.00671818182
P0A7H6	18	7		879.26173719697	0.015732158340854	1968.65373571429
P0A7I0	27	13		758.426019895833	-0.465991679802825	1523.19304538462
P0A7I4	26	13		726.552188277778	-0.230288461538462	1560.98709
P0A7I7	18	10		786.796794544445	-0.0845389934626778	1736.645036
P0A7J3	23	8		666.166205	0.154911494755245	1317.78629375
P0A7K6	17	7		595.565351851852	-0.180634920634921	1215.76866857143
P0A7R5	15	6		514.870630476191	-0.175315656565657	1062.06451333333
P0A7R9	16	6		716.945747916667	0.0102730785296574	1501.92380833333
P0A7S9	19	7		554.125911875	0.378642072213501	1130.59227
P0A7T3	14	3		625.440293333333	0.107142857142857	1332.33895333333
P0A7U3	13	4		643.224697023809	0.168125	1425.74495
P0A7V0	28	11		755.533999583333	-0.0295293699170705	1572.87359272727
P0A7V8	33	10		623.680880277778	-0.240104617604618	1269.053184
P0A7W1	19	9		673.711851969697	0.00950858901065304	1403.82996333333
P0A7W7	17	7		574.2132725	0.24793956043956	1162.88416571429
P0A7X3	19	7		555.491005	-0.326056998556999	1110.98201
P0A7X6	18	9		877.372368888889	-0.165251089061941	1754.74473777778
P0A7Y0	25	13		747.129651754386	-0.286511992281223	1530.46267846154
P0A7Y4	19	8		668.0269225	-0.497532467532468	1404.43982625
P0A7Y8	21	6		593.571630476191	-0.191057900432901	1209.13301
P0A7Z0	17	10		872.989302916667	0.119506673881674	1955.088067
P0A7Z4	21	13		742.290317025	-0.151926513657283	1637.13530769231
P0A805	28	8		623.36940375	-0.621618107769424	1246.7388075
P0A809	21	6		981.951908518519	0.0718785501937676	2527.11344833333
P0A812	26	12		818.194655888889	0.0918629664509482	1688.52693083333
P0A817	18	12		825.859623101852	-0.310972075693186	1929.110145
P0A823	23	12		854.3178640625	-0.0651905002813322	1729.42117416667
P0A825	16	9		975.49419296875	-0.359996679160766	2551.11069777778
P0A828	11	7		900.458571458333	-0.257525252525252	1818.17232428571
P0A832	23	7		780.633587333333	-0.334467384467385	1597.21581714286
P0A836	26	16		631.41159872549	0.0159694298756798	1288.721645625
P0A840	20	11		882.585703020833	-0.0528038254269154	1964.06894454545
P0A847	22	11		929.65299702381	-0.211880363788259	1895.73216272727
P0A850	21	13		759.322486666667	-0.0474364819577585	1646.34404230769
P0A853	24	10		768.718841527778	-0.397870490620491	1543.852515
P0A858	18	10		785.432888333333	-0.140554947769622	1707.635022
P0A867	26	15		663.678690396826	-0.294261366142171	1424.83178733333
P0A870	24	14		717.722555111111	-0.00358731371336414	1462.65719
P0A873	20	8		824.029911984848	-0.25437966853408	1914.94604875
P0A884	18	12		822.800475027778	-0.409096074575726	1996.14401
P0A887	26	11		645.3632509375	-0.0144445423857189	1390.32820454545
P0A894	24	13		731.439189313726	0.0132626832416453	1571.08573
P0A8A4	20	11		892.603698842593	-0.0805061580449607	2039.86770272727
P0A8A8	11	6		919.466109571428	0.166394927536232	2247.61944833333
P0A8C1	9	4		1135.5581075	0.27225935828877	2271.116215
P0A8C4	7	6		1115.75889616667	-0.2988343762362	3470.295425
P0A8D0	22	8		580.288566	-0.243700154012654	1196.4401575
P0A8D3	21	9		679.337865555555	-0.0736411736411737	1358.67573111111
P0A8D6	14	10		817.122977833333	0.210129421747843	1737.473421
P0A8E1	22	12		714.758508991228	-0.357438635710695	1493.7337275
P0A8E5	10	4		738.298577708333	-0.399159663865546	1718.0423525
P0A8E7	23	10		667.645307424242	-0.394966128642599	1346.358933
P0A8F0	20	11		857.454212307692	0.153354757454821	1669.85732545455
P0A8F4	24	12		734.631560058334	-0.128251112313612	1624.05161416667
P0A8F8	19	11		757.0689615625	-0.258803707433387	1629.72895363636
P0A8G0	28	12		783.342883645834	-0.446557891714799	1582.51589666667
P0A8G3	22	14		778.751878746032	-0.421115635997989	1609.90699571429
P0A8I1	16	6		698.643841428571	-0.187632478632479	1492.75287333333
P0A8I3	24	12		799.842344509804	-0.140520064603589	1678.59802166667
P0A8I5	22	10		939.495316191667	-0.140872032537355	2130.125565
P0A8I8	18	9		753.485308472222	0.0351876373445	1558.24528555556
P0A8J4	8	4		932.50347702381	-0.338655666945141	2111.81948
P0A8J8	24	14		734.985953859649	-0.156195399212316	1497.11045214286
P0A8L1	27	12		726.675891354167	-0.673475402521455	1554.5814925
P0A8L5	15	7		856.880580151515	-0.461173512589921	1908.98889
P0A8L7	8	3		892.184405	-0.232945134575569	2352.06878333333
P0A8M0	21	12		744.9581675	0.0128041987968458	1489.916335
P0A8M3	23	15		710.643549079365	-0.478280191218788	1426.154674
P0A8N0	20	8		723.360638148148	-0.645186913780664	1521.2635075
P0A8N3	28	14		736.82191381579	-0.425562312788865	1476.7928
P0A8N5	28	14		695.040934166667	-0.600592145385111	1432.12021071429
P0A8N7	17	11		931.623834241667	-0.108121057376134	2134.66932272727
P0A8P1	22	14		720.261922166667	-0.185154718297575	1595.06251285714
P0A8P3	9	8		616.701143148148	-0.682911706349206	1269.60704875
P0A8Q6	12	7		695.914340555556	-0.30399790685505	1514.88057857143
P0A8S1	20	9		806.348663047619	-0.179075924075924	1804.91824777778
P0A8T7	31	13		666.284246611111	-0.317068090858305	1362.57831538462
P0A8U2	22	9		912.746880538462	0.309179364603341	2153.66702222222
P0A8U6	12	4		839.909196428572	-0.212832633053221	1715.5749625
P0A8V2	26	13		769.494386153846	-0.182769123377483	1538.98877230769
P0A8V6	23	13		780.424374259259	-0.225138838387231	1660.36822769231
P0A8W0	17	12		795.401948475	-0.309038186553447	1928.12204916667
P0A8W2	17	7		739.907777208333	-0.192295070520877	1728.06177857143
P0A8W5	16	10		815.793868802083	0.0889116716616717	1774.911715
P0A8W8	17	11		734.8652634375	-0.311243756243756	1458.05530909091
P0A8X0	29	7		703.289325	-0.173571428571429	1488.59825142857
P0A8Y1	16	9		1086.79587327381	-0.115341971407316	2525.34907666667
P0A8Y3	15	9		856.86401975	-0.155116584971657	2221.63671777778
P0A8Y5	21	11		867.7633125	-0.106656500065591	1922.03708090909
P0A8Y8	10	6		893.038426320513	-0.28420202020202	2124.523525
P0A8Z0	12	6		800.009142592593	-0.000484006734006744	1824.40838333333
P0A8Z7	8	5		1130.12195572917	-0.018581901489118	4026.36767
P0A944	11	9		780.720128939394	-0.429676660787772	1626.13707222222
P0A948	24	11		636.075002083333	-0.378135198135198	1397.76294363636
P0A951	19	12		690.188307254902	-0.275585103249577	1489.72619416667
P0A953	21	12		866.402296785714	-0.0174372241344225	1723.0859025
P0A955	20	9		770.284634444444	0.412792320401016	1540.56926888889
P0A959	21	10		785.830530897436	-0.31271239984795	1622.093081
P0A962	13	7		1123.54752303125	-0.097204378719248	3361.38050142857
P0A988	19	13		794.243770601852	-0.0368200071591912	1744.26608307692
P0A993	23	10		890.401223205128	-0.207493129997944	2049.49217
P0A998	12	8		853.63048975	-0.728008446867143	2108.23644875
P0A9A2	15	13		725.568513627451	-0.355742949860597	1409.76189615385
P0A9A9	15	8		725.777449666667	-0.567671703296703	1677.53775625
P0A9B2	26	13		711.05367047619	-0.216435738174869	1399.53583692308
P0A9B6	23	13		764.528461186274	-0.135535190299896	1578.70419076923
P0A9C5	17	9		986.321747421569	-0.217479387560909	2343.98988333333
P0A9C9	19	11		760.282158589744	0.0663750391023118	1580.42628818182
P0A9D2	18	12		746.540209305556	-0.113023545433413	1662.25735583333
P0A9D4	21	12		825.930049215686	0.227458141125761	1726.87716
P0A9D8	20	11		795.620270384616	-0.0924308015217106	1585.43692818182
P0A9E9	22	13		730.607760350877	0.207683018966956	1621.59983076923
P0A9F1	18	7		743.273459924242	0.143233725338989	1620.39673714286
P0A9F3	23	12		784.369427777778	-0.0407646447120132	1758.804305
P0A9F6	24	12		794.579789215686	-0.0120451688595394	1612.92571083333
P0A9G4	15	6		845.315097407407	-0.369510582010582	1711.81941166667
P0A9G6	19	10		796.98670625	-0.298246743753323	1659.042941
P0A9H3	23	13		775.160591764706	-0.219908013475768	1652.80155923077
P0A9H7	24	14		764.439053529412	-0.421274873585798	1550.72987857143
P0A9I1	24	11		735.676005384615	0.0239071056535171	1466.55752363636
P0A9I3	10	9		932.324872685185	-0.0976013466156835	2228.99951666667
P0A9I5	4	2		909.826092222222	-0.211159420289855	2148.52859
P0A9I8	11	3		1087.10490616667	0.0215797524683632	2923.09888333333
P0A9J0	27	14		705.182239907408	-0.0656067251461988	1444.64789714286
P0A9J6	16	11		889.058153680556	0.0897152370535258	1984.92386909091
P0A9J8	22	9		726.360710305555	0.0134945469184599	2115.51799666667
P0A9K3	24	13		750.50969787037	0.0539913825490748	1559.96039615385
P0A9K9	11	7		882.661244315106	-0.0185240596608194	2768.70382714286
P0A9L5	12	6		674.768758229167	0.126527777777778	1278.001315
P0A9L8	14	8		888.216268333334	0.53005985005985	2219.1367225
P0A9M0	28	14		687.064939411765	0.105998624053965	1449.80646142857
P0A9M2	22	9		771.63966625	0.0285698234227646	1649.13788333333
P0A9N0	7	4		764.0071175	-0.140132575757576	1528.014235
P0A9N4	25	13		693.333388125	-0.348808325661267	1500.02165076923
P0A9N8	15	9		752.657671282051	-0.409034792368126	1618.89600222222
P0A9P6	19	11		957.366413055556	0.0827580908396416	1892.59498727273
P0A9Q1	26	11		745.06333625	-0.461257139989197	1732.75598909091
P0A9Q5	28	10		830.086498030303	0.164275006602593	1681.915915
P0A9Q7	21	9		822.016091111111	0.089700345950346	1800.79413111111
P0A9R4	10	7		746.8341225	-0.41764817888878	1592.88827285714
P0A9S1	16	11		868.390161190476	0.450129928993565	1955.62955
P0A9S5	19	12		777.143532857143	0.223511902435084	1754.71516333333
P0A9T0	24	12		827.811182352941	0.151922354266104	1653.60177416667
P0A9T4	19	8		898.264387683333	-0.358728350453894	2399.68959875
P0A9V5	13	5		619.493261388889	0.204714646464646	1235.456502
P0A9W0	22	11		794.580222058824	-0.127002785366422	1819.27344
P0A9W6	7	3		1039.01161354167	-0.48151455026455	2515.85471333333
P0A9W9	15	12		697.235809895833	-0.195119594413949	1514.51602916667
P0AA10	20	6		731.245119629629	-0.434345479082321	1547.42098333333
P0AA16	28	12		721.552370595238	-0.534831895078606	1428.77217916667
P0AA37	22	9		857.849646519608	-0.0949201075078268	2065.70382222222
P0AA39	33	13		589.543524372549	-0.388399506997068	1231.41631307692
P0AA41	24	12		764.866398333333	-0.203566093778942	1684.8554975
P0AA43	22	10		849.30470359375	-0.140369097133803	1999.600181
P0AA97	18	9		799.436352333333	-0.531733018443545	1620.66979777778
P0AAB8	17	5		794.797064833333	0.112567119155354	2167.488082
P0AAC0	19	13		841.543296096491	-0.359204184704185	1848.07843615385
P0AAI5	16	10		928.68030609375	0.0838116804763864	2102.640528
P0AAI9	14	6		984.731318916667	0.0664759161843339	2225.77228166667
P0AAK1	16	10		872.459727916667	-0.0486940456054024	1883.888994
P0AAK4	19	10		754.196962435897	0.0326402116402116	1480.290397
P0AAM3	6	6		815.944487857143	-0.0431278966131907	1635.955875
P0AAN1	9	5		985.610249444444	0.00229716931495316	3018.86742
P0AAN3	22	12		844.751806666666	-0.0839656266672397	1793.85992166667
P0AAN9	11	4		918.664699333333	-0.162962962962963	1794.411325
P0AAP3	12	6		588.910859285714	-0.365059523809524	1188.921395
P0AAQ2	13	5		733.548620198052	-0.560364661654135	1843.635642
P0AAQ6	15	4		761.72445375	-0.262011517893871	1523.4489075
P0AAS5	19	10		913.634685	0.132742513468345	2057.432521
P0AAT9	19	10		715.4907961	-0.657409137159137	1433.678541
P0AAV4	16	8		1022.28968090909	-0.0104184716691344	2542.68180875
P0AAW1	22	13		691.184260570175	-0.106061140396247	1637.41904461538
P0AAY6	6	6		1117.6437597619	0.120244002117404	2957.43664
P0AAZ4	22	12		753.257557303922	-0.101914302802461	1756.03101666667
P0AB03	26	10		883.438875277778	-0.122961016672115	1883.810756
P0AB18	15	5		854.510066388889	-0.128816294816295	1600.60457
P0AB20	7	3		1036.286927125	-0.224754901960784	3357.62284666667
P0AB33	7	5		925.454690277778	-0.520833333333333	1809.690286
P0AB43	11	7		641.682407857143	-0.158219954648526	1283.36481571429
P0AB52	10	5		1010.88660472222	-0.0152503052503053	2058.870938
P0AB55	6	4		807.287115625	-0.0777542372881357	2368.938535
P0AB61	10	5		688.310299166667	-0.424033613445378	1408.495382
P0AB71	14	8		943.449132904762	0.148785650788438	2742.20993125
P0AB74	16	9		914.634362510417	0.157571655044958	2353.58691
P0AB77	20	10		860.255590178572	-0.161261337868481	2124.798215
P0AB80	20	7		826.473076151515	0.0312013619908357	1841.75699428571
P0AB83	25	9		768.928330555556	-0.1141022785588	1770.66769777778
P0AB89	26	13		733.117259529412	-0.162442151865229	1540.45476461538
P0AB91	23	12		674.981422745098	-0.295477420111708	1394.02472666667
P0AB96	14	7		792.524078611111	-0.0806339202347606	1715.31135428571
P0ABE2	13	4		854.445813214286	-0.238833333333333	1954.2018575
P0ABH7	20	11		863.266536777778	-0.0723392908032407	1975.57803
P0ABK5	24	9		946.763000297619	-0.0442513877997749	2036.48731444444
P0ABP8	24	13		752.581855098039	0.0871879465759064	1582.36564923077
P0ABQ2	19	14		764.670980925926	0.195553976046415	1555.94088571429
P0ABQ4	10	8		830.059837458333	-0.107297761762047	2091.63086625
P0ABR1	8	3		751.794690416667	0.047037037037037	1620.15761
P0ABS1	18	6		815.152575185185	-0.782865623655097	1944.55864166667
P0ABT2	19	11		608.521696	-0.262586302586303	1290.10542909091
P0ABT5	25	13		790.982298	-0.0109747785753978	1619.65188461538
P0ABU0	23	12		804.273071705882	-0.0881571194400142	1733.83794666667
P0ABU2	23	13		737.293509555555	0.0185977064016766	1647.51941
P0ABU5	15	10		924.594825888889	0.26566424963925	2092.144351
P0ABW3	8	3		1126.20234516667	-0.0239297092791716	2417.13997333333
P0ABY4	10	5		1076.06596380952	-0.0493470276999689	2723.486548
P0AC13	17	13		774.096935904762	0.0128037403772697	1784.20691769231
P0AC19	16	8		612.633136527778	-0.661548382173382	1335.27830125
P0AC28	16	8		902.20080625	-0.344923653369394	2137.43890875
P0AC33	21	13		782.044190780702	-0.36787433025147	1651.03752461538
P0AC35	20	10		760.798914940476	-0.100649572649573	1693.337683
P0AC38	22	13		687.704675555555	-0.210380816327173	1523.44155076923
P0AC51	16	8		778.787521764706	-0.309484193924984	1898.78060875
P0AC53	23	14		712.383774666667	-0.171551816239316	1520.10183071429
P0AC59	24	11		726.095503125	-0.229786076496603	1504.94592181818
P0AC69	12	6		842.2512325	-0.00993384489074143	1684.502465
P0AC73	15	8		761.31831297619	-0.357198606043715	1670.5463825
P0AC81	16	8		733.091799444444	-0.523450439958592	1447.44687125
P0AC84	16	9		951.91908043254	0.0269783635896168	2415.73653111111
P0AC86	24	10		755.416522121212	-0.224920186023127	1564.866236
P0ACA3	22	10		790.943576410256	-0.206884071810542	1859.22288
P0ACB0	21	14		777.059688627451	-0.336526123208454	1575.13673714286
P0ACB2	23	10		868.837628238095	-0.217851851851852	1912.587342
P0ACB4	22	13		596.318197592593	-0.259770859482398	1289.56249846154
