Merge ID	400Mobile_Elements	Mobile_Elements_BL21	# Studies	400Mobile_Elements Duplicates	Mobile_Elements_BL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	Subcellular Location(this study)	Common Core 	Pseudogene/Mobile Element Notes
YNEF_ECOLI	1	1	2	1	1	YNEF_ECOLI	C6EDW7_ECOBD	B	 	"pseudogene (Ohman 2006) ; "
FLGD_ECOLI	1	1	2	1	1	FLGD_ECOLI	C6EHD8_ECOBD	F4	 	pseudogene (Ohman 2006) 
YGGP_ECOLI	1	1	2	1	1	YGGP_ECOLI	C6EIH8_ECOBD	B	 	pseudogene (Ohman 2006) 
YHAM_ECOLI	1	1	2	1	1	YHAM_ECOLI	C6EHB4_ECOBD	B	 	pseudogene (Ohman 2006) 
ARSR_ECOLI	1	1	2	1	1	ARSR_ECOLI	C6EEI3_ECOBD	A	 	pseudogene (Ohman 2006)
FRLC_ECOLI	1	1	2	1	1	FRLC_ECOLI	C6EFK4_ECOBD	A	 	pseudogene (Ohman 2006)
PTXB_ECOLI	1	1	2	1	1	PTXB_ECOLI	C6ED86_ECOBD	B	 	pseudogene (Ohman 2006)
SMF_ECOLI	1	1	2	1	1	SMF_ECOLI	C6EGI1_ECOBD	A	 	pseudogene (Ohman 2006)
SMP_ECOLI	1	1	2	1	1	SMP_ECOLI	C6EBI4_ECOBD	B	Common Core 	pseudogene (Ohman 2006)
YGCU_ECOLI	1	1	2	1	1	YGCU_ECOLI	C6EJA0_ECOBD	A	 	pseudogene (Ohman 2006)
YGFQ_ECOLI	1	1	2	1	1	YGFQ_ECOLI	C6EIM4_ECOBD	B	 	pseudogene (Ohman 2006)
YIGE_ECOLI	1	1	2	1	1	YIGE_ECOLI	C6EFZ9_ECOBD	G	 	pseudogene (Ohman 2006)
YIIE_ECOLI	1	1	2	1	1	YIIE_ECOLI	C6EF11_ECOBD	A	 	pseudogene (Ohman 2006)
LPRH_ECOLI	1	1	2	1	1	LPRH_ECOLI	C6EG31_ECOBD	A	 	pseudogene (Ecogene/Uniprot)
YAHH_ECOLI	1	1	2	1	1	YAHH_ECOLI	C6ELQ8_ECOBD	B	 	pseudogene (Ecogene/Uniprot)
YQGD_ECOLI	1	1	2	1	1	YQGD_ECOLI	C6EIH0_ECOBD	B	 	pseudogene (Ecogene)
HFLK_ECOLI	1	1	2	1	1	HFLK_ECOLI	C6ECH5_ECOBD	B	Common Core 	Prophage transposase
PSPA_ECOLI	1	1	2	1	1	PSPA_ECOLI	C6EFS8_ECOBD	F1	Common Core 	Prophage transposase
PSPC_ECOLI	1	1	2	1	1	PSPC_ECOLI	C6EFS6_ECOBD	B	Common Core 	Prophage transposase
PSPE_ECOLI	1	1	2	1	1	PSPE_ECOLI	C6EFS4_ECOBD	G	Common Core 	Prophage transposase
PSPG_ECOLI	1	1	2	1	1	PSPG_ECOLI	C6EDX0_ECOBD	B	Common Core 	Prophage transposase
TSX_ECOLI	1	1	2	1	1	TSX_ECOLI	C6ELH3_ECOBD	H	Common Core 	Prophage transposase
XERC_ECOLI	1	1	2	1	1	XERC_ECOLI	C6EG03_ECOBD	A	Common Core 	Prophage transposase
XERD_ECOLI	1	1	2	1	1	XERD_ECOLI	C6EIL4_ECOBD	A	Common Core 	Prophage transposase
AG43_ECOLI	1	1	2	1	1	AG43_ECOLI	C6EDI7_ECOBD	H	 	Prophage Integrase (EcoGene)
BORD_ECOLI	1	1	2	1	2	BORD_ECOLI	C6EJF8_ECOBD	I	 	Prophage Integrase (EcoGene)
DICA_ECOLI	1	1	2	1	1	DICA_ECOLI	C6EDS4_ECOBD	A	 	Prophage Integrase (EcoGene)
DICB_ECOLI	1	1	2	1	1	DICB_ECOLI	C6EDS1_ECOBD	A	 	Prophage Integrase (EcoGene)
DICC_ECOLI	1	1	2	1	2	DICC_ECOLI	C6EDS5_ECOBD	A	 	Prophage Integrase (EcoGene)
EMRE_ECOLI	1	1	2	1	1	EMRE_ECOLI	C6EKS5_ECOBD	B	 	Prophage Integrase (EcoGene)
ESSD_ECOLI	1	1	2	1	1	ESSD_ECOLI	C6EFM7_ECOBD	B	 	Prophage Integrase (EcoGene)
FLXA_ECOLI	1	1	2	1	1	FLXA_ECOLI	C6EL71_ECOBD	A	 	Prophage Integrase (EcoGene)
HOKD_ECOLI	1	1	2	1	1	HOKD_ECOLI	C6EDS9_ECOBD	G	 	Prophage Integrase (EcoGene)
KIL_ECOLI	1	1	2	1	1	KIL_ECOLI	C6EFN1_ECOBD	A	 	Prophage Integrase (EcoGene)
NINE_ECOLI	1	1	2	1	1	NINE_ECOLI	C6EKE4_ECOBD	A	 	Prophage Integrase (EcoGene)
OGRK_ECOLI	1	1	2	1	1	OGRK_ECOLI	C6EIQ9_ECOBD	A	 	Prophage Integrase (EcoGene)
PINE_ECOLI	1	1	2	1	1	PINE_ECOLI	C6EIR0_ECOBD	A	 	Prophage Integrase (EcoGene)
PINQ_ECOLI	1	1	2	1	1	PINQ_ECOLI	C6EFL7_ECOBD	A	 	Prophage Integrase (EcoGene)
PINR_ECOLI	1	1	2	1	1	PINR_ECOLI	C6EDU1_ECOBD	A	 	Prophage Integrase (EcoGene)
RACC_ECOLI	1	1	2	1	1	RACC_ECOLI	C6EFN3_ECOBD	A	 	Prophage Integrase (EcoGene)
RECT_ECOLI	1	1	2	1	1	RECT_ECOLI	C6EFN4_ECOBD	A	 	Prophage Integrase (EcoGene)
REM_ECOLI	1	1	2	1	1	REM_ECOLI	C6EDT0_ECOBD	A	 	Prophage Integrase (EcoGene)
REQ2_ECOLI	1	1	2	1	1	REQ2_ECOLI	C6EJG3_ECOBD	A	 	Prophage Integrase (EcoGene)
RUSA_ECOLI	1	1	2	1	1	RUSA_ECOLI	C6EKE2_ECOBD	A	 	Prophage Integrase (EcoGene)
SIEB_ECOLI	1	1	2	1	1	SIEB_ECOLI	C6EFN0_ECOBD	B	 	Prophage Integrase (EcoGene)
TFAE_ECOLI	1	1	2	1	1	TFAE_ECOLI	C6EIR2_ECOBD	A	 	Prophage Integrase (EcoGene)
TRKG_ECOLI	1	1	2	1	1	TRKG_ECOLI	C6EFM2_ECOBD	B	 	Prophage Integrase (EcoGene)
YAGI_ECOLI	1	1	2	1	1	YAGI_ECOLI	C6EF65_ECOBD	A	 	Prophage Integrase (EcoGene)
YBCK_ECOLI	1	1	2	1	1	YBCK_ECOLI	C6EKE9_ECOBD	A	 	Prophage Integrase (EcoGene)
YBCL_ECOLI	1	1	2	1	1	YBCL_ECOLI	C6EKE8_ECOBD	G	 	Prophage Integrase (EcoGene)
YBCM_ECOLI	1	1	2	1	1	YBCM_ECOLI	C6EKE7_ECOBD	A	 	Prophage Integrase (EcoGene)
YBCN_ECOLI	1	1	2	1	1	YBCN_ECOLI	C6EKE5_ECOBD	A	 	Prophage Integrase (EcoGene)
YBCO_ECOLI	1	1	2	1	1	YBCO_ECOLI	C6EKE3_ECOBD	A	 	Prophage Integrase (EcoGene)
YBCV_ECOLI	1	1	2	1	1	YBCV_ECOLI	C6EJF7_ECOBD	A	 	Prophage Integrase (EcoGene)
YBCW_ECOLI	1	1	2	1	1	YBCW_ECOLI	C6EJF6_ECOBD	A	 	Prophage Integrase (EcoGene)
YDAC_ECOLI	1	1	2	1	1	YDAC_ECOLI	C6EFN5_ECOBD	A	 	Prophage Integrase (EcoGene)
YDAE_ECOLI	1	1	2	1	1	YDAE_ECOLI	C6EFN2_ECOBD	A	 	Prophage Integrase (EcoGene)
YDAF_ECOLI	1	1	2	1	1	YDAF_ECOLI	C6EFM9_ECOBD	A	 	Prophage Integrase (EcoGene)
YDAG_ECOLI	1	1	2	1	1	YDAG_ECOLI	C6EFM8_ECOBD	A	 	Prophage Integrase (EcoGene)
YDFD_ECOLI	1	1	2	1	1	YDFD_ECOLI	C6EDS0_ECOBD	A	 	Prophage Integrase (EcoGene)
YDFK_ECOLI	1	1	2	1	1	YDFK_ECOLI	C6EDU2_ECOBD	A	 	Prophage Integrase (EcoGene)
YDFR_ECOLI	1	1	2	1	1	YDFR_ECOLI	C6EFM6_ECOBD	A	 	Prophage Integrase (EcoGene)
YDFU_ECOLI	1	1	2	1	1	YDFU_ECOLI	C6EDT2_ECOBD	A	 	Prophage Integrase (EcoGene)
YEEV_ECOLI	1	1	2	1	1	YEEV_ECOLI	C6EDB7_ECOBD	A	 	Prophage Integrase (EcoGene)
YLCG_ECOLI	1	1	2	1	1	YLCG_ECOLI	C6EKE1_ECOBD	A	 	Prophage Integrase (EcoGene)
YLCH_ECOLI	1	1	2	1	1	YLCH_ECOLI	C6EKE6_ECOBD	A	 	Prophage Integrase (EcoGene)
YMFK_ECOLI	1	1	2	1	1	YMFK_ECOLI	C6EJG9_ECOBD	A	 	Prophage Integrase (EcoGene)
YNAK_ECOLI	1	1	2	1	1	YNAK_ECOLI	C6EFM1_ECOBD	A	 	Prophage Integrase (EcoGene)
YNFO_ECOLI	1	1	2	1	1	YNFO_ECOLI	C6EKD3_ECOBD	A	 	Prophage Integrase (EcoGene)
FIME_ECOLI	1	1	2	1	1	FIME_ECOLI	C6EBS0_ECOBD	A	 	Prophage Integrase
YEBC_ECOLI	1	1	2	1	1	YEBC_ECOLI	C6EBW3_ECOBD	A	Common Core 	Prophage Integrase
YEEN_ECOLI	1	1	2	1	1	YEEN_ECOLI	C6EB86_ECOBD	A	Common Core 	Prophage Integrase
YIGB_ECOLI	1	1	2	1	1	YIGB_ECOLI	C6EG02_ECOBD	A	Common Core 	Prophage Integrase
INSF6_ECOLI	1	1	2	1	1	INSF6_ECOLI	C6EEV7_ECOBD	A	 	"Plasmid F;Insertion Sequence;Transposase"
YUAQ_ECOLI	1	1	2	1	1	YUAQ_ECOLI	C6EDC0_ECOBD	H	 	Plasmid F
YUBM_ECOLI	1	1	2	1	1	YUBM_ECOLI	C6EJX0_ECOBD	A	 	Plasmid F
INSF1_ECOLI	1	1	2	1	1	INSF1_ECOLI	C6EC72_ECOBD	A	 	"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"
INSG_ECOLI	1	1	2	1	1	INSG_ECOLI	C6EC80_ECOBD	B	 	"Insertion Sequence;Transposase"
INSJ_ECOLI	1	1	2	1	1	INSJ_ECOLI	C6EEC2_ECOBD	A	 	Insertion Element 
PSPD_ECOLI		1	1		1	PSPD_ECOLI	C6EFS5_ECOBD	A		Prophage transposase				 

YBFL_ECOLI	1		1	1		YBFL_ECOLI	Null	B		"Transposase;Rhs Element"				
YHGA_ECOLI	1		1	1		YHGA_ECOLI	Null	A		Transposase				
INTA_ECOLI	1		1	1		INTA_ECOLI	Null	B		"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"				
INTE_ECOLI	1		1	1		INTE_ECOLI	Null	A		"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"				
INTF_ECOLI	1		1	1		INTF_ECOLI	Null	A		"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"				
INTS_ECOLI	1		1	1		INTS_ECOLI	Null	A		"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"				
INTZ_ECOLI	1		1	1		INTZ_ECOLI	Null	A		"Rhs Element;Prophage Integrase;Prophage Integrase (EcoGene)"				
INTQ_ECOLI	1		1	1		INTQ_ECOLI	Null	A		"Rhs Element;Prophage Integrase"				
RHSC_ECOLI	1		1	1		RHSC_ECOLI	Null	A		Rhs Element				
YCHG_ECOLI	1		1	1		YCHG_ECOLI	Null	A		"pseudogene (Uniprot);Transposase"				
YJIP_ECOLI	1		1	1		YJIP_ECOLI	Null	A		"pseudogene (Uniprot);Transposase"				
YNCI_ECOLI	1		1	1		YNCI_ECOLI	Null	B		"pseudogene (Uniprot);Transposase"				
INTG_ECOLI	1		1	1		INTG_ECOLI	Null	A		"pseudogene (Uniprot);Rhs Element;Prophage Integrase"				
RHSE_ECOLI	1		1	1		RHSE_ECOLI	Null	A		"pseudogene (Uniprot);Rhs Element"				
YBFO_ECOLI	1		1	1		YBFO_ECOLI	Null	A		"pseudogene (Uniprot);Rhs Element"
YIBJ_ECOLI	1		1	1		YIBJ_ECOLI	Null	A		"pseudogene (Uniprot);Rhs Element"
INSO2_ECOLI	1		1	1		INSO2_ECOLI	Null	B		"pseudogene (Uniprot);Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"
INSO1_ECOLI	1		1	1		INSO1_ECOLI	Null	A		"pseudogene (Uniprot);Insertion Sequence;Transposase"
YAIX_ECOLI	1		1	1		YAIX_ECOLI	Null	A		"pseudogene (Uniprot);Insertion Sequence"
ARPB_ECOLI	1		1	1		ARPB_ECOLI	Null	A		pseudogene (Uniprot) 
FBPB_ECOLI	1		1	1		FBPB_ECOLI	Null	B		pseudogene (Uniprot) 
NMPC_ECOLI	1		1	1		NMPC_ECOLI	Null	H		pseudogene (Uniprot) 
YABP_ECOLI	1		1	1		YABP_ECOLI	Null	A		pseudogene (Uniprot) 
YDAW_ECOLI	1		1	1		YDAW_ECOLI	Null	A		pseudogene (Uniprot) 
YFDO_ECOLI	1		1	1		YFDO_ECOLI	Null	A		pseudogene (Uniprot) 
YFJU_ECOLI	1		1	1		YFJU_ECOLI	Null	A		pseudogene (Uniprot) 
YGEF_ECOLI	1		1	1		YGEF_ECOLI	Null	A		pseudogene (Uniprot) 
YGEK_ECOLI	1		1	1		YGEK_ECOLI	Null	A		pseudogene (Uniprot) 
YHCE_ECOLI	1		1	1		YHCE_ECOLI	Null	G		pseudogene (Uniprot) 
YIFN_ECOLI	1		1	1		YIFN_ECOLI	Null	A		pseudogene (Uniprot) 
YJHE_ECOLI	1		1	1		YJHE_ECOLI	Null	B		pseudogene (Uniprot) 
YJHR_ECOLI	1		1	1		YJHR_ECOLI	Null	A		pseudogene (Uniprot) 
YJIT_ECOLI	1		1	1		YJIT_ECOLI	Null	A		pseudogene (Uniprot) 
YJIV_ECOLI	1		1	1		YJIV_ECOLI	Null	B		pseudogene (Uniprot) 
YKFC_ECOLI	1		1	1		YKFC_ECOLI	Null	A		pseudogene (Uniprot) 
YKIA_ECOLI	1		1	1		YKIA_ECOLI	Null	A		pseudogene (Uniprot) 
YMFN_ECOLI	1		1	1		YMFN_ECOLI	Null	A		pseudogene (Uniprot) 
YMJD_ECOLI	1		1	1		YMJD_ECOLI	Null			pseudogene (Uniprot) 
YPJI_ECOLI	1		1	1		YPJI_ECOLI	Null	A		pseudogene (Uniprot) 
PBL_ECOLI	1		1	1		PBL_ECOLI	Null	G		pseudogene (Uniprot)
PINH_ECOLI	1		1	1		PINH_ECOLI	Null	A		pseudogene (Uniprot)
PTXC_ECOLI	1		1	1		PTXC_ECOLI	Null	B		pseudogene (Uniprot)
REND_ECOLI	1		1	1		REND_ECOLI	Null	A		pseudogene (Uniprot)
RZPR_ECOLI	1		1	1		RZPR_ECOLI	Null	B		pseudogene (Uniprot)
TFAS_ECOLI	1		1	1		TFAS_ECOLI	Null	A		pseudogene (Uniprot)
YAFF_ECOLI	1		1	1		YAFF_ECOLI	Null	A		pseudogene (Uniprot)
YAFU_ECOLI	1		1	1		YAFU_ECOLI	Null	B		pseudogene (Uniprot)
YAGJ_ECOLI	1		1	1		YAGJ_ECOLI	Null	A		pseudogene (Uniprot)
YBCD_ECOLI	1		1	1		YBCD_ECOLI	Null	A		pseudogene (Uniprot)
YBCY_ECOLI	1		1	1		YBCY_ECOLI	Null	A		pseudogene (Uniprot)
YBFI_ECOLI	1		1	1		YBFI_ECOLI	Null	A		pseudogene (Uniprot)
YCGI_ECOLI	1		1	1		YCGI_ECOLI	Null	A		pseudogene (Uniprot)
YDAY_ECOLI	1		1	1		YDAY_ECOLI	Null	A		pseudogene (Uniprot)
YDET_ECOLI	1		1	1		YDET_ECOLI	Null	A		pseudogene (Uniprot)
YDFW_ECOLI	1		1	1		YDFW_ECOLI	Null	A		pseudogene (Uniprot)
YEDN_ECOLI	1		1	1		YEDN_ECOLI	Null	A		pseudogene (Uniprot)
YEDS_ECOLI	1		1	1		YEDS_ECOLI	Null	H		pseudogene (Uniprot)
YEEL_ECOLI	1		1	1		YEEL_ECOLI	Null	A		pseudogene (Uniprot)
YEEP_ECOLI	1		1	1		YEEP_ECOLI	Null	A		pseudogene (Uniprot)
YFDL_ECOLI	1		1	1		YFDL_ECOLI	Null	A		pseudogene (Uniprot)
YFDM_ECOLI	1		1	1		YFDM_ECOLI	Null	A		pseudogene (Uniprot)
YGAQ_ECOLI	1		1	1		YGAQ_ECOLI	Null	A		pseudogene (Uniprot)
YGEN_ECOLI	1		1	1		YGEN_ECOLI	Null	A		pseudogene (Uniprot)
YGEO_ECOLI	1		1	1		YGEO_ECOLI	Null	A		pseudogene (Uniprot)
YJGX_ECOLI	1		1	1		YJGX_ECOLI	Null	B		pseudogene (Uniprot)
YLCE_ECOLI	1		1	1		YLCE_ECOLI	Null	A		pseudogene (Uniprot)
YMDE_ECOLI	1		1	1		YMDE_ECOLI	Null	A		pseudogene (Uniprot)
YMFO_ECOLI	1		1	1		YMFO_ECOLI	Null	A		pseudogene (Uniprot)
YMFP_ECOLI	1		1	1		YMFP_ECOLI	Null	A		pseudogene (Uniprot)
YOEF_ECOLI	1		1	1		YOEF_ECOLI	Null	A		pseudogene (Uniprot)
YPDJ_ECOLI	1		1	1		YPDJ_ECOLI	Null	A		pseudogene (Uniprot)
YEES_ECOLI	1		1	1		YEES_ECOLI	Null	A		"pseudogene (Ohman 2006) ; Prophage Integrase (EcoGene)"
YABQ_ECOLI	1		1	1		YABQ_ECOLI	Null	A		pseudogene (Ohman 2006) 
YAGB_ECOLI	1		1	1		YAGB_ECOLI	Null	A		pseudogene (Ohman 2006)
YPJB_ECOLI	1		1	1		YPJB_ECOLI	Null	A		pseudogene (Ohman 2006)
YQGC_ECOLI	1		1	1		YQGC_ECOLI	Null	A		pseudogene (Ohman 2006)
YBFQ_ECOLI	1		1	1		YBFQ_ECOLI	Null	B		"pseudogene (Ecogene/Uniprot);Transposase"
INSD8_ECOLI	1		1	1		INSD8_ECOLI	Null	A		"pseudogene (Ecogene/Uniprot);Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"
HTGA_ECOLI	1		1	1		HTGA_ECOLI	Null	A		pseudogene (Ecogene/Uniprot)
LPFS_ECOLI	1		1	1		LPFS_ECOLI	Null	A		pseudogene (Ecogene/Uniprot)
TISB_ECOLI	1		1	1		TISB_ECOLI	Null	B		pseudogene (Ecogene/Uniprot)
Y1142_ECOLI	1		1	1		Y1142_ECOLI	Null	B		pseudogene (Ecogene/Uniprot)
Y3808_ECOLI	1		1	1		Y3808_ECOLI	Null	A		pseudogene (Ecogene/Uniprot)
YGIA_ECOLI	1		1	1		YGIA_ECOLI	Null	A		pseudogene (Ecogene/Uniprot)
YJGW_ECOLI	1		1	1		YJGW_ECOLI	Null	A		pseudogene (Ecogene/Uniprot)
GATR_ECOLI	1		1	1		GATR_ECOLI	Null	A		"pseudogene (Ecogene);Insertion Sequence"
YAGA_ECOLI	1		1	1		YAGA_ECOLI	Null	A		"Prophage Integrase;Prophage Integrase (EcoGene)"
ALPA_ECOLI	1		1	1		ALPA_ECOLI	Null	A		Prophage Integrase (EcoGene)
APPY_ECOLI	1		1	1		APPY_ECOLI	Null	A		Prophage Integrase (EcoGene)
CSPB_ECOLI	1		1	1		CSPB_ECOLI	Null	A		Prophage Integrase (EcoGene)
