Merge ID	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Lopez_Campistrous2005	Spelbrink2005	Stenberg2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Qian2008	Wagner2008	Xia2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Muller2010	Pan2010	Price2010	Thein2010	Wickstrom2010	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_conBL21 Duplicates	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	P0A786	P0AE06	P76316	P36683	Q9S4X5	P24182	P00350	P31119	P60560	P0AG44	P0A9P0	P17583	P00363	P0A6F5	P0A6H8	P0AC47	P0ADE4	P06129	P0ADT8	P45763	P02925	P0A910	P00363	P00634	C1P619	P0ACV0	Q46798	A5A615	P00350	P00448	P0AFG8	P25714	P0A910	P00350	Accession
P76162	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	A	YDFU_ECOLI	C6EDT2_ECOBD												P76162																							
P64524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	YEEV_ECOLI	C6EDB7_ECOBD																																			
Q47272	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	A	YLCG_ECOLI	C6EKE1_ECOBD			Q47272																						Q47272			Q47272							
Q47268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	A	YLCH_ECOLI	C6EKE6_ECOBD																												Q47268							
P75974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	A	YMFK_ECOLI	C6EJG9_ECOBD																													P75974						
P76068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	YNAK_ECOLI	C6EFM1_ECOBD																																			
Q2EES0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	A	YNFO_ECOLI	C6EKD3_ECOBD																													Q2EES0						
P0ABC7	0	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	15	B	HFLK_ECOLI	C6ECH5_ECOBD			P0ABC7		P0ABC7		P0ABC7	P0ABC7				P0ABC7	P0ABC7		P0ABC7				P0ABC7	P0ABC7					P0ABC7	P0ABC7			P0ABC7			P0ABC7	P0ABC7		P0ABC7
P0AFM6	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	11	F1	PSPA_ECOLI	C6EFS8_ECOBD					P0AFM6	P0AFM6						P0AFM6	P0AFM6			P0AFM6			P0AFM6						P0AFM6	P0AFM6			P0AFM6					P0AFM6	P0AFM6
P0AFN2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	5	B	PSPC_ECOLI	C6EFS6_ECOBD												P0AFN2													P0AFN2	P0AFN2			P0AFN2						P0AFN2
P23857	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	G	PSPE_ECOLI	C6EFS4_ECOBD			P23857				P23857					P23857																	P23857	P23857					
P32696	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	PSPG_ECOLI	C6EDX0_ECOBD												P32696																							
P0A927	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	17	H	TSX_ECOLI	C6ELH3_ECOBD		P0A927			P0A927	P0A927	P0A927		P0A927				P0A927	P0A927	P0A927				P0A927	P0A927	P0A927				P0A927	P0A927	P0A927		P0A927				P0A927		P0A927
P0A8P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	A	XERC_ECOLI	C6EG03_ECOBD															P0A8P6											P0A8P6			P0A8P6						P0A8P6
P0A8P8	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	5	A	XERD_ECOLI	C6EIL4_ECOBD							P0A8P8	P0A8P8				P0A8P8																	P0A8P8						P0A8P8
P46879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YQGD_ECOLI	C6EIH0_ECOBD																																			
P0ADF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	A	LPRH_ECOLI	C6EG31_ECOBD																									P0ADF3										
Q2EEQ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YAHH_ECOLI	C6ELQ8_ECOBD																																			
P37309	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	A	ARSR_ECOLI	C6EEI3_ECOBD												P37309													P37309										
P45541	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	A	FRLC_ECOLI	C6EFK4_ECOBD							P45541					P45541													P45541										
P69789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	PTXB_ECOLI	C6ED86_ECOBD																																			
P30852	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	A	SMF_ECOLI	C6EGI1_ECOBD												P30852																							
P0AGC7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	5	B	SMP_ECOLI	C6EBI4_ECOBD												P0AGC7													P0AGC7	P0AGC7							P0AGC7		P0AGC7
Q46911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	A	YGCU_ECOLI	C6EJA0_ECOBD																																			Q46911
Q46817	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YGFQ_ECOLI	C6EIM4_ECOBD												Q46817																							
P27840	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	G	YIGE_ECOLI	C6EFZ9_ECOBD												P27840																							
P0ADQ5	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A	YIIE_ECOLI	C6EF11_ECOBD							P0ADQ5					P0ADQ5																							
P75936	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	F4	FLGD_ECOLI	C6EHD8_ECOBD								P75936	P75936																										
P52048	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YGGP_ECOLI	C6EIH8_ECOBD												P52048																							
P42626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	B	YHAM_ECOLI	C6EHB4_ECOBD																									P42626										P42626
P76147	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YNEF_ECOLI	C6EDW7_ECOBD												P76147																							
P28916	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YBFD_ECOLI	C6EJN2_ECOBD												P28916																							
P31450	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	F1	GLVG_ECOLI	C6ED87_ECOBD								P31450				P31450																							
Q47154	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	A	MBHA_ECOLI	C6EA57_ECOBD												Q47154																							
P31061	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A	NOHA_ECOLI	C6EKD2_ECOBD								P31061				P31061																							
P33227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	STFE_ECOLI	C6EIR1_ECOBD																																			
P77699	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	A	TFAD_ECOLI	C6EJF3_ECOBD												P77699																							
Q47719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	A	Y4286_ECOLI	C6EC70_ECOBD																									Q47719										
P75717	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	A	YBCC_ECOLI	C6EJH7_ECOBD												P75717																							
P77481	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	F1	YCJV_ECOLI	C6EFR4_ECOBD												P77481													P77481										P77481
P77228	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	B	YDFJ_ECOLI	C6EDU3_ECOBD			P77228					P77228																											
P76165	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	A	YDFX_ECOLI	C6EDS6_ECOBD												P76165																							P76165
P76628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YGAY_ECOLI	C6EJU5_ECOBD																																			
Q46797	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	G	YGEQ_ECOLI	C6EIP4_ECOBD								Q46797				Q46797																							
P77601	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	A	YKGA_ECOLI	C6ELT0_ECOBD												P77601																							P77601
P77688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	A	YLBG_ECOLI	C6EKW3_ECOBD																																			P77688
Q2EER5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	YMJC_ECOLI	C6EFQ5_ECOBD																																			
P76138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	YNEL_ECOLI	C6EEL2_ECOBD																																			
P76356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H	YOEA_ECOLI	C6EB78_ECOBD																																			
P76692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YZGL_ECOLI	C6EFE7_ECOBD																																			
P42906	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	A	AGAA_ECOLI	C6EH90_ECOBD			P42906									P42906																							P42906
P36943	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	H	EAEH_ECOLI	C6ELT1_ECOBD												P36943													P36943										
P75901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	B	EFEU_ECOLI	C6EHJ0_ECOBD																																			P75901
Q47153	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	FHIA_ECOLI	C6EA58_ECOBD								Q47153																											
P33345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	A	MOLR_ECOLI	C6EAJ6_ECOBD																													P33345						
P28369	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A	RFH_ECOLI	C6EA51_ECOBD			P28369									P28369																							
P0CG19	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	A	RNPH_ECOLI	C6EDE8_ECOBD							P0CG19	P0CG19																		P0CG19									P0CG19
P75684	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YAGP_ECOLI	C6EA41_ECOBD												P75684																							
P77199	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	H	YAIT_ECOLI	C6ELL4_ECOBD												P77199																							
P33669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B	YBBD_ECOLI	C6EKW4_ECOBD																																			
P39874	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	A	YBEM_ECOLI	C6EK67_ECOBD												P39874																							
P37003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	YBFG_ECOLI	C6EJP4_ECOBD																																			
P32051	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	E	YDEK_ECOLI	C6EEK8_ECOBD												P32051																							
P64526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	A	YEEW_ECOLI	C6EDB6_ECOBD																																			P64526
P33353	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	A	YEHQ_ECOLI	C6EAJ0_ECOBD								P33353				P33353																							
P45505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A	YFAH_ECOLI	C6E9W3_ECOBD																																			
P52137	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	B	YFJV_ECOLI	C6EEI2_ECOBD								P52137																											
