Merge ID	Entry name (Uniprot)	BL21(DE3) Entry name (Uniprot)	TableS3_K12_ProteomeV13_conBL21 Duplicates	# Studies	OurStudy_Feb2011_Common	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Lopez_Campistrous2005	Spelbrink2005	Stenberg2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Qian2008	Wagner2008	Xia2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Muller2010	Pan2010	Price2010	Thein2010	Wickstrom2010
P03959	ATKA_ECOLI	C6EJN6_ECOBD	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03961	ATKC_ECOLI	C6EJN8_ECOBD	B	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P04816	LIVK_ECOLI	C6EFB6_ECOBD	G	5	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P04825	AMPN_ECOLI	C6EI50_ECOBD	F1	9	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P04968	THD1_ECOLI	C6EG39_ECOBD	B	6	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P04983	RBSA_ECOLI	C6EG53_ECOBD	F1	13	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1
P05050	ALKB_ECOLI	C6E9Y7_ECOBD	B	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P05458	PTRA_ECOLI	C6EJ48_ECOBD	G	7	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P05824	RECN_ECOLI	C6EJX7_ECOBD	B	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P06136	FTSQ_ECOLI	C6EAW2_ECOBD	B	6	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P06149	DLD_ECOLI	C6EAH8_ECOBD	F1	16	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0
P06282	CDH_ECOLI	C6EEY0_ECOBD	B	8	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P06611	BTUD_ECOLI	C6ECP8_ECOBD	F1	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P06616	ERA_ECOLI	C6EK21_ECOBD	F1	8	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0
P06709	BIRA_ECOLI	C6EE41_ECOBD	B	5	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
P07000	PLDB_ECOLI	C6EF86_ECOBD	F1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P07001	PNTA_ECOLI	C6EDP5_ECOBD	B	12	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0
P07003	POXB_ECOLI	C6EIB0_ECOBD	F1	13	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0
P07014	DHSB_ECOLI	C6EJL3_ECOBD	F1	20	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1
P07021	YFIB_ECOLI	C6EJY7_ECOBD	I	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P07102	PPA_ECOLI	C6EHM7_ECOBD	G	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P07109	HISP_ECOLI	C6ELE7_ECOBD	F1	8	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
P07650	TYPH_ECOLI	C6EBI9_ECOBD	B	10	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P07654	PSTA_ECOLI	C6EG77_ECOBD	B	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
P07821	FHUC_ECOLI	C6EAD3_ECOBD	F1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
P07822	FHUD_ECOLI	C6EAD2_ECOBD	G	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P08200	IDH_ECOLI	C6EGV5_ECOBD	B	16	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1
P08331	CPDB_ECOLI	C6ECD1_ECOBD	G	12	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
P08370	YGDB_ECOLI	C6EJ45_ECOBD	G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08371	PPDB_ECOLI	C6EJ44_ECOBD	B	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P08395	SPPA_ECOLI	C6ECJ1_ECOBD	B	13	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0
P08400	PHOR_ECOLI	C6ELI4_ECOBD	B	7	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P08401	CREC_ECOLI	C6EBH2_ECOBD	B	6	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P08506	DACC_ECOLI	C6EIU4_ECOBD	F2	15	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	1	0
P08550	CVPA_ECOLI	C6ELE0_ECOBD	B	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P08839	PT1_ECOLI	C6EL61_ECOBD	F1	15	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0
P09152	NARG_ECOLI	C6EGN9_ECOBD	F1	12	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0
P09348	MOTA_ECOLI	C6EBT7_ECOBD	B	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P09391	GLPG_ECOLI	C6EFF0_ECOBD	B	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
P09394	GLPQ_ECOLI	C6E9W2_ECOBD	G	11	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
P09546	PUTA_ECOLI	C6EHJ3_ECOBD	F1	13	1	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0
P09549	DEDD_ECOLI	C6ELD9_ECOBD	B	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P09836	UHPC_ECOLI	C6EDA2_ECOBD	B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
P0A6A0	UBIB_ECOLI	C6EF61_ECOBD	B	7	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P0A6E9	BIOD2_ECOLI	C6EDQ5_ECOBD	B	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
P0A6H8	CLS_ECOLI	C6EFY7_ECOBD	B	9	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0
P0A6J1	CYSC_ECOLI	C6EJB7_ECOBD	B	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0A6J3	CYSZ_ECOLI	C6EL65_ECOBD	B	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P0A6J5	DADA_ECOLI	C6EGS8_ECOBD	F1	14	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0
P0A6Q6	FABZ_ECOLI	C6EAA5_ECOBD	F1	13	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1
P0A6S0	FLGH_ECOLI	C6EHD4_ECOBD	I	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
P0A6X3	HFQ_ECOLI	C6ECV6_ECOBD	F1	6	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
P0A6Y8	DNAK_ECOLI	C6EB40_ECOBD	F1	23	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1
P0A6Z3	HTPG_ECOLI	C6EKZ1_ECOBD	F1	18	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1
P0A734	MINE_ECOLI	C6EGU2_ECOBD	F1	11	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
P0A754	KEFF_ECOLI	C6EB07_ECOBD	F1	4	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P0A756	KEFG_ECOLI	C6EGB2_ECOBD	F1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
P0A759	NAGB_ECOLI	C6EJQ7_ECOBD	B	9	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
P0A766	RNFA_ECOLI	C6EDL9_ECOBD	B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
