16128031	caiC					0,423429168									0,70		0,36	0,529375781
16128032	caiB	b0038	405	948997	1786222	0,529710877	94	29,05	0,26	11,1	1				0,93	0,57	0,36	0,619290137
16128033	caiA	b0039	380	949064	1786223	0,548328453	115	26,1										
16128034	caiT	b0040	504	944765	1786224	0,466556709	71	9,18										
16128035	fixA					0,474100554												
16128036	fixB	b0042	313	948939	1786226	0,537906922	73	21,71							0,63	0,77	0,46	0,617396032
16128037	fixC	b0043	428	948958	1786227	0,461885588	121	35,06										
16128038	fixX	b0044	95	948590	1786228	0,49309741	31	11,3										
16128039	yaaU	b0045	443	944766	1786229	0,368119475	76	14,56								0,39	0,17	0,277621133
16128040	yabF	b0046	176	944767	1786231	0,437875667	27	8,63							0,90	0,32	0,44	0,553470181
16128041	kefC	b0047	620	944773	1786232	0,406662796	140	42,09							1,93	0,74	0,68	1,117318639
16128042	folA	b0048	159	944790	1786233	0,471066069	33	9,23					2045,53	0,064	3,88	1,80	1,98	2,552927059
16128043	apaH	b0049	280	944770	1786234	0,465332005	71	22,18							1,74	0,90	0,88	1,170615956
16128044	apaG	b0050	125	944772	1786235	0,382717602	18	5,62							4,39	2,09	2,67	3,050615335
16128045	ksgA	b0051	273	944939	1786236	0,444044436	69	18,49							5,07	1,86	2,79	3,242946647
16128046	pdxA	b0052	329	944919	1786237	0,37441618	66	20,26	0,42	19,1	1				3,47	1,65	1,92	2,348262023
16128047	surA	b0053	428	944812	1786238	0,581313805	131	36,15	0,98	7,7	4	590,32	7830,56	0,245	8,99	4,54	4,77	6,098889905
16128048	imp	b0054	784	945011	1786239	0,514584022	195	63,7							6,85	3,12	3,41	4,462350681
16128049	yabH	b0055	271	948992	1786241	0,462816229	91	25,14							2,52	1,95	0,99	1,822376472
16128050	yabP	b0056	216	945039	1786242	0,302185789	78	24,67							1,89	1,04	0,59	1,173645409
16128051	yabQ	b0057	52	944776	1786243	0,401846195	19	6,33							5,25	2,21	0,41	2,622567433
16128052	yabO	b0058	219	946262	1786244	0,415710371	65	13,63							1,62	0,83	0,65	1,0344962
16128053	hepA	b0059	968	948523	1786245	0,592239311	276	80,18	0,73	9,5	2	99,13			3,40	1,78	1,72	2,30073347
16128054	polB	b0060	783	944779	1786246	0,431597028	233	61,49									0,44	
16128055	araD	b0061	231	945294	1786247	0,49079617	46	11,34									0,71	
16128056	araA	b0062	500	947511	1786248	0,563120016	120	28									0,33	
16128057	araB	b0063	566	946017	1786249	0,504470953	109	26,5	0,85	17,1	3	523,85			0,97		0,38	0,674572096
16128058	araC	b0064	292	944780	1786251	0,34502386	69	19,01							1,03	0,59	0,88	0,831565268
16128059	yabI	b0065	254	944783	1786252	0,411580717	47	10,87							0,96	0,83		0,89922477
16128060	yabJ	b0066	232	944785	1786253	0,346830516	54	18,11							1,58	1,46	0,57	1,2065477
16128061	yabK	b0067	536	944784	1786254	0,398110653	104	20,54							2,21	1,33	0,97	1,501837738
16128062	tbpA	b0068	327	946306	1786255	0,460358561	86	24,85							3,18	1,44	1,19	1,938830387
16128063	yabN	b0069	551	944788	1786256	0,408892701	145	39,46							1,07	0,72	0,59	0,792665663
16128064	yabM					0,332278029									0,83	0,81		0,821955819
16128065	leuD	b0071	201	945642	1786258	0,522863109	53	15,68	1	53,7	21	7290,97	6520,14	0,204	10,75	4,19	5,95	6,961863351
16128066	leuC	b0072	466	945076	1786259	0,569024245	120	26,47	1	24,7	22	4524,61	1406,30	0,044	14,03	5,82	13,02	10,95312231
16128067	leuB					0,507255239									17,07	7,69	12,81	12,5219929
16128068	leuA	b0074	523	947465	1786261	0,512002122	151	41,48	1	31	25	3281,05			17,62	7,63	13,90	13,04884141
16128069	leuL	b0075	28	946072	1786263	0,266191517	10	3,58							4,15	5,72	1,82	3,894559407
16128070	leuO					0,352332898									0,29		0,20	0,245505306
16128071	ilvH	b0078	163	947267	1786266	0,334271549	60	19,05							12,42	3,63	3,46	6,504750669
16128072	fruL	b0079	28	947277	1786267	0,341410353	13	3,15							5,99	1,66	1,66	3,101394762
16128073	fruR	b0080	334	944804	1786268	0,415456609	115	29,98							2,21	0,94	0,64	1,262889911
16128074	yabB	b0081	152	944810	1786269	0,33664655	45	13,01							9,86	4,54	5,12	6,50277595
16128075	yabC	b0082	313	944806	1786270	0,446386747	121	32,13							5,05	2,49	2,40	3,312140946
16128076	ftsL	b0083	121	944803	1786271	0,337528427	38	12,35							6,76	3,63	2,98	4,455112309
16128077	ftsI	b0084	588	944799	1786272	0,457036636	191	56,07							3,14	1,71	1,45	2,101297513
16128078	murE	b0085	495	944791	1786273	0,477669203	119	33,84	0,95	5,9	1	152,83			4,75	2,07	1,74	2,851818031
16128079	murF	b0086	452	944813	1786274	0,481997946	85	20,76							2,53	1,23	0,87	1,542088966
16128080	mraY	b0087	360	944814	1786275	0,478110642	65	17,79							3,11	1,63	1,23	1,992619659
16128081	murD	b0088	438	944818	1786276	0,479636077	102	25,49							3,77	1,93	1,20	2,30038407
16128082	ftsW	b0089	414	946322	1786277	0,426462647	98	23,57							3,08	1,79	1,29	2,055212214
16128083	murG	b0090	355	946321	1786278	0,415387064	100	29,27							2,83	2,32	1,31	2,153892782
16128084	murC	b0091	491	946153	1786279	0,464961661	119	33,39							1,93		0,80	1,36235513
16128085	ddlB	b0092	306	946324	1786280	0,378599688	70	22,58							7,22	3,74	3,72	4,893363222
16128086	ftsQ	b0093	276	944823	1786281	0,387751288	87	22,74							7,40	4,87	4,63	5,633558843
16128087	ftsA	b0094	420	944778	1786282	0,412160374	115	25,89	0,58	9,5	1		1310,42	0,041	9,82	5,22	5,30	6,779154614
16128088	ftsZ	b0095	383	944786	1786284	0,613036862	87	30,55	1	34,7	16	2851,16	5880,91	0,184	12,56	5,88	11,56	10,00144242
16128089	lpxC	b0096	305	944816	1786285	0,537196782	84	21,89							11,11	5,99	5,73	7,610041766
16128090	yacA					0,345165547									3,99	1,70	2,27	2,653507292
16128091	secA	b0098	901	944821	1786287	0,62275592	313	88,25	1	13,4	10	616,88			4,57	2,19	1,98	2,912337362
16128092	mutT	b0099	129	944824	1786288	0,397474539	38	13							0,96	0,78		0,867378277
16128093	b0100	b0100	44	944825	1786289	0,337958511	18	3,27									0,54	
16128094	yacG	b0101	65	945630	1786290	0,419765742	15	5,58							2,00	1,09	0,49	1,193129799
16128095	yacF	b0102	247	944873	1786291	0,409704105	73	21,47							3,13	1,12	1,43	1,894053093
16128096	yacE	b0103	206	949060	1786292	0,361195222	49	13,16					767,07	0,024	3,12	1,49	1,10	1,903549461
16128097	guaC	b0104	347	948986	1786293	0,552914313	98	20,54	0,97	10,1	1	257,09	4762,26	0,149	5,93	4,18	3,89	4,667472604
16128098	b0105	b0105	35	946599	1786294	0,353363727	8	4,46									0,16	
16128099	hofC	b0106	400	945806	1786295	0,327262431	82	16,29							0,29	0,28		0,281795319
16128100	hofB	b0107	461	947481	1786296	0,334872526	107	30,81										
16128101	ppdD	b0108	146	945817	1786297	0,374888961	25	5,01										
16128102	nadC	b0109	297	948869	1786299	0,396714237	89	26,25					2045,53	0,064	1,85	0,85	0,34	1,014178917
16128103	ampD	b0110	183	948877	1786300	0,402939392	41	12,88							1,20	0,90	0,92	1,007624889
16128104	ampE	b0111	284	946678	1786301	0,362558731	74	22,94							1,30	0,88	0,54	0,904368689
16128105	aroP	b0112	457	946018	1786302	0,530414037	56	8,74							8,87	3,97	2,79	5,209180411
16128106	pdhR	b0113	254	944827	1786303	0,386927677	86	16,98					639,23	0,02	1,31	0,91	0,39	0,867250273
16128107	aceE	b0114	887	944834	1786304	0,737270362	268	79,24	1	37,5	88	6045,75	990,80	0,031	23,47	13,21	19,14	18,6080392
16128108	aceF	b0115	630	944794	1786305	0,693858173	203	66,87	1	43,2	57	4640,40			15,95	8,97	10,16	11,69454354
16128109	lpdA	b0116	474	944854	1786307	0,719739127	142	33,8	1	37,6	47	7569,96	42572,65	1,332	19,11	13,07	27,21	19,79558531
16128110	yacH	b0117	617	944868	1786308	0,364284032	161	36,71							0,36			
16128111	acnB	b0118	865	944864	2367097	0,646307583	230	66,91	1	47,7	122	9926,15	13711,46	0,429	12,45	6,15	5,10	7,90074735
16128112	yacL					0,470888046									4,77	2,01	1,30	2,692676818
16128113	speD	b0120	264	947719	1786311	0,502171249	71	18,34	1	19,7	4	1187,33			11,62	7,12	5,71	8,152261225
16128114	speE	b0121	288	947726	1786312	0,508674264	53	12,12	1	23,3	4	1796,68	3771,45	0,118	12,50	10,17	13,83	12,16520467
16128115	yacC					0,324323444									1,85	1,86	0,65	1,456300217
16128116	yacK	b0123	516	947736	1786314	0,454948265	105	26,77							5,85	1,91	2,43	3,397221737
16128117	gcd	b0124	796	944830	1786316	0,518662759	160	45,35							2,52	1,08	0,51	1,369463643
16128118	hpt					0,587139409									5,87	4,73	2,90	4,503115699
16128119	yadF	b0126	220	944832	1786318	0,483312237	51	13,48	1	27,7	11	4442,37			19,17	22,58	21,74	21,1645959
16128120	yadG	b0127	308	944833	1786319	0,411062404	108	30,43							2,31	1,58	1,19	1,692663001
16128121	yadH	b0128	256	944836	1786320	0,426968448	28	4,24							1,35	1,05	0,42	0,939059488
16128122	yadI	b0129	146	947397	1786321	0,355989599	40	13,02							0,41	0,39		0,402308056
16128123	yadE	b0130	409	946536	1786322	0,338095507	129	38,64							0,23			
16128124	panD	b0131	126	945686	1786323	0,506047519	33	5,4							8,21	5,72	4,16	6,028938583
16128125	yadD	b0132	300	944781	1786324	0,327620624	76	21,01							0,77	0,65	0,27	0,562706494
16128126	panC	b0133	283	944958	1786325	0,484960762	97	29,63	1	12,7	4	734,92	3292,03	0,103	3,67	2,03	2,47	2,722033793
16128127	panB	b0134	264	944839	1786326	0,535824508	50	9,56	0,97	28,4	5	2761,82	1470,23	0,046	8,26	2,66	7,13	6,015586747
16128128	yadC	b0135	412	944837	1786328	0,296021176	63	13,71							0,08	0,20		0,136571258
16128129	yadK	b0136	198	944835	1786329	0,306106563	36	5,85									0,12	
16128130	yadL	b0137	201	944829	1786330	0,363586927	45	7,38										
16128131	yadM					0,297853026									0,14		0,22	0,180189588
16128132	htrE	b0139	865	944819	1786332	0,357795518	167	48,13								0,42		
16128133	ecpD	b0140	246	944859	1786333	0,348542721	75	24,19										
16128134	yadN	b0141	194	944841	1786334	0,615833988	41	10,88										
16128135	folK	b0142	159	948792	1786335	0,377436649	40	9,33							1,88	0,93	0,54	1,115395222
16128136	pcnB					0,542725962									11,29	3,10	3,76	6,04893587
16128137	yadB	b0144	308	944846	1786337	0,3799565	80	26,28							0,78	0,58	0,51	0,624860514
16128138	dksA	b0145	151	944850	1786338	0,538641686	59	9,71	1	25,2	10	5606,51	7574,86	0,237	10,35	4,37	7,09	7,27051662
16128139	sfsA	b0146	234	944855	1786340	0,350013869	71	19,4							7,43	2,64	3,80	4,6219005
16128140	yadP					0,335864291									1,59	1,00	0,80	1,129922661
16128141	hrpB					0,357381133									2,19	1,67	0,68	1,512906769
16128142	mrcB	b0149	844	944843	1786343	0,495063559	249	71,1							1,45			
16128143	fhuA	b0150	747	944856	1786344	0,557081372	200	61,83							2,83	1,20	1,38	1,800222358
16128144	fhuC	b0151	265	945250	1786345	0,43877972	69	25,37							2,64	1,73	1,33	1,90209692
16128145	fhuD	b0152	296	947510	1786346	0,399214759	64	17,48							0,94	0,48	0,47	0,630552415
16128146	fhuB	b0153	660	946890	1786347	0,380412302	94	21,12							1,51	1,04	0,52	1,025360855
16128147	hemL	b0154	426	946892	1786349	0,538386988	75	18,33	0,97	5,2	1	288,09			2,70	1,21	1,59	1,834973872
16128148	yadQ	b0155	473	946715	1786350	0,374253692	85	21,08							1,51	0,94	1,08	1,177009142
16128149	yadR	b0156	114	944857	1786351	0,704188483	19	6,33	0,93	26,3	2	1599,64	1086,69	0,034	4,69	3,73	2,22	3,545856848
16128150	yadS	b0157	207	949062	1786352	0,394211537	43	10,61										
16128151	yadT	b0158	266	947574	1786353	0,357109083	68	23,81									0,51	
16128152	pfs	b0159	232	948542	1786354	0,544748406	45	9,99	1	46,6	4	2179,75	4442,64	0,139	3,64	1,99	1,82	2,484831
16128153	dgt	b0160	505	947177	1786355	0,349619027	173	45,24							0,87			
16128154	htrA	b0161	474	947139	1786356	0,612926429	108	31,09	1	22,8	10	1751,02	5017,95	0,157	1,79	0,85	1,27	1,300284034
16128155	yaeG					0,334725938									0,70		0,42	0,558623447
16128156	yaeH	b0163	128	947044	1786359	0,462876818	60	16,33							4,82	1,84	1,41	2,689648698
16128157	yaeI					0,363408326									0,88			
16128158	b0165	b0165	43	946280	1786361	0,308890691	8	2,6										
16128159	dapD	b0166	274	944862	1786362	0,609849266	80	25,12	1	33,6	53	11485,99	11378,28	0,356	13,15	11,65	5,19	9,996836609
16128160	glnD	b0167	890	944863	1786363	0,378461096	262	81,92							3,31	1,48	1,22	2,002743806
16128161	map	b0168	264	947882	1786364	0,564962165	76	16,88	0,75	5,3	1	241,88	3132,22	0,098	7,06	4,56	4,25	5,289417664
16128162	rpsB	b0169	241	947874	1786365	0,810752399	85	21,61	1	47,7	52	13099,68	31929,49	0,999	22,51	29,56	27,65	26,57356058
16128163	tsf	b0170	283	944866	1786366	0,808946852	93	27,05	1	55,5	75	15094,06	48901,02	1,53	17,55	26,03	12,30	18,62908932
16128164	pyrH	b0171	241	944989	1786367	0,594549466	73	18,73	1	9,1	2	581,31	2524,95	0,079	12,52	8,90	10,15	10,52576607
16128165	frr	b0172	185	946122	1786368	0,643131877	89	19,27	1	25,9	15	4237,62	13615,58	0,426	7,78	5,17	4,58	5,841368697
16128166	yaeM	b0173	398	945019	1786369	0,417760023	102	24,74							1,46		0,65	1,055191603
16128167	yaeS	b0174	253	944874	1786371	0,320701277	75	12,04							3,56	2,44	1,51	2,500887286
16128168	cdsA					0,353534776									2,84	1,77	1,23	1,943884254
16128169	yaeL	b0176	450	944871	1786373	0,344211223	119	38,41							8,20	7,43	4,60	6,743059603
16128170	yaeT	b0177	810	944870	1786374	0,560903782	229	70,57					4666,37	0,146	9,03	4,86	5,46	6,449082228
16128171	hlpA	b0178	161	944861	1786375	0,689142346	66	13	1	17,4	8	3350,11			26,08	27,72	17,85	23,88356065
16128172	lpxD	b0179	341	944882	1786376	0,482017321	73	10,43							13,22	7,53	5,79	8,847683393
16128173	fabZ	b0180	151	944888	1786377	0,528165569	45	12,36	0,91	15,9	2	801,61			14,38	16,32	9,04	13,24427335
16128174	lpxA	b0181	262	944849	1786378	0,505293796	61	11,82	0,88	9,5	1	405,30			5,10	2,95	2,26	3,438017957
16128175	lpxB	b0182	382	944838	1786379	0,41733491	118	33,35							2,69	1,23	1,19	1,70177157
16128176	rnhB	b0183	198	944852	1786380	0,472739497	59	16,81							3,86	1,74	1,62	2,408147103
16128177	dnaE	b0184	1160	944877	1786381	0,470880933	355	100,43							9,20	5,35	3,77	6,104739157
16128178	accA	b0185	319	944895	1786382	0,620760446	108	31,01	1	37,9	11	1931,09	3004,38	0,094	5,95	5,11	2,46	4,503342728
16128179	ldcC	b0186	713	944887	1786384	0,402563818	170	43,7							2,53	0,45	1,34	1,437636683
16128180	yaeR					0,420175113									2,43	0,70	0,90	1,341032723
16128181	mesJ	b0188	432	944889	1786386	0,345935022	113	30,82							2,39	1,55	0,83	1,588113547
16128182	yaeO					0,412772232									3,56	1,34	1,26	2,051408038
16128183	yaeQ	b0190	181	946809	1786388	0,420003556	54	16,65							2,93	1,77	1,46	2,052943128
16128184	yaeJ	b0191	140	946046	1786389	0,328620323	70	12,7							3,61	2,21	1,19	2,337071862
16128185	cutF	b0192	236	946782	1786390	0,421225899	60	14,63							1,78	1,08	0,97	1,276062015
16128186	yaeF					0,340442699												
16128187	proS	b0194	572	949116	1786392	0,642090316	170	53,44	1	40,9	33	3361,71	5880,91	0,184	6,77	4,08	1,70	4,184100313
16128188	yaeB	b0195	235	949112	1786393	0,426492406	59	16,85							1,94	1,43	0,64	1,332860906
16128189	rcsF	b0196	134	949113	1786394	0,412266571	34	7,24							7,35	2,84	3,42	4,535882301
16128190	yaeC	b0197	271	944893	1786396	0,621591309	79	27,33	0,86	18,5	1	171,31	1438,27	0,045	12,84	17,06	20,25	16,71546177
16128191	yaeE	b0198	217	944894	1786397	0,504146864	29	7,31							9,53	5,62	4,14	6,427749672
16128192	abc	b0199	343	944896	1786398	0,465168362	87	24,64							6,19	4,17	2,45	4,272266421
16128193	yaeD	b0200	191	944879	1786399	0,464421347	45	11,19					799,04	0,025	5,36	3,71	2,46	3,845271676
16128194	yafB	b0207	267	944901	1786400	0,522200831	75	22,77							1,24	0,60	0,70	0,850462342
16128195	yafC	b0208	304	947507	1786401	0,293092249	97	31,43							0,78	0,45	0,38	0,535414697
16128196	yafD	b0209	266	946286	1786403	0,332460636	73	19,1							1,37			
16128197	yafE	b0210	207	946197	1786404	0,350714928	46	14,49							0,51	0,43	0,16	0,367513317
16128198	dniR	b0211	452	945694	1786405	0,419657944	162	41,5							3,16	4,53	2,53	3,410470768
16128199	gloB	b0212	251	944902	1786406	0,266386188	57	12,6							1,13	0,48	0,61	0,740589138
16128200	yafS					0,301916638									0,86	0,51	0,27	0,547132578
16128201	rnhA	b0214	155	946955	1786408	0,476703463	54	12,56							2,54	1,75	1,35	1,882017477
16128202	dnaQ	b0215	243	946441	1786409	0,382944185	66	14,96							2,22	1,57	0,94	1,578233011
16128203	yafT	b0217	261	949009	1786410	0,396730565	85	24,94										
16128204	yafU	b0218	112	946644	1786411	0,263712132	25	4,89										
16128205	yafV	b0219	256	946585	1786412	0,382378718	71	22,82							1,72		0,69	1,202157182
16128206	ykfE	b0220	157	946530	1786413	0,369017384	33	9,87	1	22,3	13	7170,32				5,81	4,19	4,99932704
16128207	yafH					0,484988188									1,45	0,78	1,31	1,18245187
16128208	gmhA	b0222	192	949134	1786416	0,577153232	55	15,72	1	25	12	4155,67	2492,99	0,078	5,65	2,87	3,74	4,09002968
16128209	yafJ	b0223	255	944906	1786417	0,411939642	72	20,8							2,84	1,05	1,02	1,638680842
16128210	yafK	b0224	246	944910	1786418	0,456327195	67	16,37							7,22	3,29	2,65	4,386124635
16128211	yafQ	b0225	92	944911	1786419	0,314207405	42	12,4							2,35	0,69	0,28	1,107129161
16128212	dinJ	b0226	86	944914	1786420	0,372278719	33	11,87							3,85	2,58	2,67	3,033704876
16128213	yafL	b0227	249	944899	1786421	0,312062169	82	21,85							0,52	0,35	0,19	0,353608823
16128214	yafM	b0228	165	944913	1786422	0,293868604	65	16,03							0,73	0,56	0,24	0,511141886
16128215	fhiA					0,42919401												
16128216	mbhA	b0230	261	944921	1786424	0,414440306	88	23,98										
16128217	dinP	b0231	351	944922	1786425	0,399441271	138	31,93										
16128218	yafN	b0232	97	944920	1786426	0,311810796	32	6,18							0,78	0,46	0,20	0,480004158
16128219	yafO	b0233	132	944916	1786427	0,337351316	46	11,57							0,56	0,30	0,18	0,345127762
16128220	yafP	b0234	150	944912	1786428	0,357646877	42	9,67							0,79			
16128221	b0235	b0235	88	944924	1786430	0,372491869	21	5,99										
16128222	prfH	b0236	166	947374	1786431	0,363248491	59	17,9										
16128223	pepD	b0237	485	945013	1786432	0,616635069	110	34,89	0,99	15,3	2	308,94	4154,99	0,13	4,55	2,33	1,87	2,917342166
16128224	gpt	b0238	152	944817	1786433	0,621674211	39	10,2							6,84	4,43	3,68	4,984305278
16128225	yafA	b0239	414	946039	1786434	0,440397988	122	45,36							1,98		0,70	1,340117544
16128226	crl	b0240	133	945077	1786435	0,501115789	56	18,01							13,59	0,58	8,98	7,716278428
16128227	phoE	b0241	351	944926	1786436	0,466276447	98	29,35	0,46	12,5	1				0,38	0,47	0,16	0,334870562
16128228	proB	b0242	367	946425	1786437	0,457008778	99	30,48	1	23,7	4	714,43			5,05	1,77	3,05	3,290170175
16128229	proA	b0243	417	946680	1786438	0,489179524	119	32,99					3100,26	0,097	2,22	1,07	0,99	1,423986699
16128230	b0245	b0245	113	946726	1786439	0,308585581	36	8,7										
16128231	yafW	b0246	105	944929	1786440	0,42814852	25	5,75										
16128232	ykfG	b0247	158	944930	2367100	0,319904951	51	16,3										
16128233	yafX	b0248	152	944931	1786442	0,479419359	17	5,24										
16128234	ykfF	b0249	79	948839	1786443	0,382846173	26	6,85								1,16	0,34	0,753046704
16128235	ykfB	b0250	155	946846	1786444	0,427288811	20	5,25								1,87	0,67	1,272284085
16128236	yafY					0,373058533									0,50	0,34	0,28	0,372731521
16128237	yafZ					0,347457408												
16128238	ykfA					0,333975321												
16128239	perR	b0254	297	945417	1786448	0,293288152	83	24,36							0,76	0,53	0,22	0,503567724
16128240	yi91a	b0255	134	944904	1786449	0,319908814	57	11,5								1,46	1,06	1,255937076
16128241	tra8_1	b0256	383	949005	1786450	0,237269953	182	39,4										
16128242	b0257	b0257	141	944935	1786451	0,329963153	45	9,87									0,53	
16128243	ykfC					0,279303858												
16128244	trs5_1	b0259	338	944941	1786453	0,396422009	118	27,04										
16128245	ykfD					0,403968117										1,21	0,62	0,917775856
16128246	yagD	b0261	310	946143	1786456	0,425498898	59	15,52										
16128247	afuC					0,471609033												
16128248	b0263	b0263	120	947073	1786458	0,473809278	28	6,35							0,46	0,37		0,413483042
16128249	insB_2	b0264	167	947698	1786459	0,322262398	69	18,19										
16128250	insA_2	b0265	91	944946	1786460	0,415278879	31	6,96								1,47		
16128251	yagB					0,313692768									1,38	0,65	0,78	0,937338119
16128252	yagA	b0267	384	944937	1786462	0,420271981	140	40,71								0,77		
16128253	yagE	b0268	309	944925	1786463	0,476865958	62	14,69										
16128254	yagF	b0269	655	944928	1786464	0,485460303	155	37,02							0,96	0,93	0,44	0,777113305
16128255	yagG	b0270	460	944947	1786466	0,494955838	89	17,77										
16128256	yagH	b0271	536	944949	1786467	0,513683895	116	30,48										
16128257	yagI	b0272	252	945016	1786468	0,432001393	79	26,25										
16128258	argF	b0273	334	944844	1786469	0,497754341	96	23,02	0,99	6	2	468,24			8,90	3,99	3,98	5,623995667
16128259	insB_3	b0274	167	944950	1786470	0,322262398	69	18,19										
16128260	insA_3	b0275	91	944951	1786471	0,415278879	31	6,96										
16128261	yagJ	b0276	243	949094	1786472	0,39610092	74	19,07							0,43	0,13		0,277466557
16128262	yagK	b0277	208	945847	1786473	0,369801277	80	17,52							0,32	0,22		0,269336547
16128263	yagL	b0278	232	945845	1786474	0,257231502	91	19,57	0,51	4,3	11				0,11			
16128264	yagM	b0279	284	944959	2367101	0,275055991	90	22,3										
16128265	yagN	b0280	146	945349	2367102	0,316804954	44	10,67							5,53	3,90	2,84	4,089844836
16128266	intF	b0281	466	947351	2367104	0,31647377	181	46,6							2,09	1,05	1,57	1,571465938
16128267	yagP	b0282	136	947411	1786476	0,310576772	40	10,62							0,26	0,31	0,19	0,252243825
16128268	yagQ	b0283	318	945010	1786477	0,324338843	80	22,42										
16128269	yagR	b0284	732	944961	1786478	0,406323595	181	54,53	0,36	1,9	1							
16128270	yagS	b0285	318	945710	1786479	0,377947491	89	29,57										
16128271	yagT	b0286	229	945330	1786480	0,356732798	51	14,26										
16128272	yagU	b0287	204	945677	1786481	0,312925485	35	8,7							7,00	11,80	0,95	6,584897015
