Entry name (Uniprot)	Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Normalized And Descr Itensity	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization
CUSR_ECOLI	P0ACZ8	1	1	1	1	0	0	1	5	A		0	0	0			A
YGAC_ECOLI	P0AD53	0	1	1	1	0	0	0	3	A		0	0	0			
YJJQ_ECOLI	P0ADD7	0	1	1	1	0	0	0	3	A		0	0	0			
YHBW_ECOLI	P0ADV5	1	1	1	1	0	0	1	5	A	1	2	0	0			A
RIMO_ECOLI	P0AEI4	1	1	1	1	0	0	1	5	A	1	0	0	0			A
ENTC_ECOLI	P0AEJ2	0	1	1	1	1	0	1	5	A		2	0	1	0		A
GUDH_ECOLI	P0AES2	1	1	1	1	0	0	1	5	A	1	2	0	1			A
HYCA_ECOLI	P0AEV4	0	1	1	1	1	1	0	5	A		0	0	0	0		
HYCH_ECOLI	P0AEV7	0	1	1	1	1	0	0	4	A		2	0	0	0		
NTRC_ECOLI	P0AFB8	1	1	1	1	0	0	1	5	A	1	0	0	0			A
PHOB_ECOLI	P0AFJ5	0	1	1	1	1	0	0	4	A		1	0	0	0		
UBIX_ECOLI	P0AG03	1	1	1	1	1	1	1	7	A		2	0		0		A
PUR1_ECOLI	P0AG16	1	1	1	1	0	0	1	5	A	1	2	0	0			A
TESB_ECOLI	P0AGG2	1	1	1	1	1	0	1	6	A	1	2	0		0		A
RIMK_ECOLI	P0C0U4	0	1	1	1	0	0	1	4	A		0	0	0			A
KBAZ_ECOLI	P0C8K0	0	1	1	1	0	0	0	3	A		0	0	0			
YIBD_ECOLI	P11290	0	1	1	1	0	0	1	4	A		2	0	0			A
ARGC_ECOLI	P11446	0	1	1	1	1	0	1	5	A		2	0		0		A
ARLY_ECOLI	P11447	0	1	1	1	0	0	1	4	A		0	0	0			A
YBHB_ECOLI	P12994	0	0	1	1	0	0	0	2	A			0				
BIOA_ECOLI	P12995	0	1	1	1	0	0	0	3	A		0	0	0			
BIOC_ECOLI	P12999	0	1	1	1	1	0	0	4	A		0	0	0	0		
BIOD_ECOLI	P13000	0	1	1	1	0	0	0	3	A		2	0	0			
METH_ECOLI	P13009	1	1	1	1	0	0	1	5	A	1	2	1				A
SELB_ECOLI	P14081	1	1	1	1	1	1	1	7	A		1	0	0	0		A
FUMB_ECOLI	P14407	1	1	1	1	0	0	0	4	A	1	0	0				
DGTP_ECOLI	P15723	0	1	1	1	0	0	0	3	A		2	0	0			
HYCF_ECOLI	P16432	0	1	1	1	1	0	0	4	A		0	0	0	0		
HYCG_ECOLI	P16433	0	1	1	1	1	0	1	5	A		0	0	0	0		A
PHNF_ECOLI	P16684	0	1	1	1	1	0	1	5	A		0	0	0	0		A
PHNG_ECOLI	P16685	0	1	1	1	1	0	0	4	A		0	0	0	0		
PHNH_ECOLI	P16686	0	1	1	1	1	0	0	4	A		0	0	0	0		
PHNI_ECOLI	P16687	0	1	1	1	0	0	0	3	A		0	0	0			
PHNM_ECOLI	P16689	0	1	1	1	0	0	0	3	A		0	0	0			
HYAE_ECOLI	P19931	0	1	1	1	1	0	0	4	A		0	0	0	0		
HYAF_ECOLI	P19932	0	1	1	1	0	0	0	3	A		0	0	0			
CATE_ECOLI	P21179	1	1	1	1	1	1	1	7	A	1	0	0	0	0		A
DBPA_ECOLI	P21693	0	1	1	1	0	0	1	4	A		0	0				A
GSA_ECOLI	P23893	1	1	1	1	0	0	1	5	A	1	2	0				A
MANC_ECOLI	P24174	0	1	1	1	0	0	1	4	A		0	0	0			A
YEBB_ECOLI	P24238	0	0	1	1	0	1	0	3	A			0	0			
LIGB_ECOLI	P25772	0	1	1	1	0	0	0	3	A		0	0	0			
RHLE_ECOLI	P25888	1	1	1	1	0	0	1	5	A	1	2	0				A
GLUQ_ECOLI	P27305	1	1	1	1	0	1	1	6	A		0	0	0			A
WECB_ECOLI	P27828	1	1	1	1	0	0	1	5	A	1	2	1				A
DCD_ECOLI	P28248	1	1	1	1	0	1	1	6	A	1	2	0	0			A
YHDJ_ECOLI	P28638	0	1	1	1	0	0	0	3	A		0	0	0			
THIE_ECOLI	P30137	0	1	1	1	1	0	1	5	A		0	0	0	0		A
THIG_ECOLI	P30139	0	1	1	1	0	0	0	3	A		2	0	1			
THIH_ECOLI	P30140	0	1	1	1	1	0	0	4	A		0	0	0	0		
MOAA_ECOLI	P30745	1	1	1	1	0	0	1	5	A	1	1	0				A
CAID_ECOLI	P31551	0	1	1	1	0	0	0	3	A		2	0	0			
CAIC_ECOLI	P31552	0	1	1	1	0	0	0	3	A		2	0	0			
FCL_ECOLI	P32055	1	1	1	1	0	0	1	5	A		0	0	0			A
RHAM_ECOLI	P32156	0	1	1	1	0	0	0	3	A		0	0	0			
RHAD_ECOLI	P32169	0	1	1	1	1	0	1	5	A		0	0	0	0		A
RHAA_ECOLI	P32170	0	1	1	1	0	0	0	3	A		0	0	0			
FDHD_ECOLI	P32177	0	1	1	1	0	1	0	4	A		2	0				
FSAB_ECOLI	P32669	0	1	1	1	1	0	0	4	A		0	0		0		
RIHB_ECOLI	P33022	0	1	1	1	0	0	0	3	A		0	0	0			
DUSC_ECOLI	P33371	0	1	1	1	0	1	0	4	A		0	0	0			
RECX_ECOLI	P33596	0	1	1	1	0	0	0	3	A		0	0	0			
EUTR_ECOLI	P36547	0	1	1	1	0	0	0	3	A		0	0	0			
HEM6_ECOLI	P36553	0	1	1	1	0	1	0	4	A		2	0	0			
TRER_ECOLI	P36673	0	1	1	1	1	0	1	5	A		0	0	0	0		A
YEGD_ECOLI	P36928	1	1	1	1	0	0	1	5	A	1	2	0	0			A
LIGT_ECOLI	P37025	0	1	1	1	0	1	1	5	A		2	0				A
NUDK_ECOLI	P37128	0	1	1	1	0	1	1	5	A		2	0	0			A
DCTR_ECOLI	P37195	0	1	1	1	0	0	0	3	A		0	0				
ARCC_ECOLI	P37306	0	1	1	1	0	0	0	3	A		0	0	0			
YECE_ECOLI	P37348	0	1	1	1	0	0	1	4	A		2	0				A
IAAA_ECOLI	P37595	0	1	1	1	0	0	0	3	A		2	1	0			
NORW_ECOLI	P37596	0	1	1	1	0	0	0	3	A		0	0	0			
TAUD_ECOLI	P37610	0	1	1	1	0	0	1	4	A		0	0	0			A
YHJB_ECOLI	P37640	0	1	1	1	0	0	1	4	A		2	1				A
ADH2_ECOLI	P37686	0	1	1	1	0	0	0	3	A		0	0	0			
CHAC_ECOLI	P39163	0	1	1	1	0	0	1	4	A		0	0	0			A
YJFK_ECOLI	P39293	0	1	1	1	0	0	0	3	A		0	0				
ULAG_ECOLI	P39300	0	1	1	1	0	0	1	4	A		0	0				A
ULAD_ECOLI	P39304	0	1	1	1	0	0	1	4	A		0	0	0			A
ULAF_ECOLI	P39306	0	1	1	1	0	0	0	3	A		0	0	0			
BGLJ_ECOLI	P39404	0	1	1	1	0	0	0	3	A		0	0	0			
YJJX_ECOLI	P39411	0	1	1	1	0	0	1	4	A		2	0	0			A
RIR3_ECOLI	P39452	0	1	1	1	1	0	1	5	A		0	0	0	0		A
PTPB2_ECOLI	P42904	0	1	1	1	1	0	1	5	A		0	0	0	0		A
AGAS_ECOLI	P42907	0	1	1	1	1	0	0	4	A		0	0	0	0		
YHET_ECOLI	P45524	0	1	1	1	0	1	1	5	A		2	0				A
YHGF_ECOLI	P46837	1	1	1	1	0	0	1	5	A	1	2	0	0			A
RTCB_ECOLI	P46850	0	1	1	1	0	0	1	4	A		0	0	0			A
GNTK_ECOLI	P46859	0	1	1	1	1	0	1	5	A		0	0		0		A
COF_ECOLI	P46891	0	1	1	1	1	0	1	5	A		2	0		0		A
YGFI_ECOLI	P52044	0	1	1	1	0	0	0	3	A		0	0				
YGGR_ECOLI	P52052	0	1	1	1	0	0	0	3	A		0	0	0			
COBC_ECOLI	P52086	0	1	1	1	1	1	0	5	A		0	0	0	0		
YFHL_ECOLI	P52102	0	1	1	1	0	0	0	3	A		2	0				
PRP1_ECOLI	P55798	0	1	1	1	0	0	1	4	A		0	0	0			A
FIXA_ECOLI	P60566	0	1	1	1	0	0	0	3	A		0	0	0			
CAIA_ECOLI	P60584	0	1	1	1	0	0	1	4	A		0	0	0			A
HIS5_ECOLI	P60595	0	1	1	1	0	0	1	4	A		2	0	0			A
RLMB_ECOLI	P63177	0	1	1	1	0	1	1	5	A		1	0	0			A
GADW_ECOLI	P63201	0	1	1	1	0	0	0	3	A		2	0				
CBPM_ECOLI	P63264	0	1	1	1	0	1	0	4	A		0	0	0			
EUTS_ECOLI	P63746	0	1	1	1	0	0	0	3	A		0	0	0			
YGHW_ECOLI	P64574	0	1	1	1	0	0	1	4	A		0	0	0			A
NEMR_ECOLI	P67430	0	1	1	1	0	1	0	4	A		0	0	0			
CUTC_ECOLI	P67826	1	1	1	1	0	0	0	4	A		2	0				
YHIQ_ECOLI	P68567	0	1	1	1	0	0	1	4	A		2	1	0			A
BAER_ECOLI	P69228	0	1	1	1	0	1	1	5	A		2	0				A
WCAC_ECOLI	P71237	0	1	1	1	0	0	0	3	A		0	0	0			
WCAE_ECOLI	P71239	0	1	1	1	0	0	0	3	A		0	0	0			
WCAK_ECOLI	P71242	1	1	1	1	0	0	1	5	A		1	0	0			A
WCAL_ECOLI	P71243	0	1	1	1	0	0	0	3	A		1	0	0			
CILA_ECOLI	P75726	0	1	1	1	0	0	0	3	A		0	0	0			
PFLE_ECOLI	P75794	0	1	1	1	0	0	0	3	A		0	0	0			
YBJI_ECOLI	P75809	0	1	1	1	0	1	1	5	A		2	0	0			A
RUMB_ECOLI	P75817	0	1	1	1	0	0	1	4	A		1	0				A
HCR_ECOLI	P75824	0	1	1	1	0	0	0	3	A		2	0				
RUTF_ECOLI	P75893	0	1	1	1	0	0	1	4	A		0	0	0			A
RUTE_ECOLI	P75894	0	1	1	1	0	0	0	3	A		0	0	0			
RUTB_ECOLI	P75897	0	1	1	1	0	0	0	3	A		0	0	0			
RUTA_ECOLI	P75898	0	1	1	1	0	1	0	4	A		0	0	0			
YCJX_ECOLI	P76046	0	1	1	1	0	1	1	5	A		2	0	0			A
YDAL_ECOLI	P76053	0	1	1	1	0	0	1	4	A		0	0	0			A
YDIQ_ECOLI	P76201	0	1	1	1	0	0	0	3	A		0	0	0			
YEAZ_ECOLI	P76256	1	1	1	1	0	0	1	5	A	1	2	0				A
RSMF_ECOLI	P76273	0	1	1	1	0	0	1	4	A		2	0	0			A
CMOB_ECOLI	P76291	1	1	1	1	0	0	0	4	A	1	2	0				
YEGU_ECOLI	P76418	0	1	1	1	0	1	0	4	A		2	0	0			
THID_ECOLI	P76422	0	1	1	1	0	0	1	4	A		0	0	0			A
YFBM_ECOLI	P76483	0	1	1	1	0	0	0	3	A		0	0	0			
YPDF_ECOLI	P76524	0	1	1	1	0	1	0	4	A		0	0	0			
EUTL_ECOLI	P76541	1	1	1	1	0	0	1	5	A	0	0	0	0			A
EUTG_ECOLI	P76553	0	1	1	1	0	0	0	3	A		0	0	0			
EUTP_ECOLI	P76556	0	1	1	1	0	0	0	3	A		0	0	0			
YPHB_ECOLI	P76584	0	1	1	1	0	0	0	3	A		0	0	0			
YGCW_ECOLI	P76633	0	1	1	1	0	1	0	4	A		0	0	0			
YDHT_ECOLI	P77147	0	1	1	1	0	0	0	3	A		0	0	0			
YBDM_ECOLI	P77174	0	1	1	1	0	0	0	3	A		2	1				
CAAL_ECOLI	P77213	0	1	1	1	0	1	0	4	A		0	0	0			
GMR_ECOLI	P77334	0	1	1	1	0	0	1	4	A		0	0	0			A
YDIS_ECOLI	P77337	0	1	1	1	0	0	0	3	A		0	0	0			
YDIR_ECOLI	P77378	0	1	1	1	0	0	0	3	A		0	0	0			
YDIP_ECOLI	P77402	0	1	1	1	0	0	0	3	A		0	0	0			
WCAA_ECOLI	P77414	0	1	1	1	0	0	0	3	A		0	0	0			
YDJH_ECOLI	P77493	0	1	1	1	0	0	0	3	A		0	0	0			
YFCG_ECOLI	P77526	0	1	1	1	0	0	0	3	A		0	0	0			
YFCF_ECOLI	P77544	0	1	1	1	0	1	0	4	A		2	1				
ALLD_ECOLI	P77555	0	1	1	1	0	0	0	3	A		0	0	0			
YDEP_ECOLI	P77561	0	1	1	1	0	1	1	5	A		1	0				A
YPDE_ECOLI	P77585	0	1	1	1	0	1	0	4	A		0	0	0			
YDIT_ECOLI	P77714	0	1	1	1	0	0	0	3	A		0	0	0			
SSUE_ECOLI	P80644	0	1	1	1	0	0	1	4	A		0	0	0			A
SSUD_ECOLI	P80645	0	1	1	1	0	0	1	4	A		0	0	0			A
DKGA_ECOLI	Q46857	1	1	1	1	0	0	1	5	A	1	0	0				A
YGIV_ECOLI	Q46866	0	1	1	1	0	0	0	3	A		0	0	0			
YGCQ_ECOLI	Q46907	0	1	1	1	0	0	0	3	A		0	0	0			
DPO4_ECOLI	Q47155	0	1	1	1	0	0	0	3	A		0	0	0			
BGAL_ECOLI	P00722	0	1	1	1	0	0	1	4	A		0	0				A
CYNS_ECOLI	P00816	0	1	1	1	1	0	0	4	A		0	0	0	0		
ILVG_ECOLI	P00892	0	1	1	1	0	0	1	4	A		2	0				A
ILVI_ECOLI	P00893	0	1	1	1	0	0	0	3	A		2	0	0			
ILVH_ECOLI	P00894	0	1	1	1	0	0	1	4	A		2	1	0			A
LACI_ECOLI	P03023	1	1	1	1	0	0	1	5	A	1	0	0	0			A
OTC1_ECOLI	P04391	0	1	1	1	0	0	1	4	A		2	0	0			A
EX7L_ECOLI	P04994	1	1	1	1	0	0	1	5	A	1	2	0	0			A
HIS2_ECOLI	P06989	0	1	1	1	0	1	1	5	A		2	0				A
THGA_ECOLI	P07464	0	1	1	1	1	0	0	4	A		0	0	0	0		
ARAA_ECOLI	P08202	0	1	1	1	0	0	0	3	A		0	0	0			
ARAD_ECOLI	P08203	0	1	1	1	0	0	0	3	A		0	0	0			
ARAB_ECOLI	P08204	0	1	1	1	1	1	0	5	A		0	0		0		
XYLB_ECOLI	P09099	1	1	1	1	0	0	0	4	A	1	0	0	0			
RHAR_ECOLI	P09378	0	1	1	1	1	0	0	4	A		0	0	0	0		
UXAB_ECOLI	P0A6L7	0	1	1	1	1	0	0	4	A		0	0	0	0		
RL31B_ECOLI	P0A7N1	0	1	1	1	0	0	0	3	A		0	0	0			
YAEP_ECOLI	P0A8K5	1	0	0	0	0	0	1	2	A	1						A
METR_ECOLI	P0A9F9	0	1	1	1	1	0	1	5	A		0	0	0	0		A
IDNO_ECOLI	P0A9P9	0	1	1	1	0	1	0	4	A		0	0	0			
YDIO_ECOLI	P0A9U8	0	1	1	1	0	0	0	3	A		0	0	0			
YIHU_ECOLI	P0A9V8	0	1	1	1	0	0	1	4	A		0	0	0			A
YAIV_ECOLI	P0AAP5	0	1	1	1	0	0	0	3	A		0	0	0			
YBCJ_ECOLI	P0AAS7	1	1	1	1	0	0	0	4	A	1	0	0	0			
YBFE_ECOLI	P0AAU7	0	1	1	1	0	0	0	3	A		0	0	0			
ACYP_ECOLI	P0AB65	0	1	1	1	0	1	0	4	A		0	0	0			
CYNT_ECOLI	P0ABE9	0	1	1	1	1	0	0	4	A		2	0		0		
HCAE_ECOLI	P0ABR5	0	1	1	1	0	0	1	4	A		2	0	0			A
YEAW_ECOLI	P0ABR7	0	1	1	1	0	0	0	3	A		0	0				
MHPB_ECOLI	P0ABR9	0	1	1	1	1	0	0	4	A		0	0	0	0		
FRLB_ECOLI	P0AC00	0	1	1	1	0	0	0	3	A		0	0	0			
GNSA_ECOLI	P0AC92	0	0	0	0	0	0	1	1	A							A
ALLS_ECOLI	P0ACR0	0	1	1	1	0	0	0	3	A		0	1	0			
YFER_ECOLI	P0ACR7	0	1	1	1	0	1	1	5	A		0	0	0			A
YDIE_ECOLI	P0ACX9	0	1	1	1	0	0	0	3	A		2	0	0			
ETP_ECOLI	P0ACZ2	0	1	1	1	0	0	1	4	A		0	0	0			A
YECF_ECOLI	P0AD07	0	1	1	1	0	0	0	3	A		0	0	0			
YECJ_ECOLI	P0AD10	1	0	0	0	0	0	0	1	A							
SUHB_ECOLI	P0ADG4	1	1	1	1	0	0	1	5	A	1	0	0	0			A
CHAB_ECOLI	P0AE63	0	1	1	1	1	0	0	4	A		2	0		0		
FIMZ_ECOLI	P0AEL8	0	1	1	1	1	0	0	4	A		0	0	0	0		
PUR6_ECOLI	P0AG18	1	1	1	1	1	0	1	6	A	1	0	0	0	0		A
LEUO_ECOLI	P10151	0	1	1	1	1	0	0	4	A		2	0	0	0		
YHAC_ECOLI	P11864	0	1	1	1	0	0	0	3	A		0	0				
YHAB_ECOLI	P11865	0	1	1	1	0	0	0	3	A		0	0	0			
TDCR_ECOLI	P11866	0	1	1	1	1	0	0	4	A		0	0	0	0		
BGLB_ECOLI	P11988	0	1	1	1	1	0	0	4	A		0	0	1	0		
BGLG_ECOLI	P11989	0	1	1	1	1	1	0	5	A		0	0	0	0		
BIOF_ECOLI	P12998	0	1	1	1	0	1	0	4	A		0	0	0			
ENTA_ECOLI	P15047	0	1	1	1	0	0	0	3	A		0	0	0			
PHNB_ECOLI	P16681	0	1	1	1	1	0	0	4	A		0	0	0	0		
NARW_ECOLI	P19317	0	1	1	1	0	1	1	5	A		2	0	0			A
ENTD_ECOLI	P19925	0	1	1	1	1	0	0	4	A		0	0	0	0		
HYAD_ECOLI	P19930	0	1	1	1	1	0	0	4	A		0	0	0	0		
DPO2_ECOLI	P21189	1	1	1	1	0	0	0	4	A	1	2	0				
YCIG_ECOLI	P21361	0	1	1	1	0	0	0	3	A		0	0	0			
YCIF_ECOLI	P21362	0	1	1	1	0	1	0	4	A		0	0	0			
YGGF_ECOLI	P21437	0	1	1	1	0	0	0	3	A		0	0	0			
YAHA_ECOLI	P21514	0	1	1	1	0	0	0	3	A		2	0	0			
HYFA_ECOLI	P23481	0	1	1	1	0	0	0	3	A		0	0	0			
FECI_ECOLI	P23484	0	1	1	1	1	0	0	4	A		2	0		0		
PUUC_ECOLI	P23883	0	1	1	1	0	0	1	4	A		0	0	0			A
DCOS_ECOLI	P24169	0	1	1	1	0	0	0	3	A		0	0				
ASCG_ECOLI	P24242	0	1	1	1	0	0	1	4	A		2	1				A
SBM_ECOLI	P27253	0	1	1	1	0	0	0	3	A		0	0	0			
ADIA_ECOLI	P28629	0	1	1	1	0	1	0	4	A		0	0	0			
PSUK_ECOLI	P30235	0	1	1	1	0	0	0	3	A		0	0	0			
YBEF_ECOLI	P30979	0	1	1	1	0	0	0	3	A		0	0	0			
YIDL_ECOLI	P31449	0	1	1	1	0	0	0	3	A		1	0				
YIDZ_ECOLI	P31463	0	1	1	1	0	0	0	3	A		2	0	0			
YIEK_ECOLI	P31470	0	1	1	1	0	0	0	3	A		0	0	0			
PRPC_ECOLI	P31660	0	1	1	1	0	0	0	3	A		1	1	0			
TRMN6_ECOLI	P31825	0	1	1	1	0	0	1	4	A		1	0	0			A
YIHQ_ECOLI	P32138	0	1	1	1	0	1	0	4	A		0	0	0			
YIHR_ECOLI	P32139	0	1	1	1	0	0	0	3	A		0	0	0			
YIHS_ECOLI	P32140	0	1	1	1	0	0	1	4	A		0	0	0			A
YIHV_ECOLI	P32143	0	1	1	1	0	0	1	4	A		0	0				A
FRVR_ECOLI	P32152	0	1	1	1	1	0	1	5	A		0	0	0	0		A
FRVX_ECOLI	P32153	0	1	1	1	1	1	0	5	A		0	0	0	0		
YJBL_ECOLI	P32693	0	1	1	1	0	0	0	3	A		0	0	0			
ALSK_ECOLI	P32718	0	1	1	1	0	1	0	4	A		2	0	0			
ALSE_ECOLI	P32719	0	1	1	1	0	0	0	3	A		0	0	0			
PURT_ECOLI	P33221	1	1	1	1	0	0	1	5	A	1	1	0	0			A
YJFC_ECOLI	P33222	0	1	1	1	0	0	0	3	A		2	0	0			
YEHI_ECOLI	P33346	0	1	1	1	0	0	1	4	A		2	1	0			A
YEHL_ECOLI	P33348	0	1	1	1	0	1	0	4	A		0	0	0			
YEHM_ECOLI	P33349	0	1	1	1	0	0	0	3	A		0	0	0			
YEHP_ECOLI	P33352	0	1	1	1	0	0	0	3	A		0	0	0			
YCCE_ECOLI	P36661	0	1	1	1	0	0	0	3	A		2	1				
YAEI_ECOLI	P37049	0	1	1	1	0	0	0	3	A		2	0				
YHIL_ECOLI	P37629	0	1	1	1	0	0	0	3	A		0	0				
DLGD_ECOLI	P37672	0	1	1	1	0	0	0	3	A		0	0	0			
YIAL_ECOLI	P37673	0	1	1	1	0	0	0	3	A		0	0	0			
SGBE_ECOLI	P37680	0	1	1	1	0	0	0	3	A		0	0	0			
YDIF_ECOLI	P37766	0	1	1	1	0	0	0	3	A		0	0	0			
KDUD_ECOLI	P37769	0	1	1	1	1	0	0	4	A		0	0	0	0		
RTCR_ECOLI	P38035	0	1	1	1	0	0	0	3	A		0	0	0			
RSPA_ECOLI	P38104	0	1	1	1	1	1	0	5	A		0	0	0	0		
YJGI_ECOLI	P39333	0	1	1	1	0	0	1	4	A		0	0	0			A
YJGJ_ECOLI	P39334	1	1	1	1	0	0	1	5	A	1	1	0	0			A
YJGL_ECOLI	P39336	0	1	1	1	1	1	0	5	A		0	0	0	0		
SGCR_ECOLI	P39361	0	1	1	1	0	0	1	4	A		0	0	0			A
SGCE_ECOLI	P39362	0	1	1	1	0	1	1	5	A		2	0	0			A
SGCQ_ECOLI	P39364	0	1	1	1	0	0	1	4	A		0	0	0			A
YJHS_ECOLI	P39370	0	1	1	1	0	0	0	3	A		0	0	0			
YJIC_ECOLI	P39374	0	1	1	1	0	0	0	3	A		0	0	0			
IRAD_ECOLI	P39375	0	1	1	1	0	0	0	3	A		0	0				
YJIL_ECOLI	P39383	0	1	1	1	0	0	0	3	A		0	0	0			
SYME_ECOLI	P39394	0	1	1	1	0	0	0	3	A		0	0				
YQJG_ECOLI	P42620	0	1	1	1	0	1	0	4	A		2	0	0			
PTPB1_ECOLI	P42909	0	1	1	1	1	0	0	4	A		0	0	0	0		
YHBO_ECOLI	P45470	0	1	1	1	0	0	0	3	A		0	0				
FRLD_ECOLI	P45543	0	1	1	1	0	0	0	3	A		0	0	0			
PHP_ECOLI	P45548	0	1	1	1	0	1	0	4	A		0	0	0			
RTCA_ECOLI	P46849	0	1	1	1	0	0	0	3	A		2	0				
YHHZ_ECOLI	P46855	0	1	1	1	0	0	0	3	A		0	0	0			
YRHB_ECOLI	P46857	0	1	1	1	0	0	0	3	A		0	0	0			
YGFF_ECOLI	P52037	1	1	1	1	0	0	1	5	A	0	0	0	0			A
MNGB_ECOLI	P54746	0	1	1	1	0	0	0	3	A		0	0	0			
PRP2_ECOLI	P55799	0	1	1	1	0	0	0	3	A		0	0	0			
YDCY_ECOLI	P64455	1	1	1	1	0	0	0	4	A	1	2	0				
CNU_ECOLI	P64467	0	1	1	1	0	1	0	4	A		2	0				
YDHL_ECOLI	P64474	0	1	1	1	0	1	0	4	A		0	0	0			
YOAG_ECOLI	P64496	0	1	1	1	0	0	0	3	A		2	1	0			
FIXX_ECOLI	P68646	0	1	1	1	1	0	0	4	A		0	0	0	0		
CITD_ECOLI	P69330	0	1	1	1	0	0	0	3	A		0	0	0			
ULAB_ECOLI	P69822	0	1	1	1	0	0	0	3	A		0	0	0			
MATA_ECOLI	P71301	0	1	1	1	0	0	0	3	A		0	0	0			
YAAW_ECOLI	P75617	0	1	1	1	0	0	0	3	A		0	0				
YAHM_ECOLI	P75692	0	1	1	1	0	0	0	3	A		0	0	0			
YBGL_ECOLI	P75746	0	1	1	1	0	0	1	4	A		2	0				A
YBIU_ECOLI	P75791	0	1	1	1	0	0	0	3	A		2	0	0			
YBJS_ECOLI	P75821	0	1	1	1	0	0	1	4	A		2	0				A
YCAN_ECOLI	P75836	0	1	1	1	0	0	0	3	A		0	0	0			
YCAQ_ECOLI	P75843	0	1	1	1	0	0	1	4	A		0	0	0			A
RUTD_ECOLI	P75895	0	1	1	1	0	0	0	3	A		0	0	0			
IRAM_ECOLI	P75987	0	1	1	1	0	0	0	3	A		0	0	0			
YCGX_ECOLI	P75988	0	1	1	1	0	0	0	3	A		0	0				
YCGZ_ECOLI	P75991	0	1	1	1	0	0	0	3	A		0	0	0			
YMGC_ECOLI	P75994	0	1	1	1	0	0	0	3	A		1	0	0			
YCGG_ECOLI	P75995	0	1	1	1	0	0	0	3	A		0	0	0			
YCGY_ECOLI	P76012	0	1	1	1	0	0	0	3	A		0	0	0			
ABGB_ECOLI	P76052	0	1	1	1	0	1	1	5	A		0	0	0			A
PAAF_ECOLI	P76082	0	1	1	1	0	1	0	4	A		0	0	0			
YNBC_ECOLI	P76092	0	1	1	1	0	1	0	4	A		0	0	0			
YDCK_ECOLI	P76100	0	1	1	1	0	0	0	3	A		0	0	0			
MCBR_ECOLI	P76114	0	1	1	1	0	0	1	4	A		0	0	0			A
YNCG_ECOLI	P76117	0	1	1	1	0	0	0	3	A		0	0	0			
DOS_ECOLI	P76129	0	1	1	1	0	0	1	4	A		2	0	0			A
YNEK_ECOLI	P76150	0	1	1	1	0	0	0	3	A		0	0	0			
YDHV_ECOLI	P76192	0	1	1	1	0	1	0	4	A		0	0	0			
YDJO_ECOLI	P76210	0	1	1	1	0	0	0	3	A		0	0	0			
YEAM_ECOLI	P76241	0	1	1	1	0	0	0	3	A		0	0	0			
TTUC_ECOLI	P76251	0	1	1	1	0	1	1	5	A		0	0	0			A
YEGK_ECOLI	P76395	0	1	1	1	0	0	0	3	A		0	0	0			
YEGS_ECOLI	P76407	0	1	1	1	1	0	1	5	A		0	0	0	0		A
ATOD_ECOLI	P76458	0	1	1	1	0	0	0	3	A		0	0	0			
ATOA_ECOLI	P76459	0	1	1	1	0	0	0	3	A		2	0	1			
ATOB_ECOLI	P76461	0	1	1	1	0	0	0	3	A		0	0	0			
MHPC_ECOLI	P77044	0	1	1	1	0	0	1	4	A		2	0				A
YLBE_ECOLI	P77129	0	1	1	1	0	0	0	3	A		0	0	0			
YDHS_ECOLI	P77148	0	1	1	1	0	1	0	4	A		0	0	0			
YCJT_ECOLI	P77154	0	1	1	1	0	0	0	3	A		0	0	0			
GLXR_ECOLI	P77161	0	1	1	1	0	0	0	3	A		0	0	0			
MNMC_ECOLI	P77182	1	1	1	1	0	0	1	5	A	1	0	0	0			A
YAGQ_ECOLI	P77183	0	1	1	1	0	0	0	3	A		0	0	0			
YKGC_ECOLI	P77212	0	1	1	1	0	0	1	4	A		0	0	0			A
YAHG_ECOLI	P77221	0	1	1	1	0	0	0	3	A		0	0	0			
PRPD_ECOLI	P77243	0	1	1	1	0	0	0	3	A		0	0	0			
YDAM_ECOLI	P77302	0	1	1	1	0	1	1	5	A		0	0	0			A
HSCC_ECOLI	P77319	0	1	1	1	0	1	0	4	A		0	0	0			
GLXK1_ECOLI	P77364	0	1	1	1	0	1	0	4	A		1	0	0			
PGMB_ECOLI	P77366	0	1	1	1	0	0	0	3	A		0	0	0			
CITC_ECOLI	P77390	0	1	1	1	0	0	0	3	A		0	0	0			
YAHL_ECOLI	P77393	0	1	1	1	0	0	0	3	A		0	0	0			
HYFH_ECOLI	P77423	0	1	1	1	0	0	0	3	A		0	0	0			
EUTE_ECOLI	P77445	0	1	1	1	0	0	0	3	A		0	0	0			
PRPE_ECOLI	P77495	0	1	1	1	0	0	0	3	A		0	0	0			
YCJS_ECOLI	P77503	0	1	1	1	0	0	0	3	A		0	0	0			
MHPR_ECOLI	P77569	0	1	1	1	0	0	1	4	A		0	0	0			A
MHPD_ECOLI	P77608	0	1	1	1	0	0	1	4	A		2	0	0			A
ARCM_ECOLI	P77624	0	1	1	1	0	0	1	4	A		0	0	0			A
