Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13 Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization
P0AEQ6	1	1	1	1	0	0	1	5	B	GLNP_ECOLI	0.44	1	2	2	2			B
P0AEU3	0	1	1	1	0	0	1	4	B	HISM_ECOLI			2	2	0			B
P0AEU7	1	1	1	1	0	1	1	6	G	SKP_ECOLI	5.15	2	2	2	2			G
P0AF16	0	1	1	1	0	0	1	4	B	MVIN_ECOLI			2	2	2			B
P0AF36	1	1	1	1	0	1	1	6	F1	ZAPB_ECOLI	4	2	2	2	2		29.80977577	F1
P0AF52	0	1	1	1	0	0	1	4	B	YJCD_ECOLI			2	0				B
P0AF54	0	1	1	1	0	0	1	4	B	YJCH_ECOLI			0	2	0			B
P0AF98	1	1	1	1	0	0	1	5	B	LPTF_ECOLI	0.18	0	2	2	2			B
P0AFA7	0	1	1	1	0	0	1	4	B	NHAB_ECOLI			2	2				B
P0AFE0	0	1	1	1	0	0	1	4	B	NUOJ_ECOLI			2	2	2			B
P0AFE4	0	1	1	1	0	0	1	4	B	NUOK_ECOLI			2	2	2			B
P0AFH2	1	1	1	1	0	0	1	5	B	OPPB_ECOLI	3.28	2	2	2	2			B
P0AFH6	1	1	1	1	0	0	1	5	B	OPPC_ECOLI	1.71	2	2	2	2			B
P0AFI9	0	1	1	1	0	0	1	4	B	PERM_ECOLI			2	2				B
P0AFL3	0	1	1	1	0	0	1	4	G	PPIA_ECOLI			2	2	2			G
P0AFN6	0	1	1	1	0	0	1	4	B	YADH_ECOLI			2	2	2			B
P0AFS7	0	1	1	1	0	0	1	4	B	YDIK_ECOLI			2	2	2			B
P0AFX7	0	1	1	1	0	0	1	4	B	RSEA_ECOLI			2	2	2			B
P0AG14	1	1	1	1	0	1	1	6	B	SOHB_ECOLI	2.79	2	2	2	2		4.169782582	B
P0AG34	0	1	1	1	0	0	1	4	B	RHTB_ECOLI			2	1				B
P0AG38	0	1	1	1	0	0	1	4	B	RHTC_ECOLI			2	2	2			B
P0AG96	1	1	1	1	0	0	1	5	B	SECE_ECOLI	0.49	1	2	2	2			B
P0AGE4	0	1	1	1	0	0	1	4	B	SSTT_ECOLI			2	2	2			B
P0AGH1	0	1	1	1	0	0	1	4	B	YHHJ_ECOLI			2	2				B
P0AGH8	0	1	1	1	0	1	1	5	B	PSTC_ECOLI			2	0			20.50768187	B
P0AGI1	0	1	1	1	0	0	1	4	B	RBSC_ECOLI			2	2	2			B
P0AGI8	1	1	1	1	0	0	1	5	F1	TRKA_ECOLI	0.21	0	2	2	2			F1
P0AGK1	0	1	1	1	0	0	1	4	B	UBIA_ECOLI			2	2	2			B
P0C0S1	1	1	1	1	0	0	1	5	B	MSCS_ECOLI	0.77	1	2	2	2			B
P0C0T5	0	1	1	1	1	0	1	5	G	MEPA_ECOLI			2	2	2	0		G
P0C0V0	1	1	1	1	0	0	1	5	G	DEGP_ECOLI	2.59	2	2	2	2			G
P0CE47	1	1	1	1	0	1	1	6	F1	EFTU1_ECOLI	11.71	2	2	2	2			F1
P0CE48	0	1	1	1	0	1	1	5	F1	EFTU2_ECOLI			2	2	2			F1
P10100	1	1	1	1	0	0	1	5	I	RLPA_ECOLI	0.64	1	2	2	2			I
P10384	1	1	1	1	0	0	1	5	H	FADL_ECOLI	0.59	1	2	2	2			H
P11557	1	1	1	1	0	0	1	5	B	DAMX_ECOLI	1.13	1	2	2	2			B
P13035	1	1	1	1	0	1	1	6	F1	GLPD_ECOLI		1	2	0	2		0.790897797	F1
P13036	1	1	1	1	0	0	1	5	H	FECA_ECOLI	0.24	1	2	1	2			H
P13458	0	1	1	1	0	1	1	5	B	SBCC_ECOLI			2	2	2		0.485821032	B
P13738	0	1	1	1	0	0	1	4	B	NHAA_ECOLI			2	2	2			B
P14175	0	1	1	1	1	0	1	5	F1	PROV_ECOLI			2	2		0		F1
P14176	0	1	1	1	1	0	1	5	B	PROW_ECOLI			2	0	0	0		B
P14377	0	1	1	1	0	1	1	5	B	ZRAS_ECOLI			1	2	2			B
P15028	1	1	1	1	0	0	1	5	G	FECB_ECOLI	3.23	2	2	0	2			G
P15029	0	1	1	1	0	0	1	4	B	FECD_ECOLI			2	0	2			B
P15031	0	1	1	1	0	0	1	4	F1	FECE_ECOLI			2	0	2			F1
P15286	1	1	1	1	0	0	1	5	B	FLK_ECOLI	0.71	1	2	0	0			B
P16869	0	1	1	1	0	0	1	4	H	FHUE_ECOLI			2	2	0			H
P16926	1	1	1	1	0	0	1	5	B	MREC_ECOLI	0.64	1	2	2				B
P17315	0	1	1	1	0	1	1	5	H	CIRA_ECOLI			2	2			0.563265057	H
P17444	0	1	1	1	0	0	1	4	F1	BETA_ECOLI			2	2	0			F1
P18775	1	1	1	1	0	0	1	5	F2	DMSA_ECOLI	0.29	1	0	0	2			F2
P18777	0	1	1	1	1	0	1	5	B	DMSC_ECOLI			2	0	2	0		B
P19926	1	1	1	1	0	0	1	5	G	AGP_ECOLI	4.94	2	2	2	2			G
P19934	1	1	1	1	0	0	1	5	B	TOLA_ECOLI	1	1	2	2	2			B
P21365	1	1	1	1	0	0	1	5	B	YCIC_ECOLI	1	1	2	2	2			B
P21367	1	1	1	1	0	0	1	5	B	YCAC_ECOLI	5.76	2	0	2				B
P21513	1	1	1	1	0	0	1	5	F1	RNE_ECOLI	1.03	1	2	2	2			F1
P21865	1	1	1	1	0	1	1	6	B	KDPD_ECOLI	0.79	1	2	2	2		0.483934069	B
P22255	0	1	1	1	0	0	1	4	F1	CYSQ_ECOLI			2	0	0			F1
P23827	1	1	1	1	0	0	1	5	G	ECOT_ECOLI		1	2	2	2			G
P23842	0	0	1	1	0	0	1	3	B	YFEA_ECOLI				2	2			B
P23890	0	1	1	1	1	0	1	5	B	CADC_ECOLI			2	0		0		B
P25396	0	1	1	1	0	0	1	4	B	TEHA_ECOLI			2	2	2			B
P25552	0	1	1	1	0	1	1	5	B	GPPA_ECOLI			2	2	2		4.540985407	B
P25744	0	1	1	1	0	0	1	4	B	MDTG_ECOLI			2	2	2			B
P25894	1	1	1	1	0	0	1	5	I	YGGG_ECOLI	1.88	2	2	2	2			I
P27243	0	1	1	1	0	0	1	4	B	RFAL_ECOLI			2	2	2			B
P27250	0	1	1	1	0	0	1	4	B	YJGB_ECOLI			2	2	2			B
P27300	0	1	1	1	0	0	1	4	B	LPXK_ECOLI			2	2	2			B
P27303	1	1	1	1	0	0	1	5	B	EMRA_ECOLI	1.13	1	2	0	0			B
P27434	1	1	1	1	0	1	1	6	B	RODZ_ECOLI	2.61	2	2	2	2		6.107724348	B
P27837	0	1	1	1	0	0	1	4	B	YIFK_ECOLI			2	2	2			B
P28246	0	1	1	1	0	0	1	4	B	BCR_ECOLI			2	0	0			B
P29131	1	1	1	1	0	0	1	5	B	FTSN_ECOLI	0.48	1	2	2	2			B
P30126	0	1	1	1	1	0	1	5	B	LEUD_ECOLI			2	2	2	0		B
P30149	0	1	1	1	0	0	1	4	B	YABI_ECOLI			2	2	2			B
P31224	0	1	1	1	0	0	1	4	B	ACRB_ECOLI			0	2	2			B
P31547	0	1	1	1	0	0	1	4	B	METI_ECOLI			2	2	2			B
P31548	0	1	1	1	0	0	1	4	F1	THIQ_ECOLI			2	0				F1
P31550	0	1	1	1	0	0	1	4	G	THIB_ECOLI			0	2	0			G
P31680	0	1	1	1	0	0	1	4	B	DJLA_ECOLI			2	2	2			B
P31801	0	1	1	1	0	0	1	4	B	CHAA_ECOLI			2	1	2			B
P32176	1	1	1	1	0	0	1	5	G	FDOG_ECOLI	3.84	2	2	2	2			G
P32703	0	1	1	1	0	0	1	4	B	YJCE_ECOLI			2	2	2			B
P32705	0	1	1	1	0	0	1	4	B	ACTP_ECOLI			2	2				B
P33015	0	1	1	1	0	0	1	4	B	YEEE_ECOLI			0	2				B
P33218	0	1	1	1	0	1	1	5	B	YEBE_ECOLI			2	2	2		1.688660975	B
P33366	0	1	1	1	0	0	1	4	B	YOHD_ECOLI			2	2				B
P33913	0	1	1	1	0	0	1	4	G	YEJA_ECOLI			2	2				G
P33931	0	1	1	1	1	0	1	5	F1	CCMA_ECOLI			2	0	2	0		F1
P33941	0	1	1	1	0	0	1	4	B	YOJI_ECOLI			2	0	0			B
P36561	0	1	1	1	0	0	1	4	B	COBS_ECOLI			2	2				B
P36649	1	1	1	1	0	1	1	6	G	CUEO_ECOLI	0.47	1	2	2	2			G
P36655	0	1	1	1	0	0	1	4	B	DSBD_ECOLI			2	2	2			B
P37002	0	1	1	1	0	0	1	4	B	CRCB_ECOLI			2	2	2			B
P37019	0	1	1	1	0	0	1	4	B	CLCA_ECOLI			2	2	2			B
P37147	0	1	1	1	0	0	1	4	B	FXSA_ECOLI			2	2	0			B
P37188	1	1	1	1	0	1	1	6	F1	PTKB_ECOLI	36.48	2	2	2	2		3.608141692	F1
P37349	1	1	1	1	0	1	1	6	F1	DHAM_ECOLI	0.23	0	2	2	2			F1
P37597	0	1	1	1	0	0	1	4	B	YDHC_ECOLI			2	2				B
P37615	0	1	1	1	0	0	1	4	B	YHHM_ECOLI			2	2	2			B
P37617	1	1	1	1	0	1	1	6	B	ATZN_ECOLI	0.53	1	2	2	2			B
P37626	1	1	1	1	0	1	1	6	B	YHII_ECOLI	1	1	2	2	2		2.331102553	B
P37650	0	1	1	1	0	1	1	5	G	BCSC_ECOLI			2	2	2			G
P37659	1	1	1	1	0	1	1	6	B	YHJU_ECOLI	0.66	1	2	0				B
P37665	1	1	1	1	0	0	1	5	I	YIAD_ECOLI		1	2	0	0			I
P37744	1	1	1	1	0	0	1	5	B	RMLA1_ECOLI	2.05	2	2	2	2			B
P37751	0	1	1	1	0	1	1	5	F1	YEFI_ECOLI			2	2	2			F1
P37774	0	1	1	1	0	1	1	5	F1	YECC_ECOLI			2	2	2			F1
P37902	0	1	1	1	0	1	1	5	G	GLTI_ECOLI			2	2	2		3.714863441	G
P38097	0	1	1	1	1	1	1	6	B	YEGE_ECOLI			2	2	2	0	0.924697288	B
P38134	0	1	1	1	0	0	1	4	B	ETK_ECOLI			2	2	2			B
P39099	1	1	1	1	0	0	1	5	G	DEGQ_ECOLI	0.27	1	2	2				G
P39172	1	1	1	1	0	0	1	5	G	ZNUA_ECOLI	0.86	1	2	2	2			G
P39270	0	1	1	1	0	0	1	4	B	YJDF_ECOLI			2	2	2			B
P39297	0	1	1	1	0	0	1	4	I	YJFO_ECOLI			2	2	2			I
P39310	1	1	1	1	0	0	1	5	B	YTFB_ECOLI	2.11	2	2	2	2			B
P39365	0	1	1	1	0	0	1	4	B	SGCC_ECOLI			2	2	2			B
P39382	0	1	1	1	0	0	1	4	B	YJIK_ECOLI			0	2	0			B
P39385	0	1	1	1	0	1	1	5	B	YJIN_ECOLI			2	2			0.51544387	B
P39396	1	1	1	1	0	1	1	6	B	YJIY_ECOLI		1	2	2	2		0.133024553	B
P39401	1	1	1	1	0	0	1	5	B	OPGB_ECOLI	1.71	2	2	2	2			B
P39451	0	1	1	1	0	0	1	4	B	ADHP_ECOLI			2	2	2			B
P39830	0	1	1	1	0	0	1	4	B	YBAL_ECOLI			2	2	2			B
P39835	0	1	1	1	0	0	1	4	B	GNTT_ECOLI			2	2	2			B
P40120	1	1	1	1	0	0	1	5	G	OPGD_ECOLI	0.36	1	2	2	0			G
P42628	0	1	1	1	0	0	1	4	B	YHAO_ECOLI			2	2	2			B
P43672	1	1	1	1	0	1	1	6	F1	UUP_ECOLI	0.63	1	2	2			2.063967028	F1
P45464	1	1	1	1	0	1	1	6	I	YRAM_ECOLI	0.91	1	2	0	0		2.493939623	I
P45522	0	1	1	1	0	0	1	4	B	KEFB_ECOLI			2	0				B
P45523	1	1	1	1	0	1	1	6	G	FKBA_ECOLI	1.02	1	2	2	2		12.01148278	G
P45566	0	1	1	1	0	0	1	4	B	YHDT_ECOLI			2	0	0			B
P45568	1	1	1	1	0	0	1	5	B	DXR_ECOLI	1	1	2	2	2			B
P45955	1	1	1	1	0	1	1	6	G	YBGF_ECOLI	1.51	1	2	2	2		3.069854747	G
P46187	0	1	1	1	0	0	1	4	B	RSEC_ECOLI			2	2	2			B
P46474	0	1	1	1	0	0	1	4	H	YHDP_ECOLI			2	2	2			H
P52067	0	1	1	1	0	0	1	4	B	FSR_ECOLI			2	2				B
P52094	0	1	1	1	0	0	1	4	B	HISQ_ECOLI			2	2	2			B
P52101	0	1	1	1	0	0	1	4	B	YFHK_ECOLI			2	2	2			B
P52644	0	1	1	1	1	1	1	6	I	HSLJ_ECOLI			2	2	2	0	5.522329556	I
P55734	0	1	1	1	0	1	1	5	B	YGAP_ECOLI			2	2	2			B
P56258	0	1	0	0	0	0	1	2	F1	WECF_ECOLI			2					F1
P60632	0	1	1	1	0	0	1	4	B	YOHJ_ECOLI			2	0	0			B
P62723	0	1	1	1	0	0	1	4	B	YEIH_ECOLI			2	0	0			B
P64429	0	1	1	1	0	0	1	4	B	YPFJ_ECOLI			2	2	2			B
P64432	0	1	1	1	0	0	1	4	B	YPJD_ECOLI			2	2	2			B
P64448	0	1	1	1	0	0	1	4	I	YNBE_ECOLI			2	2	2			I
P64451	1	1	1	1	0	0	1	5	I	YDCL_ECOLI	2	2	2	2	2			I
P64493	0	1	1	1	0	0	1	4	I	YOAF_ECOLI			2	2	2			I
P64499	1	1	1	1	0	0	1	5	B	YEBO_ECOLI	0.64	1	2	2	2			B
P64506	0	1	1	1	0	0	1	4	G	YEBY_ECOLI			2	2	2			G
P64545	0	1	1	1	0	0	1	4	B	YFGG_ECOLI			2	2	2			B
P64564	1	1	1	1	0	0	1	5	B	YGGT_ECOLI	0.47	1	2	2	2			B
P64581	1	1	1	1	0	1	1	6	B	YQJD_ECOLI	3.84	2	2	2	2		8.881260121	B
P64585	0	1	1	1	0	0	1	4	B	YQJE_ECOLI			2	2	2			B
P64596	1	1	1	1	0	0	1	5	I	YRAP_ECOLI	1.72	2	2	2	2			I
P64602	1	1	1	1	0	1	1	6	F1	MLAB_ECOLI		1	2	2	2			F1
P64631	0	1	1	1	0	0	1	4	B	YHFU_ECOLI			0	2	2			B
P65292	0	1	1	1	0	0	1	4	I	YGDI_ECOLI			2	2	2			I
P65294	0	1	1	1	0	0	1	4	I	YGDR_ECOLI			2	2	2			I
P68699	1	1	1	1	0	0	1	5	B	ATPL_ECOLI	3.68	2	2	2	2			B
P69411	1	1	1	1	0	0	1	5	I	RCSF_ECOLI	0.67	1	2	2	2			I
P69428	1	1	1	1	0	1	1	6	B	TATA_ECOLI	7.19	2	2	2	2			B
P69741	1	1	1	1	0	0	1	5	F2	MBHT_ECOLI	2.28	2	2	2	2			F2
P69776	1	1	1	1	0	0	1	5	I	LPP_ECOLI	17.76	2	2	2	2			I
P69797	1	1	1	1	0	1	1	6	F1	PTNAB_ECOLI	13.08	2	2	2	2			F1
P69811	1	1	1	1	0	0	1	5	F1	PTFAH_ECOLI	0.32	1	2	2	2			F1
P69828	1	1	1	1	0	1	1	6	F1	PTKA_ECOLI	24.44	2	2	2	2		3.850556796	F1
P69831	1	1	1	1	0	0	1	5	B	PTKC_ECOLI	12.75	2	2	2	2			B
P75691	1	1	1	1	0	0	1	5	B	YAHK_ECOLI	2.42	2	2	2				B
P75777	0	1	1	1	0	0	1	4	B	YBHG_ECOLI			2	2	2			B
P75783	0	1	1	1	0	0	1	4	B	YBIO_ECOLI			2	2	2			B
P75798	0	1	1	1	0	0	1	4	B	GSIC_ECOLI			2	2				B
P75818	1	1	1	1	0	1	1	6	I	YBJP_ECOLI	3.63	2	2	2			2.59390804	I
P75826	0	1	1	1	0	0	1	4	B	YBJE_ECOLI			2	0				B
P75831	0	1	1	1	0	0	1	4	B	MACB_ECOLI			2	2	2			B
P75958	1	1	1	1	0	0	1	5	B	LOLE_ECOLI	1.15	1	2	2	2			B
P76002	0	1	1	1	0	0	1	4	G	YCGK_ECOLI			2	2	2			G
P76007	0	1	1	1	0	0	1	4	B	CVRA_ECOLI			2	2				B
P76115	0	1	1	1	0	0	1	4	H	YNCD_ECOLI			2	0	0			H
P76116	1	1	1	1	0	0	1	5	G	YNCE_ECOLI	1	1	2	2	2			G
P76170	1	1	1	1	0	0	1	5	F3	YNFB_ECOLI	4.35	2	2	2	2			F3
P76173	0	1	1	1	0	0	1	4	B	YNFH_ECOLI			2	2	2			B
P76177	1	1	1	1	0	0	1	5	G	YDGH_ECOLI	2.85	2	2	2	2			G
P76223	0	1	1	1	0	0	1	4	G	YNJB_ECOLI			2	2	0			G
P76237	0	1	1	1	0	0	1	4	B	YEAJ_ECOLI			2	2	2			B
P76250	0	1	1	1	0	0	1	4	B	YEAT_ECOLI			0	2	2			B
P76298	0	1	1	1	1	0	1	5	B	FLHA_ECOLI			2	0	0	0		B
P76299	0	1	1	1	0	0	1	4	B	FLHB_ECOLI			2	2				B
P76372	1	1	1	1	0	0	1	5	B	WZZB_ECOLI	1.47	1	2	2	2			B
P76399	0	1	1	1	0	0	1	4	B	MDTC_ECOLI			2	2	2			B
P76469	0	1	1	1	0	0	1	4	B	KDRA_ECOLI			2	2	2			B
P76538	0	1	1	1	0	0	1	4	B	YFEZ_ECOLI			2	2	2			B
P76909	0	1	1	1	0	0	1	4	F1	YNJD_ECOLI			2	0	0			F1
P77179	0	1	1	1	0	0	1	4	B	RNFE_ECOLI			2	2	2			B
P77245	0	1	1	1	0	0	1	4	B	MURR_ECOLI			2	2	2			B
P77272	0	1	1	1	0	0	1	4	B	PTYBC_ECOLI			2	0	2			B
P77307	0	1	1	1	0	0	1	4	B	YBBM_ECOLI			2	2	2			B
P77318	1	1	1	1	0	0	1	5	G	YDEN_ECOLI	0.91	1	2	2	2			G
P77333	0	1	1	1	0	0	1	4	B	YCJZ_ECOLI			2	2				B
P77348	0	1	1	1	0	0	1	4	G	MPPA_ECOLI			2	2	2			G
P77374	0	1	1	1	0	0	1	4	F2	YNFE_ECOLI			0	0	2			F2
P77529	0	1	1	1	0	0	1	4	B	YDJN_ECOLI			2	2				B
P77611	0	1	1	1	0	1	1	5	F1	RNFC_ECOLI			2	0			1.002873836	F1
P77717	1	1	1	1	0	0	1	5	I	YBAY_ECOLI	3.29	2	2	2	0			I
P77754	0	1	1	1	0	1	1	5	G	SPY_ECOLI			2	2	2			G
Q46798	0	1	1	1	0	1	1	5	I	YGER_ECOLI			2	0				I
Q46832	0	1	1	1	0	0	1	4	B	YGHD_ECOLI			2	0	2			B
Q47538	0	1	1	1	0	0	1	4	F1	TAUB_ECOLI			2	0				F1
Q59385	0	1	1	1	0	0	1	4	B	COPA_ECOLI			2	2	0			B
P0A927	1	1	1	1	0	0	1	5	H	TSX_ECOLI	3.01	2	2	2	2			H
P0ABC7	1	1	1	1	0	1	1	6	B	HFLK_ECOLI	2.52	2	2	2	2		3.345278291	B
P0AFM6	1	1	1	1	0	0	1	5	F1	PSPA_ECOLI	4.17	2	2	2	2			F1
P0AFN2	0	1	1	1	1	0	1	5	B	PSPC_ECOLI			2	2		0		B
P0AGC7	0	1	1	1	0	1	1	5	B	SMP_ECOLI			2	2	2			B
P33924	0	1	1	1	0	0	1	4	H	YEJO_ECOLI			2	2	2			H
P42626	0	1	1	1	0	0	1	4	B	YHAM_ECOLI			2	2	2			B
P77330	1	1	1	1	0	0	1	5	I	BORD_ECOLI	2.43	2	0	0	2			I
P00350	1	1	1	1	0	1	1	6	A	6PGD_ECOLI	3.24	2	2	2	2			A
P00370	1	1	1	1	0	0	1	5	A	DHE4_ECOLI	0.42	1	2	2	2			A
P00448	1	1	1	1	0	0	1	5	A	SODM_ECOLI	4.03	2	2	2	2			A
P00452	1	1	1	1	0	1	1	6	A	RIR1_ECOLI	0.67	1	2	2	2		4.214056385	A
P00490	1	1	1	1	0	1	1	6	A	PHSM_ECOLI	2.73	2	2	1	2		1.813535785	A
P00509	1	1	1	1	0	1	1	6	A	AAT_ECOLI	2.64	2	2	2	2			A
P00547	0	1	1	1	0	0	1	4	A	KHSE_ECOLI			2	2	2			A
P00562	1	1	1	1	0	1	1	6	A	AK2H_ECOLI	0.32	1	1	0	0		0.830575555	A
P00579	1	1	1	1	0	0	1	5	A	RPOD_ECOLI	3.95	2	2	2	2			A
P00864	1	1	1	1	0	1	1	6	A	CAPP_ECOLI	1.02	1	2	2	2		6.077739882	A
P00887	1	1	1	1	0	0	1	5	A	AROH_ECOLI	0.28	1	2	2	2			A
P00888	0	1	1	1	0	0	1	4	A	AROF_ECOLI			2	2				A
P00934	1	1	1	1	0	0	1	5	A	THRC_ECOLI	1.16	1	2	2	2			A
P00935	0	1	1	1	0	1	1	5	A	METB_ECOLI			2	1	0		1.46305426	A
P00944	0	1	1	1	0	0	1	4	A	XYLA_ECOLI			0	2	2			A
P00946	1	1	1	1	0	1	1	6	A	MANA_ECOLI	0.96	1	2	2	2		2.774594433	A
P00954	1	1	1	1	0	1	1	6	A	SYW_ECOLI	1.39	1	2	2	2			A
P00956	1	1	1	1	0	1	1	6	A	SYI_ECOLI	1.57	1	2	2	2		4.655514435	A
P00959	1	1	1	1	0	1	1	6	A	SYM_ECOLI	1.12	1	2	2			5.153160907	A
P00961	1	1	1	1	0	0	1	5	A	SYGB_ECOLI	1	1	2	2	2			A
P00962	1	1	1	1	0	1	1	6	A	SYQ_ECOLI	1.41	1	2	2	2		5.214036044	A
P00963	1	1	1	1	0	0	1	5	A	ASNA_ECOLI	0.26	1	2	2	2			A
P00968	1	1	1	1	0	0	1	5	A	CARB_ECOLI	1.36	1	2	2	2			A
P02358	1	1	1	1	0	0	1	5	A	RS6_ECOLI	12.28	2	2	2	2			A
P02359	1	1	1	1	0	0	1	5	A	RS7_ECOLI	13.54	2	2	2	2			A
P02413	1	1	1	1	0	0	1	5	A	RL15_ECOLI	9.82	2	2	2	2			A
P03007	1	1	1	1	0	0	1	5	A	DPO3E_ECOLI	0.43	1	2	2	2			A
P03018	1	1	1	1	0	1	1	6	A	UVRD_ECOLI	0.33	1	2	2	2		1.595717373	A
P03024	0	1	1	1	1	0	1	5	A	GALR_ECOLI			2	2	2	0		A
P03817	1	1	1	1	0	0	1	5	A	MIOC_ECOLI	2.01	2	2	2	2			A
P04036	1	1	1	1	0	1	1	6	A	DAPB_ECOLI	1.11	1	2	1	2		3.72335626	A
P04079	1	1	1	1	0	1	1	6	A	GUAA_ECOLI	2.25	2	2	2	2		6.412027304	A
P04335	1	1	1	1	0	1	1	6	A	FRSA_ECOLI	0.66	1	2	2	2			A
P04425	1	1	1	1	0	0	1	5	A	GSHB_ECOLI	0.31	1	2	2	2			A
P04693	1	1	1	1	0	0	1	5	A	TYRB_ECOLI	0.65	1	2	2	2			A
P04805	1	1	1	1	0	0	1	5	A	SYE_ECOLI	2.12	2	2	2	2			A
P04951	1	1	1	1	0	1	1	6	A	KDSB_ECOLI	1.34	1	2	2	2		3.304110334	A
P04993	0	1	1	1	1	1	1	6	A	EX5A_ECOLI			2	2	2	0		A
P04995	0	1	1	1	0	1	1	5	A	EX1_ECOLI			2	2	2			A
P05020	1	1	1	1	0	0	1	5	A	PYRC_ECOLI	0.68	1	2	2	2			A
P05042	1	1	1	1	1	1	1	7	A	FUMC_ECOLI	0.55	1	2	2	0	0	0.943162377	A
P05055	1	1	1	1	0	1	1	6	A	PNP_ECOLI	1	1	2	2	2		10.4966103	A
P05194	0	1	1	1	1	0	1	5	A	AROD_ECOLI			2	2	2	0		A
P05459	1	1	1	1	0	0	1	5	A	PDXB_ECOLI	1.32	1	2	2	2			A
P05523	0	1	1	1	0	1	1	5	A	FPG_ECOLI			2	2	2			A
P05637	1	1	1	1	1	0	1	6	A	APAH_ECOLI	0.84	1	2	2	2	0		A
P05793	1	1	1	1	0	0	1	5	A	ILVC_ECOLI	0.56	1	2	2	2			A
P05852	1	1	1	1	0	1	1	6	A	GCP_ECOLI	0.29	1	2	2	2		3.507489076	A
P06610	1	1	1	1	0	0	1	5	A	BTUE_ECOLI	1.36	1	2	2	2			A
P06612	1	1	1	1	0	1	1	6	A	TOP1_ECOLI	0.82	1	2	2	2		5.895671855	A
P06710	1	1	1	1	0	1	1	6	A	DPO3X_ECOLI	2.11	2	2	2	2		3.094109854	A
P06715	1	1	1	1	0	1	1	6	A	GSHR_ECOLI	1	1	2	2	2		1.114041773	A
P06720	0	1	1	1	0	0	1	4	A	AGAL_ECOLI			0	2	2			A
P06721	0	1	1	1	1	0	1	5	A	METC_ECOLI			2	2	2	0		A
P06846	0	1	1	1	0	0	1	4	A	EBGR_ECOLI			2	2	2			A
P06961	1	1	1	1	0	1	1	6	A	CCA_ECOLI	0.19	0	2	2	2		4.76177142	A
P06968	1	1	1	1	0	1	1	6	A	DUT_ECOLI	1	1	2	2	2		2.674262253	A
P06983	1	1	1	1	0	0	1	5	A	HEM3_ECOLI		1	2	2	2			A
P06986	0	1	1	1	0	1	1	5	A	HIS8_ECOLI			2	2	2		1.063402271	A
P06987	1	1	1	1	0	0	1	5	A	HIS7_ECOLI		1	2	2	2			A
P06988	0	1	1	1	0	0	1	4	A	HISX_ECOLI			2	0	2			A
P06992	1	1	1	1	0	0	1	5	A	RSMA_ECOLI	1.64	2	2	2	2			A
P06999	1	1	1	1	1	1	1	7	A	K6PF2_ECOLI	3.08	2	2	2	2	0		A
P07004	1	1	1	1	0	1	1	6	A	PROA_ECOLI		1	2	2	2		5.328201575	A
P07023	0	1	1	1	0	1	1	5	A	TYRA_ECOLI			2	2	2		1.379707445	A
P07118	1	1	1	1	0	1	1	6	A	SYV_ECOLI	1	1	2	2	2		2.604467636	A
P07604	1	1	1	1	0	1	1	6	A	TYRR_ECOLI	0.33	1	2	2	2		3.302857875	A
P07623	0	1	1	1	1	0	1	5	A	META_ECOLI			2	2	0	0		A
P07639	1	1	1	1	0	1	1	6	A	AROB_ECOLI	1.95	2	2	2	2		13.98626278	A
P07648	0	1	1	1	0	0	1	4	A	EX5C_ECOLI			2	2	2			A
P07649	0	1	1	1	0	1	1	5	A	TRUA_ECOLI			2	2	2		2.440254338	A
P07762	1	1	1	1	0	0	1	5	A	GLGB_ECOLI	0.53	1	2	2	2			A
P07813	1	1	1	1	0	1	1	6	A	SYL_ECOLI	1.81	2	2	2	2		7.298803708	A
P07862	1	1	1	1	0	0	1	5	A	DDLB_ECOLI	2.76	2	2	2	2			A
P07913	1	1	1	1	0	0	1	5	A	TDH_ECOLI	3.05	2	2	2	2			A
P08142	1	1	1	1	0	1	1	6	A	ILVB_ECOLI	0.43	1	2	2	2			A
P08178	1	1	1	1	0	0	1	5	A	PUR5_ECOLI	2.74	2	2	2				A
P08179	0	1	1	1	0	0	1	4	A	PUR3_ECOLI			2	2	2			A
P08192	1	1	1	1	0	1	1	6	A	FOLC_ECOLI	0.89	1	2	2	2		1.160324446	A
P08201	1	1	1	1	0	0	1	5	A	NIRB_ECOLI	3	2	2	0	2			A
P08244	1	1	1	1	0	0	1	5	A	PYRF_ECOLI	0.19	0	2	2	2			A
P08312	1	1	1	1	0	0	1	5	A	SYFA_ECOLI	2.02	2	2	2	2			A
P08368	0	1	1	1	1	0	1	5	A	CREB_ECOLI			2	2	2	0		A
P08394	0	1	1	1	0	1	1	5	A	EX5B_ECOLI			2	2	2		0.49877229	A
P08997	1	1	1	1	0	0	1	5	A	MASY_ECOLI	1.71	2	2	2	0			A
P09030	1	1	1	1	0	1	1	6	A	EX3_ECOLI	0.81	1	2	2	2		3.295807248	A
P09053	1	1	1	1	0	0	1	5	A	AVTA_ECOLI	0.27	1	2	0				A
