ID	Thoretical	Experimental
P0A8E1	12	9
P0A8E7	10	9
P0A8F0	11	8
P0A8F4	12	10
P0A8F8	32	9
P0A8G0	32	3
P0A8G6	10	7
P0A8H6	10	2
P0A8I1	6	3
P0A8I3	12	6
P0A8I5	11	7
P0A8I8	9	2
P0A8J2	9	4
P0A8J4	4	3
P0A8J8	24	24
P0A8K1	13	12
P0A8K8	8	1
P0A8L1	24	15
P0A8M0	25	16
P0A8M3	38	13
P0A8N3	30	21
P0A8N5	28	12
P0A8P1	14	7
P0A8R0	8	5
P0A8R7	13	7
P0A8R9	11	8
P0A8S1	13	7
P0A8T1	12	1
P0A8T5	5	3
P0A8T7	67	63
P0A8U0	7	5
P0A8V2	65	62
P0A8V6	14	6
P0A8W0	14	5
P0A8W5	10	3
P0A8W8	11	5
P0A8X0	7	5
P0A8X2	11	5
P0A8X4	10	2
P0A8Y1	9	2
P0A8Y5	13	4
P0A8Z3	7	2
P0A8Z7	5	2
P0A901	12	7
P0A903	19	16
P0A905	6	5
P0A908	12	10
P0A910	17	16
P0A912	8	8
P0A917	7	7
P0A921	15	5
P0A927	10	6
P0A935	15	8
P0A937	4	1
P0A940	42	40
P0A948	11	7
P0A951	12	
P0A953	17	9
P0A955	9	7
P0A959	20	17
P0A988	16	7
P0A991	18	7
P0A993	16	13
P0A998	8	4
P0A9A6	22	22
P0A9A9	8	2
P0A9B2	20	15
P0A9B6	20	2
P0A9C0	30	2
P0A9C5	23	10
P0A9C9	18	4
P0A9D2	12	3
P0A9D4	14	2
P0A9D8	14	11
P0A9E2	4	2
P0A9E5	6	2
P0A9F3	18	14
P0A9F6	14	3
P0A9F9	14	4
P0A9G2	14	2
P0A9G6	20	9
P0A9H1	10	11
P0A9H5	11	6
P0A9H7	23	4
P0A9H9	10	3
P0A9I1	15	7
P0A9J0	27	3
P0A9J4	14	6
P0A9J8	16	11
P0A9K1	18	1
P0A9K3	17	11
P0A9K7	14	10
P0A9K9	7	4
P0A9L3	8	6
P0A9M0	37	10
P0A9M2	9	6
P0A9M5	6	2
P0A9M8	32	26
P0A9P0	20	19
P0A9P4	16	5
P0A9P6	26	25
P0A9Q1	11	10
P0A9Q5	15	14
P0A9Q7	43	5
P0A9Q9	14	5
P0A9R7	10	9
P0A9S3	15	5
P0A9T8	11	5
P0A9U1	29	13
P0A9U3	26	11
P0A9V1	13	13
P0A9V8	16	2
P0A9W0	12	3
P0A9W3	31	24
P0A9W9	12	4
P0A9X1	15	10
P0A9X4	16	15
P0A9X9	3	3
P0A9Y6	4	1
P0AA10	6	6
P0AA16	13	13
P0AA25	5	3
P0AA39	19	14
P0AA53	14	9
P0AA84	21	4
P0AA86	7	4
P0AA91	10	5
P0AA93	25	10
P0AA97	9	5
P0AAA1	9	4
P0AAB4	23	9
P0AAB6	14	5
P0AAC0	17	8
P0AAC4	6	2
P0AAC8	7	3
P0AAD6	12	4
P0AAE0	13	2
P0AAE2	9	2
P0AAF3	25	1
P0AAF6	9	8
P0AAG0	18	14
P0AAG5	30	12
P0AAG8	32	16
P0AAH0	15	12
P0AAH4	19	13
P0AAH8	16	12
P0AAI3	33	33
P0AAI5	17	15
P0AAI9	10	2
P0AAJ5	16	4
P0AAK7	10	1
P0AAL6	9	1
P0AAN1	5	1
P0AAN3	14	
P0AAP3	6	4
P0AAR3	8	5
P0AAS0	6	2
P0AAT4	19	8
P0AAT9	10	3
P0AAV8	12	2
P0AAW1	15	7
P0AAX8	13	11
P0AAY6	6	2
P0AAZ4	26	7
P0AB01	14	3
P0AB06	12	5
P0AB10	7	5
P0AB12	5	3
P0AB24	21	6
P0AB26	7	7
P0AB28	7	4
P0AB38	9	7
P0AB46	5	1
P0AB58	19	7
P0AB67	14	11
P0AB71	14	10
P0AB77	18	14
P0AB80	11	5
P0AB83	9	3
P0AB89	24	2
P0AB98	5	3
P0ABA0	10	9
P0ABA4	7	8
P0ABA6	17	17
P0ABB0	26	26
P0ABB4	25	25
P0ABB8	36	28
P0ABC3	16	15
P0ABC7	19	17
P0ABC9	21	7
P0ABD5	17	17
P0ABD8	6	2
P0ABF1	24	23
P0ABF8	7	3
P0ABG7	14	5
P0ABH0	20	18
P0ABH7	21	18
P0ABH9	40	7
P0ABI4	14	11
P0ABI8	22	12
P0ABJ1	14	7
P0ABJ9	19	15
P0ABK2	6	4
P0ABK5	15	15
P0ABK7	4	1
P0ABM9	19	3
P0ABN1	6	3
P0ABN5	9	3
P0ABP6	5	3
P0ABP8	14	13
P0ABQ0	19	5
P0ABQ2	16	6
P0ABR5	24	4
P0ABS1	6	3
P0ABS5	31	7
P0ABT2	11	11
P0ABT5	18	3
P0ABU2	19	16
P0ABU7	8	5
P0ABU9	11	8
P0ABV6	4	4
P0ABY7	8	3
P0ABZ6	19	17
P0AC02	15	15
P0AC13	17	4
P0AC23	7	2
P0AC30	19	13
P0AC33	31	13
P0AC38	22	13
P0AC41	31	29
P0AC44	3	2
P0AC47	11	7
P0AC53	30	7
P0AC59	11	8
P0AC62	5	2
P0AC69	6	2
P0AC75	17	12
P0AC78	9	1
P0AC84	10	3
P0AC86	40	7
P0AC92	3	2
P0AC94	10	2
P0ACA3	10	3
P0ACA7	12	5
P0ACB0	28	23
P0ACB2	15	2
P0ACB4	13	12
P0ACB7	19	19
P0ACC1	15	3
P0ACC3	5	2
P0ACC7	21	12
P0ACD4	7	3
P0ACD8	36	3
P0ACE0	27	12
P0ACF0	4	4
P0ACF4	4	3
P0ACF8	7	4
P0ACG1	8	3
P0ACG8	6	3
P0ACH8	18	3
P0ACJ0	10	9
P0ACJ8	13	12
P0ACK5	9	5
P0ACK8	10	7
P0ACL0	13	5
P0ACL2	15	6
P0ACL7	13	5
P0ACL9	10	7
P0ACM2	10	2
P0ACN4	13	7
P0ACN7	17	6
P0ACP1	16	6
P0ACP5	16	9
P0ACP7	19	5
P0ACQ0	13	3
P0ACQ4	17	8
P0ACQ7	13	1
P0ACR4	13	5
P0ACR7	15	5
P0ACR9	8	3
P0ACS7	15	2
P0ACS9	13	3
P0ACU0	11	3
P0ACU2	12	8
P0ACU5	9	7
P0ACU7	12	2
P0ACV0	13	7
P0ACV4	2	1
P0ACW6	5	2
P0ACY1	8	2
P0ACY3	37	1
P0ACZ8	10	2
P0AD12	14	5
P0AD14	25	9
P0AD27	26	17
P0AD30	8	1
P0AD42	8	2
P0AD44	12	2
P0AD49	5	3
P0AD57	12	4
P0AD61	26	15
P0AD65	33	26
P0AD68	32	27
P0AD96	15	3
P0AD99	9	2
P0ADA1	13	7
P0ADA3	11	10
P0ADA5	7	6
P0ADB1	5	5
P0ADB7	2	1
P0ADC1	9	8
P0ADC3	17	13
P0ADC6	15	10
P0ADE4	30	15
P0ADE6	12	11
P0ADE8	17	10
P0ADF6	25	4
P0ADG4	17	17
P0ADG7	20	15
P0ADI7	9	3
P0ADK0	9	7
P0ADK6	20	1
P0ADK8	4	1
P0ADL3	7	4
P0ADM8	15	4
P0ADN6	3	2
P0ADP0	12	6
P0ADP2	10	5
P0ADP7	7	3
P0ADQ2	16	3
P0ADQ5	3	2
P0ADQ7	4	1
P0ADR6	21	4
P0ADR8	24	6
P0ADS2	6	5
P0ADS6	10	9
P0ADS9	12	9
P0ADT2	8	6
P0ADT5	20	7
P0ADT8	13	11
P0ADU5	6	2
P0ADV1	5	3
P0ADV5	13	5
P0ADV7	13	9
P0ADV9	8	4
P0ADW3	9	8
P0ADX7	7	3
P0ADX9	10	5
P0ADY1	34	33
P0ADY3	4	5
P0ADY7	4	3
P0ADZ0	1	0
P0ADZ4	4	3
P0ADZ7	4	3
P0AE01	11	4
P0AE06	21	20
P0AE08	10	8
P0AE12	21	1
P0AE14	14	3
P0AE16	21	2
P0AE18	16	3
P0AE30	8	2
P0AE34	6	2
P0AE37	16	4
P0AE39	14	8
P0AE45	18	13
P0AE48	5	2
P0AE52	10	4
P0AE67	5	1
P0AE72	5	2
P0AE78	17	8
P0AE82	26	18
P0AE88	10	9
P0AE91	7	7
P0AEA8	23	
P0AEB2	22	19
P0AEB5	14	2
P0AEC0	17	10
P0AEC3	40	32
P0AEC5	50	18
P0AEC8	29	2
P0AED0	6	3
P0AEE1	9	7
P0AEE3	14	11
P0AEE8	14	3
P0AEF0	12	6
P0AEF4	11	3
P0AEG4	11	9
P0AEG6	11	4
P0AEH1	21	15
P0AEH5	5	5
P0AEI1	28	19
P0AEI4	20	9
P0AEJ2	20	2
P0AEJ4	26	3
P0AEJ6	22	2
P0AEK0	9	5
P0AEK2	10	10
P0AEK4	13	11
P0AEL6	11	3
P0AEM0	7	2
P0AEN1	13	7
P0AEN4	7	2
P0AEN8	6	2
P0AEP3	14	3
P0AEP9	27	6
P0AEQ3	14	12
P0AEQ6	12	4
P0AER0	9	2
P0AER3	9	5
P0AER5	12	2
P0AER8	12	5
P0AES0	32	
P0AES4	43	33
P0AES6	42	37
P0AEU0	11	11
P0AEU3	12	2
P0AEU7	7	7
P0AEV1	15	1
P0AEV7	4	
P0AEW6	24	3
P0AEW9	13	7
P0AEX3	10	2
P0AEX9	24	2
P0AEY5	12	2
P0AEZ1	16	9
P0AEZ3	14	14
P0AEZ9	9	4
P0AF08	15	8
P0AF12	10	5
P0AF16	19	2
P0AF18	16	0
P0AF20	24	20
P0AF24	11	6
P0AF28	9	9
P0AF43	20	10
P0AF52	8	3
P0AF67	7	3
P0AF70	3	2
P0AF78	11	5
P0AF93	6	2
P0AF98	14	8
P0AFA2	32	13
P0AFA5	30	1
P0AFA7	15	5
P0AFB1	14	9
P0AFB5	16	7
P0AFB8	23	10
P0AFC0	7	1
P0AFC3	6	3
P0AFC7	12	9
P0AFD1	8	5
P0AFD4	9	4
P0AFD6	12	12
P0AFE0	4	1
P0AFE4	2	1
P0AFE8	9	2
P0AFF2	15	7
P0AFF4	10	1
P0AFF6	26	20
P0AFG0	10	9
P0AFG3	43	30
P0AFG6	17	12
P0AFG8	48	39
P0AFH0	9	4
P0AFH2	12	2
P0AFH6	5	1
P0AFH8	8	8
P0AFI0	27	
P0AFI2	36	30
P0AFI7	12	12
P0AFJ7	14	7
P0AFK0	26	17
P0AFK2	4	1
P0AFK6	6	1
P0AFK9	16	8
P0AFL3	8	5
P0AFL6	27	2
P0AFM2	13	4
P0AFM6	12	12
P0AFM9	4	3
P0AFN2	5	3
P0AFN6	5	2
P0AFP4	15	11
P0AFQ7	15	8
P0AFR2	16	5
P0AFR4	8	5
P0AFS7	7	4
P0AFS9	22	8
P0AFT5	14	1
P0AFU2	20	1
P0AFU4	20	11
P0AFU8	11	3
P0AFV8	4	3
P0AFW0	9	5
P0AFX0	4	2
P0AFX4	6	3
P0AFX7	10	4
P0AFX9	11	10
P0AFY2	12	9
P0AFY6	17	2
P0AFY8	10	9
P0AFZ1	6	2
P0AFZ3	7	5
P0AFZ7	9	2
P0AG00	16	10
P0AG07	9	1
P0AG14	18	10
P0AG20	39	30
P0AG24	40	19
P0AG27	8	8
P0AG30	22	20
P0AG38	8	2
P0AG40	16	4
P0AG44	4	4
P0AG48	6	6
P0AG51	4	4
P0AG55	10	10
P0AG59	2	1
P0AG63	3	3
P0AG67	25	26
P0AG71	34	18
P0AG80	27	11
P0AG82	22	8
P0AG86	6	5
P0AG90	32	30
P0AG93	11	5
P0AG96	6	4
P0AG99	5	4
P0AGA2	11	8
P0AGA6	9	8
P0AGB0	17	8
P0AGB6	9	9
P0AGC3	40	30
P0AGC7	11	8
P0AGD1	8	1
P0AGD3	10	4
P0AGD7	22	22
P0AGE0	7	7
P0AGE4	10	0
P0AGE9	15	13
P0AGG0	15	2
P0AGG4	7	1
P0AGG8	20	3
P0AGH5	7	3
P0AGI8	18	13
P0AGJ5	15	12
P0AGJ9	19	10
P0AGK1	6	1
P0AGK4	4	2
P0AGK8	9	7
P0AGL7	13	7
P0C018	4	4
P0C054	7	6
P0C058	9	3
P0C066	14	6
P0C093	8	5
P0C0K3	18	7
P0C0L7	15	8
P0C0R7	10	5
P0C0S1	12	9
P0C0U4	17	12
P0C0V0	17	16
P0C650	5	2
P0C8J6	15	3
P0C8J8	19	13
P0C960	10	5
P0CB39	30	28
P10100	11	10
P10121	23	18
P10346	8	5
P10371	13	10
P10384	14	7
P10408	46	45
P10441	20	14
P10442	11	2
P10443	62	44
P10907	12	8
P11349	26	9
P11446	13	4
P11447	24	9
P11454	60	2
P11557	18	14
P11664	11	1
P11864	18	2
P11875	32	11
P11880	15	8
P11989	16	
P12008	15	5
P12281	17	4
P12295	13	
P12758	13	6
P12998	18	1
P13001	14	4
P13009	62	55
P13016	9	1
P13024	16	5
P13029	35	15
P13035	31	29
P13036	36	26
P13445	18	4
P13458	51	31
P13482	29	8
P13518	34	3
P13656	38	3
P13669	11	7
P13738	11	1
P14081	35	14
P14175	15	15
P14176	6	2
P14294	36	4
P14376	47	31
P14565	100	38
P14900	18	2
P15028	11	7
P15031	15	7
P15032	40	3
P15034	21	5
P15038	39	29
P15042	34	3
P15069	18	1
P15254	64	14
P15286	20	7
P15288	20	11
P15639	30	6
P15770	13	6
P15877	37	19
P15977	31	3
P15993	10	2
P16095	16	10
P16384	18	14
P16431	31	6
P16433	11	1
P16456	18	9
P16525	17	8
P16528	16	8
P16659	30	16
P16676	20	3
P16682	17	5
P16694	46	4
P16700	22	8
P16703	17	4
P16869	34	3
P16916	78	6
P16917	79	0
P16919	81	8
P16926	21	10
P17115	16	8
P17117	13	3
P17169	30	20
P17443	19	16
P17444	25	20
P17445	19	6
P17446	13	3
P17846	32	8
P17854	12	4
P17888	38	11
P17952	21	11
P17993	12	9
P18004	40	3
P18196	10	5
P18335	19	4
P18775	42	10
P18811	19	3
P18843	16	7
P18956	28	2
P19319	69	10
P19624	15	1
P19926	18	13
P19934	15	13
P20083	31	10
P20966	18	13
P21151	18	8
P21165	22	9
P21170	25	10
P21177	35	17
P21179	35	17
P21338	13	5
P21345	14	4
P21365	7	2
P21367	8	3
P21420	15	1
P21499	43	30
P21507	24	21
P21513	43	40
P21515	10	2
P21599	22	11
P21829	10	2
P21865	40	21
P21866	15	7
P21888	22	9
P21889	35	19
P21893	28	6
P22106	30	13
P22186	8	5
P22188	23	4
P22255	12	4
P22256	23	8
P22259	26	14
P22333	14	14
P22523	79	67
P22524	12	7
P22525	27	11
P22634	16	8
P22939	14	8
P23003	20	2
P23305	13	8
P23325	36	5
P23367	28	23
P23524	17	2
P23538	39	25
P23721	18	4
P23827	8	3
P23830	26	23
P23836	12	10
P23837	25	17
P23839	17	6
P23842	31	11
P23843	29	26
P23845	22	12
P23847	25	14
P23862	10	6
P23865	34	27
P23869	7	5
P23871	15	10
P23878	12	4
P23882	15	4
P23886	21	20
P23890	23	2
P23893	18	11
P23894	9	3
P23908	17	4
P23909	43	24
P23930	21	14
P24077	4	2
P24173	15	7
P24174	25	2
P24175	23	3
P24177	45	18
P24178	5	1
P24181	35	5
P24182	22	15
P24186	10	1
P24188	18	9
P24192	18	3
P24193	15	2
P24200	15	0
P24202	17	4
P24203	16	7
P24205	13	6
P24216	20	4
P24228	22	18
P24230	34	9
P24232	20	2
P24251	8	4
P24255	16	5
P24554	23	19
P25397	13	4
P25437	15	7
P25516	37	25
P25519	23	14
P25522	25	7
P25526	23	4
P25534	20	2
P25535	22	7
P25553	23	7
P25665	37	11
P25714	21	15
P25737	10	1
P25740	21	6
P25741	12	1
P25745	15	2
P25746	12	10
P25748	20	2
P25798	32	7
P25888	25	5
P25889	21	4
P25894	11	9
P26365	20	5
P26458	5	1
P26602	9	9
P26616	27	7
P26646	15	7
P26647	10	6
P26648	22	6
P27111	18	2
P27125	9	0
P27247	12	4
P27248	16	6
P27249	54	12
P27253	37	9
P27278	24	20
P27294	11	3
P27296	42	7
P27297	13	1
P27298	34	14
P27300	15	7
P27302	27	21
P27303	25	20
P27306	25	25
P27434	9	9
P27550	32	8
P27828	20	3
P27833	14	4
P27836	15	12
P27837	16	3
P27848	15	5
P27862	8	4
P27896	30	3
P28248	10	3
P28249	32	27
P28304	17	4
P28305	15	6
P28306	17	11
P28630	18	6
P28631	18	4
P28635	13	12
P28861	13	2
P28903	32	5
P28904	25	8
P29013	23	2
P29018	26	21
P29131	18	15
P29208	14	2
P29217	13	2
P30011	16	3
P30015	77	10
P30126	10	1
P30128	9	3
P30130	39	5
P30136	31	2
P30137	9	5
P30149	6	2
P30178	15	4
P30744	17	9
P30745	20	5
P30750	16	15
P30843	8	7
P30844	17	2
P30845	20	17
P30847	25	9
P30850	35	19
P30859	13	13
P30860	12	7
P30863	13	3
P30864	18	12
P30870	45	3
P30871	22	8
P30958	63	41
P31069	18	5
P31119	42	19
P31120	23	3
P31130	6	
P31142	15	2
P31224	44	36
P31433	29	24
P31441	27	2
P31446	4	0
P31456	22	1
P31471	18	2
P31475	9	6
P31545	21	6
P31547	7	4
P31548	13	5
P31550	14	4
P31554	44	39
P31574	16	3
P31600	62	16
P31663	16	11
P31666	23	5
P31677	24	14
P31678	15	4
P31680	16	13
P31801	7	3
P31802	10	5
P31806	22	6
P31808	16	9
P31827	37	3
P31828	52	3
P31979	23	22
P32051	45	5
P32055	14	
P32099	18	9
P32128	23	4
P32131	24	15
P32132	23	21
P32141	17	7
P32144	16	10
P32160	12	10
P32173	8	5
P32176	50	27
P32664	16	5
P32681	10	3
P32684	17	7
P32688	14	2
P32695	20	4
P32703	17	7
P32705	13	2
P32712	5	1
P32714	27	5
P32716	18	4
P32721	26	5
P33030	18	10
P33136	26	18
P33195	44	18
P33218	11	9
P33232	22	21
P33234	13	2
P33341	40	
P33342	12	3
P33345	55	5
P33348	19	2
P33355	10	1
P33362	15	3
P33363	39	34
P33366	7	0
P33570	30	2
P33594	12	
P33595	29	2
P33599	35	32
P33602	43	41
P33607	18	4
P33666	60	18
P33790	46	10
P33913	32	6
P33916	30	8
P33920	16	13
P33924	34	1
P33927	23	3
P33937	42	2
P33940	29	25
P33941	21	2
P34209	10	6
P34210	18	4
P34749	20	8
P35340	27	9
P36547	15	3
P36548	14	12
P36561	8	1
P36649	23	6
P36655	16	7
P36659	13	5
P36672	10	8
P36673	16	8
P36680	11	3
P36682	20	1
P36683	42	34
P36771	10	3
P36879	16	17
P36928	22	10
P36929	20	7
P36938	27	8
P36979	20	13
P36999	15	1
P37003	7	
P37005	14	3
P37013	21	3
P37019	17	4
P37024	44	3
P37025	8	1
P37047	23	3
P37051	12	0
P37095	23	11
P37146	13	2
P37147	5	3
P37177	36	10
P37182	10	6
P37188	4	3
P37194	8	4
P37246	19	3
P37313	17	9
P37326	19	1
P37339	22	5
P37344	16	2
P37349	24	9
P37388	31	
P37440	15	6
P37443	25	0
P37615	6	4
P37617	34	22
P37623	4	1
P37624	42	17
P37626	19	18
P37627	27	2
P37634	17	9
P37636	22	7
P37641	16	7
P37642	15	2
P37645	33	16
P37648	24	21
P37649	33	20
P37650	68	29
P37651	21	2
P37652	39	26
P37659	17	3
P37661	27	0
P37665	7	5
P37666	16	6
P37677	20	2
P37683	14	3
P37689	22	2
P37690	22	17
P37691	15	5
P37692	17	13
P37759	20	1
P37760	13	2
P37765	15	12
P37767	12	5
P37773	20	2
P37774	10	1
P37902	14	12
P37903	7	5
P37906	22	16
P37908	17	12
P38036	36	1
P38038	26	3
P38054	47	13
P38097	44	1
P38134	39	10
P38135	27	
P38489	10	3
P38506	12	2
P39099	21	21
P39163	11	2
P39165	20	3
P39172	14	2
P39173	14	2
P39176	16	10
P39177	7	3
P39180	42	13
P39199	9	1
P39208	11	2
P39221	2	2
P39265	17	3
P39276	8	1
P39285	55	32
P39286	17	9
P39297	5	3
P39300	21	3
P39310	9	2
P39315	15	
P39317	16	1
P39321	65	49
P39325	13	5
P39333	12	3
P39336	37	1
P39337	7	2
P39342	30	23
P39347	21	1
P39349	17	7
P39356	17	5
P39384	15	1
P39385	22	2
P39389	23	1
P39393	50	2
P39396	26	8
P39401	34	3
P39404	10	3
P39406	18	7
P39411	8	2
P39451	15	5
P39452	36	6
P39453	42	8
P39830	19	9
P39831	12	5
P39832	6	2
P39835	17	11
P39838	36	
P40120	31	20
P40710	11	6
P40719	24	15
P41052	14	5
P41069	6	2
P42588	21	4
P42592	39	3
P42593	35	2
P42596	19	6
P42597	9	6
P42601	11	2
P42604	24	
P42626	19	8
P42641	15	5
P43329	80	50
P43337	9	1
P43671	28	25
P43672	31	8
P45420	30	3
P45422	7	1
P45464	32	27
P45469	11	8
P45508	23	1
P45522	21	2
P45523	14	14
P45524	18	1
P45537	32	11
P45565	9	7
P45577	12	9
P45578	8	4
P45748	10	3
P45758	23	3
P45760	6	1
P45766	19	5
P45799	10	2
P45800	28	20
P45955	10	8
P46022	14	4
P46118	14	3
P46122	8	3
P46130	17	10
P46142	16	4
P46474	66	32
P46481	26	4
P46482	15	6
P46837	44	33
P46855	18	3
P46859	7	7
P46883	38	10
P46888	7	1
P46889	42	21
P46923	43	6
P50456	22	11
P50465	13	2
P50466	27	3
P51020	15	2
P51024	7	6
P51981	11	5
P52007	10	1
P52048	13	0
P52067	11	2
P52073	17	4
P52076	12	8
P52094	6	6
P52095	31	3
P52101	21	12
P52108	14	12
P52124	27	3
P52126	41	3
P52131	14	2
P52143	52	28
P52598	13	11
P52599	23	10
P52644	8	3
P52645	44	14
P52647	59	31
P54901	17	5
P55135	21	10
P55140	11	1
