Entry Name A	Entry Name B	Accession A	Accession B
RL20_ECOLI	RLMI_ECOLI	P0A7L3	P75876
RL20_ECOLI	YNCE_ECOLI	P0A7L3	P76116
RL27_ECOLI	RL33_ECOLI	P0A7L8	P0A7N9
RL27_ECOLI	RPOA_ECOLI	P0A7L8	P0A7Z4
RL27_ECOLI	RPOA_ECOLI	P0A7L8	P0A7Z4
RL27_ECOLI	DEAD_ECOLI	P0A7L8	P0A9P6
RL27_ECOLI	CLPA_ECOLI	P0A7L8	P0ABH9
RL27_ECOLI	OPPB_ECOLI	P0A7L8	P0AFH2
RL27_ECOLI	PARC_ECOLI	P0A7L8	P0AFI2
RL27_ECOLI	RL17_ECOLI	P0A7L8	P0AG44
RL27_ECOLI	SERB_ECOLI	P0A7L8	P0AGB0
RL27_ECOLI	SRP54_ECOLI	P0A7L8	P0AGD7
RL28_ECOLI	RPOD_ECOLI	P0A7M2	P00579
RL28_ECOLI	DPO1_ECOLI	P0A7M2	P00582
RL28_ECOLI	ILVG_ECOLI	P0A7M2	P00892
RL28_ECOLI	ILVI_ECOLI	P0A7M2	P00893
RL28_ECOLI	THRC_ECOLI	P0A7M2	P00934
RL28_ECOLI	SYGA_ECOLI	P0A7M2	P00960
RL28_ECOLI	TOP1_ECOLI	P0A7M2	P06612
RL28_ECOLI	PUTA_ECOLI	P0A7M2	P09546
RL28_ECOLI	ACP_ECOLI	P0A7M2	P0A6A8
RL28_ECOLI	CLPP_ECOLI	P0A7M2	P0A6G7
RL28_ECOLI	FABZ_ECOLI	P0A7M2	P0A6Q6
RL28_ECOLI	HFQ_ECOLI	P0A7M2	P0A6X3
RL28_ECOLI	HFQ_ECOLI	P0A7M2	P0A6X3
RL28_ECOLI	KDSA_ECOLI	P0A7M2	P0A715
RL28_ECOLI	MOAC_ECOLI	P0A7M2	P0A738
RL28_ECOLI	RPPH_ECOLI	P0A7M2	P0A776
RL28_ECOLI	PLSB_ECOLI	P0A7M2	P0A7A7
RL28_ECOLI	IPYR_ECOLI	P0A7M2	P0A7A9
RL28_ECOLI	RNH_ECOLI	P0A7M2	P0A7Y4
RL28_ECOLI	RNPA_ECOLI	P0A7M2	P0A7Y8
RL28_ECOLI	RPOA_ECOLI	P0A7M2	P0A7Z4
RL28_ECOLI	RPOA_ECOLI	P0A7M2	P0A7Z4
RL28_ECOLI	SSRP_ECOLI	P0A7M2	P0A832
RL28_ECOLI	TGT_ECOLI	P0A7M2	P0A847
RL28_ECOLI	TIG_ECOLI	P0A7M2	P0A850
RL28_ECOLI	YFCN_ECOLI	P0A7M2	P0A8B2
RL28_ECOLI	YACL_ECOLI	P0A7M2	P0A8E5
RL28_ECOLI	UVRB_ECOLI	P0A7M2	P0A8F8
RL28_ECOLI	UVRC_ECOLI	P0A7M2	P0A8G0
RL28_ECOLI	UVRC_ECOLI	P0A7M2	P0A8G0
RL28_ECOLI	YEEX_ECOLI	P0A7M2	P0A8M6
RL28_ECOLI	YFBU_ECOLI	P0A7M2	P0A8W8
RL28_ECOLI	BLC_ECOLI	P0A7M2	P0A901
RL28_ECOLI	ULAR_ECOLI	P0A7M2	P0A9W0
RL28_ECOLI	ULAR_ECOLI	P0A7M2	P0A9W0
RL28_ECOLI	RLUC_ECOLI	P0A7M2	P0AA39
RL28_ECOLI	HYPC_ECOLI	P0A7M2	P0AAM3
RL28_ECOLI	YBIS_ECOLI	P0A7M2	P0AAX8
RL28_ECOLI	ATPG_ECOLI	P0A7M2	P0ABA6
RL28_ECOLI	MBHM_ECOLI	P0A7M2	P0ACE0
RL28_ECOLI	YFCZ_ECOLI	P0A7M2	P0AD33
RL28_ECOLI	YIBL_ECOLI	P0A7M2	P0ADK8
RL28_ECOLI	YIBL_ECOLI	P0A7M2	P0ADK8
RL28_ECOLI	YGGE_ECOLI	P0A7M2	P0ADS6
RL28_ECOLI	YHFA_ECOLI	P0A7M2	P0ADX1
RL28_ECOLI	RL23_ECOLI	P0A7M2	P0ADZ0
RL28_ECOLI	YTFL_ECOLI	P0A7M2	P0AE45
RL28_ECOLI	NUSG_ECOLI	P0A7M2	P0AFG0
RL28_ECOLI	YFIF_ECOLI	P0A7M2	P0AGJ5
RL28_ECOLI	SECA_ECOLI	P0A7M2	P10408
RL28_ECOLI	RECQ_ECOLI	P0A7M2	P15043
RL28_ECOLI	RECQ_ECOLI	P0A7M2	P15043
RL28_ECOLI	YCIF_ECOLI	P0A7M2	P21362
RL28_ECOLI	RECJ_ECOLI	P0A7M2	P21893
RL28_ECOLI	MUKB_ECOLI	P0A7M2	P22523
RL28_ECOLI	EMRE_ECOLI	P0A7M2	P23895
RL28_ECOLI	HYPD_ECOLI	P0A7M2	P24192
RL28_ECOLI	UBIC_ECOLI	P0A7M2	P26602
RL28_ECOLI	UBIC_ECOLI	P0A7M2	P26602
RL28_ECOLI	HOLB_ECOLI	P0A7M2	P28631
RL28_ECOLI	HOLB_ECOLI	P0A7M2	P28631
RL28_ECOLI	HOLD_ECOLI	P0A7M2	P28632
RL28_ECOLI	HOLC_ECOLI	P0A7M2	P28905
RL28_ECOLI	HOLC_ECOLI	P0A7M2	P28905
RL28_ECOLI	YGIF_ECOLI	P0A7M2	P30871
RL28_ECOLI	YEBE_ECOLI	P0A7M2	P33218
RL28_ECOLI	AIDB_ECOLI	P0A7M2	P33224
RL28_ECOLI	LLDD_ECOLI	P0A7M2	P33232
RL28_ECOLI	YADG_ECOLI	P0A7M2	P36879
RL28_ECOLI	RLMN_ECOLI	P0A7M2	P36979
RL28_ECOLI	RLMN_ECOLI	P0A7M2	P36979
RL28_ECOLI	YHJD_ECOLI	P0A7M2	P37642
RL28_ECOLI	RLUB_ECOLI	P0A7M2	P37765
RL28_ECOLI	YRAN_ECOLI	P0A7M2	P45465
RL28_ECOLI	YRAN_ECOLI	P0A7M2	P45465
RL28_ECOLI	RLMB_ECOLI	P0A7M2	P63177
RL28_ECOLI	NFI_ECOLI	P0A7M2	P68739
RL28_ECOLI	RCSB_ECOLI	P0A7M2	P69407
RL28_ECOLI	RCSB_ECOLI	P0A7M2	P69407
RL28_ECOLI	DMSD_ECOLI	P0A7M2	P69853
RL28_ECOLI	CSRA_ECOLI	P0A7M2	P69913
RL28_ECOLI	YBGK_ECOLI	P0A7M2	P75745
RL28_ECOLI	GSIB_ECOLI	P0A7M2	P75797
RL28_ECOLI	YBJX_ECOLI	P0A7M2	P75829
RL28_ECOLI	RLMI_ECOLI	P0A7M2	P75876
RL28_ECOLI	PAAK_ECOLI	P0A7M2	P76085
RL28_ECOLI	PAAX_ECOLI	P0A7M2	P76086
RL28_ECOLI	YEAO_ECOLI	P0A7M2	P76243
RL28_ECOLI	DCYD_ECOLI	P0A7M2	P76316
RL28_ECOLI	YFHM_ECOLI	P0A7M2	P76578
RL28_ECOLI	YFIQ_ECOLI	P0A7M2	P76594
RL28_ECOLI	GTRB_ECOLI	P0A7M2	P77293
RL28_ECOLI	YDII_ECOLI	P0A7M2	P77781
RL28_ECOLI	YAFM_ECOLI	P0A7M2	Q47152
RL29_ECOLI	IHFB_ECOLI	P0A7M6	P0A6Y1
RL29_ECOLI	TIG_ECOLI	P0A7M6	P0A850
RL29_ECOLI	DNAB_ECOLI	P0A7M6	P0ACB0
RL29_ECOLI	RL23_ECOLI	P0A7M6	P0ADZ0
RL29_ECOLI	DPO3E_ECOLI	P0A7M6	P03007
RL29_ECOLI	APAH_ECOLI	P0A7M6	P05637
RL29_ECOLI	PUTA_ECOLI	P0A7M6	P09546
RL29_ECOLI	RNPA_ECOLI	P0A7M6	P0A7Y8
RL29_ECOLI	YEEX_ECOLI	P0A7M6	P0A8M6
RL29_ECOLI	YFBU_ECOLI	P0A7M6	P0A8W8
RL29_ECOLI	FTSE_ECOLI	P0A7M6	P0A9R7
RL29_ECOLI	CLPA_ECOLI	P0A7M6	P0ABH9
RL29_ECOLI	TOP3_ECOLI	P0A7M6	P14294
RL29_ECOLI	SRLR_ECOLI	P0A7M6	P15082
RL29_ECOLI	PANB_ECOLI	P0A7M6	P31057
RL29_ECOLI	CBPA_ECOLI	P0A7M6	P36659
RL29_ECOLI	RLMN_ECOLI	P0A7M6	P36979
RL29_ECOLI	RCSA_ECOLI	P0A7M6	P69405
RL29_ECOLI	CSRA_ECOLI	P0A7M6	P69913
RL32_ECOLI	RS9_ECOLI	P0A7N4	P0A7X3
RL32_ECOLI	RL23_ECOLI	P0A7N4	P0ADZ0
RL33_ECOLI	TOP1_ECOLI	P0A7N9	P06612
RL33_ECOLI	GRPE_ECOLI	P0A7N9	P09372
RL33_ECOLI	PUTA_ECOLI	P0A7N9	P09546
RL33_ECOLI	CLPP_ECOLI	P0A7N9	P0A6G7
RL33_ECOLI	HSCB_ECOLI	P0A7N9	P0A6L9
RL33_ECOLI	FIS_ECOLI	P0A7N9	P0A6R3
RL33_ECOLI	IHFB_ECOLI	P0A7N9	P0A6Y1
RL33_ECOLI	DNAK_ECOLI	P0A7N9	P0A6Y8
RL33_ECOLI	HTPG_ECOLI	P0A7N9	P0A6Z3
RL33_ECOLI	IF3_ECOLI	P0A7N9	P0A707
RL33_ECOLI	KDSA_ECOLI	P0A7N9	P0A715
RL33_ECOLI	PTH_ECOLI	P0A7N9	P0A7D1
RL33_ECOLI	RPOA_ECOLI	P0A7N9	P0A7Z4
RL33_ECOLI	RPOA_ECOLI	P0A7N9	P0A7Z4
RL33_ECOLI	RPOB_ECOLI	P0A7N9	P0A8V2
RL33_ECOLI	PHOL_ECOLI	P0A7N9	P0A9K3
RL33_ECOLI	ZNUC_ECOLI	P0A7N9	P0A9X1
RL33_ECOLI	ZNUC_ECOLI	P0A7N9	P0A9X1
RL33_ECOLI	CLPA_ECOLI	P0A7N9	P0ABH9
RL33_ECOLI	CLPA_ECOLI	P0A7N9	P0ABH9
RL33_ECOLI	KDTA_ECOLI	P0A7N9	P0AC75
RL33_ECOLI	YCIS_ECOLI	P0A7N9	P0ACV4
RL33_ECOLI	NLPD_ECOLI	P0A7N9	P0ADA3
RL33_ECOLI	RL23_ECOLI	P0A7N9	P0ADZ0
RL33_ECOLI	SSB_ECOLI	P0A7N9	P0AGE0
RL33_ECOLI	TOP3_ECOLI	P0A7N9	P14294
RL33_ECOLI	SRLR_ECOLI	P0A7N9	P15082
RL33_ECOLI	HOLC_ECOLI	P0A7N9	P28905
RL33_ECOLI	HOLC_ECOLI	P0A7N9	P28905
RL33_ECOLI	CBPA_ECOLI	P0A7N9	P36659
RL33_ECOLI	RPIB_ECOLI	P0A7N9	P37351
RL33_ECOLI	RLMB_ECOLI	P0A7N9	P63177
RL33_ECOLI	YBJX_ECOLI	P0A7N9	P75829
RL33_ECOLI	YBJX_ECOLI	P0A7N9	P75829
RL33_ECOLI	YDCP_ECOLI	P0A7N9	P76104
RL33_ECOLI	YGCP_ECOLI	P0A7N9	Q46906
RL34_ECOLI	RL23_ECOLI	P0A7P5	P0ADZ0
RL34_ECOLI	SPEA_ECOLI	P0A7P5	P21170
RL34_ECOLI	DCOS_ECOLI	P0A7P5	P24169
RL36_ECOLI	GYRA_ECOLI	P0A7Q6	P0AES4
RL9_ECOLI	ILVG_ECOLI	P0A7R1	P00892
RL9_ECOLI	ILVI_ECOLI	P0A7R1	P00893
RL9_ECOLI	PNP_ECOLI	P0A7R1	P05055
RL9_ECOLI	CH60_ECOLI	P0A7R1	P0A6F5
RL9_ECOLI	FABZ_ECOLI	P0A7R1	P0A6Q6
RL9_ECOLI	HFQ_ECOLI	P0A7R1	P0A6X3
RL9_ECOLI	HFQ_ECOLI	P0A7R1	P0A6X3
RL9_ECOLI	DNAK_ECOLI	P0A7R1	P0A6Y8
RL9_ECOLI	IF3_ECOLI	P0A7R1	P0A707
RL9_ECOLI	RPPH_ECOLI	P0A7R1	P0A776
RL9_ECOLI	PGK_ECOLI	P0A7R1	P0A799
RL9_ECOLI	PGK_ECOLI	P0A7R1	P0A799
RL9_ECOLI	IPYR_ECOLI	P0A7R1	P0A7A9
RL9_ECOLI	HSLV_ECOLI	P0A7R1	P0A7B8
RL9_ECOLI	RL1_ECOLI	P0A7R1	P0A7L0
RL9_ECOLI	RL28_ECOLI	P0A7R1	P0A7M2
RL9_ECOLI	UVRC_ECOLI	P0A7R1	P0A8G0
RL9_ECOLI	RHLB_ECOLI	P0A7R1	P0A8J8
RL9_ECOLI	SYT_ECOLI	P0A7R1	P0A8M3
RL9_ECOLI	YEEX_ECOLI	P0A7R1	P0A8M6
RL9_ECOLI	SYK2_ECOLI	P0A7R1	P0A8N5
RL9_ECOLI	RPOC_ECOLI	P0A7R1	P0A8T7
RL9_ECOLI	YBGC_ECOLI	P0A7R1	P0A8Z3
RL9_ECOLI	OMPA_ECOLI	P0A7R1	P0A910
RL9_ECOLI	PHOL_ECOLI	P0A7R1	P0A9K3
RL9_ECOLI	DEAD_ECOLI	P0A7R1	P0A9P6
RL9_ECOLI	CSPC_ECOLI	P0A7R1	P0A9Y6
RL9_ECOLI	CLPA_ECOLI	P0A7R1	P0ABH9
RL9_ECOLI	YCIS_ECOLI	P0A7R1	P0ACV4
RL9_ECOLI	KPYK1_ECOLI	P0A7R1	P0AD61
RL9_ECOLI	RL23_ECOLI	P0A7R1	P0ADZ0
RL9_ECOLI	FKBX_ECOLI	P0A7R1	P0AEM0
RL9_ECOLI	SKP_ECOLI	P0A7R1	P0AEU7
RL9_ECOLI	OPPB_ECOLI	P0A7R1	P0AFH2
RL9_ECOLI	TREA_ECOLI	P0A7R1	P13482
RL9_ECOLI	SELB_ECOLI	P0A7R1	P14081
RL9_ECOLI	MURC_ECOLI	P0A7R1	P17952
RL9_ECOLI	RNR_ECOLI	P0A7R1	P21499
RL9_ECOLI	RNE_ECOLI	P0A7R1	P21513
RL9_ECOLI	LPXD_ECOLI	P0A7R1	P21645
RL9_ECOLI	YJBH_ECOLI	P0A7R1	P32689
RL9_ECOLI	YADG_ECOLI	P0A7R1	P36879
RL9_ECOLI	RLMN_ECOLI	P0A7R1	P36979
RL9_ECOLI	YHJD_ECOLI	P0A7R1	P37642
RL9_ECOLI	YHJG_ECOLI	P0A7R1	P37645
RL9_ECOLI	RLUB_ECOLI	P0A7R1	P37765
RL9_ECOLI	YJIY_ECOLI	P0A7R1	P39396
RL9_ECOLI	HRPA_ECOLI	P0A7R1	P43329
RL9_ECOLI	RL2_ECOLI	P0A7R1	P60422
RL9_ECOLI	LEPA_ECOLI	P0A7R1	P60785
RL9_ECOLI	RLMB_ECOLI	P0A7R1	P63177
RL9_ECOLI	RCSB_ECOLI	P0A7R1	P69407
RL9_ECOLI	CSRA_ECOLI	P0A7R1	P69913
RL9_ECOLI	YBJX_ECOLI	P0A7R1	P75829
RL9_ECOLI	RLMI_ECOLI	P0A7R1	P75876
RL9_ECOLI	YDCP_ECOLI	P0A7R1	P76104
RL9_ECOLI	YNCE_ECOLI	P0A7R1	P76116
RS10_ECOLI	CARB_ECOLI	P0A7R5	P00968
RS10_ECOLI	PBPA_ECOLI	P0A7R5	P02918
RS10_ECOLI	DNAA_ECOLI	P0A7R5	P03004
RS10_ECOLI	GCP_ECOLI	P0A7R5	P05852
RS10_ECOLI	TOP1_ECOLI	P0A7R5	P06612
RS10_ECOLI	TOP1_ECOLI	P0A7R5	P06612
RS10_ECOLI	RF2_ECOLI	P0A7R5	P07012
RS10_ECOLI	SYL_ECOLI	P0A7R5	P07813
RS10_ECOLI	DNAJ_ECOLI	P0A7R5	P08622
RS10_ECOLI	HSLU_ECOLI	P0A7R5	P0A6H5
RS10_ECOLI	HSLU_ECOLI	P0A7R5	P0A6H5
RS10_ECOLI	GREA_ECOLI	P0A7R5	P0A6W5
RS10_ECOLI	HSLO_ECOLI	P0A7R5	P0A6Y5
RS10_ECOLI	IF3_ECOLI	P0A7R5	P0A707
RS10_ECOLI	IF3_ECOLI	P0A7R5	P0A707
RS10_ECOLI	KDSA_ECOLI	P0A7R5	P0A715
RS10_ECOLI	MURA_ECOLI	P0A7R5	P0A749
RS10_ECOLI	NAGB_ECOLI	P0A7R5	P0A759
RS10_ECOLI	NUSB_ECOLI	P0A7R5	P0A780
RS10_ECOLI	PLSB_ECOLI	P0A7R5	P0A7A7
RS10_ECOLI	PTH_ECOLI	P0A7R5	P0A7D1
RS10_ECOLI	RS5_ECOLI	P0A7R5	P0A7W1
RS10_ECOLI	RNPA_ECOLI	P0A7R5	P0A7Y8
RS10_ECOLI	RPOA_ECOLI	P0A7R5	P0A7Z4
RS10_ECOLI	RUVB_ECOLI	P0A7R5	P0A812
RS10_ECOLI	TIG_ECOLI	P0A7R5	P0A850
RS10_ECOLI	YACL_ECOLI	P0A7R5	P0A8E5
RS10_ECOLI	UVRC_ECOLI	P0A7R5	P0A8G0
RS10_ECOLI	RHLB_ECOLI	P0A7R5	P0A8J8
RS10_ECOLI	SYT_ECOLI	P0A7R5	P0A8M3
RS10_ECOLI	YEEX_ECOLI	P0A7R5	P0A8M6
RS10_ECOLI	SYK2_ECOLI	P0A7R5	P0A8N5
RS10_ECOLI	RPOB_ECOLI	P0A7R5	P0A8V2
RS10_ECOLI	CSPD_ECOLI	P0A7R5	P0A968
RS10_ECOLI	CSPD_ECOLI	P0A7R5	P0A968
RS10_ECOLI	LDCI_ECOLI	P0A7R5	P0A9H3
RS10_ECOLI	DEAD_ECOLI	P0A7R5	P0A9P6
RS10_ECOLI	DEAD_ECOLI	P0A7R5	P0A9P6
RS10_ECOLI	CSPA_ECOLI	P0A7R5	P0A9X9
RS10_ECOLI	YBAK_ECOLI	P0A7R5	P0AAR3
RS10_ECOLI	CLPA_ECOLI	P0A7R5	P0ABH9
RS10_ECOLI	DPS_ECOLI	P0A7R5	P0ABT2
RS10_ECOLI	FTSX_ECOLI	P0A7R5	P0AC30
RS10_ECOLI	MBHM_ECOLI	P0A7R5	P0ACE0
RS10_ECOLI	MBHM_ECOLI	P0A7R5	P0ACE0
RS10_ECOLI	HSLR_ECOLI	P0A7R5	P0ACG8
RS10_ECOLI	YCIS_ECOLI	P0A7R5	P0ACV4
RS10_ECOLI	NLPD_ECOLI	P0A7R5	P0ADA3
RS10_ECOLI	PARC_ECOLI	P0A7R5	P0AFI2
RS10_ECOLI	SPOT_ECOLI	P0A7R5	P0AG24
RS10_ECOLI	SERB_ECOLI	P0A7R5	P0AGB0
RS10_ECOLI	SSB_ECOLI	P0A7R5	P0AGE0
RS10_ECOLI	YFIF_ECOLI	P0A7R5	P0AGJ5
RS10_ECOLI	SECA_ECOLI	P0A7R5	P10408
RS10_ECOLI	RNE_ECOLI	P0A7R5	P21513
RS10_ECOLI	MURE_ECOLI	P0A7R5	P22188
RS10_ECOLI	MUKB_ECOLI	P0A7R5	P22523
RS10_ECOLI	HOLB_ECOLI	P0A7R5	P28631
RS10_ECOLI	PANB_ECOLI	P0A7R5	P31057
RS10_ECOLI	THIB_ECOLI	P0A7R5	P31550
RS10_ECOLI	DUSC_ECOLI	P0A7R5	P33371
RS10_ECOLI	RLMN_ECOLI	P0A7R5	P36979
RS10_ECOLI	CSPB_ECOLI	P0A7R5	P36995
RS10_ECOLI	CSPB_ECOLI	P0A7R5	P36995
RS10_ECOLI	YFCB_ECOLI	P0A7R5	P39199
RS10_ECOLI	RSGA_ECOLI	P0A7R5	P39286
RS10_ECOLI	FTSK_ECOLI	P0A7R5	P46889
RS10_ECOLI	TORZ_ECOLI	P0A7R5	P46923
RS10_ECOLI	RSMH_ECOLI	P0A7R5	P60390
RS10_ECOLI	RSMH_ECOLI	P0A7R5	P60390
RS10_ECOLI	LEPA_ECOLI	P0A7R5	P60785
RS10_ECOLI	LOLA_ECOLI	P0A7R5	P61316
RS10_ECOLI	ISPF_ECOLI	P0A7R5	P62617
RS10_ECOLI	GMHB_ECOLI	P0A7R5	P63228
RS10_ECOLI	CLPB_ECOLI	P0A7R5	P63284
RS10_ECOLI	YGGS_ECOLI	P0A7R5	P67080
RS10_ECOLI	RCSB_ECOLI	P0A7R5	P69407
RS10_ECOLI	RLMI_ECOLI	P0A7R5	P75876
RS10_ECOLI	EUTL_ECOLI	P0A7R5	P76541
RS10_ECOLI	YFFS_ECOLI	P0A7R5	P76550
RS10_ECOLI	YFIQ_ECOLI	P0A7R5	P76594
RS10_ECOLI	YFIQ_ECOLI	P0A7R5	P76594
RS10_ECOLI	YBAY_ECOLI	P0A7R5	P77717
RS10_ECOLI	QUEC_ECOLI	P0A7R5	P77756
RS10_ECOLI	YGFU_ECOLI	P0A7R5	Q46821
RS11_ECOLI	TIG_ECOLI	P0A7R9	P0A850
RS11_ECOLI	YACL_ECOLI	P0A7R9	P0A8E5
RS11_ECOLI	UVRC_ECOLI	P0A7R9	P0A8G0
RS11_ECOLI	YGGE_ECOLI	P0A7R9	P0ADS6
RS11_ECOLI	SOHB_ECOLI	P0A7R9	P0AG14
RS11_ECOLI	SPOT_ECOLI	P0A7R9	P0AG24
RS11_ECOLI	YFIF_ECOLI	P0A7R9	P0AGJ5
RS11_ECOLI	RNR_ECOLI	P0A7R9	P21499
RS11_ECOLI	RL4_ECOLI	P0A7R9	P60723
RS11_ECOLI	GMHB_ECOLI	P0A7R9	P63228
RS11_ECOLI	YFFS_ECOLI	P0A7R9	P76550
RS12_ECOLI	RS7_ECOLI	P0A7S3	P02359
RS12_ECOLI	HSLO_ECOLI	P0A7S3	P0A6Y5
RS12_ECOLI	RL32_ECOLI	P0A7S3	P0A7N4
RS12_ECOLI	YACL_ECOLI	P0A7S3	P0A8E5
RS12_ECOLI	UVRC_ECOLI	P0A7S3	P0A8G0
RS12_ECOLI	DEAD_ECOLI	P0A7S3	P0A9P6
RS12_ECOLI	ULAR_ECOLI	P0A7S3	P0A9W0
RS12_ECOLI	RL13_ECOLI	P0A7S3	P0AA10
RS12_ECOLI	ALLR_ECOLI	P0A7S3	P0ACN4
RS12_ECOLI	ALLR_ECOLI	P0A7S3	P0ACN4
RS12_ECOLI	YFIF_ECOLI	P0A7S3	P0AGJ5
RS12_ECOLI	YFIF_ECOLI	P0A7S3	P0AGJ5
RS12_ECOLI	AIDB_ECOLI	P0A7S3	P33224
RS12_ECOLI	AIDB_ECOLI	P0A7S3	P33224
RS12_ECOLI	GMHB_ECOLI	P0A7S3	P63228
RS12_ECOLI	YQJI_ECOLI	P0A7S3	P64588
RS12_ECOLI	IF1_ECOLI	P0A7S3	P69222
RS13_ECOLI	SYGA_ECOLI	P0A7S9	P00960
RS13_ECOLI	PBPA_ECOLI	P0A7S9	P02918
RS13_ECOLI	DNAA_ECOLI	P0A7S9	P03004
RS13_ECOLI	DNAA_ECOLI	P0A7S9	P03004
RS13_ECOLI	PNP_ECOLI	P0A7S9	P05055
RS13_ECOLI	FDHF_ECOLI	P0A7S9	P07658
RS13_ECOLI	DNAJ_ECOLI	P0A7S9	P08622
RS13_ECOLI	ACP_ECOLI	P0A7S9	P0A6A8
RS13_ECOLI	FIS_ECOLI	P0A7S9	P0A6R3
RS13_ECOLI	HFQ_ECOLI	P0A7S9	P0A6X3
RS13_ECOLI	IF3_ECOLI	P0A7S9	P0A707
RS13_ECOLI	RS19_ECOLI	P0A7S9	P0A7U3
RS13_ECOLI	RS9_ECOLI	P0A7S9	P0A7X3
RS13_ECOLI	RPOZ_ECOLI	P0A7S9	P0A800
RS13_ECOLI	YACL_ECOLI	P0A7S9	P0A8E5
RS13_ECOLI	SYT_ECOLI	P0A7S9	P0A8M3
RS13_ECOLI	CSPD_ECOLI	P0A7S9	P0A968
RS13_ECOLI	CSPD_ECOLI	P0A7S9	P0A968
RS13_ECOLI	RNG_ECOLI	P0A7S9	P0A9J0
RS13_ECOLI	PHOL_ECOLI	P0A7S9	P0A9K3
RS13_ECOLI	PHOL_ECOLI	P0A7S9	P0A9K3
RS13_ECOLI	ULAR_ECOLI	P0A7S9	P0A9W0
RS13_ECOLI	CSPC_ECOLI	P0A7S9	P0A9Y6
RS13_ECOLI	CSPC_ECOLI	P0A7S9	P0A9Y6
RS13_ECOLI	ATPG_ECOLI	P0A7S9	P0ABA6
RS13_ECOLI	ALLR_ECOLI	P0A7S9	P0ACN4
RS13_ECOLI	KPYK1_ECOLI	P0A7S9	P0AD61
RS13_ECOLI	FKBX_ECOLI	P0A7S9	P0AEM0
RS13_ECOLI	SOHB_ECOLI	P0A7S9	P0AG14
RS13_ECOLI	ICLR_ECOLI	P0A7S9	P16528
RS13_ECOLI	ICLR_ECOLI	P0A7S9	P16528
RS13_ECOLI	RNR_ECOLI	P0A7S9	P21499
RS13_ECOLI	MAK_ECOLI	P0A7S9	P23917
RS13_ECOLI	YJAG_ECOLI	P0A7S9	P32680
RS13_ECOLI	CBPA_ECOLI	P0A7S9	P36659
RS13_ECOLI	RLMN_ECOLI	P0A7S9	P36979
RS13_ECOLI	RLUB_ECOLI	P0A7S9	P37765
RS13_ECOLI	RLUB_ECOLI	P0A7S9	P37765
RS13_ECOLI	KDSD_ECOLI	P0A7S9	P45395
RS13_ECOLI	RL4_ECOLI	P0A7S9	P60723
RS13_ECOLI	RL4_ECOLI	P0A7S9	P60723
RS13_ECOLI	GMHB_ECOLI	P0A7S9	P63228
RS13_ECOLI	RS21_ECOLI	P0A7S9	P68679
RS13_ECOLI	NFI_ECOLI	P0A7S9	P68739
RS13_ECOLI	NFI_ECOLI	P0A7S9	P68739
RS13_ECOLI	YBJX_ECOLI	P0A7S9	P75829
RS13_ECOLI	DCYD_ECOLI	P0A7S9	P76316
RS13_ECOLI	YFFL_ECOLI	P0A7S9	P76543
RS13_ECOLI	YFIQ_ECOLI	P0A7S9	P76594
RS13_ECOLI	HLDE_ECOLI	P0A7S9	P76658
RS13_ECOLI	GTRB_ECOLI	P0A7S9	P77293
RS16_ECOLI	PHSM_ECOLI	P0A7T3	P00490
RS16_ECOLI	SYL_ECOLI	P0A7T3	P07813
RS16_ECOLI	CLPP_ECOLI	P0A7T3	P0A6G7
RS16_ECOLI	IF3_ECOLI	P0A7T3	P0A707
RS16_ECOLI	PYRH_ECOLI	P0A7T3	P0A7E9
RS16_ECOLI	RPOA_ECOLI	P0A7T3	P0A7Z4
RS16_ECOLI	RHLB_ECOLI	P0A7T3	P0A8J8
RS16_ECOLI	YCJF_ECOLI	P0A7T3	P0A8R7
RS16_ECOLI	PHOL_ECOLI	P0A7T3	P0A9K3
RS16_ECOLI	PHOL_ECOLI	P0A7T3	P0A9K3
RS16_ECOLI	DEAD_ECOLI	P0A7T3	P0A9P6
RS16_ECOLI	CYOA_ECOLI	P0A7T3	P0ABJ1
RS16_ECOLI	YCIS_ECOLI	P0A7T3	P0ACV4
RS16_ECOLI	NUSG_ECOLI	P0A7T3	P0AFG0
RS16_ECOLI	SPOT_ECOLI	P0A7T3	P0AG24
RS16_ECOLI	SPOT_ECOLI	P0A7T3	P0AG24
RS16_ECOLI	DPO3A_ECOLI	P0A7T3	P10443
RS16_ECOLI	RNR_ECOLI	P0A7T3	P21499
RS16_ECOLI	RAVA_ECOLI	P0A7T3	P31473
RS16_ECOLI	RLUB_ECOLI	P0A7T3	P37765
RS16_ECOLI	YEGH_ECOLI	P0A7T3	P76389
RS16_ECOLI	ILVG_ECOLI	P0A7T3	P00892
RS16_ECOLI	TONB_ECOLI	P0A7T3	P02929
RS16_ECOLI	APAH_ECOLI	P0A7T3	P05637
RS16_ECOLI	PUTA_ECOLI	P0A7T3	P09546
RS16_ECOLI	HSLV_ECOLI	P0A7T3	P0A7B8
RS16_ECOLI	RNPA_ECOLI	P0A7T3	P0A7Y8
RS16_ECOLI	TRMB_ECOLI	P0A7T3	P0A8I5
RS16_ECOLI	P5CR_ECOLI	P0A7T3	P0A9L8
RS16_ECOLI	FTSE_ECOLI	P0A7T3	P0A9R7
RS16_ECOLI	RSUA_ECOLI	P0A7T3	P0AA43
