Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B
DAPF_A	YNCE_G	DAPF_ECOLI	YNCE_ECOLI	P0A6K1	P76116
DEF_A	USG_A	DEF_ECOLI	USG_ECOLI	P0A6K3	P08390
DEF_A	USG_A	DEF_ECOLI	USG_ECOLI	P0A6K3	P08390
DEF_A	RL4_A	DEF_ECOLI	RL4_ECOLI	P0A6K3	P60723
DEF_A	DEF_A	DEF_ECOLI	DEF_ECOLI	P0A6K3	P0A6K3
DEOB_A	PBPA_B	DEOB_ECOLI	PBPA_ECOLI	P0A6K6	P02918
DEOC_A	DEOC_A	DEOC_ECOLI	DEOC_ECOLI	P0A6L0	P0A6L0
NANA_A	NANA_A	NANA_ECOLI	NANA_ECOLI	P0A6L4	P0A6L4
HSCB_A	CLPX_A	HSCB_ECOLI	CLPX_ECOLI	P0A6L9	P0A6H1
HSCB_A	HSCA_A	HSCB_ECOLI	HSCA_ECOLI	P0A6L9	P0A6Z1
HSCB_A	RL10_A	HSCB_ECOLI	RL10_ECOLI	P0A6L9	P0A7J3
HSCB_A	RL11_A	HSCB_ECOLI	RL11_ECOLI	P0A6L9	P0A7J7
HSCB_A	RL1_A	HSCB_ECOLI	RL1_ECOLI	P0A6L9	P0A7L0
HSCB_A	RS2_A	HSCB_ECOLI	RS2_ECOLI	P0A6L9	P0A7V0
HSCB_A	CLPB_A	HSCB_ECOLI	CLPB_ECOLI	P0A6L9	P63284
HSCB_A	CLPB_A	HSCB_ECOLI	CLPB_ECOLI	P0A6L9	P63284
HSCB_A	HSCB_A	HSCB_ECOLI	HSCB_ECOLI	P0A6L9	P0A6L9
HSCB_A	HTPG_F1	HSCB_ECOLI	HTPG_ECOLI	P0A6L9	P0A6Z3
HSCB_A	RL29_A	HSCB_ECOLI	RL29_ECOLI	P0A6L9	P0A7M6
HSCB_A	METK_A	HSCB_ECOLI	METK_ECOLI	P0A6L9	P0A817
HSCB_A	NIFU_A	HSCB_ECOLI	NIFU_ECOLI	P0A6L9	P0ACD4
HSCB_A	UGPB_G	HSCB_ECOLI	UGPB_ECOLI	P0A6L9	P0AG80
HSCB_A	EFTU1_F1	HSCB_ECOLI	EFTU1_ECOLI	P0A6L9	P0CE47
HSCB_A	DCUD_B	HSCB_ECOLI	DCUD_ECOLI	P0A6L9	P45428
HSCB_A	DCUD_B	HSCB_ECOLI	DCUD_ECOLI	P0A6L9	P45428
DTD_A	RL3_A	DTD_ECOLI	RL3_ECOLI	P0A6M4	P60438
DTD_A	RL22_A	DTD_ECOLI	RL22_ECOLI	P0A6M4	P61175
DTD_A	DTD_A	DTD_ECOLI	DTD_ECOLI	P0A6M4	P0A6M4
DTD_A	YIHI_A	DTD_ECOLI	YIHI_ECOLI	P0A6M4	P0A8H6
EFG_A	YPDI_I	EFG_ECOLI	YPDI_ECOLI	P0A6M8	O32528
EFG_A	AROB_A	EFG_ECOLI	AROB_ECOLI	P0A6M8	P07639
EFG_A	CH10_A	EFG_ECOLI	CH10_ECOLI	P0A6M8	P0A6F9
EFG_A	HSLU_A	EFG_ECOLI	HSLU_ECOLI	P0A6M8	P0A6H5
EFG_A	EFG_A	EFG_ECOLI	EFG_ECOLI	P0A6M8	P0A6M8
EFG_A	NAGB_B	EFG_ECOLI	NAGB_ECOLI	P0A6M8	P0A759
EFG_A	PYRH_A	EFG_ECOLI	PYRH_ECOLI	P0A6M8	P0A7E9
EFG_A	SYK2_A	EFG_ECOLI	SYK2_ECOLI	P0A6M8	P0A8N5
EFG_A	RIMI_A	EFG_ECOLI	RIMI_ECOLI	P0A6M8	P0A944
EFG_A	FTSZ_F1	EFG_ECOLI	FTSZ_ECOLI	P0A6M8	P0A9A6
EFG_A	MREB_F1	EFG_ECOLI	MREB_ECOLI	P0A6M8	P0A9X4
EFG_A	MREB_F1	EFG_ECOLI	MREB_ECOLI	P0A6M8	P0A9X4
EFG_A	EFTU1_F1	EFG_ECOLI	EFTU1_ECOLI	P0A6M8	P0CE47
EFG_A	MURF_A	EFG_ECOLI	MURF_ECOLI	P0A6M8	P11880
EFG_A	MURG_F1	EFG_ECOLI	MURG_ECOLI	P0A6M8	P17443
EFG_A	MUTY_A	EFG_ECOLI	MUTY_ECOLI	P0A6M8	P17802
EFG_A	MURE_A	EFG_ECOLI	MURE_ECOLI	P0A6M8	P22188
EFG_A	HYPD_A	EFG_ECOLI	HYPD_ECOLI	P0A6M8	P24192
EFG_A	PEPT_A	EFG_ECOLI	PEPT_ECOLI	P0A6M8	P29745
EFG_A	POTF_G	EFG_ECOLI	POTF_ECOLI	P0A6M8	P31133
EFG_A	RLMN_A	EFG_ECOLI	RLMN_ECOLI	P0A6M8	P36979
EFG_A	YFCC_B	EFG_ECOLI	YFCC_ECOLI	P0A6M8	P39263
EFG_A	RSGA_A	EFG_ECOLI	RSGA_ECOLI	P0A6M8	P39286
EFG_A	RL4_A	EFG_ECOLI	RL4_ECOLI	P0A6M8	P60723
EFG_A	RMLA2_A	EFG_ECOLI	RMLA2_ECOLI	P0A6M8	P61887
EFG_A	YQJI_A	EFG_ECOLI	YQJI_ECOLI	P0A6M8	P64588
EFG_A	APT_A	EFG_ECOLI	APT_ECOLI	P0A6M8	P69503
EFG_A	GTRB_B	EFG_ECOLI	GTRB_ECOLI	P0A6M8	P77293
EFP_A	PBPA_B	EFP_ECOLI	PBPA_ECOLI	P0A6N4	P02918
EFP_A	EXBD_B	EFP_ECOLI	EXBD_ECOLI	P0A6N4	P0ABV2
EFPL_A	EFPL_A	EFPL_ECOLI	EFPL_ECOLI	P0A6N8	P0A6N8
EFTS_A	EFTS_A	EFTS_ECOLI	EFTS_ECOLI	P0A6P1	P0A6P1
EFTS_A	RIMI_A	EFTS_ECOLI	RIMI_ECOLI	P0A6P1	P0A944
EFTS_A	LHR_B	EFTS_ECOLI	LHR_ECOLI	P0A6P1	P30015
EFTS_A	ASR_G	EFTS_ECOLI	ASR_ECOLI	P0A6P1	P36560
EFTS_A	YAFV_A	EFTS_ECOLI	YAFV_ECOLI	P0A6P1	Q47679
ENGA_A	ENGA_A	ENGA_ECOLI	ENGA_ECOLI	P0A6P5	P0A6P5
ENGA_A	RS2_A	ENGA_ECOLI	RS2_ECOLI	P0A6P5	P0A7V0
ENGA_A	RS3_A	ENGA_ECOLI	RS3_ECOLI	P0A6P5	P0A7V3
ENGA_A	RL2_A	ENGA_ECOLI	RL2_ECOLI	P0A6P5	P60422
ENGA_A	FADI_A	ENGA_ECOLI	FADI_ECOLI	P0A6P5	P76503
ENGB_A	ENGB_A	ENGB_ECOLI	ENGB_ECOLI	P0A6P7	P0A6P7
ENO_A	TONB_B	ENO_ECOLI	TONB_ECOLI	P0A6P9	P02929
ENO_A	PNP_A	ENO_ECOLI	PNP_ECOLI	P0A6P9	P05055
ENO_A	PNP_A	ENO_ECOLI	PNP_ECOLI	P0A6P9	P05055
ENO_A	APAH_A	ENO_ECOLI	APAH_ECOLI	P0A6P9	P05637
ENO_A	PUTA_F1	ENO_ECOLI	PUTA_ECOLI	P0A6P9	P09546
ENO_A	ENO_A	ENO_ECOLI	ENO_ECOLI	P0A6P9	P0A6P9
ENO_A	FABZ_F1	ENO_ECOLI	FABZ_ECOLI	P0A6P9	P0A6Q6
ENO_A	HFQ_F1	ENO_ECOLI	HFQ_ECOLI	P0A6P9	P0A6X3
ENO_A	HFQ_F1	ENO_ECOLI	HFQ_ECOLI	P0A6P9	P0A6X3
ENO_A	DNAK_F1	ENO_ECOLI	DNAK_ECOLI	P0A6P9	P0A6Y8
ENO_A	NAGB_B	ENO_ECOLI	NAGB_ECOLI	P0A6P9	P0A759
ENO_A	RS5_A	ENO_ECOLI	RS5_ECOLI	P0A6P9	P0A7W1
ENO_A	SUCC_A	ENO_ECOLI	SUCC_ECOLI	P0A6P9	P0A836
ENO_A	RHLB_A	ENO_ECOLI	RHLB_ECOLI	P0A6P9	P0A8J8
ENO_A	SYT_A	ENO_ECOLI	SYT_ECOLI	P0A6P9	P0A8M3
ENO_A	SYK2_A	ENO_ECOLI	SYK2_ECOLI	P0A6P9	P0A8N5
ENO_A	RNG_A	ENO_ECOLI	RNG_ECOLI	P0A6P9	P0A9J0
ENO_A	P5CR_A	ENO_ECOLI	P5CR_ECOLI	P0A6P9	P0A9L8
ENO_A	YBCJ_A	ENO_ECOLI	YBCJ_ECOLI	P0A6P9	P0AAS7
ENO_A	YBCJ_A	ENO_ECOLI	YBCJ_ECOLI	P0A6P9	P0AAS7
ENO_A	EXBB_B	ENO_ECOLI	EXBB_ECOLI	P0A6P9	P0ABU7
ENO_A	PINR_A	ENO_ECOLI	PINR_ECOLI	P0A6P9	P0ADI0
ENO_A	ACRA_E	ENO_ECOLI	ACRA_ECOLI	P0A6P9	P0AE06
ENO_A	HYFE_B	ENO_ECOLI	HYFE_ECOLI	P0A6P9	P0AEW1
ENO_A	RPE_A	ENO_ECOLI	RPE_ECOLI	P0A6P9	P0AG07
ENO_A	RPE_A	ENO_ECOLI	RPE_ECOLI	P0A6P9	P0AG07
ENO_A	IBPA_A	ENO_ECOLI	IBPA_ECOLI	P0A6P9	P0C054
ENO_A	IBPA_A	ENO_ECOLI	IBPA_ECOLI	P0A6P9	P0C054
ENO_A	TREA_G	ENO_ECOLI	TREA_ECOLI	P0A6P9	P13482
ENO_A	RNE_F1	ENO_ECOLI	RNE_ECOLI	P0A6P9	P21513
ENO_A	PABC_A	ENO_ECOLI	PABC_ECOLI	P0A6P9	P28305
ENO_A	LHR_B	ENO_ECOLI	LHR_ECOLI	P0A6P9	P30015
ENO_A	POTF_G	ENO_ECOLI	POTF_ECOLI	P0A6P9	P31133
ENO_A	OTSA_A	ENO_ECOLI	OTSA_ECOLI	P0A6P9	P31677
ENO_A	TKT2_A	ENO_ECOLI	TKT2_ECOLI	P0A6P9	P33570
ENO_A	YEFI_F1	ENO_ECOLI	YEFI_ECOLI	P0A6P9	P37751
ENO_A	YHDP_H	ENO_ECOLI	YHDP_ECOLI	P0A6P9	P46474
ENO_A	TORZ_G	ENO_ECOLI	TORZ_ECOLI	P0A6P9	P46923
ENO_A	YDJL_B	ENO_ECOLI	YDJL_ECOLI	P0A6P9	P77539
ENO_A	YQHD_A	ENO_ECOLI	YQHD_ECOLI	P0A6P9	Q46856
FABA_A	RS6_A	FABA_ECOLI	RS6_ECOLI	P0A6Q3	P02358
FABA_A	ENO_A	FABA_ECOLI	ENO_ECOLI	P0A6Q3	P0A6P9
FABA_A	PGK_A	FABA_ECOLI	PGK_ECOLI	P0A6Q3	P0A799
FABA_A	RL19_A	FABA_ECOLI	RL19_ECOLI	P0A6Q3	P0A7K6
FABA_A	RL1_A	FABA_ECOLI	RL1_ECOLI	P0A6Q3	P0A7L0
FABA_A	RL1_A	FABA_ECOLI	RL1_ECOLI	P0A6Q3	P0A7L0
FABA_A	RL28_A	FABA_ECOLI	RL28_ECOLI	P0A6Q3	P0A7M2
FABA_A	RS13_A	FABA_ECOLI	RS13_ECOLI	P0A6Q3	P0A7S9
FABA_A	RS13_A	FABA_ECOLI	RS13_ECOLI	P0A6Q3	P0A7S9
FABA_A	RS18_A	FABA_ECOLI	RS18_ECOLI	P0A6Q3	P0A7T7
FABA_A	RS2_A	FABA_ECOLI	RS2_ECOLI	P0A6Q3	P0A7V0
FABA_A	RS5_A	FABA_ECOLI	RS5_ECOLI	P0A6Q3	P0A7W1
FABA_A	G3P1_A	FABA_ECOLI	G3P1_ECOLI	P0A6Q3	P0A9B2
FABA_A	DBHA_A	FABA_ECOLI	DBHA_ECOLI	P0A6Q3	P0ACF0
FABA_A	RL2_A	FABA_ECOLI	RL2_ECOLI	P0A6Q3	P60422
FABA_A	RL2_A	FABA_ECOLI	RL2_ECOLI	P0A6Q3	P60422
FABA_A	CH10_A	FABA_ECOLI	CH10_ECOLI	P0A6Q3	P0A6F9
FABA_A	FABA_A	FABA_ECOLI	FABA_ECOLI	P0A6Q3	P0A6Q3
FABA_A	SRP54_F1	FABA_ECOLI	SRP54_ECOLI	P0A6Q3	P0AGD7
FABA_A	EFTU1_F1	FABA_ECOLI	EFTU1_ECOLI	P0A6Q3	P0CE47
FABA_A	YFCL_A	FABA_ECOLI	YFCL_ECOLI	P0A6Q3	P64540
FABA_A	VES_B	FABA_ECOLI	VES_ECOLI	P0A6Q3	P76214
FABZ_F1	SYQ_A	FABZ_ECOLI	SYQ_ECOLI	P0A6Q6	P00962
FABZ_F1	RL10_A	FABZ_ECOLI	RL10_ECOLI	P0A6Q6	P0A7J3
FABZ_F1	RL19_A	FABZ_ECOLI	RL19_ECOLI	P0A6Q6	P0A7K6
FABZ_F1	RL1_A	FABZ_ECOLI	RL1_ECOLI	P0A6Q6	P0A7L0
FABZ_F1	RS2_A	FABZ_ECOLI	RS2_ECOLI	P0A6Q6	P0A7V0
FABZ_F1	RS3_A	FABZ_ECOLI	RS3_ECOLI	P0A6Q6	P0A7V3
FABZ_F1	RS4_A	FABZ_ECOLI	RS4_ECOLI	P0A6Q6	P0A7V8
FABZ_F1	RS4_A	FABZ_ECOLI	RS4_ECOLI	P0A6Q6	P0A7V8
FABZ_F1	RL13_A	FABZ_ECOLI	RL13_ECOLI	P0A6Q6	P0AA10
FABZ_F1	RL2_A	FABZ_ECOLI	RL2_ECOLI	P0A6Q6	P60422
FABZ_F1	RL5_A	FABZ_ECOLI	RL5_ECOLI	P0A6Q6	P62399
FABZ_F1	FABZ_F1	FABZ_ECOLI	FABZ_ECOLI	P0A6Q6	P0A6Q6
FABZ_F1	LON_A	FABZ_ECOLI	LON_ECOLI	P0A6Q6	P0A9M0
FABZ_F1	SRP54_F1	FABZ_ECOLI	SRP54_ECOLI	P0A6Q6	P0AGD7
FABZ_F1	SRP54_F1	FABZ_ECOLI	SRP54_ECOLI	P0A6Q6	P0AGD7
FABZ_F1	RNE_F1	FABZ_ECOLI	RNE_ECOLI	P0A6Q6	P21513
FABH_A	ACP_F1	FABH_ECOLI	ACP_ECOLI	P0A6R0	P0A6A8
FABH_A	FABH_A	FABH_ECOLI	FABH_ECOLI	P0A6R0	P0A6R0
FABH_A	PEPB_A	FABH_ECOLI	PEPB_ECOLI	P0A6R0	P37095
FIS_A	DPO1_A	FIS_ECOLI	DPO1_ECOLI	P0A6R3	P00582
FIS_A	RS10_A	FIS_ECOLI	RS10_ECOLI	P0A6R3	P0A7R5
FIS_A	RS2_A	FIS_ECOLI	RS2_ECOLI	P0A6R3	P0A7V0
FIS_A	RS5_A	FIS_ECOLI	RS5_ECOLI	P0A6R3	P0A7W1
FIS_A	RPOA_A	FIS_ECOLI	RPOA_ECOLI	P0A6R3	P0A7Z4
FIS_A	RPOC_A	FIS_ECOLI	RPOC_ECOLI	P0A6R3	P0A8T7
FIS_A	RL3_A	FIS_ECOLI	RL3_ECOLI	P0A6R3	P60438
FIS_A	RL4_A	FIS_ECOLI	RL4_ECOLI	P0A6R3	P60723
FIS_A	RL22_A	FIS_ECOLI	RL22_ECOLI	P0A6R3	P61175
FIS_A	UVRD_A	FIS_ECOLI	UVRD_ECOLI	P0A6R3	P03018
FIS_A	FIS_A	FIS_ECOLI	FIS_ECOLI	P0A6R3	P0A6R3
FIS_A	DNAK_F1	FIS_ECOLI	DNAK_ECOLI	P0A6R3	P0A6Y8
FIS_A	DBHB_A	FIS_ECOLI	DBHB_ECOLI	P0A6R3	P0ACF4
FIS_A	DBHB_A	FIS_ECOLI	DBHB_ECOLI	P0A6R3	P0ACF4
FIS_A	THIG_A	FIS_ECOLI	THIG_ECOLI	P0A6R3	P30139
FIS_A	YAFC_B	FIS_ECOLI	YAFC_ECOLI	P0A6R3	P30864
FIS_A	KDGR_A	FIS_ECOLI	KDGR_ECOLI	P0A6R3	P76268
FLGH_I	NIFJ_A	FLGH_ECOLI	NIFJ_ECOLI	P0A6S0	P52647
FLGH_I	FLIM_F1	FLGH_ECOLI	FLIM_ECOLI	P0A6S0	P06974
FLGH_I	CHEW_A	FLGH_ECOLI	CHEW_ECOLI	P0A6S0	P0A964
FLGH_I	FLIT_A	FLGH_ECOLI	FLIT_ECOLI	P0A6S0	P0ABY2
FLGH_I	GPH_A	FLGH_ECOLI	GPH_ECOLI	P0A6S0	P32662
FLGI_G	FKBX_A	FLGI_ECOLI	FKBX_ECOLI	P0A6S3	P0AEM0
FTSB_B	FTSI_B	FTSB_ECOLI	FTSI_ECOLI	P0A6S5	P0AD68
GPDA_A	DBHA_A	GPDA_ECOLI	DBHA_ECOLI	P0A6S7	P0ACF0
GPDA_A	RL23_A	GPDA_ECOLI	RL23_ECOLI	P0A6S7	P0ADZ0
G6PI_A	PHNK_F1	G6PI_ECOLI	PHNK_ECOLI	P0A6T1	P16678
GCH1_A	GCH1_A	GCH1_ECOLI	GCH1_ECOLI	P0A6T5	P0A6T5
MNMG_F1	MNMG_F1	MNMG_ECOLI	MNMG_ECOLI	P0A6U3	P0A6U3
MNMG_F1	YJGD_A	MNMG_ECOLI	YJGD_ECOLI	P0A6U3	P0AF90
MNMG_F1	MNME_F1	MNMG_ECOLI	MNME_ECOLI	P0A6U3	P25522
RSMG_A	IF2_A	RSMG_ECOLI	IF2_ECOLI	P0A6U5	P0A705
RSMG_A	ACRB_B	RSMG_ECOLI	ACRB_ECOLI	P0A6U5	P31224
RSMG_A	RSMG_A	RSMG_ECOLI	RSMG_ECOLI	P0A6U5	P0A6U5
RSMG_A	DLDH_F1	RSMG_ECOLI	DLDH_ECOLI	P0A6U5	P0A9P0
RSMG_A	NADC_A	RSMG_ECOLI	NADC_ECOLI	P0A6U5	P30011
RSMG_A	NADC_A	RSMG_ECOLI	NADC_ECOLI	P0A6U5	P30011
GLGC_A	GLGC_A	GLGC_ECOLI	GLGC_ECOLI	P0A6V1	P0A6V1
GLGC_A	YBHK_A	GLGC_ECOLI	YBHK_ECOLI	P0A6V1	P75767
GLGC_A	YBHK_A	GLGC_ECOLI	YBHK_ECOLI	P0A6V1	P75767
GLK_A	TIG_A	GLK_ECOLI	TIG_ECOLI	P0A6V8	P0A850
GLSA2_A	GLSA2_A	GLSA2_ECOLI	GLSA2_ECOLI	P0A6W0	P0A6W0
GREA_A	CARB_A	GREA_ECOLI	CARB_ECOLI	P0A6W5	P00968
GREA_A	RS7_A	GREA_ECOLI	RS7_ECOLI	P0A6W5	P02359
GREA_A	PBPA_B	GREA_ECOLI	PBPA_ECOLI	P0A6W5	P02918
GREA_A	CLPP_A	GREA_ECOLI	CLPP_ECOLI	P0A6W5	P0A6G7
GREA_A	RL10_A	GREA_ECOLI	RL10_ECOLI	P0A6W5	P0A7J3
GREA_A	RPOA_A	GREA_ECOLI	RPOA_ECOLI	P0A6W5	P0A7Z4
GREA_A	G3P1_A	GREA_ECOLI	G3P1_ECOLI	P0A6W5	P0A9B2
GREA_A	RL13_A	GREA_ECOLI	RL13_ECOLI	P0A6W5	P0AA10
GREA_A	IMDH_B	GREA_ECOLI	IMDH_ECOLI	P0A6W5	P0ADG7
GREA_A	YFIF_A	GREA_ECOLI	YFIF_ECOLI	P0A6W5	P0AGJ5
GREA_A	PT1_F1	GREA_ECOLI	PT1_ECOLI	P0A6W5	P08839
GREA_A	GREA_A	GREA_ECOLI	GREA_ECOLI	P0A6W5	P0A6W5
GREA_A	YEAG_A	GREA_ECOLI	YEAG_ECOLI	P0A6W5	P0ACY3
GREA_A	SECA_F1	GREA_ECOLI	SECA_ECOLI	P0A6W5	P10408
GREA_A	METE_A	GREA_ECOLI	METE_ECOLI	P0A6W5	P25665
HEM1_A	GSA_A	HEM1_ECOLI	GSA_ECOLI	P0A6X1	P23893
HFQ_F1	RS6_A	HFQ_ECOLI	RS6_ECOLI	P0A6X3	P02358
HFQ_F1	RS6_A	HFQ_ECOLI	RS6_ECOLI	P0A6X3	P02358
HFQ_F1	RL15_A	HFQ_ECOLI	RL15_ECOLI	P0A6X3	P02413
HFQ_F1	DNAJ_A	HFQ_ECOLI	DNAJ_ECOLI	P0A6X3	P08622
HFQ_F1	PGK_A	HFQ_ECOLI	PGK_ECOLI	P0A6X3	P0A799
HFQ_F1	RL7_A	HFQ_ECOLI	RL7_ECOLI	P0A6X3	P0A7K2
HFQ_F1	RL19_A	HFQ_ECOLI	RL19_ECOLI	P0A6X3	P0A7K6
HFQ_F1	RL19_A	HFQ_ECOLI	RL19_ECOLI	P0A6X3	P0A7K6
HFQ_F1	RL1_A	HFQ_ECOLI	RL1_ECOLI	P0A6X3	P0A7L0
HFQ_F1	RS13_A	HFQ_ECOLI	RS13_ECOLI	P0A6X3	P0A7S9
HFQ_F1	RS18_A	HFQ_ECOLI	RS18_ECOLI	P0A6X3	P0A7T7
HFQ_F1	RS18_A	HFQ_ECOLI	RS18_ECOLI	P0A6X3	P0A7T7
HFQ_F1	RS2_A	HFQ_ECOLI	RS2_ECOLI	P0A6X3	P0A7V0
HFQ_F1	RS3_A	HFQ_ECOLI	RS3_ECOLI	P0A6X3	P0A7V3
HFQ_F1	RS4_A	HFQ_ECOLI	RS4_ECOLI	P0A6X3	P0A7V8
HFQ_F1	RS5_A	HFQ_ECOLI	RS5_ECOLI	P0A6X3	P0A7W1
HFQ_F1	RPOA_A	HFQ_ECOLI	RPOA_ECOLI	P0A6X3	P0A7Z4
HFQ_F1	RPOA_A	HFQ_ECOLI	RPOA_ECOLI	P0A6X3	P0A7Z4
HFQ_F1	RPOB_A	HFQ_ECOLI	RPOB_ECOLI	P0A6X3	P0A8V2
HFQ_F1	PCNB_B	HFQ_ECOLI	PCNB_ECOLI	P0A6X3	P0ABF1
HFQ_F1	SPOT_A	HFQ_ECOLI	SPOT_ECOLI	P0A6X3	P0AG24
HFQ_F1	RHO_A	HFQ_ECOLI	RHO_ECOLI	P0A6X3	P0AG30
HFQ_F1	RL21_A	HFQ_ECOLI	RL21_ECOLI	P0A6X3	P0AG48
HFQ_F1	RS1_A	HFQ_ECOLI	RS1_ECOLI	P0A6X3	P0AG67
HFQ_F1	RS1_A	HFQ_ECOLI	RS1_ECOLI	P0A6X3	P0AG67
HFQ_F1	YFIF_A	HFQ_ECOLI	YFIF_ECOLI	P0A6X3	P0AGJ5
HFQ_F1	YFIF_A	HFQ_ECOLI	YFIF_ECOLI	P0A6X3	P0AGJ5
HFQ_F1	RNR_A	HFQ_ECOLI	RNR_ECOLI	P0A6X3	P21499
HFQ_F1	RNR_A	HFQ_ECOLI	RNR_ECOLI	P0A6X3	P21499
HFQ_F1	LPXD_A	HFQ_ECOLI	LPXD_ECOLI	P0A6X3	P21645
HFQ_F1	RLUB_A	HFQ_ECOLI	RLUB_ECOLI	P0A6X3	P37765
HFQ_F1	RL24_A	HFQ_ECOLI	RL24_ECOLI	P0A6X3	P60624
HFQ_F1	RL22_A	HFQ_ECOLI	RL22_ECOLI	P0A6X3	P61175
HFQ_F1	HFQ_F1	HFQ_ECOLI	HFQ_ECOLI	P0A6X3	P0A6X3
HFQ_F1	HFQ_F1	HFQ_ECOLI	HFQ_ECOLI	P0A6X3	P0A6X3
HFQ_F1	LPXA_A	HFQ_ECOLI	LPXA_ECOLI	P0A6X3	P0A722
HFQ_F1	RS16_A	HFQ_ECOLI	RS16_ECOLI	P0A6X3	P0A7T3
HFQ_F1	RS16_A	HFQ_ECOLI	RS16_ECOLI	P0A6X3	P0A7T3
HFQ_F1	TGT_A	HFQ_ECOLI	TGT_ECOLI	P0A6X3	P0A847
HFQ_F1	CSPE_A	HFQ_ECOLI	CSPE_ECOLI	P0A6X3	P0A972
HFQ_F1	LON_A	HFQ_ECOLI	LON_ECOLI	P0A6X3	P0A9M0
HFQ_F1	CSPA_A	HFQ_ECOLI	CSPA_ECOLI	P0A6X3	P0A9X9
HFQ_F1	CSPA_A	HFQ_ECOLI	CSPA_ECOLI	P0A6X3	P0A9X9
HFQ_F1	CSPC_A	HFQ_ECOLI	CSPC_ECOLI	P0A6X3	P0A9Y6
HFQ_F1	DPS_A	HFQ_ECOLI	DPS_ECOLI	P0A6X3	P0ABT2
HFQ_F1	DBHB_A	HFQ_ECOLI	DBHB_ECOLI	P0A6X3	P0ACF4
HFQ_F1	SKP_G	HFQ_ECOLI	SKP_ECOLI	P0A6X3	P0AEU7
HFQ_F1	EFTU1_F1	HFQ_ECOLI	EFTU1_ECOLI	P0A6X3	P0CE47
HFQ_F1	SECA_F1	HFQ_ECOLI	SECA_ECOLI	P0A6X3	P10408
HFQ_F1	RNE_F1	HFQ_ECOLI	RNE_ECOLI	P0A6X3	P21513
HFQ_F1	YGIF_A	HFQ_ECOLI	YGIF_ECOLI	P0A6X3	P30871
HFQ_F1	AIDB_A	HFQ_ECOLI	AIDB_ECOLI	P0A6X3	P33224
HFQ_F1	NFI_A	HFQ_ECOLI	NFI_ECOLI	P0A6X3	P68739
HFQ_F1	NFI_A	HFQ_ECOLI	NFI_ECOLI	P0A6X3	P68739
HFQ_F1	CSRA_A	HFQ_ECOLI	CSRA_ECOLI	P0A6X3	P69913
IHFA_A	PBPA_B	IHFA_ECOLI	PBPA_ECOLI	P0A6X7	P02918
IHFA_A	IHFB_A	IHFA_ECOLI	IHFB_ECOLI	P0A6X7	P0A6Y1
IHFA_A	RL1_A	IHFA_ECOLI	RL1_ECOLI	P0A6X7	P0A7L0
IHFA_A	RS4_A	IHFA_ECOLI	RS4_ECOLI	P0A6X7	P0A7V8
IHFA_A	RNR_A	IHFA_ECOLI	RNR_ECOLI	P0A6X7	P21499
IHFA_A	RLUB_A	IHFA_ECOLI	RLUB_ECOLI	P0A6X7	P37765
IHFA_A	IHFA_A	IHFA_ECOLI	IHFA_ECOLI	P0A6X7	P0A6X7
IHFA_A	YBCJ_A	IHFA_ECOLI	YBCJ_ECOLI	P0A6X7	P0AAS7
IHFA_A	EXBD_B	IHFA_ECOLI	EXBD_ECOLI	P0A6X7	P0ABV2
IHFA_A	DBHB_A	IHFA_ECOLI	DBHB_ECOLI	P0A6X7	P0ACF4
IHFA_A	ISCR_A	IHFA_ECOLI	ISCR_ECOLI	P0A6X7	P0AGK8
IHFA_A	NFI_A	IHFA_ECOLI	NFI_ECOLI	P0A6X7	P68739
IHFA_A	NFI_A	IHFA_ECOLI	NFI_ECOLI	P0A6X7	P68739
IHFA_A	KDGR_A	IHFA_ECOLI	KDGR_ECOLI	P0A6X7	P76268
IHFA_A	YBAT_B	IHFA_ECOLI	YBAT_ECOLI	P0A6X7	P77400
IHFB_A	RS7_A	IHFB_ECOLI	RS7_ECOLI	P0A6Y1	P02359
IHFB_A	AROB_A	IHFB_ECOLI	AROB_ECOLI	P0A6Y1	P07639
IHFB_A	AROB_A	IHFB_ECOLI	AROB_ECOLI	P0A6Y1	P07639
IHFB_A	IHFA_A	IHFB_ECOLI	IHFA_ECOLI	P0A6Y1	P0A6X7
IHFB_A	IHFB_A	IHFB_ECOLI	IHFB_ECOLI	P0A6Y1	P0A6Y1
IHFB_A	RL19_A	IHFB_ECOLI	RL19_ECOLI	P0A6Y1	P0A7K6
IHFB_A	RL1_A	IHFB_ECOLI	RL1_ECOLI	P0A6Y1	P0A7L0
IHFB_A	RS13_A	IHFB_ECOLI	RS13_ECOLI	P0A6Y1	P0A7S9
IHFB_A	RS4_A	IHFB_ECOLI	RS4_ECOLI	P0A6Y1	P0A7V8
IHFB_A	DBHA_A	IHFB_ECOLI	DBHA_ECOLI	P0A6Y1	P0ACF0
IHFB_A	RL23_A	IHFB_ECOLI	RL23_ECOLI	P0A6Y1	P0ADZ0
IHFB_A	GLTS_B	IHFB_ECOLI	GLTS_ECOLI	P0A6Y1	P0AER8
IHFB_A	YJGD_A	IHFB_ECOLI	YJGD_ECOLI	P0A6Y1	P0AF90
IHFB_A	NUSA_A	IHFB_ECOLI	NUSA_ECOLI	P0A6Y1	P0AFF6
