Entry Name A	Entry Name B	Accession A	Accession B
PSTB_ECOLI	DNAJ_ECOLI	P0AAH0	P08622
PSTB_ECOLI	GYRA_ECOLI	P0AAH0	P0AES4
PSTB_ECOLI	CH60_ECOLI	P0AAH0	P0A6F5
PSTB_ECOLI	CH60_ECOLI	P0AAH0	P0A6F5
PSTB_ECOLI	CH10_ECOLI	P0AAH0	P0A6F9
PSTB_ECOLI	EFTU1_ECOLI	P0AAH0	P0CE47
PSTB_ECOLI	MREB_ECOLI	P0AAH0	P0A9X4
PSTB_ECOLI	MIAB_ECOLI	P0AAH0	P0AEI1
PSTB_ECOLI	GYRA_ECOLI	P0AAH0	P0AES4
PSTB_ECOLI	MREB_ECOLI	P0AAH0	P0A9X4
PSTB_ECOLI	FRMA_ECOLI	P0AAH0	P25437
PSTB_ECOLI	FRMA_ECOLI	P0AAH0	P25437
PSTB_ECOLI	IBPA_ECOLI	P0AAH0	P0C054
PSTB_ECOLI	HSLU_ECOLI	P0AAH0	P0A6H5
PSTB_ECOLI	GATY_ECOLI	P0AAH0	P0C8J6
PSTB_ECOLI	YCFS_ECOLI	P0AAH0	P75954
SAPF_ECOLI	CH10_ECOLI	P0AAH8	P0A6F9
SAPF_ECOLI	RL28_ECOLI	P0AAH8	P0A7M2
FABF_ECOLI	ACP_ECOLI	P0AAI5	P0A6A8
FABF_ECOLI	YEFI_ECOLI	P0AAI5	P37751
HYBG_ECOLI	RECA_ECOLI	P0AAM7	P0A7G6
HYBG_ECOLI	MBHL_ECOLI	P0AAM7	P0ACD8
IRAP_ECOLI	SECA_ECOLI	P0AAN9	P10408
YBAK_ECOLI	DLDH_ECOLI	P0AAR3	P0A9P0
YBCJ_ECOLI	RNE_ECOLI	P0AAS7	P21513
YBCJ_ECOLI	RNE_ECOLI	P0AAS7	P21513
YBCJ_ECOLI	PSS_ECOLI	P0AAS7	P23830
ALF_ECOLI	DNAK_ECOLI	P0AB71	P0A6Y8
ALF_ECOLI	PUTA_ECOLI	P0AB71	P09546
ATPF_ECOLI	ATPA_ECOLI	P0ABA0	P0ABB0
ATPF_ECOLI	ATPB_ECOLI	P0ABA0	P0ABB4
ATPF_ECOLI	ATPD_ECOLI	P0ABA0	P0ABA4
ATPD_ECOLI	ATPB_ECOLI	P0ABA4	P0ABB4
ATPD_ECOLI	ATPE_ECOLI	P0ABA4	P0A6E6
ATPD_ECOLI	ATPG_ECOLI	P0ABA4	P0ABA6
ATPD_ECOLI	TYRR_ECOLI	P0ABA4	P07604
ATPG_ECOLI	ATPB_ECOLI	P0ABA6	P0ABB4
ATPG_ECOLI	ATPE_ECOLI	P0ABA6	P0A6E6
ATPG_ECOLI	ATPG_ECOLI	P0ABA6	P0ABA6
ATPG_ECOLI	ATPL_ECOLI	P0ABA6	P68699
ATPG_ECOLI	RL15_ECOLI	P0ABA6	P02413
ATPG_ECOLI	YGEA_ECOLI	P0ABA6	P03813
ATPG_ECOLI	YFIB_ECOLI	P0ABA6	P07021
ATPG_ECOLI	AROK_ECOLI	P0ABA6	P0A6D7
ATPG_ECOLI	ATPE_ECOLI	P0ABA6	P0A6E6
ATPG_ECOLI	CH60_ECOLI	P0ABA6	P0A6F5
ATPG_ECOLI	RL11_ECOLI	P0ABA6	P0A7J7
ATPG_ECOLI	RS3_ECOLI	P0ABA6	P0A7V3
ATPG_ECOLI	CSPA_ECOLI	P0ABA6	P0A9X9
ATPG_ECOLI	ATPA_ECOLI	P0ABA6	P0ABB0
ATPG_ECOLI	ATPB_ECOLI	P0ABA6	P0ABB4
ATPG_ECOLI	YCIS_ECOLI	P0ABA6	P0ACV4
ATPG_ECOLI	SSB_ECOLI	P0ABA6	P0AGE0
ATPG_ECOLI	RECQ_ECOLI	P0ABA6	P15043
ATPG_ECOLI	CSPA_ECOLI	P0ABA6	P0A9X9
ATPG_ECOLI	PANC_ECOLI	P0ABA6	P31663
ATPA_ECOLI	ATPA_ECOLI	P0ABB0	P0ABB0
ATPA_ECOLI	ATPD_ECOLI	P0ABB0	P0ABA4
ATPA_ECOLI	ATPG_ECOLI	P0ABB0	P0ABA6
ATPA_ECOLI	TOP1_ECOLI	P0ABB0	P06612
ATPA_ECOLI	ATPE_ECOLI	P0ABB0	P0A6E6
ATPA_ECOLI	YCIS_ECOLI	P0ABB0	P0ACV4
ATPA_ECOLI	FIMB_ECOLI	P0ABB0	P0ADH5
ATPA_ECOLI	UGPA_ECOLI	P0ABB0	P10905
ATPA_ECOLI	YEFI_ECOLI	P0ABB0	P37751
ATPB_ECOLI	ATPA_ECOLI	P0ABB4	P0ABB0
ATPB_ECOLI	ATPB_ECOLI	P0ABB4	P0ABB4
ATPB_ECOLI	ATPE_ECOLI	P0ABB4	P0A6E6
ATPB_ECOLI	ATP6_ECOLI	P0ABB4	P0AB98
ATPB_ECOLI	DNAJ_ECOLI	P0ABB4	P08622
ATPB_ECOLI	ATPE_ECOLI	P0ABB4	P0A6E6
ATPB_ECOLI	RNH_ECOLI	P0ABB4	P0A7Y4
ATPB_ECOLI	HYBG_ECOLI	P0ABB4	P0AAM7
ATPB_ECOLI	ATPA_ECOLI	P0ABB4	P0ABB0
ATPB_ECOLI	UGPA_ECOLI	P0ABB4	P10905
ATPB_ECOLI	MREB_ECOLI	P0ABB4	P0A9X4
ATPB_ECOLI	HELD_ECOLI	P0ABB4	P15038
ATPB_ECOLI	GREA_ECOLI	P0ABB4	P0A6W5
ATPB_ECOLI	RIBB_ECOLI	P0ABB4	P0A7J0
ATPB_ECOLI	IBPA_ECOLI	P0ABB4	P0C054
ATPB_ECOLI	MACA_ECOLI	P0ABB4	P75830
ACCA_ECOLI	MREB_ECOLI	P0ABD5	P0A9X4
PCNB_ECOLI	PSS_ECOLI	P0ABF1	P23830
CDD_ECOLI	FTSE_ECOLI	P0ABF6	P0A9R7
CDD_ECOLI	FTSE_ECOLI	P0ABF6	P0A9R7
FTSA_ECOLI	RL7_ECOLI	P0ABH0	P0A7K2
FTSA_ECOLI	RL11_ECOLI	P0ABH0	P0A7J7
FTSA_ECOLI	RL20_ECOLI	P0ABH0	P0A7L3
FTSA_ECOLI	RHO_ECOLI	P0ABH0	P0AG30
FTSA_ECOLI	FTSI_ECOLI	P0ABH0	P0AD68
FTSA_ECOLI	DNAK_ECOLI	P0ABH0	P0A6Y8
FTSA_ECOLI	FTSA_ECOLI	P0ABH0	P0ABH0
FTSA_ECOLI	MREB_ECOLI	P0ABH0	P0A9X4
FTSA_ECOLI	YHHA_ECOLI	P0ABH0	P0ADX7
FTSA_ECOLI	FTSN_ECOLI	P0ABH0	P29131
FTSA_ECOLI	SLYD_ECOLI	P0ABH0	P0A9K9
FTSA_ECOLI	YFIF_ECOLI	P0ABH0	P0AGJ5
FTSA_ECOLI	CUTA_ECOLI	P0ABH0	P69488
FTSA_ECOLI	TDCE_ECOLI	P0ABH0	P42632
FTSA_ECOLI	ZIPA_ECOLI	P0ABH0	P77173
CISY_ECOLI	YEFI_ECOLI	P0ABH7	P37751
CLPA_ECOLI	FABZ_ECOLI	P0ABH9	P0A6Q6
CLPA_ECOLI	SRP54_ECOLI	P0ABH9	P0AGD7
CLPA_ECOLI	FABZ_ECOLI	P0ABH9	P0A6Q6
DINI_ECOLI	RECA_ECOLI	P0ABR1	P0A7G6
HOLE_ECOLI	DNAK_ECOLI	P0ABS8	P0A6Y8
HOLE_ECOLI	EFTU1_ECOLI	P0ABS8	P0CE47
DPS_ECOLI	PTGA_ECOLI	P0ABT2	P69783
EXBB_ECOLI	HTPG_ECOLI	P0ABU7	P0A6Z3
EXBB_ECOLI	ATPA_ECOLI	P0ABU7	P0ABB0
FLIL_ECOLI	FLIM_ECOLI	P0ABX8	P06974
FLIT_ECOLI	FLIJ_ECOLI	P0ABY2	P52613
FLIG_ECOLI	FLIM_ECOLI	P0ABZ1	P06974
FLIG_ECOLI	FLIM_ECOLI	P0ABZ1	P06974
FLIG_ECOLI	FLGH_ECOLI	P0ABZ1	P0A6S0
FLIG_ECOLI	RS19_ECOLI	P0ABZ1	P0A7U3
FLIG_ECOLI	GYRA_ECOLI	P0ABZ1	P0AES4
FLIG_ECOLI	SYP_ECOLI	P0ABZ1	P16659
KDSC_ECOLI	SLYD_ECOLI	P0ABZ4	P0A9K9
KDSC_ECOLI	RL16_ECOLI	P0ABZ4	P0ADY7
KDSC_ECOLI	HLDD_ECOLI	P0ABZ4	P67910
KDSC_ECOLI	YCGF_ECOLI	P0ABZ4	P75990
FTSX_ECOLI	FTSA_ECOLI	P0AC30	P0ABH0
DHSA_ECOLI	TIG_ECOLI	P0AC41	P0A850
DHSD_ECOLI	DHSB_ECOLI	P0AC44	P07014
FRDB_ECOLI	FRDA_ECOLI	P0AC47	P00363
FRDB_ECOLI	FRDC_ECOLI	P0AC47	P0A8Q0
FRDB_ECOLI	FRDD_ECOLI	P0AC47	P0A8Q3
GLNK_ECOLI	NTRB_ECOLI	P0AC55	P0AFB5
GLNK_ECOLI	UVRC_ECOLI	P0AC55	P0A8G0
GLNK_ECOLI	GLNK_ECOLI	P0AC55	P0AC55
GLRX2_ECOLI	EFTU1_ECOLI	P0AC59	P0CE47
LGUL_ECOLI	DNAK_ECOLI	P0AC81	P0A6Y8
SSPA_ECOLI	DNAK_ECOLI	P0ACA3	P0A6Y8
YLIJ_ECOLI	MREB_ECOLI	P0ACA7	P0A9X4
YLIJ_ECOLI	NUOCD_ECOLI	P0ACA7	P33599
DNAB_ECOLI	AK1H_ECOLI	P0ACB0	P00561
DNAB_ECOLI	FTSY_ECOLI	P0ACB0	P10121
DNAB_ECOLI	FTSY_ECOLI	P0ACB0	P10121
HEMY_ECOLI	RBSA_ECOLI	P0ACB7	P04983
HEMY_ECOLI	PHNK_ECOLI	P0ACB7	P16678
GLMU_ECOLI	ACP_ECOLI	P0ACC7	P0A6A8
NIFU_ECOLI	DNAK_ECOLI	P0ACD4	P0A6Y8
MBHL_ECOLI	HYAE_ECOLI	P0ACD8	P19931
MBHL_ECOLI	LOLB_ECOLI	P0ACD8	P61320
MBHL_ECOLI	MBHS_ECOLI	P0ACD8	P69739
MBHL_ECOLI	YGFK_ECOLI	P0ACD8	Q46811
MBHM_ECOLI	MLAF_ECOLI	P0ACE0	P63386
DBHA_ECOLI	HFQ_ECOLI	P0ACF0	P0A6X3
DBHA_ECOLI	HFQ_ECOLI	P0ACF0	P0A6X3
DBHA_ECOLI	MNME_ECOLI	P0ACF0	P25522
DBHB_ECOLI	ACP_ECOLI	P0ACF4	P0A6A8
DBHB_ECOLI	ACP_ECOLI	P0ACF4	P0A6A8
DBHB_ECOLI	SEQA_ECOLI	P0ACF4	P0AFY8
DBHB_ECOLI	HFQ_ECOLI	P0ACF4	P0A6X3
DBHB_ECOLI	SEQA_ECOLI	P0ACF4	P0AFY8
DBHB_ECOLI	YBJX_ECOLI	P0ACF4	P75829
DBHB_ECOLI	YBJX_ECOLI	P0ACF4	P75829
HNS_ECOLI	PUTA_ECOLI	P0ACF8	P09546
HNS_ECOLI	SECA_ECOLI	P0ACF8	P10408
FRUR_ECOLI	EFTU1_ECOLI	P0ACP1	P0CE47
FRUR_ECOLI	RNE_ECOLI	P0ACP1	P21513
ZNTR_ECOLI	ATPG_ECOLI	P0ACS5	P0ABA6
YFCZ_ECOLI	YEFI_ECOLI	P0AD33	P37751
PBP2_ECOLI	EFTU1_ECOLI	P0AD65	P0CE47
ENTB_ECOLI	MTLD_ECOLI	P0ADI4	P09424
ENTB_ECOLI	KDTA_ECOLI	P0ADI4	P0AC75
ENTB_ECOLI	CSPC_ECOLI	P0ADI4	P0A9Y6
ENTB_ECOLI	FKBB_ECOLI	P0ADI4	P0A9L3
YIBA_ECOLI	GLPC_ECOLI	P0ADK6	P0A996
YIBL_ECOLI	ODP2_ECOLI	P0ADK8	P06959
YIDX_ECOLI	LEPA_ECOLI	P0ADM6	P60785
YIDX_ECOLI	LEPA_ECOLI	P0ADM6	P60785
YIID_ECOLI	ACP_ECOLI	P0ADQ2	P0A6A8
YGAM_ECOLI	MALT_ECOLI	P0ADQ7	P06993
YHHA_ECOLI	FTSA_ECOLI	P0ADX7	P0ABH0
RSMD_ECOLI	EFTU1_ECOLI	P0ADX9	P0CE47
PPID_ECOLI	PSS_ECOLI	P0ADY1	P23830
PPID_ECOLI	PSS_ECOLI	P0ADY1	P23830
RL14_ECOLI	DNAA_ECOLI	P0ADY3	P03004
RL16_ECOLI	PUTA_ECOLI	P0ADY7	P09546
RL16_ECOLI	FTSE_ECOLI	P0ADY7	P0A9R7
RL16_ECOLI	YADG_ECOLI	P0ADY7	P36879
RL16_ECOLI	YEFI_ECOLI	P0ADY7	P37751
RL23_ECOLI	ATPG_ECOLI	P0ADZ0	P0ABA6
RL23_ECOLI	DNAA_ECOLI	P0ADZ0	P03004
RL23_ECOLI	YBGC_ECOLI	P0ADZ0	P0A8Z3
RL23_ECOLI	YBGC_ECOLI	P0ADZ0	P0A8Z3
RL23_ECOLI	PTFX1_ECOLI	P0ADZ0	P77439
APHA_ECOLI	DNAK_ECOLI	P0AE22	P0A6Y8
CHEY_ECOLI	ODP2_ECOLI	P0AE67	P06959
CPXA_ECOLI	CPXR_ECOLI	P0AE82	P0AE88
CPXA_ECOLI	CPXR_ECOLI	P0AE82	P0AE88
CPXR_ECOLI	G3P1_ECOLI	P0AE88	P0A9B2
CPXR_ECOLI	SECB_ECOLI	P0AE88	P0AG86
CPXR_ECOLI	SECB_ECOLI	P0AE88	P0AG86
ARCB_ECOLI	SRP54_ECOLI	P0AEC3	P0AGD7
USPA_ECOLI	USPD_ECOLI	P0AED0	P0AAB8
USPA_ECOLI	NUSA_ECOLI	P0AED0	P0AFF6
USPA_ECOLI	IBPA_ECOLI	P0AED0	P0C054
DCM_ECOLI	ODP2_ECOLI	P0AED9	P06959
DCM_ECOLI	MNME_ECOLI	P0AED9	P25522
DCM_ECOLI	MNME_ECOLI	P0AED9	P25522
DMA_ECOLI	GLPD_ECOLI	P0AEE8	P13035
DSBA_ECOLI	MNME_ECOLI	P0AEG4	P25522
DSBA_ECOLI	MNME_ECOLI	P0AEG4	P25522
ELAB_ECOLI	PUTA_ECOLI	P0AEH5	P09546
MIAB_ECOLI	PSTB_ECOLI	P0AEI1	P0AAH0
MIAB_ECOLI	MREB_ECOLI	P0AEI1	P0A9X4
MIAB_ECOLI	MREB_ECOLI	P0AEI1	P0A9X4
RIMO_ECOLI	SECA_ECOLI	P0AEI4	P10408
FABI_ECOLI	DPO3B_ECOLI	P0AEK4	P0A988
FABI_ECOLI	RS1_ECOLI	P0AEK4	P0AG67
FABI_ECOLI	RS10_ECOLI	P0AEK4	P0A7R5
FABI_ECOLI	RHO_ECOLI	P0AEK4	P0AG30
FABI_ECOLI	DPO3B_ECOLI	P0AEK4	P0A988
FABI_ECOLI	FABI_ECOLI	P0AEK4	P0AEK4
FABI_ECOLI	YJGD_ECOLI	P0AEK4	P0AF90
FABI_ECOLI	RLML_ECOLI	P0AEK4	P75864
FABI_ECOLI	YFGI_ECOLI	P0AEK4	P76573
FABI_ECOLI	YFGI_ECOLI	P0AEK4	P76573
FKBX_ECOLI	NUOI_ECOLI	P0AEM0	P0AFD6
FKBX_ECOLI	GLVG_ECOLI	P0AEM0	P31450
FKBX_ECOLI	NUOI_ECOLI	P0AEM0	P0AFD6
GYRA_ECOLI	DLDH_ECOLI	P0AES4	P0A9P0
GYRA_ECOLI	MALK_ECOLI	P0AES4	P68187
GYRA_ECOLI	FTSZ_ECOLI	P0AES4	P0A9A6
GYRA_ECOLI	EFTU1_ECOLI	P0AES4	P0CE47
GYRA_ECOLI	EFTU1_ECOLI	P0AES4	P0CE47
GYRA_ECOLI	MREB_ECOLI	P0AES4	P0A9X4
GYRA_ECOLI	PARC_ECOLI	P0AES4	P0AFI2
GYRA_ECOLI	DHAM_ECOLI	P0AES4	P37349
GYRB_ECOLI	METN_ECOLI	P0AES6	P30750
HDEB_ECOLI	GLNQ_ECOLI	P0AET2	P10346
SKP_ECOLI	HFQ_ECOLI	P0AEU7	P0A6X3
HYCI_ECOLI	DLDH_ECOLI	P0AEV9	P0A9P0
HYFE_ECOLI	LEPA_ECOLI	P0AEW1	P60785
HYFE_ECOLI	LEPA_ECOLI	P0AEW1	P60785
MAZG_ECOLI	ERA_ECOLI	P0AEY3	P06616
MIND_ECOLI	APAH_ECOLI	P0AEZ3	P05637
MIND_ECOLI	FUR_ECOLI	P0AEZ3	P0A9A9
MIND_ECOLI	MREB_ECOLI	P0AEZ3	P0A9X4
MIND_ECOLI	NAGC_ECOLI	P0AEZ3	P0AF20
MIND_ECOLI	SECA_ECOLI	P0AEZ3	P10408
MIND_ECOLI	MALQ_ECOLI	P0AEZ3	P15977
MIND_ECOLI	MIND_ECOLI	P0AEZ3	P0AEZ3
MIND_ECOLI	MINE_ECOLI	P0AEZ3	P0A734
MOG_ECOLI	DNAK_ECOLI	P0AF03	P0A6Y8
MOG_ECOLI	NARG_ECOLI	P0AF03	P09152
NARJ_ECOLI	DLDH_ECOLI	P0AF26	P0A9P0
NARJ_ECOLI	ODP2_ECOLI	P0AF26	P06959
NARJ_ECOLI	NARY_ECOLI	P0AF26	P19318
ZAPB_ECOLI	EFTU1_ECOLI	P0AF36	P0CE47
ZAPB_ECOLI	PHOL_ECOLI	P0AF36	P0A9K3
YJGD_ECOLI	NARG_ECOLI	P0AF90	P09152
YJGD_ECOLI	MREB_ECOLI	P0AF90	P0A9X4
YJGD_ECOLI	FABI_ECOLI	P0AF90	P0AEK4
YJGD_ECOLI	MREB_ECOLI	P0AF90	P0A9X4
NUOE_ECOLI	TIG_ECOLI	P0AFD1	P0A850
NUOE_ECOLI	EXBB_ECOLI	P0AFD1	P0ABU7
NUOE_ECOLI	NUOG_ECOLI	P0AFD1	P33602
NUSA_ECOLI	UVRA_ECOLI	P0AFF6	P0A698
NUSA_ECOLI	USPA_ECOLI	P0AFF6	P0AED0
NUSG_ECOLI	FTSA_ECOLI	P0AFG0	P0ABH0
NUSG_ECOLI	MREB_ECOLI	P0AFG0	P0A9X4
ODO1_ECOLI	YHES_ECOLI	P0AFG3	P63389
ODP1_ECOLI	FTSA_ECOLI	P0AFG8	P0ABH0
ODP1_ECOLI	NIKD_ECOLI	P0AFG8	P33593
ODP1_ECOLI	ZNUC_ECOLI	P0AFG8	P0A9X1
ODP1_ECOLI	YBHF_ECOLI	P0AFG8	P0A9U1
OGT_ECOLI	DLDH_ECOLI	P0AFH0	P0A9P0
OXC_ECOLI	RIBB_ECOLI	P0AFI0	P0A7J0
OXC_ECOLI	RIBB_ECOLI	P0AFI0	P0A7J0
PARC_ECOLI	RL13_ECOLI	P0AFI2	P0AA10
PARC_ECOLI	RL33_ECOLI	P0AFI2	P0A7N9
PARC_ECOLI	GYRA_ECOLI	P0AFI2	P0AES4
PARC_ECOLI	RL7_ECOLI	P0AFI2	P0A7K2
PARC_ECOLI	SSRP_ECOLI	P0AFI2	P0A832
PARC_ECOLI	P5CR_ECOLI	P0AFI2	P0A9L8
PARC_ECOLI	MREB_ECOLI	P0AFI2	P0A9X4
PARC_ECOLI	SSB_ECOLI	P0AFI2	P0AGE0
PARC_ECOLI	MURF_ECOLI	P0AFI2	P11880
PARC_ECOLI	PARC_ECOLI	P0AFI2	P0AFI2
PARC_ECOLI	PARE_ECOLI	P0AFI2	P20083
PARC_ECOLI	MUKB_ECOLI	P0AFI2	P22523
PARC_ECOLI	RFAQ_ECOLI	P0AFI2	P25742
PARC_ECOLI	SLYD_ECOLI	P0AFI2	P0A9K9
PARC_ECOLI	SSRP_ECOLI	P0AFI2	P0A832
PARC_ECOLI	SEQA_ECOLI	P0AFI2	P0AFY8
PARC_ECOLI	YJJU_ECOLI	P0AFI2	P39407
PARC_ECOLI	FTSK_ECOLI	P0AFI2	P46889
PARC_ECOLI	RL2_ECOLI	P0AFI2	P60422
PHNA_ECOLI	SECA_ECOLI	P0AFJ1	P10408
PPX_ECOLI	PPX_ECOLI	P0AFL6	P0AFL6
PPX_ECOLI	HOLA_ECOLI	P0AFL6	P28630
PSPA_ECOLI	PSPA_ECOLI	P0AFM6	P0AFM6
PSPA_ECOLI	PSPC_ECOLI	P0AFM6	P0AFN2
PSPB_ECOLI	PSPA_ECOLI	P0AFM9	P0AFM6
YBGI_ECOLI	DHNA_ECOLI	P0AFP6	P00393
YBGI_ECOLI	RECA_ECOLI	P0AFP6	P0A7G6
YBGI_ECOLI	MREB_ECOLI	P0AFP6	P0A9X4
YBGI_ECOLI	PSTB_ECOLI	P0AFP6	P0AAH0
YBGI_ECOLI	FTSY_ECOLI	P0AFP6	P10121
YBGI_ECOLI	MALK_ECOLI	P0AFP6	P68187
RSD_ECOLI	RPOE_ECOLI	P0AFX4	P0AGB6
RSEB_ECOLI	RPOE_ECOLI	P0AFX9	P0AGB6
SEQA_ECOLI	SEQA_ECOLI	P0AFY8	P0AFY8
SULA_ECOLI	FTSZ_ECOLI	P0AFZ5	P0A9A6
RPE_ECOLI	FLIM_ECOLI	P0AG07	P06974
RPE_ECOLI	RPOE_ECOLI	P0AG07	P0AGB6
UMUD_ECOLI	RECA_ECOLI	P0AG11	P0A7G6
SPOT_ECOLI	ACP_ECOLI	P0AG24	P0A6A8
SPOT_ECOLI	HFQ_ECOLI	P0AG24	P0A6X3
RHO_ECOLI	PLSB_ECOLI	P0AG30	P0A7A7
RHO_ECOLI	MALT_ECOLI	P0AG30	P06993
RHO_ECOLI	EFTU1_ECOLI	P0AG30	P0CE47
RHO_ECOLI	HFQ_ECOLI	P0AG30	P0A6X3
RHO_ECOLI	SECA_ECOLI	P0AG30	P10408
RHO_ECOLI	MREB_ECOLI	P0AG30	P0A9X4
RIBF_ECOLI	ACP_ECOLI	P0AG40	P0A6A8
RIBF_ECOLI	ACP_ECOLI	P0AG40	P0A6A8
RL17_ECOLI	PUTA_ECOLI	P0AG44	P09546
RL17_ECOLI	YBJX_ECOLI	P0AG44	P75829
RL21_ECOLI	FTSA_ECOLI	P0AG48	P0ABH0
RL21_ECOLI	HFQ_ECOLI	P0AG48	P0A6X3
RL21_ECOLI	FTSE_ECOLI	P0AG48	P0A9R7
RL21_ECOLI	RNE_ECOLI	P0AG48	P21513
RL21_ECOLI	PSS_ECOLI	P0AG48	P23830
RL21_ECOLI	PSS_ECOLI	P0AG48	P23830
RL21_ECOLI	YADG_ECOLI	P0AG48	P36879
RL21_ECOLI	YBJX_ECOLI	P0AG48	P75829
RL6_ECOLI	PLSB_ECOLI	P0AG55	P0A7A7
RL6_ECOLI	FABZ_ECOLI	P0AG55	P0A6Q6
RL6_ECOLI	YEFI_ECOLI	P0AG55	P37751
RL6_ECOLI	YBJX_ECOLI	P0AG55	P75829
RL6_ECOLI	YBJX_ECOLI	P0AG55	P75829
RS14_ECOLI	PSS_ECOLI	P0AG59	P23830
RS1_ECOLI	PUTA_ECOLI	P0AG67	P09546
RS1_ECOLI	FABZ_ECOLI	P0AG67	P0A6Q6
RS1_ECOLI	FABZ_ECOLI	P0AG67	P0A6Q6
RS1_ECOLI	PSS_ECOLI	P0AG67	P23830
RS1_ECOLI	YEFI_ECOLI	P0AG67	P37751
RS1_ECOLI	YBJX_ECOLI	P0AG67	P75829
UGPB_ECOLI	HTPG_ECOLI	P0AG80	P0A6Z3
UGPB_ECOLI	PHNK_ECOLI	P0AG80	P16678
SECB_ECOLI	LON_ECOLI	P0AG86	P0A9M0
SECB_ECOLI	IPYR_ECOLI	P0AG86	P0A7A9
SECB_ECOLI	SECB_ECOLI	P0AG86	P0AG86
SECB_ECOLI	IPYR_ECOLI	P0AG86	P0A7A9
SECB_ECOLI	USPG_ECOLI	P0AG86	P39177
SECB_ECOLI	YAIX_ECOLI	P0AG86	P75697
SECG_ECOLI	SECA_ECOLI	P0AG99	P10408
SECY_ECOLI	SECA_ECOLI	P0AGA2	P10408
RPOE_ECOLI	TOP1_ECOLI	P0AGB6	P06612
RPOE_ECOLI	CHER_ECOLI	P0AGB6	P07364
RPOE_ECOLI	RS19_ECOLI	P0AGB6	P0A7U3
RPOE_ECOLI	FLHD_ECOLI	P0AGB6	P0A8S9
RPOE_ECOLI	RPOE_ECOLI	P0AGB6	P0AGB6
RPOE_ECOLI	FLIN_ECOLI	P0AGB6	P15070
RPOE_ECOLI	RSEA_ECOLI	P0AGB6	P0AFX7
RPOE_ECOLI	YJEK_ECOLI	P0AGB6	P39280
RPOE_ECOLI	FLII_ECOLI	P0AGB6	P52612
SRP54_ECOLI	RS2_ECOLI	P0AGD7	P0A7V0
SRP54_ECOLI	RS5_ECOLI	P0AGD7	P0A7W1
SRP54_ECOLI	RS11_ECOLI	P0AGD7	P0A7R9
SRP54_ECOLI	RL10_ECOLI	P0AGD7	P0A7J3
SRP54_ECOLI	RL21_ECOLI	P0AGD7	P0AG48
SRP54_ECOLI	RL23_ECOLI	P0AGD7	P0ADZ0
SRP54_ECOLI	METK_ECOLI	P0AGD7	P0A817
SRP54_ECOLI	SRP54_ECOLI	P0AGD7	P0AGD7
SRP54_ECOLI	GYRA_ECOLI	P0AGD7	P0AES4
SRP54_ECOLI	EFTU1_ECOLI	P0AGD7	P0CE47
SRP54_ECOLI	EFTU1_ECOLI	P0AGD7	P0CE47
SRP54_ECOLI	FABA_ECOLI	P0AGD7	P0A6Q3
SRP54_ECOLI	LON_ECOLI	P0AGD7	P0A9M0
SRP54_ECOLI	RLME_ECOLI	P0AGD7	P0C0R7
SRP54_ECOLI	CLPA_ECOLI	P0AGD7	P0ABH9
SRP54_ECOLI	RLME_ECOLI	P0AGD7	P0C0R7
SRP54_ECOLI	YODC_ECOLI	P0AGD7	P64517
SSB_ECOLI	EFTU1_ECOLI	P0AGE0	P0CE47
SSB_ECOLI	EFTU1_ECOLI	P0AGE0	P0CE47
SSB_ECOLI	SECA_ECOLI	P0AGE0	P10408
SSB_ECOLI	PARC_ECOLI	P0AGE0	P0AFI2
SSB_ECOLI	MNME_ECOLI	P0AGE0	P25522
THIO2_ECOLI	DNAK_ECOLI	P0AGG4	P0A6Y8
YFIF_ECOLI	MURG_ECOLI	P0AGJ5	P17443
YFIF_ECOLI	PSS_ECOLI	P0AGJ5	P23830
YFIF_ECOLI	PSS_ECOLI	P0AGJ5	P23830
SYY_ECOLI	SECA_ECOLI	P0AGJ9	P10408
YHBY_ECOLI	ACP_ECOLI	P0AGK4	P0A6A8
YHBY_ECOLI	EFTU1_ECOLI	P0AGK4	P0CE47
YHBY_ECOLI	SRP54_ECOLI	P0AGK4	P0AGD7
RL18_ECOLI	PUTA_ECOLI	P0C018	P09546
RL18_ECOLI	FTSE_ECOLI	P0C018	P0A9R7
RL18_ECOLI	YADG_ECOLI	P0C018	P36879
IBPA_ECOLI	MALK_ECOLI	P0C054	P68187
IBPA_ECOLI	FTSZ_ECOLI	P0C054	P0A9A6
IBPA_ECOLI	EFTU1_ECOLI	P0C054	P0CE47
IBPA_ECOLI	FTSZ_ECOLI	P0C054	P0A9A6
IBPA_ECOLI	FTSE_ECOLI	P0C054	P0A9R7
IBPA_ECOLI	MREB_ECOLI	P0C054	P0A9X4
IBPA_ECOLI	PSTB_ECOLI	P0C054	P0AAH0
IBPA_ECOLI	ATPB_ECOLI	P0C054	P0ABB4
IBPA_ECOLI	USPA_ECOLI	P0C054	P0AED0
IBPA_ECOLI	FTSE_ECOLI	P0C054	P0A9R7
IBPA_ECOLI	MREB_ECOLI	P0C054	P0A9X4
IBPA_ECOLI	YADG_ECOLI	P0C054	P36879
IBPA_ECOLI	PTKA_ECOLI	P0C054	P69828
IBPA_ECOLI	PTKB_ECOLI	P0C054	P37188
IBPA_ECOLI	PTKB_ECOLI	P0C054	P37188
IBPB_ECOLI	PSTB_ECOLI	P0C058	P0AAH0
