Entry Name K12	Entry Name BL21(DE3)	UniProtKB	A5A612	ymgJ	-	GO:0004416	hydroxyacylglutathione hydrolase activity	Function	IDA	PMID:17196158	:	83333	20070124	EcoCyc	-
RS7_ECOLI	C6EGC3	UniProtKB	P02359	rpsG	-	GO:0017148	negative regulation of translation	Process	IDA	PMID:7016341	:	83333	20100917	EcoCyc	-
RS7_ECOLI	C6EGC3	UniProtKB	P02359	rpsG	-	GO:0019843	rRNA binding	Function	IDA	PMID:6338481	:	83333	20100917	EcoCyc	-
RS7_ECOLI	C6EGC3	UniProtKB	P02359	rpsG	-	GO:0022627	cytosolic small ribosomal subunit	Component	IDA	PMID:16858726	:	83333	20100917	EcoCyc	-
															
															
															
															
															
PBPA_ECOLI	C6EFI0	UniProtKB	P02918	mrcA	-	GO:0008658	penicillin binding	Function	IDA	PMID:330236	:	83333	20081113	EcoCyc	-
PBPA_ECOLI	C6EFI0	UniProtKB	P02918	mrcA	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:16840781	:	83333	20081113	EcoCyc	-
PBPA_ECOLI	C6EFI0	UniProtKB	P02918	mrcA	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:16840781	:	83333	20081113	EcoCyc	-
PBPA_ECOLI	C6EFI0	UniProtKB	P02918	mrcA	-	GO:0009252	peptidoglycan biosynthetic process	Process	IDA	PMID:16840781	:	83333	20081113	EcoCyc	-
PBPA_ECOLI	C6EFI0	UniProtKB	P02918	mrcA	-	GO:0046677	response to antibiotic	Process	IMP	PMID:330236	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:10564478	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:11933234	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:12325012	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:365089	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:371539	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:6268122	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:6373702	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:6376452	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:6427167	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:6448021	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:6448573	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:6941742	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:7018389	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008144	drug binding	Function	IDA	PMID:7049076	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008658	penicillin binding	Function	IDA	PMID:10564478	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:11716719	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:12369847	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:12714684	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:14693515	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:16548528	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:16569861	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:6389538	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0008955	peptidoglycan glycosyltransferase activity	Function	IDA	PMID:7001458	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:10564478	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:11716719	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:14693515	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:16569861	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:17092918	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:6389538	:	83333	20081113	EcoCyc	-
PBPB_ECOLI	C6EAD5	UniProtKB	P02919	mrcB	-	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity	Function	IDA	PMID:7001458	:	83333	20081113	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0000299	integral to membrane of membrane fraction	Component	IDA	PMID:19523906	:	83333	20101213	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0005887	integral to plasma membrane	Component	EXP	PMID:19523906	:	83333	20101213	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0006813	potassium ion transport	Process	IGI	PMID:3301813	:	83333	20090826	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0009636	response to toxin	Process	IMP	PMID:2192231	:	83333	20101213	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0015503	glutathione-regulated potassium exporter activity	Function	IMP	PMID:2192231	:	83333	20090826	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0015643	toxin binding	Function	IDA	PMID:21041667	:	83333	20101213	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0019899	enzyme binding	Function	IMP	PMID:11053405	:	83333	20101213	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0042803	protein homodimerization activity	Function	IDA	PMID:19523906	:	83333	20101213	EcoCyc	-
KEFC_ECOLI	C6EB06	UniProtKB	P03819	kefC	-	GO:0051595	response to methylglyoxal	Process	IMP	PMID:8594323	:	83333	20101213	EcoCyc	-
															
															
															
ATKB_ECOLI	C6EJN7	UniProtKB	P03960	kdpB	-	GO:0000155	two-component sensor activity	Function	IDA	PMID:8276778	:	83333	20071106	EcoCyc	-
ATKB_ECOLI	C6EJN7	UniProtKB	P03960	kdpB	-	GO:0004072	aspartate kinase activity	Function	IDA	PMID:8276778	:	83333	20071106	EcoCyc	-
ATKB_ECOLI	C6EJN7	UniProtKB	P03960	kdpB	-	GO:0007234	osmosensory signaling pathway via two-component system	Process	IDA	PMID:8276778	:	83333	20071106	EcoCyc	-
ATKB_ECOLI	C6EJN7	UniProtKB	P03960	kdpB	-	GO:0009593	detection of chemical stimulus	Process	IDA	PMID:8276778	:	83333	20071106	EcoCyc	-
ATKB_ECOLI	C6EJN7	UniProtKB	P03960	kdpB	-	GO:0031235	intrinsic to internal side of plasma membrane	Component	IDA	PMID:1532388	:	83333	20071106	EcoCyc	-
ATKB_ECOLI	C6EJN7	UniProtKB	P03960	kdpB	-	GO:0046777	protein autophosphorylation	Process	IDA	PMID:8223625	:	83333	20101014	EcoCyc	-
GUAA_ECOLI	C6EKK2	UniProtKB	P04079	guaA	-	GO:0003921	GMP synthase activity	Function	IDA	PMID:17103135	:	83333	20061130	EcoCyc	-
GUAA_ECOLI	C6EKK2	UniProtKB	P04079	guaA	-	GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	Function	IDA	PMID:9890911	:	83333	20061129	EcoCyc	-
GUAA_ECOLI	C6EKK2	UniProtKB	P04079	guaA	-	GO:0006177	GMP biosynthetic process	Process	IMP	PMID:4353875	:	83333	20061130	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
DHSB_ECOLI	C6EJL3	UniProtKB	P07014	sdhB	-	GO:0009055	electron carrier activity	Function	IMP	PMID:16864590	:	83333	20080423	EcoCyc	-
DHSB_ECOLI	C6EJL3	UniProtKB	P07014	sdhB	-	GO:0009060	aerobic respiration	Process	IEP	PMID:7783618	:	83333	20080423	EcoCyc	-
DHSB_ECOLI	C6EJL3	UniProtKB	P07014	sdhB	-	GO:0051536	iron-sulfur cluster binding	Function	IDA	PMID:2997176	:	83333	20080423	EcoCyc	-
DHSB_ECOLI	C6EJL3	UniProtKB	P07014	sdhB	-	GO:0051537	2 iron, 2 sulfur cluster binding	Function	IMP	PMID:1312028	:	83333	20080423	EcoCyc	-
DHSB_ECOLI	C6EJL3	UniProtKB	P07014	sdhB	-	GO:0051538	3 iron, 4 sulfur cluster binding	Function	IDA	PMID:2987254	:	83333	20080423	EcoCyc	-
DHSB_ECOLI	C6EJL3	UniProtKB	P07014	sdhB	-	GO:0051539	4 iron, 4 sulfur cluster binding	Function	IMP	PMID:3008846	:	83333	20080423	EcoCyc	-
															
															
															
															
															
PUTP_ECOLI	C6EHJ1	UniProtKB	P07117	putP	-	GO:0015292	uniporter activity	Function	IDA	PMID:9693004	:	83333	20070409	EcoCyc	-
PUTP_ECOLI	C6EHJ1	UniProtKB	P07117	putP	-	GO:0015824	proline transport	Process	IMP	PMID:3007935	:	83333	20070409	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
DNAJ_ECOLI	C6EB39	UniProtKB	P08622	dnaJ	-	GO:0043335	protein unfolding	Process	IDA	PMID:20953191	:	83333	20110124	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
GRPE_ECOLI	C6EJX9	UniProtKB	P09372	grpE	-	GO:0043335	protein unfolding	Process	IDA	PMID:20953191	:	83333	20110124	EcoCyc	-
PUTA_ECOLI	C6EHJ3	UniProtKB	P09546	putA	-	GO:0003677	DNA binding	Function	IDA	PMID:1618807	:	83333	20090128	EcoCyc	-
PUTA_ECOLI	C6EHJ3	UniProtKB	P09546	putA	-	GO:0003700	sequence-specific DNA binding transcription factor activity	Function	IDA	PMID:18586269	:	83333	20090129	EcoCyc	-
PUTA_ECOLI	C6EHJ3	UniProtKB	P09546	putA	-	GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	Function	IDA	PMID:1618807	:	83333	20090127	EcoCyc	-
PUTA_ECOLI	C6EHJ3	UniProtKB	P09546	putA	-	GO:0004657	proline dehydrogenase activity	Function	IDA	PMID:1618807	:	83333	20090127	EcoCyc	-
PUTA_ECOLI	C6EHJ3	UniProtKB	P09546	putA	-	GO:0010133	proline catabolic process to glutamate	Process	IMP	PMID:7006756	:	83333	20090127	EcoCyc	-
PUTA_ECOLI	C6EHJ3	UniProtKB	P09546	putA	-	GO:0050660	flavin adenine dinucleotide binding	Function	IDA	PMID:1618807	:	83333	20090128	EcoCyc	-
															
															
GLTB_ECOLI	C6EH15	UniProtKB	P09831	gltB	-	GO:0004355	glutamate synthase (NADPH) activity	Function	IDA	PMID:4565085	:	83333	20070326	EcoCyc	-
GLTB_ECOLI	C6EH15	UniProtKB	P09831	gltB	-	GO:0006537	glutamate biosynthetic process	Process	IDA	PMID:4565085	:	83333	20070326	EcoCyc	-
															
															
															
															
															
															
															
UBIB_ECOLI	C6EF61	UniProtKB	P0A6A0	ubiB	-	GO:0006744	ubiquinone biosynthetic process	Process	IMP	PMID:9422602	:	83333	20070711	EcoCyc	-
UBIB_ECOLI	C6EF61	UniProtKB	P0A6A0	ubiB	-	GO:0019168	2-octaprenylphenol hydroxylase activity	Function	IMP	PMID:4897112	:	83333	20070711	EcoCyc	-
															
															
															
ISCS_ECOLI	C6EKH7	UniProtKB	P0A6B7	iscS	-	GO:0009000	selenocysteine lyase activity	Function	IDA	PMID:10739946	:	83333	20070322	EcoCyc	-
ISCS_ECOLI	C6EKH7	UniProtKB	P0A6B7	iscS	-	GO:0016226	iron-sulfur cluster assembly	Process	IMP	PMID:10393315	:	83333	20070322	EcoCyc	-
ISCS_ECOLI	C6EKH7	UniProtKB	P0A6B7	iscS	-	GO:0018131	oxazole or thiazole biosynthetic process	Process	IMP	PMID:10781607	:	83333	20070322	EcoCyc	-
ISCS_ECOLI	C6EKH7	UniProtKB	P0A6B7	iscS	-	GO:0030170	pyridoxal phosphate binding	Function	IDA	PMID:10600118	:	83333	20090610	EcoCyc	-
ISCS_ECOLI	C6EKH7	UniProtKB	P0A6B7	iscS	-	GO:0031071	cysteine desulfurase activity	Function	IDA	PMID:10739946	:	83333	20070322	EcoCyc	-
ISCS_ECOLI	C6EKH7	UniProtKB	P0A6B7	iscS	-	GO:0031119	tRNA pseudouridine synthesis	Process	IDA	PMID:10600118	:	83333	20070322	EcoCyc	-
															
															
															
ARGB_ECOLI	C6EE50	UniProtKB	P0A6C8	argB	-	GO:0006526	arginine biosynthetic process	Process	IDA	PMID:10684608	:	83333	20100420	EcoCyc	-
ARGB_ECOLI	C6EE50	UniProtKB	P0A6C8	argB	-	GO:0008270	zinc ion binding	Function	IDA	PMID:10684608	:	83333	20100420	EcoCyc	-
ARGB_ECOLI	C6EE50	UniProtKB	P0A6C8	argB	-	GO:0050897	cobalt ion binding	Function	IDA	PMID:10684608	:	83333	20100420	EcoCyc	-
															
ASSY_ECOLI	C6EH54	UniProtKB	P0A6E4	argG	-	GO:0004055	argininosuccinate synthase activity	Function	EXP	PMID:11809762	:	83333	20100422	EcoCyc	-
ASSY_ECOLI	C6EH54	UniProtKB	P0A6E4	argG	-	GO:0005524	ATP binding	Function	EXP	PMID:11809762	:	83333	20100422	EcoCyc	-
CH10_ECOLI	C6ECY3	UniProtKB	P0A6F9	groS	-	GO:0051082	unfolded protein binding	Function	IMP	PMID:2573517	:	83333	20090730	EcoCyc	-
															
															
															
															
DEF_ECOLI	C6EGI0	UniProtKB	P0A6K3	def	-	GO:0008198	ferrous iron binding	Function	IDA	PMID:9610360	:	83333	20080312	EcoCyc	-
DEF_ECOLI	C6EGI0	UniProtKB	P0A6K3	def	-	GO:0031365	N-terminal protein amino acid modification	Process	IDA	PMID:9374870	:	83333	20080313	EcoCyc	-
DEF_ECOLI	C6EGI0	UniProtKB	P0A6K3	def	-	GO:0042586	peptide deformylase activity	Function	IDA	PMID:9374870	:	83333	20071023	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
GLGA_ECOLI	C6EFE5	UniProtKB	P0A6U8	glgA	-	GO:0005978	glycogen biosynthetic process	Process	IMP	PMID:17719035	:	83333	20090306	EcoCyc	-
GLGA_ECOLI	C6EFE5	UniProtKB	P0A6U8	glgA	-	GO:0009011	starch synthase activity	Function	IDA	PMID:8226921	:	83333	20090306	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
HTPG_ECOLI	C6EKZ1	UniProtKB	P0A6Z3	htpG	-	GO:0006457	protein folding	Process	EXP	PMID:10931286	:	83333	20070105	EcoCyc	-
HTPG_ECOLI	C6EKZ1	UniProtKB	P0A6Z3	htpG	-	GO:0042623	ATPase activity, coupled	Function	IDA	PMID:9707442	:	83333	20070105	EcoCyc	-
IF3_ECOLI	C6ECN9	UniProtKB	P0A707	infC	-	GO:0003743	translation initiation factor activity	Function	IDA	PMID:4922687	:	83333	20081215	EcoCyc	-
IF3_ECOLI	C6ECN9	UniProtKB	P0A707	infC	-	GO:0009409	response to cold	Process	IDA	PMID:14730025	:	83333	20081215	EcoCyc	-
IF3_ECOLI	C6ECN9	UniProtKB	P0A707	infC	-	GO:0032790	ribosome disassembly	Process	IMP	PMID:18565340	:	83333	20090319	EcoCyc	-
IF3_ECOLI	C6ECN9	UniProtKB	P0A707	infC	-	GO:0043022	ribosome binding	Function	IDA	PMID:11684020	:	83333	20081215	EcoCyc	-
															
															
															
															
															
															
MSCL_ECOLI	C6EGH6	UniProtKB	P0A742	mscL	-	GO:0008381	mechanically-gated ion channel activity	Function	IMP	PMID:7511799	:	83333	20071011	EcoCyc	-
MSCL_ECOLI	C6EGH6	UniProtKB	P0A742	mscL	-	GO:0009992	cellular water homeostasis	Process	IGI	PMID:10202137	:	83333	20071011	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
NDK_ECOLI	C6EKJ1	UniProtKB	P0A763	ndk	-	GO:0004550	nucleoside diphosphate kinase activity	Function	IDA	PMID:214126	:	83333	20100308	EcoCyc	-
NDK_ECOLI	C6EKJ1	UniProtKB	P0A763	ndk	-	GO:0042802	identical protein binding	Function	IPI	PMID:7730286	:	83333	20100308	EcoCyc	-
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
															
PYRG_ECOLI	C6EJ92	UniProtKB	P0A7E5	pyrG	-	GO:0003883	CTP synthase activity	Function	IDA	PMID:12383057	:	83333	20061204	EcoCyc	-
PYRG_ECOLI	C6EJ92	UniProtKB	P0A7E5	pyrG	-	GO:0006241	CTP biosynthetic process	Process	IDA	PMID:12383057	:	83333	20061204	EcoCyc	-
															
															
															
															
															
															
															
RL11_ECOLI	C6EE36	UniProtKB	P0A7J7	rplK	-	GO:0006415	translational termination	Process	IMP	PMID:16556224	:	83333	20080807	EcoCyc	-
RL11_ECOLI	C6EE36	UniProtKB	P0A7J7	rplK	-	GO:0015968	stringent response	Process	IDA	PMID:17095013	:	83333	20080807	EcoCyc	-
RL11_ECOLI	C6EE36	UniProtKB	P0A7J7	rplK	-	GO:0019843	rRNA binding	Function	IDA	PMID:6271782	:	83333	20080807	EcoCyc	-
RL11_ECOLI	C6EE36	UniProtKB	P0A7J7	rplK	-	GO:0022625	cytosolic large ribosomal subunit	Component	IDA	PMID:7004866	:	83333	20080807	EcoCyc	-
RL1_ECOLI	C6EE35	UniProtKB	P0A7L0	rplA	-	GO:0045947	negative regulation of translational initiation	Process	IDA	PMID:6354472	:	83333	20080807	EcoCyc	-
RL20_ECOLI	C6ECP1	UniProtKB	P0A7L3	rplT	-	GO:0000027	ribosomal large subunit assembly	Process	IDA	PMID:7021848	:	83333	20080110	EcoCyc	-
RL20_ECOLI	C6ECP1	UniProtKB	P0A7L3	rplT	-	GO:0000900	translation repressor activity, nucleic acid binding	Function	IDA	PMID:1453449	:	83333	20070427	EcoCyc	-
RL20_ECOLI	C6ECP1	UniProtKB	P0A7L3	rplT	-	GO:0003735	structural constituent of ribosome	Function	IDA	PMID:7021848	:	83333	20070427	EcoCyc	-
RL20_ECOLI	C6ECP1	UniProtKB	P0A7L3	rplT	-	GO:0022625	cytosolic large ribosomal subunit	Component	IMP	PMID:8628231	:	83333	20080121	EcoCyc	-
															
															
RS12_ECOLI	C6EGC2	UniProtKB	P0A7S3	rpsL	-	GO:0000372	Group I intron splicing	Process	IDA	PMID:7958841	:	83333	20080305	EcoCyc	-
RS12_ECOLI	C6EGC2	UniProtKB	P0A7S3	rpsL	-	GO:0006412	translation	Process	IMP	PMID:321423	:	83333	20080303	EcoCyc	-
RS12_ECOLI	C6EGC2	UniProtKB	P0A7S3	rpsL	-	GO:0019843	rRNA binding	Function	IDA	PMID:2459389	:	83333	20080305	EcoCyc	-
RS12_ECOLI	C6EGC2	UniProtKB	P0A7S3	rpsL	-	GO:0022627	cytosolic small ribosomal subunit	Component	IDA	PMID:4922286	:	83333	20080305	EcoCyc	-
RS12_ECOLI	C6EGC2	UniProtKB	P0A7S3	rpsL	-	GO:0033120	positive regulation of RNA splicing	Process	IDA	PMID:7958841	:	83333	20080305	EcoCyc	-
RS12_ECOLI	C6EGC2	UniProtKB	P0A7S3	rpsL	-	GO:0034336	misfolded RNA binding	Function	IDA	PMID:7958841	:	83333	20080501	EcoCyc	-
RS12_ECOLI	C6EGC2	UniProtKB	P0A7S3	rpsL	-	GO:0034337	RNA folding	Process	IDA	PMID:7958841	:	83333	20080501	EcoCyc	-
															
															
															
															
															
															
RS2_ECOLI	C6EAB6	UniProtKB	P0A7V0	rpsB	-	GO:0022627	cytosolic small ribosomal subunit	Component	IPI	PMID:7023985	:	83333	20080728	EcoCyc	-
															
															
															
															
DCTA_ECOLI	C6EEF5	UniProtKB	P0A830	dctA	-	GO:0000299	integral to membrane of membrane fraction	Component	IDA	PMID:357845	:	83333	20100322	EcoCyc	-
DCTA_ECOLI	C6EEF5	UniProtKB	P0A830	dctA	-	GO:0015138	fumarate transmembrane transporter activity	Function	IMP	PMID:4346810	:	83333	20100322	EcoCyc	-
DCTA_ECOLI	C6EEF5	UniProtKB	P0A830	dctA	-	GO:0015141	succinate transmembrane transporter activity	Function	IMP	PMID:4346810	:	83333	20100322	EcoCyc	-
DCTA_ECOLI	C6EEF5	UniProtKB	P0A830	dctA	-	GO:0015183	L-aspartate transmembrane transporter activity	Function	IDA	PMID:5999	:	83333	20100322	EcoCyc	-
DCTA_ECOLI	C6EEF5	UniProtKB	P0A830	dctA	-	GO:0015366	malate:hydrogen symporter activity	Function	IDA	PMID:5999	:	83333	20100322	EcoCyc	-
DCTA_ECOLI	C6EEF5	UniProtKB	P0A830	dctA	-	GO:0015741	fumarate transport	Process	IMP	PMID:4346810	:	83333	20100322	EcoCyc	-
DCTA_ECOLI	C6EEF5	UniProtKB	P0A830	dctA	-	GO:0070778	L-aspartate transport	Process	IDA	PMID:5999	:	83333	20100322	EcoCyc	-
TATE_ECOLI	C6EK66	UniProtKB	P0A843	tatE	-	GO:0008565	protein transporter activity	Function	IMP	PMID:9649434	EcoliWiki:tatA	83333	20091206	EcoCyc	-
TATE_ECOLI	C6EK66	UniProtKB	P0A843	tatE	-	GO:0033281	TAT protein transport complex	Component	IMP	PMID:9649434	:	83333	20091206	EcoCyc	-
															
															
															
															
